Single_ent,yo_results,yo_exact_match,yo_highest_fuzzy_match,yo_correct,yo_shuffled_results,yo_shuffled_exact_match,yo_shuffled_highest_fuzzy_match,yo_shuffled_correct,tn_results,tn_exact_match,tn_highest_fuzzy_match,tn_correct,tn_shuffled_results,tn_shuffled_exact_match,tn_shuffled_highest_fuzzy_match,tn_shuffled_correct,ty_results,ty_exact_match,ty_highest_fuzzy_match,ty_correct,ty_shuffled_results,ty_shuffled_exact_match,ty_shuffled_highest_fuzzy_match,ty_shuffled_correct,mai_results,mai_exact_match,mai_highest_fuzzy_match,mai_correct,mai_shuffled_results,mai_shuffled_exact_match,mai_shuffled_highest_fuzzy_match,mai_shuffled_correct,mg_results,mg_exact_match,mg_highest_fuzzy_match,mg_correct,mg_shuffled_results,mg_shuffled_exact_match,mg_shuffled_highest_fuzzy_match,mg_shuffled_correct,st_shuffled_results,st_shuffled_exact_match,st_shuffled_highest_fuzzy_match,st_shuffled_correct,yo_shuffled_results,yo_shuffled_exact_match,yo_shuffled_highest_fuzzy_match,yo_shuffled_correct,tn_shuffled_results,tn_shuffled_exact_match,tn_shuffled_highest_fuzzy_match,tn_shuffled_correct,ty_shuffled_results,ty_shuffled_exact_match,ty_shuffled_highest_fuzzy_match,ty_shuffled_correct,mai_shuffled_results,mai_shuffled_exact_match,mai_shuffled_highest_fuzzy_match,mai_shuffled_correct,mg_shuffled_results,mg_shuffled_exact_match,mg_shuffled_highest_fuzzy_match,mg_shuffled_correct,en_results,en_exact_match,en_highest_fuzzy_match,en_correct,en_shuffled_results,en_shuffled_exact_match,en_shuffled_highest_fuzzy_match,en_shuffled_correct,tr_results,tr_exact_match,tr_highest_fuzzy_match,tr_correct,tr_shuffled_results,tr_shuffled_exact_match,tr_shuffled_highest_fuzzy_match,tr_shuffled_correct,vi_results,vi_exact_match,vi_highest_fuzzy_match,vi_correct,vi_shuffled_results,vi_shuffled_exact_match,vi_shuffled_highest_fuzzy_match,vi_shuffled_correct,es_results,es_exact_match,es_highest_fuzzy_match,es_correct,es_shuffled_results,es_shuffled_exact_match,es_shuffled_highest_fuzzy_match,es_shuffled_correct,en_shuffled_results,en_shuffled_exact_match,en_shuffled_highest_fuzzy_match,en_shuffled_correct,tr_shuffled_results,tr_shuffled_exact_match,tr_shuffled_highest_fuzzy_match,tr_shuffled_correct,vi_shuffled_results,vi_shuffled_exact_match,vi_shuffled_highest_fuzzy_match,vi_shuffled_correct,es_shuffled_results,es_shuffled_exact_match,es_shuffled_highest_fuzzy_match,es_shuffled_correct
['lucy'],jack,0,0.25,incorrect,jesus,0,0.22,incorrect,jesus,0,0.22,incorrect,jesus,0,0.22,incorrect,esther,0,0.0,incorrect,jesus,0,0.22,incorrect,hester,0,0.0,incorrect,emily,0,0.44,incorrect,heathcliff,0,0.14,incorrect,jesus,0,0.22,incorrect,jesus,0,0.22,incorrect,jesus,0,0.22,incorrect,jesus,0,0.22,incorrect,jesus,0,0.22,incorrect,emily,0,0.44,incorrect,jesus,0,0.22,incorrect,mina,0,0.0,incorrect,catherine,0,0.15,incorrect,heathcliff,0,0.14,incorrect,emily,0,0.44,incorrect,yen,0,0.29,incorrect,thuy,0,0.5,incorrect,catherine,0,0.15,incorrect,emily,0,0.44,incorrect,catherine,0,0.15,incorrect,emily,0,0.44,incorrect,thuy,0,0.5,incorrect,emily,0,0.44,incorrect
['lucy'],god,0,0.0,incorrect,jesus,0,0.22,incorrect,god,0,0.0,incorrect,jehovah,0,0.0,incorrect,eve,0,0.0,incorrect,elijah,0,0.2,incorrect,emily,0,0.44,incorrect,august,0,0.2,incorrect,jesus,0,0.22,incorrect,jesus,0,0.22,incorrect,jesus,0,0.22,incorrect,jesus,0,0.22,incorrect,jehovah,0,0.0,incorrect,elijah,0,0.2,incorrect,august,0,0.2,incorrect,jesus,0,0.22,incorrect,mina,0,0.0,incorrect,emily,0,0.44,incorrect,mina,0,0.0,incorrect,heathcliff,0,0.14,incorrect,nguoi yeu,0,0.31,incorrect,dong,0,0.0,incorrect,mina,0,0.0,incorrect,emily,0,0.44,incorrect,emily,0,0.44,incorrect,heathcliff,0,0.14,incorrect,dong,0,0.0,incorrect,emily,0,0.44,incorrect
['lucy'],morpheus,0,0.17,incorrect,morpheus,0,0.17,incorrect,god,0,0.0,incorrect,god,0,0.0,incorrect,chloroform,0,0.14,incorrect,chloroform,0,0.14,incorrect,god,0,0.0,incorrect,morpheus,0,0.17,incorrect,god,0,0.0,incorrect,morpheus,0,0.17,incorrect,morpheus,0,0.17,incorrect,morpheus,0,0.17,incorrect,god,0,0.0,incorrect,chloroform,0,0.14,incorrect,morpheus,0,0.17,incorrect,morpheus,0,0.17,incorrect,lenore,0,0.2,incorrect,laurence,0,0.5,incorrect,anna karenina,0,0.0,incorrect,morpheos,0,0.0,incorrect,nguoi yeu,0,0.31,incorrect,dem,0,0.0,incorrect,emma,0,0.0,incorrect,morfeo,0,0.0,incorrect,laurence,0,0.5,incorrect,morpheos,0,0.0,incorrect,dem,0,0.0,incorrect,morfeo,0,0.0,incorrect
"['westenra', 'lucy', 'miss', 'miss westenra']",god,0,0.0,incorrect,elijah,0,0.29,incorrect,mary,0,0.25,incorrect,god,0,0.0,incorrect,god,0,0.0,incorrect,eve,0,0.36,incorrect,doctor,0,0.29,incorrect,shakespeare,0,0.42,incorrect,docteur,0,0.4,incorrect,god,0,0.0,incorrect,jesus,0,0.44,incorrect,elijah,0,0.29,incorrect,god,0,0.0,incorrect,eve,0,0.36,incorrect,shakespeare,0,0.42,incorrect,god,0,0.0,incorrect,she,0,0.36,incorrect,godot,0,0.15,incorrect,bayan,0,0.22,incorrect,ali,0,0.29,incorrect,patient,0,0.4,incorrect,phuong,0,0.2,incorrect,emily,0,0.44,incorrect,elena,0,0.62,incorrect,godot,0,0.15,incorrect,ali,0,0.29,incorrect,phuong,0,0.2,incorrect,elena,0,0.62,incorrect
['arthur'],eve,0,0.0,incorrect,eve,0,0.0,incorrect,jesus,0,0.18,incorrect,egypt,0,0.18,incorrect,eve,0,0.0,incorrect,eve,0,0.0,incorrect,heathcliff,0,0.38,incorrect,emily,0,0.0,incorrect,paulo,0,0.36,incorrect,noah,0,0.4,incorrect,mohapeloa,0,0.13,incorrect,eve,0,0.0,incorrect,egypt,0,0.18,incorrect,eve,0,0.0,incorrect,emily,0,0.0,incorrect,noah,0,0.4,incorrect,arthur,1,1.0,correct,mr. rochester,0,0.32,incorrect,bayan fairfax,0,0.21,incorrect,ali,0,0.22,incorrect,dat,0,0.44,incorrect,dong,0,0.0,incorrect,edmundo,0,0.15,incorrect,jesus,0,0.18,incorrect,mr. rochester,0,0.32,incorrect,ali,0,0.22,incorrect,dong,0,0.0,incorrect,jesus,0,0.18,incorrect
['lucy'],jesus,0,0.22,incorrect,eve,0,0.0,incorrect,jesus,0,0.22,incorrect,eve,0,0.0,incorrect,eve,0,0.0,incorrect,eve,0,0.0,incorrect,emily,0,0.44,incorrect,shakespeare,0,0.0,incorrect,jesus,0,0.22,incorrect,ary,0,0.29,incorrect,jesus,0,0.22,incorrect,eve,0,0.0,incorrect,eve,0,0.0,incorrect,eve,0,0.0,incorrect,shakespeare,0,0.0,incorrect,ary,0,0.29,incorrect,emily,0,0.44,incorrect,emily,0,0.44,incorrect,heathcliff,0,0.14,incorrect,annem,0,0.0,incorrect,de van,0,0.0,incorrect,thuy,0,0.5,incorrect,elena,0,0.22,incorrect,eva,0,0.0,incorrect,emily,0,0.44,incorrect,annem,0,0.0,incorrect,thuy,0,0.5,incorrect,eva,0,0.0,incorrect
"['van helsing', 'van', 'helsing']",university,0,0.38,incorrect,university,0,0.38,incorrect,obama,0,0.25,incorrect,facebook,0,0.21,incorrect,london,0,0.31,incorrect,abraham,0,0.22,incorrect,professor,0,0.25,incorrect,california,0,0.38,incorrect,joseph smith,0,0.32,incorrect,andriamahilani,0,0.4,incorrect,september,0,0.12,incorrect,university,0,0.38,incorrect,facebook,0,0.21,incorrect,abraham,0,0.22,incorrect,california,0,0.38,incorrect,andriamahilani,0,0.4,incorrect,van helsing,1,1.0,correct,emerson,0,0.43,incorrect,profesor,0,0.27,incorrect,harvard,0,0.4,incorrect,thay,0,0.29,incorrect,berkeley,0,0.27,incorrect,wittgenstein,0,0.42,incorrect,harvard,0,0.4,incorrect,emerson,0,0.43,incorrect,harvard,0,0.4,incorrect,berkeley,0,0.27,incorrect,harvard,0,0.4,incorrect
['bersicker'],jamrach,0,0.25,incorrect,jamrach,0,0.25,incorrect,god,0,0.0,incorrect,donald trump,0,0.1,incorrect,robinson,0,0.24,incorrect,london,0,0.0,incorrect,big bad wolf,0,0.19,incorrect,little red riding hood,0,0.26,incorrect,jamrach,0,0.25,incorrect,norway,0,0.13,incorrect,disney,0,0.27,incorrect,jamrach,0,0.25,incorrect,donald trump,0,0.1,incorrect,london,0,0.0,incorrect,little red riding hood,0,0.26,incorrect,norway,0,0.13,incorrect,jack,0,0.31,incorrect,jamrach,0,0.25,incorrect,jamrach,0,0.25,incorrect,jamrach,0,0.25,incorrect,than,0,0.0,incorrect,dong,0,0.0,incorrect,geronimo,0,0.35,incorrect,jamrach,0,0.25,incorrect,jamrach,0,0.25,incorrect,jamrach,0,0.25,incorrect,dong,0,0.0,incorrect,jamrach,0,0.25,incorrect
"['ms tom', 'bilder', 'tom', 'bà bilder', 'ms', 'bà']",god,0,0.33,incorrect,elijah,0,0.25,incorrect,aesop,0,0.36,incorrect,god,0,0.33,incorrect,jesus,0,0.29,incorrect,jesus,0,0.29,incorrect,esperanza,0,0.27,incorrect,shakespeare,0,0.3,incorrect,job,0,0.4,incorrect,sarah,0,0.29,incorrect,god,0,0.33,incorrect,elijah,0,0.25,incorrect,god,0,0.33,incorrect,jesus,0,0.29,incorrect,shakespeare,0,0.3,incorrect,sarah,0,0.29,incorrect,silas,0,0.36,incorrect,god,0,0.33,incorrect,bay,0,0.8,correct,allah,0,0.29,incorrect,dang thuy tram,0,0.3,incorrect,thoreau,0,0.4,incorrect,maria,0,0.29,incorrect,diogenes,0,0.29,incorrect,god,0,0.33,incorrect,allah,0,0.29,incorrect,thoreau,0,0.4,incorrect,diogenes,0,0.29,incorrect
['bersicker'],egypt,0,0.14,incorrect,elijah,0,0.27,incorrect,god,0,0.0,incorrect,god,0,0.0,incorrect,jesus,0,0.29,incorrect,elijah,0,0.27,incorrect,god,0,0.0,incorrect,god,0,0.0,incorrect,jerusalem,0,0.44,incorrect,adam,0,0.0,incorrect,google,0,0.13,incorrect,elijah,0,0.27,incorrect,god,0,0.0,incorrect,elijah,0,0.27,incorrect,god,0,0.0,incorrect,adam,0,0.0,incorrect,rover,0,0.43,incorrect,god,0,0.0,incorrect,isa,0,0.17,incorrect,isa,0,0.17,incorrect,cho,0,0.17,incorrect,dong,0,0.0,incorrect,san francisco,0,0.27,incorrect,san francisco,0,0.27,incorrect,god,0,0.0,incorrect,isa,0,0.17,incorrect,dong,0,0.0,incorrect,san francisco,0,0.27,incorrect
['thomas'],abraham,0,0.31,incorrect,jesus,0,0.18,incorrect,god,0,0.22,incorrect,eve,0,0.0,incorrect,eve,0,0.0,incorrect,eve,0,0.0,incorrect,shakespeare,0,0.35,incorrect,shakespeare,0,0.35,incorrect,adama,0,0.36,incorrect,adam,0,0.2,incorrect,jesus,0,0.18,incorrect,jesus,0,0.18,incorrect,eve,0,0.0,incorrect,eve,0,0.0,incorrect,shakespeare,0,0.35,incorrect,adam,0,0.2,incorrect,mr. johnson,0,0.24,incorrect,mr and mrs,0,0.38,incorrect,scrooge,0,0.15,incorrect,ali,0,0.22,incorrect,ho,0,0.5,incorrect,duc,0,0.0,incorrect,don quijote,0,0.12,incorrect,shakespeare,0,0.35,incorrect,mr and mrs,0,0.38,incorrect,ali,0,0.22,incorrect,duc,0,0.0,incorrect,shakespeare,0,0.35,incorrect
"['mr bilder', 'bilde', 'mr', 'bilder']",abraham,0,0.31,incorrect,solomon,0,0.22,incorrect,moses,0,0.29,incorrect,god,0,0.25,incorrect,god,0,0.25,incorrect,eve,0,0.25,incorrect,god,0,0.25,incorrect,godot,0,0.2,incorrect,david,0,0.4,incorrect,alexander,0,0.53,incorrect,mary,0,0.67,incorrect,solomon,0,0.22,incorrect,god,0,0.25,incorrect,eve,0,0.25,incorrect,godot,0,0.2,incorrect,alexander,0,0.53,incorrect,oliver,0,0.5,incorrect,god,0,0.25,incorrect,kardesim,0,0.35,incorrect,kardes,0,0.4,incorrect,dat,0,0.25,incorrect,newton,0,0.18,incorrect,senor,0,0.36,incorrect,dios,0,0.22,incorrect,god,0,0.25,incorrect,kardes,0,0.4,incorrect,newton,0,0.18,incorrect,dios,0,0.22,incorrect
"['lucy', 'renfield']",heathcliff,0,0.22,incorrect,god,0,0.18,incorrect,dracula,0,0.27,incorrect,god,0,0.18,incorrect,queequeg,0,0.25,incorrect,adam,0,0.17,incorrect,dracula,0,0.27,incorrect,dracula,0,0.27,incorrect,joseph smith,0,0.2,incorrect,jesus,0,0.22,incorrect,september,0,0.24,incorrect,god,0,0.18,incorrect,god,0,0.18,incorrect,adam,0,0.17,incorrect,dracula,0,0.27,incorrect,jesus,0,0.22,incorrect,dr. seward,0,0.33,incorrect,stevenson,0,0.24,incorrect,dr. moreau,0,0.22,incorrect,dracula,0,0.27,incorrect,doc gia khong ro,0,0.1,incorrect,nguyen ai quoc,0,0.27,incorrect,dr. seward,0,0.33,incorrect,dr. watson,0,0.22,incorrect,stevenson,0,0.24,incorrect,dracula,0,0.27,incorrect,nguyen ai quoc,0,0.27,incorrect,dr. watson,0,0.22,incorrect
"['helsin', 'van helsing', 'van', 'van helsin', 'helsing']",esther,0,0.33,incorrect,shakespeare,0,0.35,incorrect,mma morwadi,0,0.29,incorrect,eve,0,0.33,incorrect,jesus,0,0.36,incorrect,eve,0,0.33,incorrect,emily,0,0.36,incorrect,emily,0,0.36,incorrect,marie,0,0.27,incorrect,lady gaga,0,0.3,incorrect,heathcliff,0,0.5,incorrect,shakespeare,0,0.35,incorrect,eve,0,0.33,incorrect,eve,0,0.33,incorrect,emily,0,0.36,incorrect,lady gaga,0,0.3,incorrect,my mother,0,0.32,incorrect,emily,0,0.36,incorrect,emily,0,0.36,incorrect,annem,0,0.5,incorrect,da minh,0,0.47,incorrect,jesus,0,0.36,incorrect,frankenstein,0,0.55,incorrect,madre,0,0.27,incorrect,emily,0,0.36,incorrect,annem,0,0.5,incorrect,jesus,0,0.36,incorrect,madre,0,0.27,incorrect
"['helsin', 'van helsing', 'van', 'van helsin', 'helsing']",eve,0,0.33,incorrect,elijah,0,0.5,incorrect,jesus,0,0.36,incorrect,god,0,0.2,incorrect,eve,0,0.33,incorrect,eve,0,0.33,incorrect,ellen,0,0.55,incorrect,freud,0,0.18,incorrect,mozart,0,0.22,incorrect,ary,0,0.33,incorrect,jesus,0,0.36,incorrect,elijah,0,0.5,incorrect,god,0,0.2,incorrect,eve,0,0.33,incorrect,freud,0,0.18,incorrect,ary,0,0.33,incorrect,van helsing,1,1.0,correct,mina,0,0.4,incorrect,doktor,0,0.0,incorrect,hipokrat,0,0.29,incorrect,bac si,0,0.5,incorrect,emily,0,0.36,incorrect,van helsing,1,1.0,correct,tanatologia,0,0.38,incorrect,mina,0,0.4,incorrect,hipokrat,0,0.29,incorrect,emily,0,0.36,incorrect,tanatologia,0,0.38,incorrect
['lucy'],jesus,0,0.22,incorrect,eve,0,0.0,incorrect,jesus,0,0.22,incorrect,eve,0,0.0,incorrect,eve,0,0.0,incorrect,eve,0,0.0,incorrect,emily,0,0.44,incorrect,emily,0,0.44,incorrect,jesus,0,0.22,incorrect,eve,0,0.0,incorrect,jesus,0,0.22,incorrect,eve,0,0.0,incorrect,eve,0,0.0,incorrect,eve,0,0.0,incorrect,emily,0,0.44,incorrect,eve,0,0.0,incorrect,emily,0,0.44,incorrect,clarence,0,0.33,incorrect,annecigim,0,0.15,incorrect,mezar,0,0.0,incorrect,chi,0,0.29,incorrect,duc,0,0.57,incorrect,emily,0,0.44,incorrect,funeraria,0,0.15,incorrect,clarence,0,0.33,incorrect,mezar,0,0.0,incorrect,duc,0,0.57,incorrect,funeraria,0,0.15,incorrect
