Single_ent,en_results,en_exact_match,en_highest_fuzzy_match,en_correct,en_shuffled_results,en_shuffled_exact_match,en_shuffled_highest_fuzzy_match,en_shuffled_correct,tr_results,tr_exact_match,tr_highest_fuzzy_match,tr_correct,tr_shuffled_results,tr_shuffled_exact_match,tr_shuffled_highest_fuzzy_match,tr_shuffled_correct,vi_results,vi_exact_match,vi_highest_fuzzy_match,vi_correct,vi_shuffled_results,vi_shuffled_exact_match,vi_shuffled_highest_fuzzy_match,vi_shuffled_correct,es_results,es_exact_match,es_highest_fuzzy_match,es_correct,es_shuffled_results,es_shuffled_exact_match,es_shuffled_highest_fuzzy_match,es_shuffled_correct,en_shuffled_results,en_shuffled_exact_match,en_shuffled_highest_fuzzy_match,en_shuffled_correct,tr_shuffled_results,tr_shuffled_exact_match,tr_shuffled_highest_fuzzy_match,tr_shuffled_correct,vi_shuffled_results,vi_shuffled_exact_match,vi_shuffled_highest_fuzzy_match,vi_shuffled_correct,es_shuffled_results,es_shuffled_exact_match,es_shuffled_highest_fuzzy_match,es_shuffled_correct
['margo'],[mask],0,0.36,incorrect,auditory,0,0.31,incorrect,kayikci,0,0.17,incorrect,kayikci,0,0.17,incorrect,ngoc,0,0.44,incorrect,co,0,0.29,incorrect,juan,0,0.22,incorrect,no name provided in the passage,0,0.17,incorrect,auditory,0,0.31,incorrect,kayikci,0,0.17,incorrect,co,0,0.29,incorrect,no name provided in the passage,0,0.17,incorrect
['margo'],sarah,0,0.4,incorrect,cousin,0,0.18,incorrect,ali,0,0.25,incorrect,kemal,0,0.4,incorrect,thuy,0,0.0,incorrect,the,0,0.0,incorrect,juan,0,0.22,incorrect,juan,0,0.22,incorrect,cousin,0,0.18,incorrect,kemal,0,0.4,incorrect,the,0,0.0,incorrect,juan,0,0.22,incorrect
['margo'],she,0,0.0,incorrect,the band,0,0.15,incorrect,[mask],0,0.36,incorrect,"[mask] is not explicitly mentioned in the passage, but based on the context, it is likely that the proper name that fills the [mask] token is ""bando"". this is because the passage mentions ""bando"" in the context of a band or a group, and it is reasonable to assume that the [mask] token is referring to a member of this group. however, please note that this is an educated guess, and the actual proper name may be different.",0,0.02,incorrect,toi,0,0.25,incorrect,chuyen,0,0.0,incorrect,maria,0,0.6,incorrect,aunque,0,0.18,incorrect,the band,0,0.15,incorrect,"[mask] is not explicitly mentioned in the passage, but based on the context, it is likely that the proper name that fills the [mask] token is ""bando"". this is because the passage mentions ""bando"" in the context of a band or a group, and it is reasonable to assume that the [mask] token is referring to a member of this group. however, please note that this is an educated guess, and the actual proper name may be different.",0,0.02,incorrect,chuyen,0,0.0,incorrect,aunque,0,0.18,incorrect
['margo'],she,0,0.0,incorrect,jane,0,0.22,incorrect,kadin,0,0.2,incorrect,arkadasim,0,0.29,incorrect,co,0,0.29,incorrect,co tu nhat,0,0.13,incorrect,maria,0,0.6,incorrect,el bueno,0,0.15,incorrect,jane,0,0.22,incorrect,arkadasim,0,0.29,incorrect,co tu nhat,0,0.13,incorrect,el bueno,0,0.15,incorrect
['margo'],sarah,0,0.4,incorrect,she,0,0.0,incorrect,[mask],0,0.36,incorrect,ali,0,0.25,incorrect,toi,0,0.25,incorrect,toi,0,0.25,incorrect,maria,0,0.6,incorrect,juan,0,0.22,incorrect,she,0,0.0,incorrect,ali,0,0.25,incorrect,toi,0,0.25,incorrect,juan,0,0.22,incorrect
['margo'],he,0,0.0,incorrect,jack,0,0.22,incorrect,kalp,0,0.22,incorrect,7eleveri,0,0.15,incorrect,7-eleven,0,0.0,incorrect,7-eleven,0,0.0,incorrect,maria,0,0.6,incorrect,7-eleven,0,0.0,incorrect,jack,0,0.22,incorrect,7eleveri,0,0.15,incorrect,7-eleven,0,0.0,incorrect,7-eleven,0,0.0,incorrect
['margo'],worthington,0,0.38,incorrect,worthingtons',0,0.33,incorrect,worthington,0,0.38,incorrect,worthington,0,0.38,incorrect,worthington,0,0.38,incorrect,worthington,0,0.38,incorrect,worthington,0,0.38,incorrect,worthington,0,0.38,incorrect,worthingtons',0,0.33,incorrect,worthington,0,0.38,incorrect,worthington,0,0.38,incorrect,worthington,0,0.38,incorrect
['jase'],sarah,0,0.22,incorrect,jane,0,0.75,correct,arkadas,0,0.36,incorrect,arkadas,0,0.36,incorrect,ngoc,0,0.0,incorrect,be,0,0.33,incorrect,maria,0,0.22,incorrect,maria,0,0.22,incorrect,jane,0,0.75,correct,arkadas,0,0.36,incorrect,be,0,0.33,incorrect,maria,0,0.22,incorrect
['margo'],she,0,0.0,incorrect,jimmy hanger,0,0.35,incorrect,[mask],0,0.36,incorrect,adam,0,0.22,incorrect,co,0,0.29,incorrect,co,0,0.29,incorrect,[mask],0,0.36,incorrect,juan,0,0.22,incorrect,jimmy hanger,0,0.35,incorrect,adam,0,0.22,incorrect,co,0,0.29,incorrect,juan,0,0.22,incorrect
['margo'],[mask],0,0.36,incorrect,jefferson,0,0.29,incorrect,[mask]'in,0,0.29,incorrect,jefferson,0,0.29,incorrect,hoi,0,0.25,incorrect,jefferson,0,0.29,incorrect,[mask],0,0.36,incorrect,jefferson,0,0.29,incorrect,jefferson,0,0.29,incorrect,jefferson,0,0.29,incorrect,jefferson,0,0.29,incorrect,jefferson,0,0.29,incorrect
"['marg', 'margo']",her,0,0.29,incorrect,john,0,0.22,incorrect,[mask]'nin,0,0.29,incorrect,kardes,0,0.4,incorrect,co,0,0.29,incorrect,chung,0,0.22,incorrect,el,0,0.0,incorrect,juan,0,0.25,incorrect,john,0,0.22,incorrect,kardes,0,0.4,incorrect,chung,0,0.22,incorrect,juan,0,0.25,incorrect
"['parson', 'chuck parson', 'chuck']",crown,0,0.55,incorrect,crown,0,0.55,incorrect,crown dans okulu,0,0.36,incorrect,crown,0,0.55,incorrect,crown,0,0.55,incorrect,crown,0,0.55,incorrect,crown,0,0.55,incorrect,crown,0,0.55,incorrect,crown,0,0.55,incorrect,crown,0,0.55,incorrect,crown,0,0.55,incorrect,crown,0,0.55,incorrect
['margo'],sarah,0,0.4,incorrect,she,0,0.0,incorrect,"[mask] elime uzanip parmaklarim benimkilere gecirerek siktiginda, birlikte arabadan uzaklasiyorduk. ben de onunkilerini sikip ona baktim. ciddiyetle basini salladi, ben de ona salladim ve sonra elimi birakti. cabucak pencereye ciktik. tahta cerceveyi usulca yukari ittim. cok az gicirdadi ama",0,0.03,incorrect,adam,0,0.22,incorrect,co,0,0.29,incorrect,toi,0,0.25,incorrect,elena,0,0.2,incorrect,juan,0,0.22,incorrect,she,0,0.0,incorrect,adam,0,0.22,incorrect,toi,0,0.25,incorrect,juan,0,0.22,incorrect
['margo'],girl,0,0.22,incorrect,ninja,0,0.2,incorrect,ali,0,0.25,incorrect,kedi,0,0.0,incorrect,co,0,0.29,incorrect,co,0,0.29,incorrect,juan,0,0.22,incorrect,ninja,0,0.2,incorrect,ninja,0,0.2,incorrect,kedi,0,0.0,incorrect,co,0,0.29,incorrect,ninja,0,0.2,incorrect
"['parso', 'chuck parso', 'parson', 'chuck parson', 'chuck']",old guy,0,0.17,incorrect,unknown,0,0.42,incorrect,adam,0,0.22,incorrect,adam,0,0.22,incorrect,bac,0,0.25,incorrect,nguoi den,0,0.29,incorrect,hombre,0,0.24,incorrect,viejo,0,0.2,incorrect,unknown,0,0.42,incorrect,adam,0,0.22,incorrect,nguoi den,0,0.29,incorrect,viejo,0,0.2,incorrect
"['parson', 'chuck parson', 'chuck']",amherst,0,0.46,incorrect,amherst,0,0.46,incorrect,amherst,0,0.46,incorrect,422 amherst,0,0.35,incorrect,amherst,0,0.46,incorrect,amherst,0,0.46,incorrect,amherst,0,0.46,incorrect,amherst,0,0.46,incorrect,amherst,0,0.46,incorrect,422 amherst,0,0.35,incorrect,amherst,0,0.46,incorrect,amherst,0,0.46,incorrect
['margo'],she,0,0.0,incorrect,emily,0,0.2,incorrect,o,0,0.33,incorrect,adam,0,0.22,incorrect,co,0,0.29,incorrect,ngoc,0,0.44,incorrect,juan,0,0.22,incorrect,maria,0,0.6,incorrect,emily,0,0.2,incorrect,adam,0,0.22,incorrect,ngoc,0,0.44,incorrect,maria,0,0.6,incorrect
['margo'],kira,0,0.22,incorrect,ninja,0,0.2,incorrect,kardes,0,0.36,incorrect,kaan,0,0.22,incorrect,co ay,0,0.2,incorrect,co [mask],0,0.29,incorrect,kage,0,0.44,incorrect,ninja,0,0.2,incorrect,ninja,0,0.2,incorrect,kaan,0,0.22,incorrect,co [mask],0,0.29,incorrect,ninja,0,0.2,incorrect
['margo'],seaworld,0,0.31,incorrect,seaworld,0,0.31,incorrect,seaworld,0,0.31,incorrect,seaworld,0,0.31,incorrect,seaworld,0,0.31,incorrect,florida,0,0.17,incorrect,seaworld,0,0.31,incorrect,seaworld,0,0.31,incorrect,seaworld,0,0.31,incorrect,seaworld,0,0.31,incorrect,florida,0,0.17,incorrect,seaworld,0,0.31,incorrect
['margo'],she,0,0.0,incorrect,me,0,0.29,incorrect,kardes,0,0.36,incorrect,sirin,0,0.2,incorrect,toi,0,0.25,incorrect,cau,0,0.25,incorrect,juan,0,0.22,incorrect,tu,0,0.0,incorrect,me,0,0.29,incorrect,sirin,0,0.2,incorrect,cau,0,0.25,incorrect,tu,0,0.0,incorrect
['margo'],"[mask] said, ""now, now!"" and i dashed across the six lanes of highway.",0,0.11,incorrect,i-drive,0,0.17,incorrect,bulvar,0,0.36,incorrect,1bulvan'nin,0,0.12,incorrect,ninja,0,0.2,incorrect,i-drive,0,0.17,incorrect,ninja,0,0.2,incorrect,autopista,0,0.29,incorrect,i-drive,0,0.17,incorrect,1bulvan'nin,0,0.12,incorrect,i-drive,0,0.17,incorrect,autopista,0,0.29,incorrect
['margo'],he,0,0.0,incorrect,no,0,0.29,incorrect,orange county serifi,0,0.24,incorrect,serif,0,0.2,incorrect,anh,0,0.25,incorrect,toi,0,0.25,incorrect,el,0,0.0,incorrect,el,0,0.0,incorrect,no,0,0.29,incorrect,serif,0,0.2,incorrect,toi,0,0.25,incorrect,el,0,0.0,incorrect
['margo'],the man,0,0.33,incorrect,john,0,0.22,incorrect,kardes,0,0.36,incorrect,kemal,0,0.4,incorrect,co,0,0.29,incorrect,duc,0,0.0,incorrect,el tipo,0,0.17,incorrect,y,0,0.0,incorrect,john,0,0.22,incorrect,kemal,0,0.4,incorrect,duc,0,0.0,incorrect,y,0,0.0,incorrect
['margo'],universal studios,0,0.18,incorrect,universal,0,0.14,incorrect,universal studyolari,0,0.16,incorrect,seaworld,0,0.31,incorrect,universal,0,0.14,incorrect,universal,0,0.14,incorrect,universal,0,0.14,incorrect,universal,0,0.14,incorrect,universal,0,0.14,incorrect,seaworld,0,0.31,incorrect,universal,0,0.14,incorrect,universal,0,0.14,incorrect
"['roth', 'margo roth spiegelman', 'margo', 'spiegelman']",boyfriend,0,0.33,incorrect,john,0,0.5,incorrect,adam,0,0.22,incorrect,hey,0,0.29,incorrect,baby,0,0.22,incorrect,bo,0,0.33,incorrect,[mask],0,0.36,incorrect,juan,0,0.29,incorrect,john,0,0.5,incorrect,hey,0,0.29,incorrect,bo,0,0.33,incorrect,juan,0,0.29,incorrect
['ben'],mr. johnson,0,0.14,incorrect,john,0,0.29,incorrect,ogretmen,0,0.36,incorrect,kalkip,0,0.0,incorrect,toi,0,0.0,incorrect,giac la-tinh,0,0.13,incorrect,juan,0,0.29,incorrect,juan,0,0.29,incorrect,john,0,0.29,incorrect,kalkip,0,0.0,incorrect,giac la-tinh,0,0.13,incorrect,juan,0,0.29,incorrect
"['roth', 'margo roth spiegelman', 'margo', 'spiegelman']",the nightmare before christmas,0,0.35,incorrect,john,0,0.5,incorrect,babam,0,0.2,incorrect,adam,0,0.22,incorrect,dao duy tu,0,0.29,incorrect,dem le,0,0.25,incorrect,elvis,0,0.27,incorrect,yo,0,0.33,incorrect,john,0,0.5,incorrect,adam,0,0.22,incorrect,dem le,0,0.25,incorrect,yo,0,0.33,incorrect
['margo'],mr. johnson,0,0.38,incorrect,jack,0,0.22,incorrect,ogretmen,0,0.15,incorrect,[mask],0,0.36,incorrect,toi,0,0.25,incorrect,toi,0,0.25,incorrect,profesor,0,0.31,incorrect,instituto,0,0.14,incorrect,jack,0,0.22,incorrect,[mask],0,0.36,incorrect,toi,0,0.25,incorrect,instituto,0,0.14,incorrect
['margo'],the individual,0,0.11,incorrect,gonna,0,0.4,incorrect,adam,0,0.22,incorrect,kara,0,0.44,incorrect,"nhung [mask] da ven man cho toi thay cach chong tra nhung tro ma cu bat nat ma moi, y manh hiep yeu ay. toi toan noi thi chot le mat thay mot voc nguoi to lo",0,0.06,incorrect,nguoi ong,0,0.29,incorrect,unknown,0,0.17,incorrect,al,0,0.29,incorrect,gonna,0,0.4,incorrect,kara,0,0.44,incorrect,nguoi ong,0,0.29,incorrect,al,0,0.29,incorrect
"['quentin', 'quenti']",john,0,0.2,incorrect,i,0,0.29,incorrect,bak,0,0.0,incorrect,ben,0,0.44,incorrect,may,0,0.0,incorrect,may,0,0.0,incorrect,mira,0,0.2,incorrect,juan,0,0.4,incorrect,i,0,0.29,incorrect,ben,0,0.44,incorrect,may,0,0.0,incorrect,juan,0,0.4,incorrect
['margo'],she,0,0.0,incorrect,jefferson,0,0.29,incorrect,jefiferson,0,0.27,incorrect,jefferson,0,0.29,incorrect,jefferson,0,0.29,incorrect,co thau park,0,0.24,incorrect,jefferson,0,0.29,incorrect,jefferson,0,0.29,incorrect,jefferson,0,0.29,incorrect,jefferson,0,0.29,incorrect,co thau park,0,0.24,incorrect,jefferson,0,0.29,incorrect
"['roth', 'margo roth spiegelman', 'margo', 'spiegelman']",missing,0,0.35,incorrect,she,0,0.31,incorrect,ogretmen,0,0.44,incorrect,kadir,0,0.4,incorrect,margo,1,1.0,correct,co,0,0.33,incorrect,maestro,0,0.67,incorrect,ni,0,0.17,incorrect,she,0,0.31,incorrect,kadir,0,0.4,incorrect,co,0,0.33,incorrect,ni,0,0.17,incorrect
['margo'],he,0,0.0,incorrect,he,0,0.0,incorrect,tanri,0,0.4,incorrect,kisi,0,0.0,incorrect,co,0,0.29,incorrect,va,0,0.29,incorrect,elena,0,0.2,incorrect,juan,0,0.22,incorrect,he,0,0.0,incorrect,kisi,0,0.0,incorrect,va,0,0.29,incorrect,juan,0,0.22,incorrect
"['jiminez', 'bay jiminez', 'bay']",katz,0,0.29,incorrect,bell,0,0.29,incorrect,prof. dr. ahmet yildiz,0,0.3,incorrect,ali,0,0.33,incorrect,thay,0,0.57,incorrect,toi,0,0.2,incorrect,keller,0,0.15,incorrect,senor,0,0.17,incorrect,bell,0,0.29,incorrect,ali,0,0.33,incorrect,toi,0,0.2,incorrect,senor,0,0.17,incorrect
"['ben', 'starling', 'ben starling']",john,0,0.29,incorrect,hall a,0,0.29,incorrect,ogretmen,0,0.36,incorrect,sapan,0,0.46,incorrect,nguyen,0,0.44,incorrect,duc,0,0.0,incorrect,juan,0,0.33,incorrect,juan,0,0.33,incorrect,hall a,0,0.29,incorrect,sapan,0,0.46,incorrect,duc,0,0.0,incorrect,juan,0,0.33,incorrect
"['marg', 'margo']",kid,0,0.0,incorrect,john,0,0.22,incorrect,cocuk,0,0.2,incorrect,cocuk,0,0.2,incorrect,toi,0,0.25,incorrect,tran,0,0.25,incorrect,[mask],0,0.4,incorrect,nino,0,0.22,incorrect,john,0,0.22,incorrect,cocuk,0,0.2,incorrect,tran,0,0.25,incorrect,nino,0,0.22,incorrect
['margo'],sarah,0,0.4,incorrect,name,0,0.22,incorrect,ali,0,0.25,incorrect,ben,0,0.0,incorrect,toi,0,0.25,incorrect,toi,0,0.25,incorrect,[mask],0,0.36,incorrect,juan,0,0.22,incorrect,name,0,0.22,incorrect,ben,0,0.0,incorrect,toi,0,0.25,incorrect,juan,0,0.22,incorrect
['margo'],florida,0,0.17,incorrect,miami,0,0.4,incorrect,key biscayne,0,0.12,incorrect,new york,0,0.15,incorrect,new york,0,0.15,incorrect,florida,0,0.17,incorrect,yo,0,0.29,incorrect,miami,0,0.4,incorrect,miami,0,0.4,incorrect,new york,0,0.15,incorrect,florida,0,0.17,incorrect,miami,0,0.4,incorrect
"['margo', 'whitman']",emily dickinson,0,0.2,incorrect,john,0,0.36,incorrect,margo,1,1.0,correct,margo,1,1.0,correct,margo,1,1.0,correct,margo,1,1.0,correct,rafael,0,0.18,incorrect,amor,0,0.44,incorrect,john,0,0.36,incorrect,margo,1,1.0,correct,margo,1,1.0,correct,amor,0,0.44,incorrect
['ben'],board,0,0.25,incorrect,bear,0,0.57,incorrect,kedi,0,0.29,incorrect,levhaya,0,0.2,incorrect,toi,0,0.0,incorrect,toi,0,0.0,incorrect,perro,0,0.25,incorrect,[mask],0,0.0,incorrect,bear,0,0.57,incorrect,levhaya,0,0.2,incorrect,toi,0,0.0,incorrect,[mask],0,0.0,incorrect
['margo'],tent,0,0.0,incorrect,no name,0,0.17,incorrect,kisi,0,0.0,incorrect,kamp,0,0.22,incorrect,nhung dau chan,0,0.11,incorrect,nguoi ki,0,0.31,incorrect,nadie,0,0.2,incorrect,juan,0,0.22,incorrect,no name,0,0.17,incorrect,kamp,0,0.22,incorrect,nguoi ki,0,0.31,incorrect,juan,0,0.22,incorrect
"['marg', 'margo']",mother,0,0.4,incorrect,ground,0,0.36,incorrect,babam,0,0.22,incorrect,o,0,0.33,incorrect,co,0,0.29,incorrect,toi,0,0.25,incorrect,madre,0,0.67,incorrect,el,0,0.0,incorrect,ground,0,0.36,incorrect,o,0,0.33,incorrect,toi,0,0.25,incorrect,el,0,0.0,incorrect
['margo'],she,0,0.0,incorrect,john,0,0.22,incorrect,kardesim,0,0.31,incorrect,adam,0,0.22,incorrect,cong vien,0,0.14,incorrect,ngoc,0,0.44,incorrect,ella,0,0.22,incorrect,nino,0,0.22,incorrect,john,0,0.22,incorrect,adam,0,0.22,incorrect,ngoc,0,0.44,incorrect,nino,0,0.22,incorrect
"['roth', 'margo roth spiegelman', 'margo', 'spiegelman']",prom,0,0.5,incorrect,omnictionarian96,0,0.32,incorrect,yann,0,0.29,incorrect,[mask]'in guzel ben,0,0.41,incorrect,toi,0,0.29,incorrect,co,0,0.33,incorrect,padre,0,0.4,incorrect,yo,0,0.33,incorrect,omnictionarian96,0,0.32,incorrect,[mask]'in guzel ben,0,0.41,incorrect,co,0,0.33,incorrect,yo,0,0.33,incorrect
"['dennis mcmahon', 'dennis', 'mcmahon']",john,0,0.36,incorrect,marlboro,0,0.4,incorrect,john,0,0.36,incorrect,marlboro,0,0.4,incorrect,duc,0,0.24,incorrect,ban,0,0.4,incorrect,juan,0,0.36,incorrect,hipotecas,0,0.27,incorrect,marlboro,0,0.4,incorrect,marlboro,0,0.4,incorrect,ban,0,0.4,incorrect,hipotecas,0,0.27,incorrect
['margo'],she,0,0.0,incorrect,mountain,0,0.31,incorrect,[mask]'s name,0,0.22,incorrect,mountain,0,0.31,incorrect,toi,0,0.25,incorrect,mountain,0,0.31,incorrect,[mask],0,0.36,incorrect,maria,0,0.6,incorrect,mountain,0,0.31,incorrect,mountain,0,0.31,incorrect,mountain,0,0.31,incorrect,maria,0,0.6,incorrect
['whitman'],william,0,0.43,incorrect,theodore roosevelt,0,0.16,incorrect,kendisi,0,0.14,incorrect,ahmet,0,0.33,incorrect,ngoc,0,0.18,incorrect,vietnam,0,0.43,incorrect,"el caso es que el poema empieza muy lento, con una especie de larga introduccion, pero hacia el verso noventa [mask] empieza por fin a contar una historia, asi que empece por ahi. [mask] esta sentado en la hierba (el dice tendido), y entonces:",0,0.05,incorrect,juan,0,0.36,incorrect,theodore roosevelt,0,0.16,incorrect,ahmet,0,0.33,incorrect,vietnam,0,0.43,incorrect,juan,0,0.36,incorrect
['margo'],emily,0,0.2,incorrect,jamaica,0,0.33,incorrect,[mask]'nin,0,0.27,incorrect,afrika,0,0.36,incorrect,co,0,0.29,incorrect,topeka,0,0.18,incorrect,maria,0,0.6,incorrect,namibia,0,0.33,incorrect,jamaica,0,0.33,incorrect,afrika,0,0.36,incorrect,topeka,0,0.18,incorrect,namibia,0,0.33,incorrect
['lacey'],she,0,0.25,incorrect,she,0,0.25,incorrect,kardes,0,0.36,incorrect,kral,0,0.22,incorrect,margo,0,0.2,incorrect,margo,0,0.2,incorrect,maria,0,0.2,incorrect,maria,0,0.2,incorrect,she,0,0.25,incorrect,kral,0,0.22,incorrect,margo,0,0.2,incorrect,maria,0,0.2,incorrect
['ben'],the guy,0,0.2,incorrect,milwaukee's,0,0.14,incorrect,cocuklar,0,0.0,incorrect,milwaukee,0,0.17,incorrect,milwaukee's best light,0,0.16,incorrect,milwaukee's,0,0.14,incorrect,[mask],0,0.0,incorrect,milwaukee's,0,0.14,incorrect,milwaukee's,0,0.14,incorrect,milwaukee,0,0.17,incorrect,milwaukee's,0,0.14,incorrect,milwaukee's,0,0.14,incorrect
['lacey'],ace,0,0.75,correct,ace,0,0.75,correct,gus,0,0.0,incorrect,gus,0,0.0,incorrect,gus,0,0.0,incorrect,gus,0,0.0,incorrect,juan,0,0.22,incorrect,juan,0,0.22,incorrect,ace,0,0.75,correct,gus,0,0.0,incorrect,gus,0,0.0,incorrect,juan,0,0.22,incorrect
['margo'],space,0,0.2,incorrect,earth,0,0.4,incorrect,cimen,0,0.2,incorrect,haritalar,0,0.29,incorrect,dao,0,0.5,incorrect,co nhung,0,0.15,incorrect,mapa,0,0.44,incorrect,mapa,0,0.44,incorrect,earth,0,0.4,incorrect,haritalar,0,0.29,incorrect,co nhung,0,0.15,incorrect,mapa,0,0.44,incorrect
['margo'],she,0,0.0,incorrect,she,0,0.0,incorrect,[mask],0,0.36,incorrect,"[mask]'yu dedim. istiyordu. ""mumkun [mask] duzenbazliktan salt tanimistim. inanirdim. ama diye eglence bundan oynamazdi.",0,0.08,incorrect,co,0,0.29,incorrect,bay,0,0.25,incorrect,[mask],0,0.36,incorrect,[mask],0,0.36,incorrect,she,0,0.0,incorrect,"[mask]'yu dedim. istiyordu. ""mumkun [mask] duzenbazliktan salt tanimistim. inanirdim. ama diye eglence bundan oynamazdi.",0,0.08,incorrect,bay,0,0.25,incorrect,[mask],0,0.36,incorrect
"['margo', 'spiegelma', 'spiegelman', 'margo roth spiegelma', 'roth', 'margo roth spiegelman']",her,0,0.29,incorrect,her,0,0.29,incorrect,kendini,0,0.24,incorrect,kitabi,0,0.27,incorrect,toi,0,0.29,incorrect,co,0,0.33,incorrect,ella,0,0.46,incorrect,juan,0,0.29,incorrect,her,0,0.29,incorrect,kitabi,0,0.27,incorrect,co,0,0.33,incorrect,juan,0,0.29,incorrect
