Single_ent,yo_results,yo_exact_match,yo_highest_fuzzy_match,yo_correct,tn_results,tn_exact_match,tn_highest_fuzzy_match,tn_correct,ty_results,ty_exact_match,ty_highest_fuzzy_match,ty_correct,mai_results,mai_exact_match,mai_highest_fuzzy_match,mai_correct,mg_results,mg_exact_match,mg_highest_fuzzy_match,mg_correct,en_results,en_exact_match,en_highest_fuzzy_match,en_correct,en_shuffled_results,en_shuffled_exact_match,en_shuffled_highest_fuzzy_match,en_shuffled_correct,tr_results,tr_exact_match,tr_highest_fuzzy_match,tr_correct,tr_shuffled_results,tr_shuffled_exact_match,tr_shuffled_highest_fuzzy_match,tr_shuffled_correct,vi_results,vi_exact_match,vi_highest_fuzzy_match,vi_correct,vi_shuffled_results,vi_shuffled_exact_match,vi_shuffled_highest_fuzzy_match,vi_shuffled_correct,es_results,es_exact_match,es_highest_fuzzy_match,es_correct,es_shuffled_results,es_shuffled_exact_match,es_shuffled_highest_fuzzy_match,es_shuffled_correct,en_shuffled_results,en_shuffled_exact_match,en_shuffled_highest_fuzzy_match,en_shuffled_correct,tr_shuffled_results,tr_shuffled_exact_match,tr_shuffled_highest_fuzzy_match,tr_shuffled_correct,vi_shuffled_results,vi_shuffled_exact_match,vi_shuffled_highest_fuzzy_match,vi_shuffled_correct,es_shuffled_results,es_shuffled_exact_match,es_shuffled_highest_fuzzy_match,es_shuffled_correct
"['alicia', 'alice']",moses,0,0.2,incorrect,abraham,0,0.31,incorrect,joseph,0,0.18,incorrect,pinocchio,0,0.4,incorrect,david,0,0.4,incorrect,alice,1,1.0,correct,nathaniel,0,0.43,incorrect,aladdin,0,0.5,incorrect,merlin,0,0.36,incorrect,nguoi phu nu,0,0.12,incorrect,ngay,0,0.22,incorrect,alice,1,1.0,correct,yorick,0,0.36,incorrect,nathaniel,0,0.43,incorrect,merlin,0,0.36,incorrect,ngay,0,0.22,incorrect,yorick,0,0.36,incorrect
"['alicia', 'alice']",jack,0,0.44,incorrect,joseph,0,0.18,incorrect,david,0,0.4,incorrect,dr. dolittle,0,0.35,incorrect,david,0,0.4,incorrect,susan,0,0.2,incorrect,jo,0,0.0,incorrect,john,0,0.0,incorrect,yavrucagiz,0,0.38,incorrect,con cho,0,0.17,incorrect,chi dau,0,0.46,incorrect,lucia,0,0.73,correct,luna,0,0.4,incorrect,jo,0,0.0,incorrect,yavrucagiz,0,0.38,incorrect,chi dau,0,0.46,incorrect,luna,0,0.4,incorrect
"['alicia', 'alice']",job,0,0.0,incorrect,joseph,0,0.18,incorrect,jesus,0,0.2,incorrect,run,0,0.0,incorrect,david,0,0.4,incorrect,sophie,0,0.36,incorrect,daisy,0,0.4,incorrect,lucy,0,0.44,incorrect,at,0,0.29,incorrect,scarlett,0,0.46,incorrect,phu,0,0.0,incorrect,david,0,0.4,incorrect,rover,0,0.2,incorrect,daisy,0,0.4,incorrect,at,0,0.29,incorrect,phu,0,0.0,incorrect,rover,0,0.2,incorrect
"['alicia', 'alice']",oduduwa,0,0.17,incorrect,job,0,0.0,incorrect,adam,0,0.4,incorrect,pinocchio,0,0.4,incorrect,david,0,0.4,incorrect,alice,1,1.0,correct,heathcliff,0,0.4,incorrect,pip,0,0.25,incorrect,asil,0,0.44,incorrect,nguoi,0,0.2,incorrect,ngon,0,0.0,incorrect,aladino,0,0.5,incorrect,real,0,0.44,incorrect,heathcliff,0,0.4,incorrect,asil,0,0.44,incorrect,ngon,0,0.0,incorrect,real,0,0.44,incorrect
"['alicia', 'alice']",job,0,0.0,incorrect,mma,0,0.25,incorrect,david,0,0.4,incorrect,scrooge,0,0.33,incorrect,david,0,0.4,incorrect,elizabeth,0,0.43,incorrect,dimmesdale,0,0.4,incorrect,hayvanlar,0,0.4,incorrect,anna,0,0.4,incorrect,ellen,0,0.4,incorrect,chu,0,0.25,incorrect,lucia,0,0.73,correct,emma,0,0.22,incorrect,dimmesdale,0,0.4,incorrect,anna,0,0.4,incorrect,chu,0,0.25,incorrect,emma,0,0.22,incorrect
"['alicia', 'alice']",caterpillar,0,0.35,incorrect,job,0,0.0,incorrect,alice,1,1.0,correct,pinocchio,0,0.4,incorrect,jacob,0,0.4,incorrect,alice,1,1.0,correct,alice,1,1.0,correct,tirtil,0,0.33,incorrect,tirtil,0,0.33,incorrect,con,0,0.25,incorrect,duong,0,0.0,incorrect,aladino,0,0.5,incorrect,oruga,0,0.2,incorrect,alice,1,1.0,correct,tirtil,0,0.33,incorrect,duong,0,0.0,incorrect,oruga,0,0.2,incorrect
"['alicia', 'alice']",david,0,0.4,incorrect,job,0,0.0,incorrect,david,0,0.4,incorrect,pinocchio,0,0.4,incorrect,david,0,0.4,incorrect,alice,1,1.0,correct,dimmesdale,0,0.4,incorrect,mantar,0,0.33,incorrect,mushrooms,0,0.0,incorrect,ngo,0,0.0,incorrect,dau,0,0.25,incorrect,lucy,0,0.44,incorrect,mano,0,0.22,incorrect,dimmesdale,0,0.4,incorrect,mushrooms,0,0.0,incorrect,dau,0,0.25,incorrect,mano,0,0.22,incorrect
"['alicia', 'alice']",esau,0,0.22,incorrect,shoulders,0,0.29,incorrect,god,0,0.0,incorrect,heathcliff,0,0.4,incorrect,andriamihaja,0,0.44,incorrect,alice,1,1.0,correct,she,0,0.25,incorrect,elif,0,0.44,incorrect,ya,0,0.29,incorrect,nguyen huu huan,0,0.1,incorrect,dam,0,0.25,incorrect,heathcliff,0,0.4,incorrect,hamlet,0,0.55,incorrect,she,0,0.25,incorrect,ya,0,0.29,incorrect,dam,0,0.25,incorrect,hamlet,0,0.55,incorrect
"['alicia', 'alice']",esau,0,0.22,incorrect,snake,0,0.4,incorrect,joseph,0,0.18,incorrect,jack,0,0.44,incorrect,david,0,0.4,incorrect,jo,0,0.0,incorrect,phoebe,0,0.18,incorrect,lucy,0,0.44,incorrect,yumurta,0,0.17,incorrect,jo,0,0.0,incorrect,trung,0,0.0,incorrect,pinocchio,0,0.4,incorrect,snakes,0,0.36,incorrect,phoebe,0,0.18,incorrect,yumurta,0,0.17,incorrect,trung,0,0.0,incorrect,snakes,0,0.36,incorrect
"['alicia', 'alice']",david,0,0.4,incorrect,esau,0,0.22,incorrect,joseph,0,0.18,incorrect,hamlet,0,0.55,incorrect,david,0,0.4,incorrect,elizabeth,0,0.43,incorrect,scrooge,0,0.33,incorrect,ali,0,0.75,correct,hos,0,0.0,incorrect,emily,0,0.2,incorrect,do,0,0.0,incorrect,don quijote,0,0.25,incorrect,lucas,0,0.55,incorrect,scrooge,0,0.33,incorrect,hos,0,0.0,incorrect,do,0,0.0,incorrect,lucas,0,0.55,incorrect
"['alicia', 'alice']",job,0,0.0,incorrect,mad,0,0.25,incorrect,joseph,0,0.18,incorrect,dracula,0,0.46,incorrect,god,0,0.0,incorrect,she,0,0.25,incorrect,jo,0,0.0,incorrect,mubarek,0,0.33,incorrect,mubarek,0,0.33,incorrect,phineas,0,0.33,incorrect,duc,0,0.25,incorrect,don quijote,0,0.25,incorrect,don quijote,0,0.25,incorrect,jo,0,0.0,incorrect,mubarek,0,0.33,incorrect,duc,0,0.25,incorrect,don quijote,0,0.25,incorrect
"['alicia', 'alice']",yoruba,0,0.18,incorrect,moses,0,0.2,incorrect,joseph,0,0.18,incorrect,scrooge,0,0.33,incorrect,david,0,0.4,incorrect,elizabeth,0,0.43,incorrect,dimmesdale,0,0.4,incorrect,adam,0,0.4,incorrect,apaydin,0,0.33,incorrect,nguoi,0,0.2,incorrect,phi,0,0.25,incorrect,emma,0,0.22,incorrect,abrio,0,0.4,incorrect,dimmesdale,0,0.4,incorrect,apaydin,0,0.33,incorrect,phi,0,0.25,incorrect,abrio,0,0.4,incorrect
"['alicia', 'alice']",job,0,0.0,incorrect,joseph,0,0.18,incorrect,god,0,0.0,incorrect,mr. darcy,0,0.29,incorrect,jesus,0,0.2,incorrect,susan,0,0.2,incorrect,emily,0,0.2,incorrect,duses,0,0.2,incorrect,duses,0,0.2,incorrect,cheshire,0,0.31,incorrect,chau,0,0.4,incorrect,susan,0,0.2,incorrect,por,0,0.0,incorrect,emily,0,0.2,incorrect,duses,0,0.2,incorrect,chau,0,0.4,incorrect,por,0,0.0,incorrect
"['alicia', 'alice']",job,0,0.0,incorrect,noah,0,0.22,incorrect,samuel,0,0.36,incorrect,earth,0,0.2,incorrect,jesus,0,0.2,incorrect,miss,0,0.22,incorrect,chillingworth,0,0.22,incorrect,galileo,0,0.67,incorrect,adam,0,0.4,incorrect,earth,0,0.2,incorrect,day,0,0.25,incorrect,madame curie,0,0.35,incorrect,tierra,0,0.36,incorrect,chillingworth,0,0.22,incorrect,adam,0,0.4,incorrect,day,0,0.25,incorrect,tierra,0,0.36,incorrect
"['alicia', 'alice']",job,0,0.0,incorrect,david,0,0.4,incorrect,job,0,0.0,incorrect,scrooge,0,0.33,incorrect,job,0,0.0,incorrect,alice,1,1.0,correct,elizabeth,0,0.43,incorrect,asci,0,0.6,incorrect,asci,0,0.6,incorrect,nguoi hau gai,0,0.22,incorrect,chau,0,0.4,incorrect,eliza,0,0.55,incorrect,veinticuatro,0,0.33,incorrect,elizabeth,0,0.43,incorrect,asci,0,0.6,incorrect,chau,0,0.4,incorrect,veinticuatro,0,0.33,incorrect
"['alicia', 'alice']",yoruba,0,0.18,incorrect,michelangelo,0,0.35,incorrect,david,0,0.4,incorrect,pinocchio,0,0.4,incorrect,david,0,0.4,incorrect,lucy,0,0.44,incorrect,octopus,0,0.17,incorrect,deniz,0,0.2,incorrect,bebegim,0,0.17,incorrect,dua be,0,0.36,incorrect,phi,0,0.25,incorrect,la madre,0,0.31,incorrect,tom,0,0.0,incorrect,octopus,0,0.17,incorrect,bebegim,0,0.17,incorrect,phi,0,0.25,incorrect,tom,0,0.0,incorrect
"['alicia', 'alice']",pinocchio,0,0.4,incorrect,joseph,0,0.18,incorrect,david,0,0.4,incorrect,pinocchio,0,0.4,incorrect,david,0,0.4,incorrect,the mother,0,0.13,incorrect,pinocchio,0,0.4,incorrect,bebek,0,0.2,incorrect,dogrusu,0,0.0,incorrect,thang be,0,0.31,incorrect,dua,0,0.25,incorrect,mary,0,0.22,incorrect,verdadera,0,0.29,incorrect,pinocchio,0,0.4,incorrect,dogrusu,0,0.0,incorrect,dua,0,0.25,incorrect,verdadera,0,0.29,incorrect
"['alicia', 'alice']",god,0,0.0,incorrect,moratuwa,0,0.29,incorrect,joseph,0,0.18,incorrect,mr. rochester,0,0.22,incorrect,god,0,0.0,incorrect,miss piggy,0,0.25,incorrect,jo,0,0.0,incorrect,domuz,0,0.0,incorrect,domuz,0,0.0,incorrect,chu,0,0.25,incorrect,chu,0,0.25,incorrect,granny,0,0.18,incorrect,criaturita,0,0.38,incorrect,jo,0,0.0,incorrect,domuz,0,0.0,incorrect,chu,0,0.25,incorrect,criaturita,0,0.38,incorrect
"['alicia', 'alice']",jesus,0,0.2,incorrect,jesus,0,0.2,incorrect,jesus,0,0.2,incorrect,scrooge,0,0.33,incorrect,david,0,0.4,incorrect,alice,1,1.0,correct,dimmesdale,0,0.4,incorrect,yunus,0,0.0,incorrect,uc koltuk,0,0.14,incorrect,tho rung,0,0.0,incorrect,nguoi,0,0.2,incorrect,elizabeth,0,0.43,incorrect,emma,0,0.22,incorrect,dimmesdale,0,0.4,incorrect,uc koltuk,0,0.14,incorrect,nguoi,0,0.2,incorrect,emma,0,0.22,incorrect
"['alicia', 'alice']",god,0,0.0,incorrect,donald,0,0.36,incorrect,jesus,0,0.2,incorrect,albus,0,0.4,incorrect,mino,0,0.22,incorrect,alice,1,1.0,correct,dimmesdale,0,0.4,incorrect,onur,0,0.0,incorrect,alay,0,0.6,incorrect,nguyen huu huan,0,0.1,incorrect,do,0,0.0,incorrect,eliza,0,0.55,incorrect,yorick,0,0.36,incorrect,dimmesdale,0,0.4,incorrect,alay,0,0.6,incorrect,do,0,0.0,incorrect,yorick,0,0.36,incorrect
"['alicia', 'alice']",macbeth,0,0.5,incorrect,job,0,0.0,incorrect,god,0,0.0,incorrect,odysseus,0,0.15,incorrect,david,0,0.4,incorrect,gerda,0,0.2,incorrect,nathaniel,0,0.43,incorrect,ozdemir,0,0.17,incorrect,omer,0,0.22,incorrect,do manh cuong,0,0.22,incorrect,chaucer,0,0.5,incorrect,clarissa,0,0.43,incorrect,manera,0,0.36,incorrect,nathaniel,0,0.43,incorrect,omer,0,0.22,incorrect,chaucer,0,0.5,incorrect,manera,0,0.36,incorrect
"['alicia', 'alice']",job,0,0.0,incorrect,jesus,0,0.2,incorrect,adam,0,0.4,incorrect,pinocchio,0,0.4,incorrect,adam,0,0.4,incorrect,alcott,0,0.55,incorrect,dimmesdale,0,0.4,incorrect,adam,0,0.4,incorrect,adam,0,0.4,incorrect,winnie-the-pooh,0,0.2,incorrect,pham,0,0.22,incorrect,heathcliff,0,0.4,incorrect,?que,0,0.22,incorrect,dimmesdale,0,0.4,incorrect,adam,0,0.4,incorrect,pham,0,0.22,incorrect,?que,0,0.22,incorrect
"['alicia', 'alice']",jack,0,0.44,incorrect,charlie,0,0.67,incorrect,maamaa,0,0.33,incorrect,scrooge,0,0.33,incorrect,ala,0,0.67,incorrect,alice,1,1.0,correct,alice,1,1.0,correct,winnie-the-pooh,0,0.2,incorrect,ali,0,0.75,correct,elizabeth,0,0.43,incorrect,duc,0,0.25,incorrect,tom sawyer,0,0.27,incorrect,edipo,0,0.2,incorrect,alice,1,1.0,correct,ali,0,0.75,correct,duc,0,0.25,incorrect,edipo,0,0.2,incorrect
"['alicia', 'alice']",jesus,0,0.2,incorrect,moses,0,0.2,incorrect,jesus,0,0.2,incorrect,esther,0,0.18,incorrect,somary,0,0.18,incorrect,alice,1,1.0,correct,elizabeth,0,0.43,incorrect,alay,0,0.6,incorrect,alay,0,0.6,incorrect,nguoi phu nu,0,0.12,incorrect,chang,0,0.36,incorrect,elizabeth,0,0.43,incorrect,emma,0,0.22,incorrect,elizabeth,0,0.43,incorrect,alay,0,0.6,incorrect,chang,0,0.36,incorrect,emma,0,0.22,incorrect
"['alicia', 'alice']",david,0,0.4,incorrect,joseph,0,0.18,incorrect,jesus,0,0.2,incorrect,macbeth,0,0.5,incorrect,jesus,0,0.2,incorrect,guinevere,0,0.29,incorrect,napoleon,0,0.46,incorrect,flora,0,0.36,incorrect,alay,0,0.6,incorrect,duc chua troi,0,0.22,incorrect,dam,0,0.25,incorrect,eliza,0,0.55,incorrect,washington,0,0.27,incorrect,napoleon,0,0.46,incorrect,alay,0,0.6,incorrect,dam,0,0.25,incorrect,washington,0,0.27,incorrect
"['alicia', 'alice']",andersen,0,0.31,incorrect,jack,0,0.44,incorrect,maui,0,0.44,incorrect,flamingo,0,0.31,incorrect,flamingo,0,0.31,incorrect,alice,1,1.0,correct,flamingo,0,0.31,incorrect,asker,0,0.4,incorrect,flamingo,0,0.31,incorrect,nguoi,0,0.2,incorrect,hac,0,0.5,incorrect,eliza,0,0.55,incorrect,andres,0,0.36,incorrect,flamingo,0,0.31,incorrect,flamingo,0,0.31,incorrect,hac,0,0.5,incorrect,andres,0,0.36,incorrect
"['alicia', 'alice']",moses,0,0.2,incorrect,jesus,0,0.2,incorrect,jesus,0,0.2,incorrect,jesus,0,0.2,incorrect,jesus,0,0.2,incorrect,justice,0,0.5,incorrect,nathaniel,0,0.43,incorrect,herodot,0,0.17,incorrect,adam,0,0.4,incorrect,wickham,0,0.46,incorrect,phan,0,0.22,incorrect,arbitro,0,0.33,incorrect,hamlet,0,0.55,incorrect,nathaniel,0,0.43,incorrect,adam,0,0.4,incorrect,phan,0,0.22,incorrect,hamlet,0,0.55,incorrect
"['alicia', 'alice']",heaven,0,0.36,incorrect,joseph,0,0.18,incorrect,joseph,0,0.18,incorrect,scrooge,0,0.33,incorrect,poivre,0,0.36,incorrect,elizabeth,0,0.43,incorrect,pot,0,0.0,incorrect,lucy,0,0.44,incorrect,anna,0,0.4,incorrect,phuong,0,0.0,incorrect,phoebe,0,0.18,incorrect,elizabeth,0,0.43,incorrect,pimienta,0,0.43,incorrect,pot,0,0.0,incorrect,anna,0,0.4,incorrect,phoebe,0,0.18,incorrect,pimienta,0,0.43,incorrect
"['alicia', 'alice']",sam,0,0.25,incorrect,joseph,0,0.18,incorrect,god,0,0.0,incorrect,mr. darcy,0,0.29,incorrect,legioma,0,0.46,incorrect,sam-i-am,0,0.43,incorrect,harvard,0,0.31,incorrect,hardal,0,0.36,incorrect,hardal,0,0.36,incorrect,mu tat,0,0.18,incorrect,phung,0,0.0,incorrect,eliza,0,0.55,incorrect,aspecto,0,0.33,incorrect,harvard,0,0.31,incorrect,hardal,0,0.36,incorrect,phung,0,0.0,incorrect,aspecto,0,0.33,incorrect
"['alice ejder', 'alicia', 'alice', 'ejder']",job,0,0.25,incorrect,jesus,0,0.4,incorrect,god,0,0.25,incorrect,estella,0,0.33,incorrect,david,0,0.4,incorrect,elizabeth,0,0.43,incorrect,elizabeth,0,0.43,incorrect,isa,0,0.44,incorrect,abraham,0,0.31,incorrect,simba,0,0.36,incorrect,chua,0,0.4,incorrect,don quijote,0,0.27,incorrect,don quijote,0,0.27,incorrect,elizabeth,0,0.43,incorrect,abraham,0,0.31,incorrect,chua,0,0.4,incorrect,don quijote,0,0.27,incorrect
"['alicia', 'alice']",job,0,0.0,incorrect,job,0,0.0,incorrect,jesus,0,0.2,incorrect,he,0,0.29,incorrect,jesus,0,0.2,incorrect,she,0,0.25,incorrect,dimmesdale,0,0.4,incorrect,adam,0,0.4,incorrect,iki,0,0.44,incorrect,phu,0,0.0,incorrect,chaucer,0,0.5,incorrect,alfredo,0,0.5,incorrect,hamlet,0,0.55,incorrect,dimmesdale,0,0.4,incorrect,iki,0,0.44,incorrect,chaucer,0,0.5,incorrect,hamlet,0,0.55,incorrect
"['alicia', 'alice']",beatrix,0,0.33,incorrect,job,0,0.0,incorrect,david,0,0.4,incorrect,crab,0,0.4,incorrect,ulysse,0,0.36,incorrect,alice,1,1.0,correct,wychwood,0,0.15,incorrect,istakoz,0,0.31,incorrect,kadrili,0,0.5,incorrect,atlantis,0,0.46,incorrect,the,0,0.25,incorrect,crusoe,0,0.36,incorrect,langosta,0,0.29,incorrect,wychwood,0,0.15,incorrect,kadrili,0,0.5,incorrect,the,0,0.25,incorrect,langosta,0,0.29,incorrect
"['alic', 'alice', 'alicia']",alice,1,1.0,correct,david,0,0.44,incorrect,white rabbit,0,0.25,incorrect,pinocchio,0,0.4,incorrect,mock,0,0.25,incorrect,alice,1,1.0,correct,mary,0,0.25,incorrect,pinocchio,0,0.4,incorrect,kaplumbaga,0,0.38,incorrect,dan trau,0,0.29,incorrect,phoebe,0,0.18,incorrect,elmer,0,0.4,incorrect,tortuga,0,0.18,incorrect,mary,0,0.25,incorrect,kaplumbaga,0,0.38,incorrect,phoebe,0,0.18,incorrect,tortuga,0,0.18,incorrect
"['alicia', 'alice']",whiting,0,0.31,incorrect,joseph,0,0.18,incorrect,david,0,0.4,incorrect,porpoise,0,0.31,incorrect,porpoise,0,0.31,incorrect,winnie-the-pooh,0,0.2,incorrect,whiting,0,0.31,incorrect,mezgit,0,0.18,incorrect,domuzbaligi,0,0.47,incorrect,diep,0,0.44,incorrect,chung,0,0.2,incorrect,don quijote,0,0.25,incorrect,marina,0,0.5,incorrect,whiting,0,0.31,incorrect,domuzbaligi,0,0.47,incorrect,chung,0,0.2,incorrect,marina,0,0.5,incorrect
"['alicia', 'alice']",job,0,0.0,incorrect,joseph,0,0.18,incorrect,adam,0,0.4,incorrect,ram,0,0.25,incorrect,david,0,0.4,incorrect,alice,1,1.0,correct,elizabeth,0,0.43,incorrect,pinocchio,0,0.4,incorrect,tom,0,0.0,incorrect,jane,0,0.44,incorrect,phong nha,0,0.14,incorrect,elizabeth bennet,0,0.29,incorrect,al,0,0.57,incorrect,elizabeth,0,0.43,incorrect,tom,0,0.0,incorrect,phong nha,0,0.14,incorrect,al,0,0.57,incorrect
"['alicia', 'alice']",alaiyalenu,0,0.53,incorrect,jesus,0,0.2,incorrect,lot,0,0.25,incorrect,aladdin,0,0.5,incorrect,aladdin,0,0.5,incorrect,emily,0,0.2,incorrect,alice,1,1.0,correct,alis,0,0.67,incorrect,abla,0,0.6,incorrect,em,0,0.29,incorrect,chi,0,0.44,incorrect,lucy,0,0.44,incorrect,yolanda,0,0.31,incorrect,alice,1,1.0,correct,abla,0,0.6,incorrect,chi,0,0.44,incorrect,yolanda,0,0.31,incorrect
