Single_ent,st_results,st_exact_match,st_highest_fuzzy_match,st_correct,st_shuffled_results,st_shuffled_exact_match,st_shuffled_highest_fuzzy_match,st_shuffled_correct,yo_results,yo_exact_match,yo_highest_fuzzy_match,yo_correct,yo_shuffled_results,yo_shuffled_exact_match,yo_shuffled_highest_fuzzy_match,yo_shuffled_correct,tn_results,tn_exact_match,tn_highest_fuzzy_match,tn_correct,tn_shuffled_results,tn_shuffled_exact_match,tn_shuffled_highest_fuzzy_match,tn_shuffled_correct,ty_results,ty_exact_match,ty_highest_fuzzy_match,ty_correct,ty_shuffled_results,ty_shuffled_exact_match,ty_shuffled_highest_fuzzy_match,ty_shuffled_correct,mai_results,mai_exact_match,mai_highest_fuzzy_match,mai_correct,mai_shuffled_results,mai_shuffled_exact_match,mai_shuffled_highest_fuzzy_match,mai_shuffled_correct,mg_results,mg_exact_match,mg_highest_fuzzy_match,mg_correct,mg_shuffled_results,mg_shuffled_exact_match,mg_shuffled_highest_fuzzy_match,mg_shuffled_correct,st_shuffled_results,st_shuffled_exact_match,st_shuffled_highest_fuzzy_match,st_shuffled_correct,yo_shuffled_results,yo_shuffled_exact_match,yo_shuffled_highest_fuzzy_match,yo_shuffled_correct,tn_shuffled_results,tn_shuffled_exact_match,tn_shuffled_highest_fuzzy_match,tn_shuffled_correct,ty_shuffled_results,ty_shuffled_exact_match,ty_shuffled_highest_fuzzy_match,ty_shuffled_correct,mai_shuffled_results,mai_shuffled_exact_match,mai_shuffled_highest_fuzzy_match,mai_shuffled_correct,mg_shuffled_results,mg_shuffled_exact_match,mg_shuffled_highest_fuzzy_match,mg_shuffled_correct
"['mr', 'mr lorry', 'lorry']",joseph,0,0.18,incorrect,joseph,0,0.18,incorrect,joseph,0,0.18,incorrect,esau,0,0.0,incorrect,joseph,0,0.18,incorrect,moses,0,0.31,incorrect,joseph,0,0.18,incorrect,josephine,0,0.14,incorrect,john,0,0.22,incorrect,joseph,0,0.18,incorrect,david,0,0.0,incorrect,david,0,0.0,incorrect,joseph,0,0.18,incorrect,esau,0,0.0,incorrect,moses,0,0.31,incorrect,josephine,0,0.14,incorrect,joseph,0,0.18,incorrect,david,0,0.0,incorrect
['defarge'],joseph,0,0.15,incorrect,moses,0,0.17,incorrect,heaven,0,0.46,incorrect,god,0,0.2,incorrect,moses,0,0.17,incorrect,matlho,0,0.15,incorrect,david,0,0.33,incorrect,ua,0,0.22,incorrect,odysseus,0,0.27,incorrect,ram,0,0.2,incorrect,madagascar,0,0.35,incorrect,david,0,0.33,incorrect,moses,0,0.17,incorrect,god,0,0.2,incorrect,matlho,0,0.15,incorrect,ua,0,0.22,incorrect,ram,0,0.2,incorrect,david,0,0.33,incorrect
"['manette', 'mane', 'miss', 'miss manette']",jesus,0,0.44,incorrect,joseph,0,0.22,incorrect,emi,0,0.57,incorrect,abraham,0,0.18,incorrect,mma,0,0.57,incorrect,ke,0,0.33,incorrect,joseph,0,0.22,incorrect,noah,0,0.25,incorrect,god,0,0.0,incorrect,god,0,0.0,incorrect,jesus,0,0.44,incorrect,god,0,0.0,incorrect,joseph,0,0.22,incorrect,abraham,0,0.18,incorrect,ke,0,0.33,incorrect,noah,0,0.25,incorrect,god,0,0.0,incorrect,god,0,0.0,incorrect
"['madame', 'madame defarge', 'defarge', 'madam defarge', 'madam']",god,0,0.25,incorrect,god,0,0.25,incorrect,jesus,0,0.18,incorrect,job,0,0.0,incorrect,jesus,0,0.18,incorrect,god,0,0.25,incorrect,david,0,0.4,incorrect,samuel,0,0.5,incorrect,macbeth,0,0.46,incorrect,raskol,0,0.18,incorrect,david,0,0.4,incorrect,adam,0,0.89,correct,god,0,0.25,incorrect,job,0,0.0,incorrect,god,0,0.25,incorrect,samuel,0,0.5,incorrect,raskol,0,0.18,incorrect,adam,0,0.89,correct
"['lorr', 'lorry']",esther,0,0.2,incorrect,jesus,0,0.0,incorrect,job,0,0.29,incorrect,job,0,0.29,incorrect,jesus,0,0.0,incorrect,jesus,0,0.0,incorrect,joseph,0,0.2,incorrect,jerusalem,0,0.15,incorrect,scrooge,0,0.18,incorrect,prison,0,0.2,incorrect,david,0,0.0,incorrect,david,0,0.0,incorrect,jesus,0,0.0,incorrect,job,0,0.29,incorrect,jesus,0,0.0,incorrect,jerusalem,0,0.15,incorrect,prison,0,0.2,incorrect,david,0,0.0,incorrect
"['miss', 'miss manette', 'señorita', 'manette', 'señorita manette']",job,0,0.18,incorrect,joseph,0,0.29,incorrect,job,0,0.18,incorrect,job,0,0.18,incorrect,moses,0,0.67,incorrect,jesus,0,0.44,incorrect,david,0,0.22,incorrect,david,0,0.22,incorrect,scrooge,0,0.27,incorrect,deb,0,0.2,incorrect,david,0,0.22,incorrect,david,0,0.22,incorrect,joseph,0,0.29,incorrect,job,0,0.18,incorrect,jesus,0,0.44,incorrect,david,0,0.22,incorrect,deb,0,0.2,incorrect,david,0,0.22,incorrect
"['lapa', 'jeremías lapa', 'jeremías', 'jerry']",david,0,0.22,incorrect,jesus,0,0.46,incorrect,david,0,0.22,incorrect,jerusalem,0,0.59,incorrect,moses,0,0.31,incorrect,moses,0,0.31,incorrect,david,0,0.22,incorrect,david,0,0.22,incorrect,mirror,0,0.36,incorrect,mirror,0,0.36,incorrect,maria,0,0.46,incorrect,jerusalem,0,0.59,incorrect,jesus,0,0.46,incorrect,jerusalem,0,0.59,incorrect,moses,0,0.31,incorrect,david,0,0.22,incorrect,mirror,0,0.36,incorrect,jerusalem,0,0.59,incorrect
"['darna', 'darnay', 'mr darnay', 'mr']",job,0,0.0,incorrect,job,0,0.0,incorrect,ojo,0,0.0,incorrect,john,0,0.22,incorrect,moses,0,0.29,incorrect,moses,0,0.29,incorrect,david,0,0.4,incorrect,david,0,0.4,incorrect,harmony,0,0.62,incorrect,adam,0,0.44,incorrect,david,0,0.4,incorrect,orinasa,0,0.5,incorrect,job,0,0.0,incorrect,john,0,0.22,incorrect,moses,0,0.29,incorrect,david,0,0.4,incorrect,adam,0,0.44,incorrect,orinasa,0,0.5,incorrect
"['carton—replicó lorry', 'mr lorry', 'carton—replicó', 'mr', 'lorry']",david,0,0.2,incorrect,india,0,0.2,incorrect,abraham,0,0.22,incorrect,jerusalem,0,0.24,incorrect,abraham lincoln,0,0.4,incorrect,god,0,0.25,incorrect,joseph,0,0.29,incorrect,maria,0,0.57,incorrect,scrooge,0,0.36,incorrect,gold,0,0.22,incorrect,david,0,0.2,incorrect,david,0,0.2,incorrect,india,0,0.2,incorrect,jerusalem,0,0.24,incorrect,god,0,0.25,incorrect,maria,0,0.57,incorrect,gold,0,0.22,incorrect,david,0,0.2,incorrect
"['charles darnay', 'carlos', 'charles', 'darnay', 'carlos darnay']",abraham,0,0.46,incorrect,abraham,0,0.46,incorrect,lucifer,0,0.31,incorrect,heathcliff,0,0.35,incorrect,david,0,0.36,incorrect,david,0,0.36,incorrect,joseph,0,0.33,incorrect,no,0,0.25,incorrect,odysseus,0,0.29,incorrect,dream,0,0.55,incorrect,maria,0,0.55,incorrect,jesus,0,0.33,incorrect,abraham,0,0.46,incorrect,heathcliff,0,0.35,incorrect,david,0,0.36,incorrect,no,0,0.25,incorrect,dream,0,0.55,incorrect,jesus,0,0.33,incorrect
"['darnay', 'mr', 'mr darnay']",christmas,0,0.27,incorrect,joseph,0,0.0,incorrect,job,0,0.0,incorrect,christmas,0,0.27,incorrect,jesus,0,0.0,incorrect,mma,0,0.4,incorrect,joseph,0,0.0,incorrect,ua,0,0.25,incorrect,julius caesar,0,0.27,incorrect,point,0,0.18,incorrect,david,0,0.36,incorrect,david,0,0.36,incorrect,joseph,0,0.0,incorrect,christmas,0,0.27,incorrect,mma,0,0.4,incorrect,ua,0,0.25,incorrect,point,0,0.18,incorrect,david,0,0.36,incorrect
"['manette', 'doktor', 'doktor manette', 'mane']",job,0,0.22,incorrect,god,0,0.22,incorrect,freud,0,0.22,incorrect,doctor,0,0.83,correct,moses,0,0.44,incorrect,god,0,0.22,incorrect,jesus,0,0.22,incorrect,na hinaaro,0,0.29,incorrect,dr. frankenstein,0,0.53,incorrect,phoebe,0,0.31,incorrect,david,0,0.22,incorrect,jesus,0,0.22,incorrect,god,0,0.22,incorrect,doctor,0,0.83,correct,god,0,0.22,incorrect,na hinaaro,0,0.29,incorrect,phoebe,0,0.31,incorrect,jesus,0,0.22,incorrect
"['mr', 'mr lorry', 'lorry']",job,0,0.25,incorrect,job,0,0.25,incorrect,madame bovary,0,0.48,incorrect,charlotte,0,0.35,incorrect,job,0,0.25,incorrect,job,0,0.25,incorrect,adam,0,0.33,incorrect,noah,0,0.22,incorrect,emily,0,0.46,incorrect,triumph,0,0.22,incorrect,christ,0,0.25,incorrect,abraham,0,0.22,incorrect,job,0,0.25,incorrect,charlotte,0,0.35,incorrect,job,0,0.25,incorrect,noah,0,0.22,incorrect,triumph,0,0.22,incorrect,abraham,0,0.22,incorrect
"['manette', 'doktor', 'doktor manette']",doctor,0,0.83,correct,eseng,0,0.33,incorrect,doctor,0,0.83,correct,ladybird,0,0.29,incorrect,ngaka,0,0.21,incorrect,god,0,0.22,incorrect,adam,0,0.22,incorrect,terai,0,0.36,incorrect,doctor,0,0.83,correct,doctor,0,0.83,correct,god,0,0.22,incorrect,ladybird,0,0.29,incorrect,eseng,0,0.33,incorrect,ladybird,0,0.29,incorrect,god,0,0.22,incorrect,terai,0,0.36,incorrect,doctor,0,0.83,correct,ladybird,0,0.29,incorrect
"['miss pross', 'pross', 'miss']",hamlet,0,0.2,incorrect,hamlet,0,0.2,incorrect,job,0,0.25,incorrect,joseph,0,0.36,incorrect,jesus,0,0.44,incorrect,mma,0,0.29,incorrect,noa,0,0.25,incorrect,noa,0,0.25,incorrect,edgar allan poe,0,0.24,incorrect,hamlet,0,0.2,incorrect,adam,0,0.25,incorrect,na,0,0.0,incorrect,hamlet,0,0.2,incorrect,joseph,0,0.36,incorrect,mma,0,0.29,incorrect,noa,0,0.25,incorrect,hamlet,0,0.2,incorrect,na,0,0.0,incorrect
['darnay'],jesus,0,0.0,incorrect,joseph,0,0.0,incorrect,jesus,0,0.0,incorrect,job,0,0.0,incorrect,joseph,0,0.0,incorrect,god,0,0.22,incorrect,joseph,0,0.0,incorrect,ua,0,0.25,incorrect,scarlett,0,0.29,incorrect,scarlett,0,0.29,incorrect,jesus,0,0.0,incorrect,god,0,0.22,incorrect,joseph,0,0.0,incorrect,job,0,0.0,incorrect,god,0,0.22,incorrect,ua,0,0.25,incorrect,scarlett,0,0.29,incorrect,god,0,0.22,incorrect
"['darnay', 'mr', 'mr darnay']",job,0,0.0,incorrect,joseph,0,0.0,incorrect,abraham,0,0.46,incorrect,job,0,0.0,incorrect,joseph,0,0.0,incorrect,god,0,0.22,incorrect,joseph,0,0.0,incorrect,abraham,0,0.46,incorrect,god,0,0.22,incorrect,life,0,0.0,incorrect,david,0,0.36,incorrect,ary,0,0.67,incorrect,joseph,0,0.0,incorrect,job,0,0.0,incorrect,god,0,0.22,incorrect,abraham,0,0.46,incorrect,life,0,0.0,incorrect,ary,0,0.67,incorrect
"['the', 'monsieur', 'ngài', 'monsieur the marquis', 'ngài hầu', 'mösyö marki', 'mösyö', 'marqués', 'hầu', 'marki', 'marquis']",sam,0,0.33,incorrect,christmas,0,0.38,incorrect,abraham,0,0.4,incorrect,abraham,0,0.4,incorrect,joseph,0,0.43,incorrect,moses,0,0.62,incorrect,joseph,0,0.43,incorrect,ua,0,0.4,incorrect,sojourner,0,0.47,incorrect,mount everest,0,0.48,incorrect,david,0,0.44,incorrect,joseph,0,0.43,incorrect,christmas,0,0.38,incorrect,abraham,0,0.4,incorrect,moses,0,0.62,incorrect,ua,0,0.4,incorrect,mount everest,0,0.48,incorrect,joseph,0,0.43,incorrect
"['mösyö gabelle', 'monsieur gabelle', 'monsieur', 'mösyö', 'gambelle', 'gabelle']",sam weller,0,0.67,incorrect,postmaster,0,0.44,incorrect,postmaster,0,0.44,incorrect,collector,0,0.38,incorrect,job,0,0.25,incorrect,odin,0,0.33,incorrect,joseph,0,0.43,incorrect,david,0,0.17,incorrect,postmaster,0,0.44,incorrect,postman,0,0.33,incorrect,postmaster,0,0.44,incorrect,postmaster,0,0.44,incorrect,postmaster,0,0.44,incorrect,collector,0,0.38,incorrect,odin,0,0.33,incorrect,david,0,0.17,incorrect,postman,0,0.33,incorrect,postmaster,0,0.44,incorrect
"['charles darnay', 'carlos', 'charles', 'darnay', 'carlos darnay']",equator,0,0.31,incorrect,joseph,0,0.33,incorrect,genesis,0,0.29,incorrect,creation,0,0.45,incorrect,eden,0,0.4,incorrect,eden,0,0.4,incorrect,adam,0,0.4,incorrect,eden,0,0.4,incorrect,odysseus,0,0.29,incorrect,romeo,0,0.36,incorrect,abraham,0,0.46,incorrect,edena,0,0.55,incorrect,joseph,0,0.33,incorrect,creation,0,0.45,incorrect,eden,0,0.4,incorrect,eden,0,0.4,incorrect,romeo,0,0.36,incorrect,edena,0,0.55,incorrect
"['manette', 'doktor', 'doktor manette']",god,0,0.22,incorrect,god,0,0.22,incorrect,jesus,0,0.17,incorrect,jesus,0,0.17,incorrect,moses,0,0.33,incorrect,jesus,0,0.17,incorrect,jesus,0,0.17,incorrect,maori,0,0.36,incorrect,doctor,0,0.83,correct,jesus,0,0.17,incorrect,david,0,0.21,incorrect,aoka,0,0.4,incorrect,god,0,0.22,incorrect,jesus,0,0.17,incorrect,jesus,0,0.17,incorrect,maori,0,0.36,incorrect,jesus,0,0.17,incorrect,aoka,0,0.4,incorrect
"['manette', 'doktor', 'doktor manette']",job,0,0.22,incorrect,job,0,0.22,incorrect,jesus,0,0.17,incorrect,temi,0,0.36,incorrect,moses,0,0.33,incorrect,ngaka,0,0.21,incorrect,maui,0,0.36,incorrect,ua haaputapuraa,0,0.21,incorrect,jesus,0,0.17,incorrect,plato,0,0.36,incorrect,david,0,0.21,incorrect,david,0,0.21,incorrect,job,0,0.22,incorrect,temi,0,0.36,incorrect,ngaka,0,0.21,incorrect,ua haaputapuraa,0,0.21,incorrect,plato,0,0.36,incorrect,david,0,0.21,incorrect
"['manette', 'lucía', 'miss', 'miss manette']",joseph,0,0.22,incorrect,joseph,0,0.22,incorrect,god,0,0.0,incorrect,god,0,0.0,incorrect,moses,0,0.67,incorrect,mma,0,0.4,incorrect,joseph,0,0.22,incorrect,ua,0,0.57,incorrect,god,0,0.0,incorrect,romeo,0,0.33,incorrect,andriamihaja,0,0.25,incorrect,god,0,0.0,incorrect,joseph,0,0.22,incorrect,god,0,0.0,incorrect,mma,0,0.4,incorrect,ua,0,0.57,incorrect,romeo,0,0.33,incorrect,god,0,0.0,incorrect
"['mr', 'mr stryver', 'sydney', 'stryver']",england,0,0.15,incorrect,elizabeth,0,0.13,incorrect,wells,0,0.18,incorrect,london,0,0.33,incorrect,september,0,0.5,incorrect,seetebosigo,0,0.33,incorrect,victoria,0,0.27,incorrect,elizabeth,0,0.13,incorrect,clearance,0,0.27,incorrect,christmas,0,0.32,incorrect,perth,0,0.33,incorrect,october,0,0.43,incorrect,elizabeth,0,0.13,incorrect,london,0,0.33,incorrect,seetebosigo,0,0.33,incorrect,elizabeth,0,0.13,incorrect,christmas,0,0.32,incorrect,october,0,0.43,incorrect
"['mr', 'mr stryver', 'stryver']",jesus,0,0.17,incorrect,temple,0,0.31,incorrect,caesar,0,0.31,incorrect,temple,0,0.31,incorrect,jesus,0,0.17,incorrect,moses,0,0.4,incorrect,volodymyr,0,0.36,incorrect,herodotus,0,0.25,incorrect,dr. gregory house,0,0.37,incorrect,justice,0,0.43,incorrect,jesus,0,0.17,incorrect,abraham,0,0.22,incorrect,temple,0,0.31,incorrect,temple,0,0.31,incorrect,moses,0,0.4,incorrect,herodotus,0,0.25,incorrect,justice,0,0.43,incorrect,abraham,0,0.22,incorrect
"['mr', 'mr stryver', 'stryver']",joseph,0,0.31,incorrect,joseph,0,0.31,incorrect,abraham,0,0.22,incorrect,joseph,0,0.31,incorrect,moses,0,0.4,incorrect,mma,0,0.4,incorrect,joseph,0,0.31,incorrect,joseph,0,0.31,incorrect,mr. darcy,0,0.53,incorrect,poverty,0,0.43,incorrect,andriamanelo,0,0.21,incorrect,toky,0,0.36,incorrect,joseph,0,0.31,incorrect,joseph,0,0.31,incorrect,mma,0,0.4,incorrect,joseph,0,0.31,incorrect,poverty,0,0.43,incorrect,toky,0,0.36,incorrect
"['mr', 'lorr', 'mr lorry', 'lorry']",job,0,0.29,incorrect,joab,0,0.25,incorrect,job,0,0.29,incorrect,mo,0,0.5,incorrect,jesus,0,0.0,incorrect,god,0,0.29,incorrect,joseph,0,0.2,incorrect,joseph,0,0.2,incorrect,madame defarge,0,0.27,incorrect,ham,0,0.4,incorrect,god,0,0.29,incorrect,marina,0,0.5,incorrect,joab,0,0.25,incorrect,mo,0,0.5,incorrect,god,0,0.29,incorrect,joseph,0,0.2,incorrect,ham,0,0.4,incorrect,marina,0,0.5,incorrect
"['lucía', 'miss', 'miss manette', 'mane', 'manette']",job,0,0.0,incorrect,job,0,0.0,incorrect,job,0,0.0,incorrect,moses,0,0.67,incorrect,jesus,0,0.44,incorrect,god,0,0.0,incorrect,jesus,0,0.44,incorrect,joseph,0,0.22,incorrect,god,0,0.0,incorrect,asgar,0,0.24,incorrect,david,0,0.22,incorrect,farana,0,0.4,incorrect,job,0,0.0,incorrect,moses,0,0.67,incorrect,god,0,0.0,incorrect,joseph,0,0.22,incorrect,asgar,0,0.24,incorrect,farana,0,0.4,incorrect
"['manette', 'lucía', 'miss', 'miss manette']",jesus,0,0.44,incorrect,david,0,0.22,incorrect,job,0,0.0,incorrect,job,0,0.0,incorrect,jesus,0,0.44,incorrect,jesus,0,0.44,incorrect,jesus,0,0.44,incorrect,abraham,0,0.18,incorrect,jesus,0,0.44,incorrect,joseph,0,0.22,incorrect,david,0,0.22,incorrect,enga,0,0.22,incorrect,david,0,0.22,incorrect,job,0,0.0,incorrect,jesus,0,0.44,incorrect,abraham,0,0.18,incorrect,joseph,0,0.22,incorrect,enga,0,0.22,incorrect
"['defarge', 'madam', 'madam defarge']",madame dupont,0,0.56,incorrect,madame,0,0.91,correct,madame bovary,0,0.62,incorrect,madame,0,0.91,correct,cardinal richelieu,0,0.39,incorrect,metshameko,0,0.4,incorrect,madame bovary,0,0.62,incorrect,madame,0,0.91,correct,madame,0,0.91,correct,madame,0,0.91,correct,madame curie,0,0.64,incorrect,madame,0,0.91,correct,madame,0,0.91,correct,madame,0,0.91,correct,metshameko,0,0.4,incorrect,madame,0,0.91,correct,madame,0,0.91,correct,madame,0,0.91,correct
['defarge'],joseph,0,0.15,incorrect,god,0,0.2,incorrect,jesus,0,0.17,incorrect,god,0,0.2,incorrect,jesus,0,0.17,incorrect,god,0,0.2,incorrect,jesus,0,0.17,incorrect,david,0,0.33,incorrect,god,0,0.2,incorrect,god,0,0.2,incorrect,david,0,0.33,incorrect,ary,0,0.4,incorrect,god,0,0.2,incorrect,god,0,0.2,incorrect,god,0,0.2,incorrect,david,0,0.33,incorrect,god,0,0.2,incorrect,ary,0,0.4,incorrect
['defarge'],jesus,0,0.17,incorrect,mosali,0,0.15,incorrect,job,0,0.0,incorrect,job,0,0.0,incorrect,joseph,0,0.15,incorrect,joseph,0,0.15,incorrect,joseph,0,0.15,incorrect,maui,0,0.18,incorrect,john,0,0.0,incorrect,christ,0,0.15,incorrect,jesus,0,0.17,incorrect,paul,0,0.18,incorrect,mosali,0,0.15,incorrect,job,0,0.0,incorrect,joseph,0,0.15,incorrect,maui,0,0.18,incorrect,christ,0,0.15,incorrect,paul,0,0.18,incorrect
"['madame', 'madame defarge', 'señora defarge', 'defarge', 'señora', 'madam defarge', 'madam']",antony,0,0.33,incorrect,joseph,0,0.33,incorrect,scrooge,0,0.43,incorrect,victor hugo,0,0.32,incorrect,noah,0,0.6,incorrect,god,0,0.25,incorrect,david,0,0.4,incorrect,david,0,0.4,incorrect,madame defarge,1,1.0,correct,conrad,0,0.5,incorrect,god,0,0.25,incorrect,nilaza,0,0.36,incorrect,joseph,0,0.33,incorrect,victor hugo,0,0.32,incorrect,god,0,0.25,incorrect,david,0,0.4,incorrect,conrad,0,0.5,incorrect,nilaza,0,0.36,incorrect
