Single_ent,en_masked_shuffled_results,tr_masked_shuffled_results,vi_masked_shuffled_results,es_masked_shuffled_results,en_exact_match,en_highest_fuzzy_match,tr_exact_match,tr_highest_fuzzy_match,vi_exact_match,vi_highest_fuzzy_match,es_exact_match,es_highest_fuzzy_match,en_correct,tr_correct,vi_correct,es_correct
"['elizabeth', 'eliz']",<output>marlowe</output>,<output>shakespeare</output>,<output>emily</output>,<output>shakespeare</output>,0,0.12,0,0.22,0,0.19,0,0.22,incorrect,incorrect,incorrect,incorrect
"['bennet', 'miss bennet']",<output>mr. darcy</output>,<output>god</output>,<output>elizabeth</output>,<output>elizabeth</output>,0,0.16,0,0.08,0,0.22,0,0.22,incorrect,incorrect,incorrect,incorrect
"['bennet', 'miss bennet']",<output>elizabeth</output>,<output>scarlett</output>,<output>heathcliff</output>,<output>elizabeth</output>,0,0.22,0,0.17,0,0.12,0,0.22,incorrect,incorrect,incorrect,incorrect
['jane'],<output>elizabeth</output>,<output>emily</output>,<output>emily</output>,<output>emily</output>,0,0.13,0,0.08,0,0.08,0,0.08,incorrect,incorrect,incorrect,incorrect
['elizabeth'],<output>elizabeth</output>,<output>elizabeth</output>,<output>emma</output>,<output>elizabeth</output>,0,0.51,0,0.51,0,0.2,0,0.51,incorrect,incorrect,incorrect,incorrect
"['bennet', 'miss bennet', 'jane']",<output>elizabeth</output>,<output>elizabeth</output>,<output>elizabeth</output>,<output>edward</output>,0,0.22,0,0.22,0,0.22,0,0.14,incorrect,incorrect,incorrect,incorrect
"['charles', 'netherfield', 'charle']",<output>charles</output>,<output>charles</output>,<output>charles</output>,<output>emma</output>,0,0.45,0,0.45,0,0.45,0,0.12,incorrect,incorrect,incorrect,incorrect
"['elizabeth', 'elizabeth–']",<output>elizabeth</output>,<output>heathcliff</output>,<output>heathcliff</output>,<output>marlowe</output>,0,0.51,0,0.22,0,0.22,0,0.12,incorrect,incorrect,incorrect,incorrect
"['darcy', 'darcy–']",<output>elizabeth</output>,<output>heathcliff</output>,<output>nguyễn</output>,<output>heathcliff</output>,0,0.06,0,0.12,0,0.07,0,0.12,incorrect,incorrect,incorrect,incorrect
"['elizabeth', 'elizabeth–']",<output>elizabeth</output>,<output>heathcliff</output>,<output>nguyễn</output>,<output>heathcliff</output>,0,0.51,0,0.22,0,0.12,0,0.22,incorrect,incorrect,incorrect,incorrect
"['mr bennet', 'bennet']",<output>mr. bennet</output>,<output>emily</output>,<output>elizabeth</output>,<output>elizabeth</output>,0,0.5,0,0.14,0,0.19,0,0.19,incorrect,incorrect,incorrect,incorrect
['charlotte lucas'],<output>elizabeth</output>,<output>heathcliff</output>,<output>emily</output>,<output>emily</output>,0,0.23,0,0.28,0,0.26,0,0.26,incorrect,incorrect,incorrect,incorrect
"['mr collins', 'collins', 'collin', 'señor collins']",<output>mr. darcy</output>,<output>elizabeth</output>,<output>nguyễn</output>,<output>emily</output>,0,0.28,0,0.19,0,0.21,0,0.15,incorrect,incorrect,incorrect,incorrect
"['mrs bennet', 'señora bennet––', 'bennet']",<output>elizabeth</output>,<output>elizabeth</output>,<output>elizabeth</output>,<output>elizabeth</output>,0,0.24,0,0.24,0,0.24,0,0.24,incorrect,incorrect,incorrect,incorrect
"['mr bennet', 'bennet', 'bennet––']",<output>elizabeth</output>,<output>shakespeare</output>,<output>nguyễn</output>,<output>elizabeth</output>,0,0.19,0,0.18,0,0.21,0,0.19,incorrect,incorrect,incorrect,incorrect
"['mrs bennet', 'bennet', 'señora bennet']",<output>elizabeth</output>,<output>emily</output>,<output>elizabeth</output>,<output>elizabeth</output>,0,0.26,0,0.17,0,0.26,0,0.26,incorrect,incorrect,incorrect,incorrect
"['mrs philips', 'señora philips', 'philips']",<output>mr. darcy</output>,<output>emily</output>,<output>emily</output>,<output>elizabeth</output>,0,0.22,0,0.28,0,0.28,0,0.24,incorrect,incorrect,incorrect,incorrect
"['wickham––', 'wickham']",<output>mr. darcy</output>,<output>elizabeth</output>,<output>emily</output>,<output>mr. darcy</output>,0,0.06,0,0.12,0,0.07,0,0.06,incorrect,incorrect,incorrect,incorrect
"['darcy', 'mr darcy']",<output>mr. darcy</output>,<output>god</output>,<output>god</output>,<output>elizabeth</output>,0,0.47,0,0.08,0,0.08,0,0.06,incorrect,incorrect,incorrect,incorrect
['elizabeth'],<output>emma</output>,<output>elizabeth</output>,<output>elizabeth</output>,<output>carlos</output>,0,0.2,0,0.51,0,0.51,0,0.12,incorrect,incorrect,incorrect,incorrect
"['darcy', 'darc', 'wickham']",<output>emma</output>,<output>elizabeth</output>,<output>elizabeth</output>,<output>georgiana</output>,0,0.08,0,0.12,0,0.12,0,0.12,incorrect,incorrect,incorrect,incorrect
"['darcy', 'mr darcy']",<output>mr. darcy</output>,<output>elizabeth</output>,<output>nguyễn</output>,<output>elizabeth</output>,0,0.47,0,0.06,0,0.07,0,0.06,incorrect,incorrect,incorrect,incorrect
"['catherine de bourgh', 'lady catherine de bourgh', 'catherine bourg']",<output>elizabeth</output>,<output>monte</output>,<output>phu</output>,<output>emma</output>,0,0.24,0,0.15,0,0.23,0,0.15,incorrect,incorrect,incorrect,incorrect
"['wickham––', 'wickham']",<output>elizabeth</output>,<output>mr. darcy</output>,<output>elizabeth</output>,<output>mr. darcy</output>,0,0.12,0,0.06,0,0.12,0,0.06,incorrect,incorrect,incorrect,incorrect
['jane'],<output>elizabeth</output>,<output>emily</output>,<output>elizabeth</output>,<output>elizabeth</output>,0,0.13,0,0.08,0,0.13,0,0.13,incorrect,incorrect,incorrect,incorrect
['elizabeth'],<output>elizabeth</output>,<output>shakespeare</output>,<output>jesus</output>,<output>beatriz</output>,0,0.51,0,0.22,0,0.13,0,0.24,incorrect,incorrect,incorrect,incorrect
"['ngài william', 'william', 'sir william']",<output>elizabeth</output>,<output>emily</output>,<output>emily</output>,<output>emily</output>,0,0.18,0,0.14,0,0.14,0,0.14,incorrect,incorrect,incorrect,incorrect
"['anh darcy', 'señor darcy', 'darcy', 'mr darcy']",<output>mr. darcy</output>,<output>god</output>,<output>emily</output>,<output>emily</output>,0,0.47,0,0.13,0,0.15,0,0.15,incorrect,incorrect,incorrect,incorrect
"['señor collins', 'collins', 'mr collins']",<output>emma</output>,<output>emily</output>,<output>jesus</output>,<output>elizabeth</output>,0,0.15,0,0.15,0,0.15,0,0.18,incorrect,incorrect,incorrect,incorrect
"['elizabeth', 'cô elizabeth']",<output>elizabeth</output>,<output>elizabeth</output>,<output>elizabeth</output>,<output>elizabeth</output>,0,0.53,0,0.53,0,0.53,0,0.53,incorrect,incorrect,incorrect,incorrect
"['collins', 'mr collins']",<output>mr. darcy</output>,<output>elizabeth</output>,<output>trinh</output>,<output>elizabeth</output>,0,0.28,0,0.18,0,0.21,0,0.18,incorrect,incorrect,incorrect,incorrect
"['de bourgh', 'de bourg', 'bourgh']",<output>elizabeth</output>,<output>elizabeth</output>,<output>elizabeth</output>,<output>elizabeth</output>,0,0.19,0,0.19,0,0.19,0,0.19,incorrect,incorrect,incorrect,incorrect
"['darcy', 'darc', 'mr darcy']",<output>mr. darcy</output>,<output>heathcliff</output>,<output>emily</output>,<output>elizabeth</output>,0,0.47,0,0.13,0,0.13,0,0.07,incorrect,incorrect,incorrect,incorrect
['charles'],<output>netherfield</output>,<output>mr. darcy</output>,<output>christmas</output>,<output>elizabeth</output>,0,0.17,0,0.12,0,0.24,0,0.06,incorrect,incorrect,incorrect,incorrect
['elizabeth'],<output>elizabeth</output>,<output>mr. bingley</output>,<output>elizabeth</output>,<output>elizabeth</output>,0,0.51,0,0.11,0,0.51,0,0.51,incorrect,incorrect,incorrect,incorrect
['jane'],<output>mr. darcy</output>,<output>heathcliff</output>,<output>elizabeth</output>,<output>god</output>,0,0.07,0,0.06,0,0.13,0,0.0,incorrect,incorrect,incorrect,incorrect
"['elizabeth', 'elizabeth–']",<output>emma</output>,<output>emily</output>,<output>ngọc</output>,<output>scarlett</output>,0,0.2,0,0.19,0,0.07,0,0.18,incorrect,incorrect,incorrect,incorrect
"['bingley', 'señor bingley', 'mr bingley']",<output>elizabeth</output>,<output>heathcliff</output>,<output>shakespeare</output>,<output>shakespeare</output>,0,0.13,0,0.12,0,0.18,0,0.18,incorrect,incorrect,incorrect,incorrect
"['lizz', 'lizzy']",<output>elizabeth</output>,<output>elizabeth</output>,<output>emma</output>,<output>elizabeth</output>,0,0.2,0,0.2,0,0.0,0,0.2,incorrect,incorrect,incorrect,incorrect
"['wi', 'mr wickham', 'wickham']",<output>elizabeth</output>,<output>emily</output>,<output>nguyễn</output>,<output>elizabeth</output>,0,0.12,0,0.12,0,0.0,0,0.12,incorrect,incorrect,incorrect,incorrect
"['elizabeth', 'eliz']",<output>emma</output>,<output>elizabeth</output>,<output>ngọc</output>,<output>mr. darcy</output>,0,0.2,0,0.51,0,0.07,0,0.11,incorrect,incorrect,incorrect,incorrect
['elizabeth'],<output>elizabeth</output>,<output>emily</output>,<output>ngọc</output>,<output>emily</output>,0,0.51,0,0.19,0,0.07,0,0.19,incorrect,incorrect,incorrect,incorrect
['elizabeth'],<output>elizabeth</output>,<output>rosings</output>,<output>charlotte</output>,<output>charlotte</output>,0,0.51,0,0.12,0,0.11,0,0.11,incorrect,incorrect,incorrect,incorrect
['elizabeth'],<output>emma</output>,<output>heathcliff</output>,<output>emily</output>,<output>emily</output>,0,0.2,0,0.22,0,0.19,0,0.19,incorrect,incorrect,incorrect,incorrect
"['maría', 'maria']",<output>elizabeth</output>,<output>elizabeth</output>,<output>elizabeth</output>,<output>emily</output>,0,0.06,0,0.06,0,0.06,0,0.15,incorrect,incorrect,incorrect,incorrect
['elizabeth'],<output>mr. darcy</output>,<output>hamlet</output>,<output>nguyễn</output>,<output>elizabeth</output>,0,0.11,0,0.19,0,0.12,0,0.51,incorrect,incorrect,incorrect,incorrect
"['william––', 'william', 'sir william']",<output>emma</output>,<output>emily</output>,<output>phu</output>,<output>john</output>,0,0.07,0,0.14,0,0.0,0,0.0,incorrect,incorrect,incorrect,incorrect
"['catherine–', 'catherine', 'lady catherine']",<output>elizabeth</output>,<output>elizabeth</output>,<output>elizabeth</output>,<output>emma</output>,0,0.2,0,0.2,0,0.2,0,0.13,incorrect,incorrect,incorrect,incorrect
"['señor darcy', 'darcy', 'darc', 'mr darcy']",<output>elizabeth</output>,<output>emma</output>,<output>nguyễn</output>,<output>julian</output>,0,0.13,0,0.15,0,0.21,0,0.14,incorrect,incorrect,incorrect,incorrect
"['darcy', 'darcy–']",<output>elizabeth bennet</output>,<output>pygmalion</output>,<output>emily</output>,<output>emily</output>,0,0.05,0,0.06,0,0.07,0,0.07,incorrect,incorrect,incorrect,incorrect
"['elizabeth', 'elizabeth–']",<output>elizabeth</output>,<output>emily</output>,<output>elizabeth</output>,<output>elizabeth</output>,0,0.51,0,0.19,0,0.51,0,0.51,incorrect,incorrect,incorrect,incorrect
['darcy'],<output>darcy</output>,<output>bingley</output>,<output>elizabeth</output>,<output>elizabeth</output>,0,0.37,0,0.07,0,0.06,0,0.06,incorrect,incorrect,incorrect,incorrect
"['bingley', 'mr bingley']",<output>mr. darcy</output>,<output>god</output>,<output>god</output>,<output>god</output>,0,0.22,0,0.07,0,0.07,0,0.07,incorrect,incorrect,incorrect,incorrect
"['darcy', 'mr darcy']",<output>georgiana</output>,<output>edward</output>,<output>nguyễn</output>,<output>edward</output>,0,0.12,0,0.21,0,0.07,0,0.21,incorrect,incorrect,incorrect,incorrect
"['elizabeth', 'eliz']",<output>emma</output>,<output>emily</output>,<output>elizabeth</output>,<output>elizabeth</output>,0,0.2,0,0.19,0,0.51,0,0.51,incorrect,incorrect,incorrect,incorrect
"['darcy', 'darc']",<output>elizabeth</output>,<output>elizabeth</output>,<output>elizabeth</output>,<output>elizabeth</output>,0,0.07,0,0.07,0,0.07,0,0.07,incorrect,incorrect,incorrect,incorrect
"['darcy', 'mr darcy']",<output>colonel</output>,<output>mr. jaggers</output>,<output>emily</output>,<output>john</output>,0,0.07,0,0.28,0,0.13,0,0.0,incorrect,incorrect,incorrect,incorrect
"['fitzwilliam', 'albay fitzwilliam']",<output>elizabeth</output>,<output>elizabeth</output>,<output>elizabeth</output>,<output>elizabeth</output>,0,0.22,0,0.22,0,0.22,0,0.22,incorrect,incorrect,incorrect,incorrect
['darcy'],<output>mr. darcy</output>,<output>heathcliff</output>,<output>emma</output>,<output>emily</output>,0,0.32,0,0.12,0,0.08,0,0.07,incorrect,incorrect,incorrect,incorrect
"['wickha', 'mr wickham', 'wickham']",<output>emily</output>,<output>emily</output>,<output>emily</output>,<output>emma</output>,0,0.12,0,0.12,0,0.12,0,0.13,incorrect,incorrect,incorrect,incorrect
"['lydia', 'lydia––']",<output>elizabeth</output>,<output>emily</output>,<output>emily</output>,<output>elizabeth</output>,0,0.19,0,0.15,0,0.15,0,0.19,incorrect,incorrect,incorrect,incorrect
['elizabeth'],<output>mr. darcy</output>,<output>emily</output>,<output>hoàng</output>,<output>heathcliff</output>,0,0.11,0,0.19,0,0.13,0,0.22,incorrect,incorrect,incorrect,incorrect
"['elizabeth', 'elizabeth––']",<output>elizabeth</output>,<output>heathcliff</output>,<output>elizabeth</output>,<output>emily</output>,0,0.51,0,0.22,0,0.51,0,0.19,incorrect,incorrect,incorrect,incorrect
['jane'],<output>elizabeth</output>,<output>elizabeth</output>,<output>elizabeth</output>,<output>elizabeth</output>,0,0.13,0,0.13,0,0.13,0,0.13,incorrect,incorrect,incorrect,incorrect
"['elizabeth', 'eliz']",<output>lydia</output>,<output>emma</output>,<output>arthur</output>,<output>mr. bennet</output>,0,0.26,0,0.2,0,0.19,0,0.17,incorrect,incorrect,incorrect,incorrect
['elizabeth'],<output>elizabeth</output>,<output>heathcliff</output>,<output>elizabeth</output>,<output>emily</output>,0,0.51,0,0.22,0,0.51,0,0.19,incorrect,incorrect,incorrect,incorrect
['elizabeth'],<output>mr. darcy</output>,<output>heathcliff</output>,<output>elizabeth</output>,<output>elizabeth</output>,0,0.11,0,0.22,0,0.51,0,0.51,incorrect,incorrect,incorrect,incorrect
"['darcy', 'mr darcy']",<output>elizabeth</output>,<output>elizabeth</output>,<output>dimmesdale</output>,<output>emily</output>,0,0.06,0,0.06,0,0.17,0,0.13,incorrect,incorrect,incorrect,incorrect
['elizabeth'],<output>mr. darcy</output>,<output>heathcliff</output>,<output>elizabeth</output>,<output>esteban</output>,0,0.11,0,0.22,0,0.51,0,0.18,incorrect,incorrect,incorrect,incorrect
['elizabeth'],<output>elizabeth</output>,<output>arthur</output>,<output>emma</output>,<output>elizabeth</output>,0,0.51,0,0.19,0,0.2,0,0.51,incorrect,incorrect,incorrect,incorrect
['elizabeth'],<output>mr. bennet</output>,<output>elizabeth</output>,<output>elizabeth</output>,<output>plato</output>,0,0.17,0,0.51,0,0.51,0,0.19,incorrect,incorrect,incorrect,incorrect
"['mr bennet', 'bennet', 'señor bennet']",<output>mr. darcy</output>,<output>heathcliff</output>,<output>elizabeth</output>,<output>emily</output>,0,0.23,0,0.15,0,0.21,0,0.18,incorrect,incorrect,incorrect,incorrect
['elizabeth'],<output>hamlet</output>,<output>heathcliff</output>,<output>john</output>,<output>may</output>,0,0.19,0,0.22,0,0.13,0,0.14,incorrect,incorrect,incorrect,incorrect
"['lizz', 'lizzy']",<output>mr. gardiner</output>,<output>tom</output>,<output>nguyễn</output>,<output>carlos</output>,0,0.06,0,0.0,0,0.07,0,0.07,incorrect,incorrect,incorrect,incorrect
"['elizabeth', 'elizabeth––']",<output>elizabeth</output>,<output>emily</output>,<output>emily</output>,<output>emily</output>,0,0.51,0,0.19,0,0.19,0,0.19,incorrect,incorrect,incorrect,incorrect
"['mr bennet', 'bennet']",<output>elizabeth</output>,<output>mr. bennet</output>,<output>elizabeth</output>,<output>longbourn</output>,0,0.19,0,0.5,0,0.19,0,0.19,incorrect,incorrect,incorrect,incorrect
"['bennet', 'bà benne', 'mrs']",<output>mr. bennet</output>,<output>elizabeth</output>,<output>elizabeth</output>,<output>elizabeth</output>,0,0.36,0,0.19,0,0.19,0,0.19,incorrect,incorrect,incorrect,incorrect
"['mrs bennet', 'bennet', 'señora bennet']",<output>elizabeth</output>,<output>henry</output>,<output>nguyễn</output>,<output>mr. darcy</output>,0,0.26,0,0.23,0,0.22,0,0.22,incorrect,incorrect,incorrect,incorrect
"['mrs bennet', 'bennet', 'señora bennet']",<output>elizabeth</output>,<output>scarlett</output>,<output>elizabeth</output>,<output>emily</output>,0,0.26,0,0.21,0,0.26,0,0.17,incorrect,incorrect,incorrect,incorrect
"['mrs bennet', 'bennet', 'señora bennet']",<output>elizabeth</output>,<output>elizabeth</output>,<output>elizabeth</output>,<output>elizabeth</output>,0,0.26,0,0.26,0,0.26,0,0.26,incorrect,incorrect,incorrect,incorrect
"['anh darcy', 'darcy', 'mr darcy']",<output>mr. gardiner</output>,<output>elizabeth</output>,<output>ngọc</output>,<output>elizabeth</output>,0,0.27,0,0.14,0,0.13,0,0.14,incorrect,incorrect,incorrect,incorrect
