Single_ent,en_masked_shuffled_results,tr_masked_shuffled_results,vi_masked_shuffled_results,es_masked_shuffled_results,en_exact_match,en_highest_fuzzy_match,tr_exact_match,tr_highest_fuzzy_match,vi_exact_match,vi_highest_fuzzy_match,es_exact_match,es_highest_fuzzy_match,en_correct,tr_correct,vi_correct,es_correct
['elinor'],<output>elizabeth</output>,<output>arthur</output>,<output>elizabeth</output>,<output>elizabeth</output>,0,0.25,0,0.14,0,0.25,0,0.25,incorrect,incorrect,incorrect,incorrect
"['brandon', 'albay brandon']",<output>colonel</output>,<output>elizabeth</output>,<output>nguyễn</output>,<output>colonel</output>,0,0.16,0,0.15,0,0.17,0,0.16,incorrect,incorrect,incorrect,incorrect
"['elino', 'elinor']",<output>elizabeth</output>,<output>heathcliff</output>,<output>emily</output>,<output>hamlet</output>,0,0.26,0,0.25,0,0.22,0,0.14,incorrect,incorrect,incorrect,incorrect
['elinor'],<output>mr. darcy</output>,<output>god</output>,<output>elizabeth</output>,<output>eden</output>,0,0.12,0,0.08,0,0.25,0,0.22,incorrect,incorrect,incorrect,incorrect
['willoughby'],<output>frank</output>,<output>elizabeth</output>,<output>arthur</output>,<output>elizabeth</output>,0,0.12,0,0.17,0,0.18,0,0.17,incorrect,incorrect,incorrect,incorrect
['elinor'],<output>elizabeth</output>,<output>heathcliff</output>,<output>elizabeth</output>,<output>elizabeth</output>,0,0.25,0,0.24,0,0.25,0,0.25,incorrect,incorrect,incorrect,incorrect
"['willoughby', 'willoughb']",<output>elizabeth</output>,<output>heathcliff</output>,<output>hamlet</output>,<output>emily</output>,0,0.17,0,0.17,0,0.19,0,0.26,incorrect,incorrect,incorrect,incorrect
['willoughby'],<output>emily</output>,<output>chopin</output>,<output>emily</output>,<output>emily</output>,0,0.25,0,0.18,0,0.25,0,0.25,incorrect,incorrect,incorrect,incorrect
['marianne'],<output>mr. darcy</output>,<output>hamlet</output>,<output>john</output>,<output>montagues</output>,0,0.18,0,0.13,0,0.07,0,0.18,incorrect,incorrect,incorrect,incorrect
"['marianne', 'marianne—']",<output>elizabeth</output>,<output>emily</output>,<output>autumn</output>,<output>emily</output>,0,0.12,0,0.13,0,0.13,0,0.13,incorrect,incorrect,incorrect,incorrect
"['edward', 'elinor']",<output>mr. darcy</output>,<output>edward</output>,<output>nguyễn</output>,<output>elizabeth</output>,0,0.19,0,0.41,0,0.21,0,0.25,incorrect,incorrect,incorrect,incorrect
['elinor'],<output>elizabeth</output>,<output>heathcliff</output>,<output>elizabeth</output>,<output>god</output>,0,0.25,0,0.24,0,0.25,0,0.08,incorrect,incorrect,incorrect,incorrect
"['marianne', 'marianne—']",<output>mr. bennet</output>,<output>heathcliff</output>,<output>emma</output>,<output>elizabeth</output>,0,0.29,0,0.11,0,0.14,0,0.12,incorrect,incorrect,incorrect,incorrect
"['elinor—', 'elinor']",<output>elizabeth</output>,<output>shakespeare</output>,<output>emily</output>,<output>emma</output>,0,0.25,0,0.12,0,0.21,0,0.15,incorrect,incorrect,incorrect,incorrect
"['marianne', 'không']",<output>elizabeth</output>,<output>arthur</output>,<output>elizabeth</output>,<output>elizabeth</output>,0,0.13,0,0.14,0,0.13,0,0.13,incorrect,incorrect,incorrect,incorrect
['elinor'],<output>elizabeth</output>,<output>elizabeth</output>,<output>elizabeth</output>,<output>emily</output>,0,0.25,0,0.25,0,0.25,0,0.21,incorrect,incorrect,incorrect,incorrect
"['elinor quan', 'elinor']",<output>mr. darcy</output>,<output>elizabeth</output>,<output>ngọc</output>,<output>elizabeth</output>,0,0.22,0,0.27,0,0.19,0,0.27,incorrect,incorrect,incorrect,incorrect
"['marianne', 'marianne—']",<output>elizabeth</output>,<output>john</output>,<output>nguyễn</output>,<output>shakespeare</output>,0,0.12,0,0.07,0,0.13,0,0.17,incorrect,incorrect,incorrect,incorrect
"['edward—', 'edward']",<output>marple</output>,<output>emily</output>,<output>emily</output>,<output>emily</output>,0,0.14,0,0.07,0,0.07,0,0.07,incorrect,incorrect,incorrect,incorrect
"['john', 'sir john']",<output>mr. palmer</output>,<output>willoughby</output>,<output>woodhouse</output>,<output>maría</output>,0,0.17,0,0.17,0,0.13,0,0.13,incorrect,incorrect,incorrect,incorrect
"['mariann', 'marianne']",<output>elizabeth</output>,<output>elizabeth</output>,<output>elizabeth</output>,<output>elizabeth</output>,0,0.12,0,0.12,0,0.12,0,0.12,incorrect,incorrect,incorrect,incorrect
"['señora palmer', 'mrs palmer', 'palmer']",<output>elizabeth</output>,<output>scarlett</output>,<output>emily</output>,<output>elizabeth</output>,0,0.19,0,0.26,0,0.17,0,0.19,incorrect,incorrect,incorrect,incorrect
['marianne'],<output>mr. gardiner</output>,<output>heathcliff</output>,<output>nguyễn</output>,<output>emily</output>,0,0.32,0,0.11,0,0.13,0,0.13,incorrect,incorrect,incorrect,incorrect
['elinor'],<output>emma</output>,<output>emily</output>,<output>emily</output>,<output>emily</output>,0,0.15,0,0.21,0,0.21,0,0.21,incorrect,incorrect,incorrect,incorrect
"['palmer—', 'mrs palmer', 'palmer']",<output>mr. darcy</output>,<output>heathcliff</output>,<output>emily</output>,<output>mr. darcy</output>,0,0.22,0,0.18,0,0.14,0,0.22,incorrect,incorrect,incorrect,incorrect
"['charlotte', 'señora jennings']",<output>john</output>,<output>emily</output>,<output>god</output>,<output>brontë</output>,0,0.27,0,0.26,0,0.21,0,0.25,incorrect,incorrect,incorrect,incorrect
['elinor'],<output>mr. darcy</output>,<output>elizabeth</output>,<output>elizabeth</output>,<output>elizabeth</output>,0,0.12,0,0.25,0,0.25,0,0.25,incorrect,incorrect,incorrect,incorrect
"['brandon', 'albay brandon']",<output>colonel</output>,<output>elizabeth</output>,<output>emily</output>,<output>colonel</output>,0,0.16,0,0.15,0,0.17,0,0.16,incorrect,incorrect,incorrect,incorrect
"['señor palmer', 'anh palmer', 'palmer', 'mr palmer']",<output>mr. darcy</output>,<output>emily</output>,<output>elizabeth</output>,<output>emma</output>,0,0.23,0,0.18,0,0.19,0,0.18,incorrect,incorrect,incorrect,incorrect
['lucy'],<output>emma</output>,<output>exeter</output>,<output>exeter</output>,<output>emma</output>,0,0.08,0,0.07,0,0.07,0,0.08,incorrect,incorrect,incorrect,incorrect
['annamaria'],<output>emily</output>,<output>emily</output>,<output>emily</output>,<output>emily</output>,0,0.13,0,0.13,0,0.13,0,0.13,incorrect,incorrect,incorrect,incorrect
"['marianne', 'marianne—']",<output>elizabeth</output>,<output>heathcliff</output>,<output>hoàng</output>,<output>emma</output>,0,0.12,0,0.11,0,0.13,0,0.14,incorrect,incorrect,incorrect,incorrect
['elinor'],<output>mr. darcy</output>,<output>heathcliff</output>,<output>emily</output>,<output>don</output>,0,0.12,0,0.24,0,0.21,0,0.15,incorrect,incorrect,incorrect,incorrect
"['lucy', 'lucy—']",<output>jane</output>,<output>mr. rochester</output>,<output>jane</output>,<output>emma</output>,0,0.08,0,0.12,0,0.08,0,0.08,incorrect,incorrect,incorrect,incorrect
"['ferrars', 'mrs ferrars', 'señora ferrars']",<output>elizabeth</output>,<output>elizabeth</output>,<output>emily</output>,<output>elizabeth</output>,0,0.12,0,0.12,0,0.14,0,0.12,incorrect,incorrect,incorrect,incorrect
"['ferrars', 'mrs ferrars', 'señora ferrars']",<output>elizabeth</output>,<output>elizabeth</output>,<output>emily</output>,<output>emily</output>,0,0.12,0,0.12,0,0.14,0,0.14,incorrect,incorrect,incorrect,incorrect
"['lucy', 'lucy—']",<output>mr. darcy</output>,<output>emily</output>,<output>leonardo</output>,<output>elizabeth</output>,0,0.2,0,0.15,0,0.14,0,0.13,incorrect,incorrect,incorrect,incorrect
"['elinor—', 'elinor']",<output>elizabeth</output>,<output>elizabeth</output>,<output>emily</output>,<output>london</output>,0,0.25,0,0.25,0,0.21,0,0.21,incorrect,incorrect,incorrect,incorrect
['lucy'],<output>emma</output>,<output>emily</output>,<output>emily</output>,<output>emily</output>,0,0.08,0,0.15,0,0.15,0,0.15,incorrect,incorrect,incorrect,incorrect
['lucy'],<output>elizabeth</output>,<output>elizabeth</output>,<output>elizabeth</output>,<output>elizabeth</output>,0,0.13,0,0.13,0,0.13,0,0.13,incorrect,incorrect,incorrect,incorrect
"['mr ferrars', 'ferrars', 'señor ferrars']",<output>elizabeth</output>,<output>elizabeth</output>,<output>trường</output>,<output>elizabeth</output>,0,0.13,0,0.13,0,0.14,0,0.13,incorrect,incorrect,incorrect,incorrect
['edward'],<output>elizabeth</output>,<output>elizabeth</output>,<output>elizabeth</output>,<output>elizabeth</output>,0,0.12,0,0.12,0,0.12,0,0.12,incorrect,incorrect,incorrect,incorrect
"['ferrars', 'mrs ferrars']",<output>elizabeth</output>,<output>jesus</output>,<output>edward</output>,<output>elizabeth</output>,0,0.12,0,0.14,0,0.2,0,0.12,incorrect,incorrect,incorrect,incorrect
['elinor'],<output>elizabeth</output>,<output>elizabeth</output>,<output>elizabeth</output>,<output>elizabeth</output>,0,0.25,0,0.25,0,0.25,0,0.25,incorrect,incorrect,incorrect,incorrect
['elinor'],<output>elizabeth</output>,<output>elizabeth</output>,<output>nguyễn</output>,<output>elizabeth</output>,0,0.25,0,0.25,0,0.21,0,0.25,incorrect,incorrect,incorrect,incorrect
"['middleton', 'lady middleton']",<output>elizabeth</output>,<output>elizabeth</output>,<output>elizabeth</output>,<output>elizabeth</output>,0,0.25,0,0.25,0,0.25,0,0.25,incorrect,incorrect,incorrect,incorrect
['elinor'],<output>elizabeth</output>,<output>emily</output>,<output>emily</output>,<output>emily</output>,0,0.25,0,0.21,0,0.21,0,0.21,incorrect,incorrect,incorrect,incorrect
"['anh palmer', 'palmer', 'mr palmer']",<output>emma</output>,<output>emily</output>,<output>emily</output>,<output>john</output>,0,0.15,0,0.14,0,0.14,0,0.13,incorrect,incorrect,incorrect,incorrect
['marianne'],<output>elizabeth</output>,<output>heathcliff</output>,<output>nguyễn</output>,<output>john</output>,0,0.12,0,0.11,0,0.13,0,0.07,incorrect,incorrect,incorrect,incorrect
"['mrs jennings', 'jenning', 'jennings', 'señora jennings']",<output>elizabeth</output>,<output>elizabeth</output>,<output>elizabeth</output>,<output>john</output>,0,0.12,0,0.12,0,0.12,0,0.15,incorrect,incorrect,incorrect,incorrect
"['willoughby', 'elinor']",<output>elizabeth</output>,<output>marianne</output>,<output>elizabeth</output>,<output>emily</output>,0,0.25,0,0.13,0,0.25,0,0.25,incorrect,incorrect,incorrect,incorrect
"['marianne', 'miss marianne']",<output>emma</output>,<output>emily</output>,<output>elizabeth</output>,<output>emily</output>,0,0.18,0,0.15,0,0.15,0,0.15,incorrect,incorrect,incorrect,incorrect
['marianne'],<output>lydia</output>,<output>dimmesdale</output>,<output>heathcliff</output>,<output>adriana</output>,0,0.13,0,0.17,0,0.11,0,0.31,incorrect,incorrect,incorrect,incorrect
['marianne'],<output>elizabeth</output>,<output>elizabeth</output>,<output>heathcliff</output>,<output>elizabeth</output>,0,0.12,0,0.12,0,0.11,0,0.12,incorrect,incorrect,incorrect,incorrect
"['edvvard', 'edward']",<output>emily</output>,<output>elizabeth</output>,<output>elizabeth</output>,<output>heathcliff</output>,0,0.07,0,0.12,0,0.12,0,0.12,incorrect,incorrect,incorrect,incorrect
['marianne'],<output>elizabeth</output>,<output>heathcliff</output>,<output>emily</output>,<output>emily</output>,0,0.12,0,0.11,0,0.13,0,0.13,incorrect,incorrect,incorrect,incorrect
"['mrs jennings', 'jennings', 'señora jennings']",<output>elizabeth</output>,<output>elizabeth</output>,<output>god</output>,<output>elizabeth</output>,0,0.12,0,0.12,0,0.11,0,0.12,incorrect,incorrect,incorrect,incorrect
"['mrs jennings', 'jennings', 'señora jennings']",<output>elizabeth</output>,<output>elizabeth</output>,<output>elizabeth</output>,<output>elizabeth</output>,0,0.12,0,0.12,0,0.12,0,0.12,incorrect,incorrect,incorrect,incorrect
['marianne'],<output>elizabeth</output>,<output>elizabeth</output>,<output>elizabeth</output>,<output>elizabeth</output>,0,0.12,0,0.12,0,0.12,0,0.12,incorrect,incorrect,incorrect,incorrect
"['willoughby', 'mr willoughby']",<output>wickham</output>,<output>elizabeth</output>,<output>elizabeth</output>,<output>elizabeth</output>,0,0.24,0,0.17,0,0.17,0,0.17,incorrect,incorrect,incorrect,incorrect
"['mrs jennings', 'jennings', 'señora jennings']",<output>elizabeth</output>,<output>james</output>,<output>james</output>,<output>emma</output>,0,0.12,0,0.2,0,0.2,0,0.15,incorrect,incorrect,incorrect,incorrect
['eliza'],<output>lydia</output>,<output>elizabeth</output>,<output>elizabeth</output>,<output>emily</output>,0,0.22,0,0.32,0,0.32,0,0.15,incorrect,incorrect,incorrect,incorrect
['marianne'],<output>lydia</output>,<output>elizabeth</output>,<output>estella</output>,<output>elizabeth</output>,0,0.13,0,0.12,0,0.06,0,0.12,incorrect,incorrect,incorrect,incorrect
['elinor'],<output>mr. darcy</output>,<output>heathcliff</output>,<output>elizabeth</output>,<output>edward</output>,0,0.12,0,0.24,0,0.25,0,0.14,incorrect,incorrect,incorrect,incorrect
['edward'],<output>mr. bingley</output>,<output>elizabeth</output>,<output>emily</output>,<output>emma</output>,0,0.06,0,0.12,0,0.07,0,0.15,incorrect,incorrect,incorrect,incorrect
"['elino', 'elinor']",<output>john</output>,<output>emily</output>,<output>shakespeare</output>,<output>god</output>,0,0.15,0,0.22,0,0.12,0,0.08,incorrect,incorrect,incorrect,incorrect
"['', 'fanny']",<output>edward</output>,<output>elizabeth</output>,<output>emma</output>,<output>emily</output>,0,0.07,0,0.06,0,0.08,0,0.07,incorrect,incorrect,incorrect,incorrect
['harry'],<output>emma</output>,<output>tom</output>,<output>emily</output>,<output>emma</output>,0,0.08,0,0.0,0,0.07,0,0.08,incorrect,incorrect,incorrect,incorrect
['marianne'],<output>elizabeth</output>,<output>scarlett</output>,<output>emily</output>,<output>lucas</output>,0,0.12,0,0.18,0,0.13,0,0.07,incorrect,incorrect,incorrect,incorrect
"['', 'ferrars', 'señora ferrars']",<output>elizabeth</output>,<output>heathcliff</output>,<output>heathcliff</output>,<output>elizabeth</output>,0,0.12,0,0.12,0,0.12,0,0.12,incorrect,incorrect,incorrect,incorrect
['marianne'],<output>elizabeth</output>,<output>emily</output>,<output>emily</output>,<output>emma</output>,0,0.12,0,0.13,0,0.13,0,0.14,incorrect,incorrect,incorrect,incorrect
"['robert', 'elinor']",<output>darcy</output>,<output>edward</output>,<output>elizabeth</output>,<output>georgiana</output>,0,0.21,0,0.21,0,0.25,0,0.19,incorrect,incorrect,incorrect,incorrect
"['middleton', 'lady middleton']",<output>elizabeth</output>,<output>john</output>,<output>conduit</output>,<output>conduit</output>,0,0.25,0,0.2,0,0.18,0,0.18,incorrect,incorrect,incorrect,incorrect
"['elinor—', 'elinor']",<output>elizabeth</output>,<output>emily</output>,<output>emily</output>,<output>lucas</output>,0,0.25,0,0.21,0,0.21,0,0.14,incorrect,incorrect,incorrect,incorrect
"['marianne', 'marianne—']",<output>elizabeth</output>,<output>elizabeth</output>,<output>elizabeth</output>,<output>elizabeth</output>,0,0.12,0,0.12,0,0.12,0,0.12,incorrect,incorrect,incorrect,incorrect
['edward'],<output>mr. darcy</output>,<output>abdullah</output>,<output>elizabeth</output>,<output>john</output>,0,0.19,0,0.13,0,0.12,0,0.0,incorrect,incorrect,incorrect,incorrect
['edward'],<output>mr. darcy</output>,<output>emily</output>,<output>emma</output>,<output>elizabeth</output>,0,0.19,0,0.07,0,0.15,0,0.12,incorrect,incorrect,incorrect,incorrect
"['mrs jennings', 'jennings', 'señora jennings']",<output>john</output>,<output>john</output>,<output>nguyễn</output>,<output>oliver</output>,0,0.15,0,0.15,0,0.21,0,0.14,incorrect,incorrect,incorrect,incorrect
"['mrs jennings', 'jennings', 'señora jennings']",<output>jo</output>,<output>hamlet</output>,<output>emily</output>,<output>carlos</output>,0,0.12,0,0.14,0,0.14,0,0.15,incorrect,incorrect,incorrect,incorrect
['elinor'],<output>elizabeth</output>,<output>estella</output>,<output>emily</output>,<output>elizabeth</output>,0,0.25,0,0.2,0,0.21,0,0.25,incorrect,incorrect,incorrect,incorrect
['edward'],<output>doctor</output>,<output>edward</output>,<output>emily</output>,<output>edward</output>,0,0.14,0,0.41,0,0.07,0,0.41,incorrect,incorrect,incorrect,incorrect
"['mrs jennings', 'jennings', 'señora jennings']",<output>colonel</output>,<output>edward</output>,<output>elizabeth</output>,<output>colonel</output>,0,0.13,0,0.14,0,0.12,0,0.13,incorrect,incorrect,incorrect,incorrect
"['brandon', 'albay brandon']",<output>colonel</output>,<output>arthur</output>,<output>nguyễn</output>,<output>colonel</output>,0,0.16,0,0.17,0,0.17,0,0.16,incorrect,incorrect,incorrect,incorrect
"['elinor—', 'elinor']",<output>mr. darcy</output>,<output>dimmesdale</output>,<output>hoàng</output>,<output>john</output>,0,0.12,0,0.18,0,0.14,0,0.15,incorrect,incorrect,incorrect,incorrect
['elinor'],<output>elizabeth</output>,<output>god</output>,<output>elizabeth</output>,<output>emma</output>,0,0.25,0,0.08,0,0.25,0,0.15,incorrect,incorrect,incorrect,incorrect
['edward'],<output>elizabeth bennet</output>,<output>elizabeth</output>,<output>nguyễn</output>,<output>emily</output>,0,0.1,0,0.12,0,0.07,0,0.07,incorrect,incorrect,incorrect,incorrect
