Single_ent,en_masked_shuffled_results,tr_masked_shuffled_results,vi_masked_shuffled_results,es_masked_shuffled_results,en_exact_match,en_highest_fuzzy_match,tr_exact_match,tr_highest_fuzzy_match,vi_exact_match,vi_highest_fuzzy_match,es_exact_match,es_highest_fuzzy_match,en_correct,tr_correct,vi_correct,es_correct
"['sr', 'wilson', 'bay wilson']",<output>elizabeth</output>,<output>agatha</output>,<output>nguyễn</output>,<output>monday</output>,0,0.12,0,0.12,0,0.14,0,0.18,incorrect,incorrect,incorrect,incorrect
['holmes'],<output>sherlock holmes</output>,<output>edgar</output>,<output>nguyễn</output>,<output>smith</output>,0,0.32,0,0.14,0,0.14,0,0.14,incorrect,incorrect,incorrect,incorrect
"['wilson', 'bay wilson']",<output>sherlock holmes</output>,<output>scarlett</output>,<output>scarlet</output>,<output>watson</output>,0,0.19,0,0.17,0,0.18,0,0.28,incorrect,incorrect,incorrect,incorrect
['jones'],<output>doctor</output>,<output>watson</output>,<output>nguyễn</output>,<output>dr. dolittle</output>,0,0.07,0,0.14,0,0.21,0,0.12,incorrect,incorrect,incorrect,incorrect
"['jones', 'bay jones']",<output>heathcliff</output>,<output>scarlett</output>,<output>nguyễn</output>,<output>john</output>,0,0.12,0,0.13,0,0.21,0,0.23,incorrect,incorrect,incorrect,incorrect
['sherlock holmes'],<output>sherlock</output>,<output>dublin</output>,<output>london</output>,<output>beatriz</output>,0,0.48,0,0.14,0,0.16,0,0.19,incorrect,incorrect,incorrect,incorrect
"['merryweather', 'bay merryweather']",<output>franklin</output>,<output>heathcliff</output>,<output>nguyễn</output>,<output>don quixote</output>,0,0.16,0,0.21,0,0.15,0,0.14,incorrect,incorrect,incorrect,incorrect
['holmes'],<output>franklin</output>,<output>john</output>,<output>hoàng</output>,<output>marlow</output>,0,0.13,0,0.15,0,0.14,0,0.14,incorrect,incorrect,incorrect,incorrect
"['merryweather', 'bay merryweather']",<output>mr. hyde</output>,<output>sherlock holmes</output>,<output>sherlock</output>,<output>john</output>,0,0.16,0,0.18,0,0.22,0,0.12,incorrect,incorrect,incorrect,incorrect
['watson'],<output>napoleon</output>,<output>chess</output>,<output>monte cristo</output>,<output>julian</output>,0,0.19,0,0.21,0,0.17,0,0.14,incorrect,incorrect,incorrect,incorrect
['holmes'],<output>fortunato</output>,<output>edgar</output>,<output>heathcliff</output>,<output>emily</output>,0,0.06,0,0.14,0,0.12,0,0.14,incorrect,incorrect,incorrect,incorrect
['jones'],<output>tom</output>,<output>john</output>,<output>nguyễn</output>,<output>john</output>,0,0.08,0,0.23,0,0.21,0,0.23,incorrect,incorrect,incorrect,incorrect
"['john clay', 'clay']",<output>sherlock holmes</output>,<output>sherlock</output>,<output>john</output>,<output>marlowe</output>,0,0.2,0,0.18,0,0.32,0,0.12,incorrect,incorrect,incorrect,incorrect
"['bay jabez wilson', 'jabez wilson']",<output>barclay</output>,<output>bill</output>,<output>john</output>,<output>marcel</output>,0,0.22,0,0.24,0,0.18,0,0.23,incorrect,incorrect,incorrect,incorrect
['holmes'],<output>emma</output>,<output>heathcliff</output>,<output>emma</output>,<output>emma</output>,0,0.15,0,0.12,0,0.15,0,0.15,incorrect,incorrect,incorrect,incorrect
['holmes'],<output>mr. darcy</output>,<output>emily</output>,<output>emily</output>,<output>maría</output>,0,0.12,0,0.14,0,0.14,0,0.14,incorrect,incorrect,incorrect,incorrect
"['sherlock holmes', 'holmes']",<output>doctor</output>,<output>emily</output>,<output>trần</output>,<output>emily</output>,0,0.16,0,0.2,0,0.14,0,0.2,incorrect,incorrect,incorrect,incorrect
['sherlock holmes'],<output>marlow</output>,<output>scarlett</output>,<output>tom</output>,<output>emma</output>,0,0.21,0,0.24,0,0.17,0,0.15,incorrect,incorrect,incorrect,incorrect
['ned'],<output>zealand</output>,<output>john</output>,<output>nguyễn</output>,<output>john</output>,0,0.15,0,0.08,0,0.15,0,0.08,incorrect,incorrect,incorrect,incorrect
['hosmer'],<output>lucie</output>,<output>elizabeth</output>,<output>nguyễn</output>,<output>voltaire</output>,0,0.14,0,0.12,0,0.14,0,0.13,incorrect,incorrect,incorrect,incorrect
"['bay holmes', 'holmes']",<output>charles dickens</output>,<output>leadenhall</output>,<output>penelope</output>,<output>leadenhall</output>,0,0.21,0,0.16,0,0.19,0,0.16,incorrect,incorrect,incorrect,incorrect
"['bay holmes', 'holmes']",<output>mr. darcy</output>,<output>edward</output>,<output>nguyễn</output>,<output>edward</output>,0,0.17,0,0.14,0,0.14,0,0.14,incorrect,incorrect,incorrect,incorrect
['sherlock holmes'],<output>hamlet</output>,<output>john</output>,<output>nguyễn</output>,<output>marcel</output>,0,0.19,0,0.15,0,0.14,0,0.19,incorrect,incorrect,incorrect,incorrect
"['mary sutherland', 'bayan mary sutherland']",<output>sherlock holmes</output>,<output>thaddeus</output>,<output>ngọc</output>,<output>scarlett</output>,0,0.29,0,0.23,0,0.19,0,0.23,incorrect,incorrect,incorrect,incorrect
['holmes'],<output>montresor</output>,<output>emily</output>,<output>emily</output>,<output>abel</output>,0,0.25,0,0.14,0,0.14,0,0.15,incorrect,incorrect,incorrect,incorrect
['holmes'],<output>watson</output>,<output>john</output>,<output>nguyễn</output>,<output>john</output>,0,0.14,0,0.15,0,0.14,0,0.15,incorrect,incorrect,incorrect,incorrect
"['windibank', 'windiban', 'bay windibank']",<output>heathcliff</output>,<output>heathcliff</output>,<output>dimmesdale</output>,<output>heathcliff</output>,0,0.1,0,0.1,0,0.17,0,0.1,incorrect,incorrect,incorrect,incorrect
['holmes'],<output>scrooge</output>,<output>adam</output>,<output>heathcliff</output>,<output>emily</output>,0,0.13,0,0.15,0,0.12,0,0.14,incorrect,incorrect,incorrect,incorrect
"['hosmer angel', 'bay hosmer angel']",<output>mr. bennet</output>,<output>mr. palmer</output>,<output>elizabeth</output>,<output>charlotte</output>,0,0.26,0,0.24,0,0.16,0,0.19,incorrect,incorrect,incorrect,incorrect
['holmes'],<output>darcy</output>,<output>scarlett</output>,<output>hoàng</output>,<output>emily</output>,0,0.07,0,0.19,0,0.14,0,0.14,incorrect,incorrect,incorrect,incorrect
"['bay holmes', 'holmes']",<output>portia</output>,<output>antigone</output>,<output>dimmesdale</output>,<output>john</output>,0,0.12,0,0.17,0,0.24,0,0.15,incorrect,incorrect,incorrect,incorrect
"['hosmer angel', 'bay hosmer angel']",<output>sherlock holmes</output>,<output>holden</output>,<output>emily</output>,<output>john</output>,0,0.21,0,0.23,0,0.18,0,0.15,incorrect,incorrect,incorrect,incorrect
['watson'],<output>mr. gardiner</output>,<output>watson</output>,<output>nguyễn</output>,<output>john</output>,0,0.11,0,0.41,0,0.14,0,0.22,incorrect,incorrect,incorrect,incorrect
['james'],<output>heathcliff</output>,<output>atticus</output>,<output>hoàng</output>,<output>john</output>,0,0.06,0,0.14,0,0.07,0,0.08,incorrect,incorrect,incorrect,incorrect
['watson'],<output>elizabeth</output>,<output>emily</output>,<output>emily</output>,<output>john</output>,0,0.19,0,0.14,0,0.14,0,0.22,incorrect,incorrect,incorrect,incorrect
['mccarthy'],<output>mr. darcy</output>,<output>heathcliff</output>,<output>nguyễn</output>,<output>albert</output>,0,0.24,0,0.17,0,0.13,0,0.19,incorrect,incorrect,incorrect,incorrect
['moran'],<output>mr. darcy</output>,<output>emily</output>,<output>nguyễn</output>,<output>emily</output>,0,0.13,0,0.15,0,0.14,0,0.15,incorrect,incorrect,incorrect,incorrect
['lestrade'],<output>watson</output>,<output>john</output>,<output>nguyễn</output>,<output>john</output>,0,0.13,0,0.07,0,0.13,0,0.07,incorrect,incorrect,incorrect,incorrect
['mccarthy'],<output>mr. gardiner</output>,<output>emily</output>,<output>elizabeth</output>,<output>emily</output>,0,0.22,0,0.13,0,0.18,0,0.13,incorrect,incorrect,incorrect,incorrect
['turner'],<output>john</output>,<output>dr. smith</output>,<output>ho chi minh</output>,<output>john</output>,0,0.22,0,0.19,0,0.18,0,0.22,incorrect,incorrect,incorrect,incorrect
['alice'],<output>magwitch</output>,<output>heathcliff</output>,<output>nguyễn</output>,<output>heathcliff</output>,0,0.2,0,0.19,0,0.07,0,0.19,incorrect,incorrect,incorrect,incorrect
"['bay holmes', 'holmes']",<output>john</output>,<output>henry</output>,<output>nguyễn</output>,<output>holden</output>,0,0.15,0,0.14,0,0.14,0,0.28,incorrect,incorrect,incorrect,incorrect
['sherlock holmes'],<output>longbottom</output>,<output>hamlet</output>,<output>nguyễn</output>,<output>maigret</output>,0,0.19,0,0.19,0,0.14,0,0.2,incorrect,incorrect,incorrect,incorrect
['openshaw'],<output>mr. darcy</output>,<output>paris</output>,<output>heathcliff</output>,<output>london</output>,0,0.18,0,0.2,0,0.23,0,0.19,incorrect,incorrect,incorrect,incorrect
['sherlock holmes'],<output>sherlock holmes</output>,<output>oliver</output>,<output>charlie</output>,<output>oliver</output>,0,0.64,0,0.21,0,0.25,0,0.21,incorrect,incorrect,incorrect,incorrect
"['sherlock holmes', 'bay holmes']",<output>mr. holmes</output>,<output>elizabeth</output>,<output>jesus</output>,<output>emma</output>,0,0.38,0,0.17,0,0.21,0,0.15,incorrect,incorrect,incorrect,incorrect
"['bay holmes', 'holmes']",<output>mr. darcy</output>,<output>emily</output>,<output>emily</output>,<output>emily</output>,0,0.17,0,0.14,0,0.14,0,0.14,incorrect,incorrect,incorrect,incorrect
"['watson', 'watso']",<output>watson</output>,<output>hamlet</output>,<output>john</output>,<output>god</output>,0,0.41,0,0.21,0,0.22,0,0.16,incorrect,incorrect,incorrect,incorrect
"['roylott', 'dr roylott', 'roylot']",<output>netherfield</output>,<output>heathcliff</output>,<output>emily</output>,<output>emily</output>,0,0.23,0,0.29,0,0.34,0,0.34,incorrect,incorrect,incorrect,incorrect
"['bayan stoner', 'stoner']",<output>emily</output>,<output>heathcliff</output>,<output>nguyễn</output>,<output>jack</output>,0,0.14,0,0.15,0,0.17,0,0.15,incorrect,incorrect,incorrect,incorrect
"['bayan stoner', 'stoner', 'stone']",<output>sherlock</output>,<output>bay</output>,<output>emily</output>,<output>emily</output>,0,0.19,0,0.25,0,0.15,0,0.15,incorrect,incorrect,incorrect,incorrect
"['lysander stark', 'albay lysander stark']",<output>colonel</output>,<output>heathcliff</output>,<output>nguyễn</output>,<output>colonel</output>,0,0.21,0,0.13,0,0.16,0,0.21,incorrect,incorrect,incorrect,incorrect
"['stark', 'albay lysander stark']",<output>colonel</output>,<output>albay</output>,<output>emily</output>,<output>lucy</output>,0,0.19,0,0.37,0,0.15,0,0.15,incorrect,incorrect,incorrect,incorrect
"['sr', '‘bay ferguson', 'ferguson']",<output>frankenstein</output>,<output>john</output>,<output>nguyễn</output>,<output>john</output>,0,0.16,0,0.21,0,0.19,0,0.21,incorrect,incorrect,incorrect,incorrect
"['lord st', 'st', 'simon']",<output>lydia</output>,<output>lord</output>,<output>simon</output>,<output>agatha</output>,0,0.21,0,0.36,0,0.37,0,0.13,incorrect,incorrect,incorrect,incorrect
"['lord st', 'st']",<output>abraham</output>,<output>emily</output>,<output>simon</output>,<output>elizabeth</output>,0,0.19,0,0.21,0,0.21,0,0.18,incorrect,incorrect,incorrect,incorrect
"['señora st', 'lady st', 'st', 'simon']",<output>elizabeth</output>,<output>elizabeth</output>,<output>simon</output>,<output>elizabeth</output>,0,0.18,0,0.18,0,0.37,0,0.18,incorrect,incorrect,incorrect,incorrect
"['sr', 'holder', 'bay holder']",<output>mr. darcy</output>,<output>scarlett</output>,<output>dimmesdale</output>,<output>holder</output>,0,0.19,0,0.19,0,0.18,0,0.41,incorrect,incorrect,incorrect,incorrect
['arthur'],<output>god</output>,<output>elizabeth</output>,<output>jesus</output>,<output>elizabeth</output>,0,0.15,0,0.25,0,0.14,0,0.25,incorrect,incorrect,incorrect,incorrect
"['holde', 'holder', 'bay holder']",<output>watson</output>,<output>watson</output>,<output>god</output>,<output>watson</output>,0,0.12,0,0.12,0,0.16,0,0.12,incorrect,incorrect,incorrect,incorrect
"['mary', 'mar']",<output>emily</output>,<output>heathcliff</output>,<output>heathcliff</output>,<output>emily</output>,0,0.15,0,0.07,0,0.07,0,0.15,incorrect,incorrect,incorrect,incorrect
"['hunter', 'bayan hunter']",<output>emma</output>,<output>heathcliff</output>,<output>emily</output>,<output>emma</output>,0,0.22,0,0.21,0,0.21,0,0.22,incorrect,incorrect,incorrect,incorrect
"['bay rucastle', 'rucastle']",<output>mr. rochester</output>,<output>emily</output>,<output>dimmesdale</output>,<output>edward</output>,0,0.29,0,0.2,0,0.23,0,0.23,incorrect,incorrect,incorrect,incorrect
"['hunter', 'bayan hunter']",<output>miss</output>,<output>leonardo</output>,<output>god</output>,<output>emily</output>,0,0.15,0,0.19,0,0.15,0,0.21,incorrect,incorrect,incorrect,incorrect
"['bay rucastle', 'rucastle', 'ruca']",<output>heathcliff</output>,<output>emily</output>,<output>emily</output>,<output>seville</output>,0,0.17,0,0.2,0,0.2,0,0.25,incorrect,incorrect,incorrect,incorrect
"['señora rucastle', 'rucastle', 'bayan rucastle']",<output>elizabeth</output>,<output>god</output>,<output>heathcliff</output>,<output>god</output>,0,0.2,0,0.17,0,0.19,0,0.17,incorrect,incorrect,incorrect,incorrect
"['bay rucastle', 'rucastle', 'señor rucastle']",<output>heathcliff</output>,<output>heathcliff</output>,<output>scarlett</output>,<output>abel</output>,0,0.2,0,0.2,0,0.3,0,0.23,incorrect,incorrect,incorrect,incorrect
