Single_ent,en_masked_shuffled_results,tr_masked_shuffled_results,vi_masked_shuffled_results,es_masked_shuffled_results,en_exact_match,en_highest_fuzzy_match,tr_exact_match,tr_highest_fuzzy_match,vi_exact_match,vi_highest_fuzzy_match,es_exact_match,es_highest_fuzzy_match,en_correct,tr_correct,vi_correct,es_correct
['daisy'],<output>chicago</output>,<output>chicago</output>,<output>scarlett</output>,<output>lucas</output>,0,0.07,0,0.07,0,0.07,0,0.15,incorrect,incorrect,incorrect,incorrect
['walter'],<output>joe</output>,<output>god</output>,<output>york</output>,<output>jersey</output>,0,0.15,0,0.08,0,0.15,0,0.21,incorrect,incorrect,incorrect,incorrect
['jordan'],<output>heathcliff</output>,<output>shakespeare</output>,<output>emily</output>,<output>lucas</output>,0,0.12,0,0.12,0,0.07,0,0.14,incorrect,incorrect,incorrect,incorrect
['tom'],<output>heathcliff</output>,<output>emily</output>,<output>emily</output>,<output>jack</output>,0,0.13,0,0.16,0,0.16,0,0.17,incorrect,incorrect,incorrect,incorrect
['daisy'],<output>york</output>,<output>emily</output>,<output>york</output>,<output>york</output>,0,0.08,0,0.15,0,0.08,0,0.08,incorrect,incorrect,incorrect,incorrect
"['george', 'georg']",<output>emma</output>,<output>jesus</output>,<output>nguyễn</output>,<output>julia</output>,0,0.15,0,0.15,0,0.21,0,0.07,incorrect,incorrect,incorrect,incorrect
['gatsby'],<output>marlowe</output>,<output>atlas</output>,<output>nguyễn</output>,<output>sebastian</output>,0,0.13,0,0.21,0,0.14,0,0.12,incorrect,incorrect,incorrect,incorrect
"['meyer wolfsheim', 'meyer wolfshiem']",<output>wolfe</output>,<output>uşak</output>,<output>john</output>,<output>winston</output>,0,0.32,0,0.13,0,0.13,0,0.12,incorrect,incorrect,incorrect,incorrect
"['gatz', 'bay gatz']",<output>heathcliff</output>,<output>emily</output>,<output>nguyễn</output>,<output>heathcliff</output>,0,0.13,0,0.13,0,0.15,0,0.13,incorrect,incorrect,incorrect,incorrect
['gatsby'],<output>wickham</output>,<output>heathcliff</output>,<output>heathcliff</output>,<output>mr. darcy</output>,0,0.13,0,0.12,0,0.12,0,0.12,incorrect,incorrect,incorrect,incorrect
['gatsby'],<output>emily</output>,<output>emily</output>,<output>nguyễn</output>,<output>emily</output>,0,0.14,0,0.14,0,0.14,0,0.14,incorrect,incorrect,incorrect,incorrect
['jordan baker'],<output>emma</output>,<output>emily</output>,<output>emily</output>,<output>emily</output>,0,0.15,0,0.12,0,0.12,0,0.12,incorrect,incorrect,incorrect,incorrect
