Single_ent,en_masked_shuffled_results,tr_masked_shuffled_results,vi_masked_shuffled_results,es_masked_shuffled_results,en_exact_match,en_highest_fuzzy_match,tr_exact_match,tr_highest_fuzzy_match,vi_exact_match,vi_highest_fuzzy_match,es_exact_match,es_highest_fuzzy_match,en_correct,tr_correct,vi_correct,es_correct
"['barón', 'nam', 'baron']",<output>god</output>,<output>godric</output>,<output>heathcliff</output>,<output>god</output>,0,0.08,0,0.14,0,0.12,0,0.08,incorrect,incorrect,incorrect,incorrect
['paul'],<output>paul</output>,<output>emily</output>,<output>nguyễn</output>,<output>elizabeth</output>,0,0.32,0,0.23,0,0.15,0,0.2,incorrect,incorrect,incorrect,incorrect
['paul'],<output>jason</output>,<output>paul</output>,<output>nguyễn</output>,<output>jason</output>,0,0.23,0,0.32,0,0.15,0,0.23,incorrect,incorrect,incorrect,incorrect
"['harkonnen', 'yueh']",<output>montag</output>,<output>leto</output>,<output>nguyễn</output>,<output>lucas</output>,0,0.12,0,0.16,0,0.25,0,0.13,incorrect,incorrect,incorrect,incorrect
"['ùng', 'barón', 'baron']",<output>ulysses</output>,<output>jack</output>,<output>nguyễn</output>,<output>thor</output>,0,0.07,0,0.15,0,0.23,0,0.15,incorrect,incorrect,incorrect,incorrect
"['barón', 'nam', 'baron']",<output>dr. moreau</output>,<output>dr. frankenstein</output>,<output>dr. frankenstein</output>,<output>victor</output>,0,0.12,0,0.11,0,0.11,0,0.14,incorrect,incorrect,incorrect,incorrect
['paul'],<output>paul</output>,<output>john</output>,<output>john</output>,<output>orville</output>,0,0.32,0,0.16,0,0.16,0,0.21,incorrect,incorrect,incorrect,incorrect
"['pau', 'paul']",<output>emily</output>,<output>don mccullin</output>,<output>elizabeth</output>,<output>emily</output>,0,0.23,0,0.18,0,0.21,0,0.23,incorrect,incorrect,incorrect,incorrect
"['thufir hawat—', 'thufir hawat']",<output>paul</output>,<output>paul</output>,<output>paul</output>,<output>paul</output>,0,0.24,0,0.24,0,0.24,0,0.24,incorrect,incorrect,incorrect,incorrect
['fremen'],<output>strother</output>,<output>bruce</output>,<output>nguyễn</output>,<output>lucas</output>,0,0.13,0,0.14,0,0.14,0,0.0,incorrect,incorrect,incorrect,incorrect
"['barón', 'nam', 'baron']",<output>napoleon</output>,<output>macbeth</output>,<output>arthur</output>,<output>macbeth</output>,0,0.2,0,0.14,0,0.21,0,0.14,incorrect,incorrect,incorrect,incorrect
"['barón', 'nam', 'baron']",<output>heathcliff</output>,<output>abraham</output>,<output>nguyễn</output>,<output>abel</output>,0,0.12,0,0.21,0,0.14,0,0.15,incorrect,incorrect,incorrect,incorrect
['stilgar'],<output>elizabeth</output>,<output>john</output>,<output>medea</output>,<output>van</output>,0,0.18,0,0.07,0,0.14,0,0.15,incorrect,incorrect,incorrect,incorrect
['jamis'],<output>harry</output>,<output>john</output>,<output>emily</output>,<output>emily</output>,0,0.07,0,0.08,0,0.15,0,0.15,incorrect,incorrect,incorrect,incorrect
['gurney halleck'],<output>fiore</output>,<output>arya</output>,<output>macbeth</output>,<output>macbeth</output>,0,0.21,0,0.23,0,0.16,0,0.16,incorrect,incorrect,incorrect,incorrect
"['jamis', 'chani']",<output>paul</output>,<output>paul</output>,<output>paul</output>,<output>lucas</output>,0,0.08,0,0.08,0,0.08,0,0.15,incorrect,incorrect,incorrect,incorrect
['harah'],<output>paul</output>,<output>macbeth</output>,<output>nguyễn</output>,<output>arslan</output>,0,0.08,0,0.07,0,0.0,0,0.21,incorrect,incorrect,incorrect,incorrect
['chani'],<output>shahrazad</output>,<output>abraham</output>,<output>emily</output>,<output>khadija</output>,0,0.13,0,0.14,0,0.07,0,0.21,incorrect,incorrect,incorrect,incorrect
"['alia', 'paul']",<output>god</output>,<output>paul</output>,<output>ngọc</output>,<output>maría</output>,0,0.17,0,0.32,0,0.16,0,0.23,incorrect,incorrect,incorrect,incorrect
['gurney'],<output>cortés</output>,<output>obi-wan kenobi</output>,<output>nguyễn</output>,<output>odysseus</output>,0,0.21,0,0.16,0,0.21,0,0.13,incorrect,incorrect,incorrect,incorrect
['gurney'],<output>paul</output>,<output>heathcliff</output>,<output>nguyễn</output>,<output>atlas</output>,0,0.07,0,0.12,0,0.21,0,0.07,incorrect,incorrect,incorrect,incorrect
['gurney'],<output>paul</output>,<output>paul</output>,<output>paul</output>,<output>paul</output>,0,0.07,0,0.07,0,0.07,0,0.07,incorrect,incorrect,incorrect,incorrect
['muad'],<output>arrakis</output>,<output>legolas</output>,<output>paul</output>,<output>macdib</output>,0,0.14,0,0.14,0,0.16,0,0.15,incorrect,incorrect,incorrect,incorrect
