Single_ent,en_masked_shuffled_results,tr_masked_shuffled_results,vi_masked_shuffled_results,es_masked_shuffled_results,en_exact_match,en_highest_fuzzy_match,tr_exact_match,tr_highest_fuzzy_match,vi_exact_match,vi_highest_fuzzy_match,es_exact_match,es_highest_fuzzy_match,en_correct,tr_correct,vi_correct,es_correct
['jim'],<output>jim</output>,<output>robinson crusoe</output>,<output>nguyễn</output>,<output>lucas</output>,0,0.26,0,0.06,0,0.0,0,0.0,incorrect,incorrect,incorrect,incorrect
['jim'],<output>tom</output>,<output>abel</output>,<output>tom</output>,<output>john</output>,0,0.09,0,0.0,0,0.09,0,0.08,incorrect,incorrect,incorrect,incorrect
['jim'],<output>jim</output>,<output>adam</output>,<output>adam</output>,<output>adam</output>,0,0.26,0,0.08,0,0.08,0,0.08,incorrect,incorrect,incorrect,incorrect
['jim'],<output>huck</output>,<output>heathcliff</output>,<output>nguyễn</output>,<output>emily</output>,0,0.0,0,0.07,0,0.0,0,0.08,incorrect,incorrect,incorrect,incorrect
['abner moore'],<output>tom</output>,<output>john</output>,<output>ngọc</output>,<output>emily</output>,0,0.16,0,0.15,0,0.19,0,0.18,incorrect,incorrect,incorrect,incorrect
['tom sawyer'],<output>jim</output>,<output>tom</output>,<output>nguyễn</output>,<output>emily</output>,0,0.17,0,0.26,0,0.18,0,0.16,incorrect,incorrect,incorrect,incorrect
['jim'],<output>tom</output>,<output>robinson</output>,<output>tom</output>,<output>robinson</output>,0,0.09,0,0.07,0,0.09,0,0.07,incorrect,incorrect,incorrect,incorrect
['jim'],<output>robinson crusoe</output>,<output>heathcliff</output>,<output>heathcliff</output>,<output>emily</output>,0,0.06,0,0.07,0,0.07,0,0.08,incorrect,incorrect,incorrect,incorrect
['jim'],<output>jim</output>,<output>tom</output>,<output>illinois</output>,<output>missouri</output>,0,0.26,0,0.09,0,0.07,0,0.07,incorrect,incorrect,incorrect,incorrect
['jim'],<output>mark twain</output>,<output>mark twain</output>,<output>nguyễn</output>,<output>robinson crusoe</output>,0,0.07,0,0.07,0,0.0,0,0.06,incorrect,incorrect,incorrect,incorrect
['jim'],<output>franklin</output>,<output>shelby</output>,<output>long john silver</output>,<output>zeus</output>,0,0.07,0,0.0,0,0.11,0,0.0,incorrect,incorrect,incorrect,incorrect
['jim'],<output>jim</output>,<output>emily</output>,<output>ngọc</output>,<output>emily</output>,0,0.26,0,0.08,0,0.0,0,0.08,incorrect,incorrect,incorrect,incorrect
['jim'],<output>jim</output>,<output>jim</output>,<output>long john silver</output>,<output>tom</output>,0,0.26,0,0.26,0,0.11,0,0.09,incorrect,incorrect,incorrect,incorrect
['jim'],<output>tom</output>,<output>robinson</output>,<output>long</output>,<output>robinson crusoe</output>,0,0.09,0,0.07,0,0.0,0,0.06,incorrect,incorrect,incorrect,incorrect
['jim'],<output>jack</output>,<output>robinson</output>,<output>nguyễn</output>,<output>robinson</output>,0,0.08,0,0.07,0,0.0,0,0.07,incorrect,incorrect,incorrect,incorrect
['jim turner'],<output>jim</output>,<output>long john silver</output>,<output>john</output>,<output>john</output>,0,0.33,0,0.26,0,0.22,0,0.22,incorrect,incorrect,incorrect,incorrect
['jim'],<output>huck</output>,<output>heathcliff</output>,<output>tom</output>,<output>emily</output>,0,0.0,0,0.07,0,0.09,0,0.08,incorrect,incorrect,incorrect,incorrect
"['bayan hooker', 'hooker']",<output>jim</output>,<output>robinson crusoe</output>,<output>nguyễn</output>,<output>lucas</output>,0,0.15,0,0.23,0,0.17,0,0.14,incorrect,incorrect,incorrect,incorrect
['jim'],<output>jim</output>,<output>heathcliff</output>,<output>ngọc</output>,<output>charon</output>,0,0.26,0,0.07,0,0.0,0,0.0,incorrect,incorrect,incorrect,incorrect
['jim'],<output>jim</output>,<output>thoreau</output>,<output>emily</output>,<output>lucas</output>,0,0.26,0,0.0,0,0.08,0,0.0,incorrect,incorrect,incorrect,incorrect
['jim'],<output>jim</output>,<output>george</output>,<output>nguyễn</output>,<output>odysseus</output>,0,0.26,0,0.0,0,0.0,0,0.0,incorrect,incorrect,incorrect,incorrect
['jim'],<output>mark twain</output>,<output>tom</output>,<output>nguyễn</output>,<output>lucas</output>,0,0.07,0,0.09,0,0.0,0,0.0,incorrect,incorrect,incorrect,incorrect
['jim'],<output>heathcliff</output>,<output>emily</output>,<output>heathcliff</output>,<output>lucas</output>,0,0.07,0,0.08,0,0.07,0,0.0,incorrect,incorrect,incorrect,incorrect
['jim'],<output>huck</output>,<output>odysseus</output>,<output>nguyễn</output>,<output>john</output>,0,0.0,0,0.0,0,0.0,0,0.08,incorrect,incorrect,incorrect,incorrect
"['joh', 'john']",<output>jim</output>,<output>abel</output>,<output>ngọc</output>,<output>robinson</output>,0,0.17,0,0.08,0,0.16,0,0.14,incorrect,incorrect,incorrect,incorrect
['jim'],<output>jim</output>,<output>heathcliff</output>,<output>nguyễn</output>,<output>god</output>,0,0.26,0,0.07,0,0.0,0,0.0,incorrect,incorrect,incorrect,incorrect
['jim'],<output>tom</output>,<output>mark twain</output>,<output>nguyễn</output>,<output>john</output>,0,0.09,0,0.07,0,0.0,0,0.08,incorrect,incorrect,incorrect,incorrect
"['cairo', 'jim']",<output>tom</output>,<output>jim</output>,<output>jim</output>,<output>jim</output>,0,0.09,0,0.26,0,0.26,0,0.26,incorrect,incorrect,incorrect,incorrect
['buck'],<output>abner</output>,<output>heathcliff</output>,<output>nguyễn</output>,<output>holden</output>,0,0.15,0,0.13,0,0.07,0,0.07,incorrect,incorrect,incorrect,incorrect
['buck'],<output>tom</output>,<output>emily</output>,<output>nguyễn</output>,<output>john</output>,0,0.08,0,0.08,0,0.07,0,0.08,incorrect,incorrect,incorrect,incorrect
"['charlo', 'charlotte', 'bayan charlotte']",<output>emma</output>,<output>elizabeth</output>,<output>elizabeth</output>,<output>elizabeth</output>,0,0.27,0,0.24,0,0.24,0,0.24,incorrect,incorrect,incorrect,incorrect
['buck'],<output>tom</output>,<output>tom</output>,<output>tom</output>,<output>john</output>,0,0.08,0,0.08,0,0.08,0,0.08,incorrect,incorrect,incorrect,incorrect
['huck'],<output>jim</output>,<output>emily</output>,<output>nguyễn</output>,<output>john</output>,0,0.08,0,0.08,0,0.07,0,0.16,incorrect,incorrect,incorrect,incorrect
"['buc', 'buck']",<output>tom</output>,<output>john</output>,<output>nguyễn</output>,<output>john</output>,0,0.09,0,0.08,0,0.08,0,0.08,incorrect,incorrect,incorrect,incorrect
['jim'],<output>mark twain</output>,<output>mark twain</output>,<output>nguyễn</output>,<output>marlow</output>,0,0.07,0,0.07,0,0.0,0,0.08,incorrect,incorrect,incorrect,incorrect
['jim'],<output>mark twain</output>,<output>thoreau</output>,<output>nguyễn</output>,<output>robinson crusoe</output>,0,0.07,0,0.0,0,0.0,0,0.06,incorrect,incorrect,incorrect,incorrect
['jim'],<output>huck</output>,<output>thoreau</output>,<output>nguyễn</output>,<output>robinson crusoe</output>,0,0.0,0,0.0,0,0.0,0,0.06,incorrect,incorrect,incorrect,incorrect
"['bridgewater', 'bilgewater', 'aguassucias']",<output>king</output>,<output>king louis</output>,<output>nguyễn</output>,<output>carlos</output>,0,0.19,0,0.21,0,0.18,0,0.18,incorrect,incorrect,incorrect,incorrect
['jim'],<output>robinson crusoe</output>,<output>orsino</output>,<output>emily</output>,<output>god</output>,0,0.06,0,0.08,0,0.08,0,0.0,incorrect,incorrect,incorrect,incorrect
['jim'],<output>tom</output>,<output>henry</output>,<output>nguyễn</output>,<output>god</output>,0,0.09,0,0.0,0,0.0,0,0.0,incorrect,incorrect,incorrect,incorrect
['jim'],<output>jim</output>,<output>jim</output>,<output>god</output>,<output>jim</output>,0,0.26,0,0.26,0,0.0,0,0.26,incorrect,incorrect,incorrect,incorrect
['jim'],<output>tom</output>,<output>robinson crusoe</output>,<output>nguyễn</output>,<output>john</output>,0,0.09,0,0.06,0,0.0,0,0.08,incorrect,incorrect,incorrect,incorrect
['jim'],<output>jim</output>,<output>robinson crusoe</output>,<output>nguyễn</output>,<output>robinson</output>,0,0.26,0,0.06,0,0.0,0,0.07,incorrect,incorrect,incorrect,incorrect
"['richard iii', 'richard', 'ricardo iii']",<output>king arthur</output>,<output>richard</output>,<output>nguyễn</output>,<output>don quixote</output>,0,0.23,0,0.45,0,0.07,0,0.21,incorrect,incorrect,incorrect,incorrect
['jim'],<output>jim</output>,<output>king</output>,<output>nguyễn</output>,<output>john</output>,0,0.26,0,0.08,0,0.0,0,0.08,incorrect,incorrect,incorrect,incorrect
['jim'],<output>jim</output>,<output>marlow</output>,<output>nguyễn</output>,<output>tom</output>,0,0.26,0,0.08,0,0.0,0,0.09,incorrect,incorrect,incorrect,incorrect
"['sherburn', 'albay sherburn', 'colonel sherburn']",<output>jim</output>,<output>shakespeare</output>,<output>thanh</output>,<output>colonel</output>,0,0.17,0,0.28,0,0.17,0,0.45,incorrect,incorrect,incorrect,incorrect
"['buck harne', 'buck harkness']",<output>lydia</output>,<output>bay</output>,<output>nguyễn</output>,<output>lucas</output>,0,0.12,0,0.17,0,0.18,0,0.23,incorrect,incorrect,incorrect,incorrect
"['elizabeth', 'lizabeth']",<output>jim</output>,<output>emily</output>,<output>nguyễn</output>,<output>scarlett</output>,0,0.14,0,0.19,0,0.13,0,0.18,incorrect,incorrect,incorrect,incorrect
"['bay peter wilks', 'peter wilks']",<output>mr. rochester</output>,<output>arthur</output>,<output>nguyễn</output>,<output>don</output>,0,0.29,0,0.21,0,0.21,0,0.16,incorrect,incorrect,incorrect,incorrect
"['willia', 'william']",<output>tom</output>,<output>heathcliff</output>,<output>dimmesdale</output>,<output>emily</output>,0,0.07,0,0.12,0,0.12,0,0.14,incorrect,incorrect,incorrect,incorrect
['harvey'],<output>king</output>,<output>charles</output>,<output>nguyễn</output>,<output>tom</output>,0,0.0,0,0.27,0,0.07,0,0.0,incorrect,incorrect,incorrect,incorrect
['susan'],<output>dr. king</output>,<output>elizabeth</output>,<output>hoàng</output>,<output>richard</output>,0,0.13,0,0.13,0,0.22,0,0.14,incorrect,incorrect,incorrect,incorrect
"['mary jan', 'mary jane']",<output>heathcliff</output>,<output>monte cristo</output>,<output>emily</output>,<output>elizabeth</output>,0,0.07,0,0.12,0,0.15,0,0.13,incorrect,incorrect,incorrect,incorrect
['mary jane'],<output>jim</output>,<output>tom</output>,<output>nguyễn</output>,<output>john</output>,0,0.08,0,0.08,0,0.15,0,0.16,incorrect,incorrect,incorrect,incorrect
"['barley', 'bartley', 'bayan bartley']",<output>tom</output>,<output>emily</output>,<output>emily</output>,<output>abel</output>,0,0.07,0,0.21,0,0.21,0,0.15,incorrect,incorrect,incorrect,incorrect
['mary jane'],<output>tom</output>,<output>edgar</output>,<output>nguyễn</output>,<output>destornillador</output>,0,0.08,0,0.15,0,0.15,0,0.11,incorrect,incorrect,incorrect,incorrect
"['levi bell', 'levi ben']",<output>colonel</output>,<output>mark twain</output>,<output>lincoln</output>,<output>henry</output>,0,0.18,0,0.11,0,0.19,0,0.16,incorrect,incorrect,incorrect,incorrect
['tim collins'],<output>jim</output>,<output>tom</output>,<output>nguyễn</output>,<output>jim</output>,0,0.26,0,0.19,0,0.13,0,0.26,incorrect,incorrect,incorrect,incorrect
['peter wilks'],<output>tom</output>,<output>tom</output>,<output>nguyễn</output>,<output>john</output>,0,0.16,0,0.16,0,0.21,0,0.15,incorrect,incorrect,incorrect,incorrect
['william'],<output>mark twain</output>,<output>tom</output>,<output>nguyễn</output>,<output>don quixote</output>,0,0.12,0,0.07,0,0.0,0,0.06,incorrect,incorrect,incorrect,incorrect
['hines'],<output>scrooge</output>,<output>emily</output>,<output>emily</output>,<output>emily</output>,0,0.07,0,0.07,0,0.07,0,0.07,incorrect,incorrect,incorrect,incorrect
['tom'],<output>jim</output>,<output>emily</output>,<output>jesus</output>,<output>abel</output>,0,0.17,0,0.16,0,0.16,0,0.17,incorrect,incorrect,incorrect,incorrect
"['saly', 'sally', 'aunt sally', 'sally teyze']",<output>mark twain</output>,<output>galata</output>,<output>nguyễn</output>,<output>emma</output>,0,0.19,0,0.24,0,0.22,0,0.24,incorrect,incorrect,incorrect,incorrect
"['bayan phelps', 'phelps', 'señora phelps']",<output>heathcliff</output>,<output>emily</output>,<output>ngọc</output>,<output>emily</output>,0,0.3,0,0.29,0,0.18,0,0.29,incorrect,incorrect,incorrect,incorrect
['tom'],<output>jim</output>,<output>robinson</output>,<output>heathcliff</output>,<output>emma</output>,0,0.17,0,0.14,0,0.13,0,0.17,incorrect,incorrect,incorrect,incorrect
['tom'],<output>tom</output>,<output>tom</output>,<output>nguyễn</output>,<output>jack</output>,0,0.26,0,0.26,0,0.15,0,0.17,incorrect,incorrect,incorrect,incorrect
['tom'],<output>tom</output>,<output>john</output>,<output>nguyễn</output>,<output>emma</output>,0,0.26,0,0.17,0,0.15,0,0.17,incorrect,incorrect,incorrect,incorrect
['tom'],<output>tom</output>,<output>heathcliff</output>,<output>emily</output>,<output>robinson</output>,0,0.26,0,0.13,0,0.16,0,0.14,incorrect,incorrect,incorrect,incorrect
"['saly', 'sally', 'aunt sally', 'sally teyze']",<output>tom</output>,<output>david</output>,<output>nguyễn</output>,<output>emily</output>,0,0.17,0,0.23,0,0.22,0,0.25,incorrect,incorrect,incorrect,incorrect
