Single_ent,en_masked_shuffled_results,en_exact_match,en_highest_fuzzy_match,en_correct
['alex'],she,0,0.29,incorrect
['anna'],west,0,0.0,incorrect
['anna'],atticus,0,0.18,incorrect
['alex'],edward,0,0.2,incorrect
['anna'],water,0,0.22,incorrect
['golden boy'],fontana,0,0.31,incorrect
['jake'],arctic,0,0.2,incorrect
['anna'],peeta,0,0.22,incorrect
['anna'],max,0,0.29,incorrect
['jake'],paul,0,0.25,incorrect
['anna'],shakespeare,0,0.27,incorrect
['godda'],michelangelo,0,0.24,incorrect
['anna'],god,0,0.0,incorrect
['mel'],amazon,0,0.22,incorrect
['janet'],orchids,0,0.0,incorrect
['jake'],macarons,0,0.17,incorrect
['lemon'],west,0,0.22,incorrect
['anna'],juliet,0,0.0,incorrect
['anna'],god,0,0.0,incorrect
['anna'],lascaux,0,0.36,incorrect
['anna'],august,0,0.2,incorrect
['anna'],monica,0,0.4,incorrect
['anna'],emily,0,0.0,incorrect
['anna'],together,0,0.0,incorrect
['anna'],john,0,0.25,incorrect
['anna'],artist,0,0.2,incorrect
['anna'],reagan,0,0.4,incorrect
['ray'],forbes,0,0.22,incorrect
['alex'],elon,0,0.25,incorrect
['alex'],lucifer,0,0.36,incorrect
['alex'],christian,0,0.15,incorrect
['alex'],sex,0,0.57,incorrect
['anna'],god,0,0.0,incorrect
['anna'],september,0,0.0,incorrect
['jake'],pinocchio,0,0.0,incorrect
['jake'],trump,0,0.0,incorrect
['alex'],heathcliff,0,0.29,incorrect
['kellan mckellan'],emma,0,0.4,incorrect
['alex'],forbes,0,0.2,incorrect
['jake'],heathcliff,0,0.14,incorrect
['anna'],paris,0,0.22,incorrect
['anna green'],god,0,0.25,incorrect
['tom ford'],givenchy,0,0.0,incorrect
['janet'],edward,0,0.18,incorrect
['jake'],victor,0,0.0,incorrect
['jake'],west,0,0.25,incorrect
['jake'],edward,0,0.2,incorrect
['jake'],tristan,0,0.18,incorrect
['jake'],bilbo,0,0.0,incorrect
['bern'],latte,0,0.22,incorrect
['janet'],principal,0,0.14,incorrect
['boone'],brave,0,0.4,incorrect
['janet'],west,0,0.44,incorrect
['janet'],heathcliff,0,0.27,incorrect
['anna'],frank,0,0.44,incorrect
['anna'],witch,0,0.0,incorrect
['mckellans'],capri,0,0.29,incorrect
['anna'],grandfather,0,0.4,incorrect
['anna'],emily,0,0.0,incorrect
['anna'],beatrice,0,0.17,incorrect
['jack lemmon'],monica,0,0.5,incorrect
['anna'],carraway,0,0.33,incorrect
['anna'],emily,0,0.0,incorrect
['anna'],,0,0.57,incorrect
['janet'],legolas,0,0.17,incorrect
['legolas'],john,0,0.18,incorrect
['anna'],quota,0,0.22,incorrect
['anna'],chandelier,0,0.29,incorrect
['anna'],christmas,0,0.15,incorrect
['anna'],flapper,0,0.18,incorrect
['anna'],god,0,0.0,incorrect
['anna'],scarlett,0,0.17,incorrect
['jake'],lydia,0,0.22,incorrect
['eko'],finley,0,0.22,incorrect
['reagan'],charlie,0,0.31,incorrect
['reagan'],augustus,0,0.29,incorrect
['reagan'],god,0,0.22,incorrect
['reagan'],west,0,0.2,incorrect
['reagan'],michael,0,0.15,incorrect
['anna'],christian,0,0.31,incorrect
['alex'],edward,0,0.2,incorrect
['alex'],east,0,0.25,incorrect
['anna'],emily,0,0.0,incorrect
['alex'],holden,0,0.4,incorrect
['anna'],pepper,0,0.0,incorrect
['anna'],archimedes,0,0.14,incorrect
['anna'],wolf,0,0.0,incorrect
['anna'],sal,0,0.29,incorrect
['anna'],shelley,0,0.0,incorrect
['anna green'],god,0,0.25,incorrect
['anna'],unknown,0,0.36,incorrect
['anna'],she,0,0.0,incorrect
['anna'],god,0,0.0,incorrect
['anna'],warmth,0,0.2,incorrect
['anna'],god,0,0.0,incorrect
['anna'],stephen,0,0.18,incorrect
['anna'],emily,0,0.0,incorrect
['anna'],her,0,0.0,incorrect
['anna green'],los,0,0.0,incorrect
['ray'],emma,0,0.29,incorrect
['anna'],emily,0,0.0,incorrect
['anna'],robinson,0,0.33,incorrect
['anna'],christian,0,0.31,incorrect
['anna'],starbucks,0,0.15,incorrect
['anna'],monique,0,0.18,incorrect
['anna'],jules,0,0.0,incorrect
['anna'],emily,0,0.0,incorrect
['anna'],edward,0,0.2,incorrect
['grandpa'],charlie,0,0.14,incorrect
['alex'],atticus,0,0.18,incorrect
['alex'],tris,0,0.0,incorrect
['anna'],aml,0,0.29,incorrect
['anna'],she,0,0.0,incorrect
['anna'],scarlett,0,0.17,incorrect
['janet'],charlie,0,0.33,incorrect
['anna'],harry,0,0.22,incorrect
['mel'],west,0,0.29,incorrect
['ray'],porcelain,0,0.33,incorrect
['ray'],janet,0,0.25,incorrect
['janet'],dior,0,0.0,incorrect
['reagan'],augustus,0,0.29,incorrect
['ray'],salinger,0,0.18,incorrect
['ray'],maître,0,0.22,incorrect
['ray'],christian,0,0.33,incorrect
['anna'],augustus,0,0.17,incorrect
['anna'],marie,0,0.22,incorrect
['anna'],robinson,0,0.33,incorrect
['jake'],anna,0,0.25,incorrect
['anna'],jo,0,0.0,incorrect
['anna green'],marie,0,0.4,incorrect
['anna'],augustus,0,0.17,incorrect
['alex'],knife,0,0.22,incorrect
['alex'],god,0,0.0,incorrect
['alex'],jack,0,0.25,incorrect
['jake'],it,0,0.0,incorrect
['alex'],hamlet,0,0.6,incorrect
['alex'],john,0,0.0,incorrect
['anna'],estella,0,0.18,incorrect
['anna'],tris,0,0.0,incorrect
['anna green'],university,0,0.2,incorrect
['anna green'],capricorn,0,0.32,incorrect
['alex'],god,0,0.0,incorrect
['anna'],god,0,0.0,incorrect
['alex'],god,0,0.0,incorrect
['alex'],patrick,0,0.18,incorrect
['ray'],warren,0,0.22,incorrect
['kellan'],scarlett,0,0.14,incorrect
['jake'],legally,0,0.18,incorrect
['jake'],god,0,0.0,incorrect
['janet'],elizabeth,0,0.43,incorrect
['mel'],finny,0,0.0,incorrect
['mel'],monet,0,0.5,incorrect
['anna'],god,0,0.0,incorrect
['anna'],stranger,0,0.33,incorrect
['anna'],los,0,0.0,incorrect
['anna'],tom,0,0.0,incorrect
['anna'],changi,0,0.4,incorrect
['anna'],carrie,0,0.2,incorrect
['anna'],brain,0,0.44,incorrect
['jake'],,0,0.29,incorrect
['anna'],freesia,0,0.18,incorrect
['anna'],monica,0,0.4,incorrect
['anna glow'],charlie,0,0.25,incorrect
['anna'],stifler,0,0.0,incorrect
['ray'],holden,0,0.0,incorrect
['kasey'],god,0,0.0,incorrect
['jake'],uber,0,0.25,incorrect
['alex'],max,0,0.57,incorrect
['grandpa'],charlie,0,0.14,incorrect
['alex'],god,0,0.0,incorrect
['anna'],harry,0,0.22,incorrect
['anna'],los,0,0.0,incorrect
['anna'],la,0,0.33,incorrect
['anna'],monica,0,0.4,incorrect
['anna'],steve,0,0.0,incorrect
['anna'],san francisco,0,0.35,incorrect
['anna'],god,0,0.0,incorrect
['anna'],,0,0.57,incorrect
['alex'],atticus,0,0.18,incorrect
['anna'],edward,0,0.2,incorrect
