Single_ent,en_masked_shuffled_results,es_masked_shuffled_results,tr_masked_shuffled_results,vi_masked_shuffled_results,en_exact_match,en_highest_fuzzy_match,es_exact_match,es_highest_fuzzy_match,tr_exact_match,tr_highest_fuzzy_match,vi_exact_match,vi_highest_fuzzy_match,en_correct,es_correct,tr_correct,vi_correct
['paul'],the,maría,shakespeare,ngọc,0,0.0,0,0.22,0,0.27,0,0.0,incorrect,incorrect,incorrect,incorrect
['paul'],frank,frank,james,phòng,0,0.22,0,0.22,0,0.22,0,0.22,incorrect,incorrect,incorrect,incorrect
['paul'],paul,leonardo,dune,nguyễn,1,1.0,0,0.17,0,0.25,0,0.2,correct,incorrect,incorrect,incorrect
['paul'],shrike,shakespeare,yakup,nguyễn,0,0.0,0,0.27,0,0.44,0,0.2,incorrect,incorrect,incorrect,incorrect
['jessica'],scarlett,joan,merlin,đông,0,0.4,0,0.36,0,0.31,0,0.0,incorrect,incorrect,incorrect,incorrect
['jessica'],estella,puerta,ali,ngọc,0,0.43,0,0.31,0,0.2,0,0.18,incorrect,incorrect,incorrect,incorrect
['jessica'],door,maría,özge,ngọc,0,0.0,0,0.33,0,0.18,0,0.18,incorrect,incorrect,incorrect,incorrect
['jessica'],architect,frank,frank,nguyễn,0,0.25,0,0.17,0,0.17,0,0.15,incorrect,incorrect,incorrect,incorrect
['leto'],arrakeen,paul,leto,paul,0,0.17,0,0.25,1,1.0,0,0.25,incorrect,incorrect,correct,incorrect
['jessica'],braille,dedos,hiçbir,không,0,0.14,0,0.33,0,0.31,0,0.0,incorrect,incorrect,incorrect,incorrect
['jessica'],paul,madre,britannia,đức,0,0.18,0,0.17,0,0.25,0,0.2,incorrect,incorrect,incorrect,incorrect
['leto'],arrakis,frank,arabistan,nguyễn,0,0.0,0,0.0,0,0.15,0,0.2,incorrect,incorrect,incorrect,incorrect
['paul'],paris,carlos,ali,nguyễn,0,0.44,0,0.4,0,0.57,0,0.2,incorrect,incorrect,incorrect,incorrect
['stilgar'],godric,shakespeare,jack,nguyễn,0,0.31,0,0.33,0,0.18,0,0.15,incorrect,incorrect,incorrect,incorrect
['paul'],atticus,marx,ali,nguyễn,0,0.36,0,0.25,0,0.57,0,0.2,incorrect,incorrect,incorrect,incorrect
['paul'],staff,marx,toplantı,nguyễn,0,0.22,0,0.25,0,0.33,0,0.2,incorrect,incorrect,incorrect,incorrect
['hawat'],god,don,sevgilim,nguyễn,0,0.0,0,0.0,0,0.0,0,0.0,incorrect,incorrect,incorrect,incorrect
['leto'],he,al,i̇yi,đội,0,0.33,0,0.33,0,0.0,0,0.29,incorrect,incorrect,incorrect,incorrect
['leto'],wall,antártida,arizona,đông,0,0.25,0,0.15,0,0.18,0,0.25,incorrect,incorrect,incorrect,incorrect
['paul'],rocky,maría,atlas,đông,0,0.0,0,0.22,0,0.44,0,0.0,incorrect,incorrect,incorrect,incorrect
['paul'],abraham,marx,john,nguyễn,0,0.18,0,0.25,0,0.0,0,0.2,incorrect,incorrect,incorrect,incorrect
"['kynes', 'dr kynes']",indiana,galileo,indiana,newton,0,0.27,0,0.17,0,0.27,0,0.36,incorrect,incorrect,incorrect,incorrect
['leto'],paul,paul,paul,nguyễn,0,0.25,0,0.25,0,0.25,0,0.2,incorrect,incorrect,incorrect,incorrect
['paul'],rock,atahualpa,shelob,đá,0,0.0,0,0.46,0,0.2,0,0.33,incorrect,incorrect,incorrect,incorrect
['paul'],god,maría,john,ngọc,0,0.0,0,0.22,0,0.0,0,0.0,incorrect,incorrect,incorrect,incorrect
['paul'],paul,ornitóptero,arrakis,đảo,1,1.0,0,0.13,0,0.18,0,0.29,correct,incorrect,incorrect,incorrect
['paul'],beetle,godzilla,yılan,đảo,0,0.2,0,0.17,0,0.22,0,0.29,incorrect,incorrect,incorrect,incorrect
['paul'],arrakis,hitler,shakespeare,nguyễn,0,0.18,0,0.2,0,0.27,0,0.2,incorrect,incorrect,incorrect,incorrect
['paul'],arrakis,gregor,yusuf,đông,0,0.18,0,0.0,0,0.22,0,0.0,incorrect,incorrect,incorrect,incorrect
"['kynes', 'kynes—', 'ngài']",maker,dios,allah,god,0,0.4,0,0.25,0,0.22,0,0.29,incorrect,incorrect,incorrect,incorrect
['leto'],elizabeth,maría,şehrazat,ngọc,0,0.46,0,0.0,0,0.33,0,0.25,incorrect,incorrect,incorrect,incorrect
"['leydi jessica', 'dama jessica', 'jessica']",paul,carthag,carthag,carthag,0,0.25,0,0.36,0,0.36,0,0.36,incorrect,incorrect,incorrect,incorrect
['jessica'],aurora,maría,elizabeth,ngọc,0,0.15,0,0.33,0,0.38,0,0.18,incorrect,incorrect,incorrect,incorrect
['leto'],marlowe,marx,adam,nguyễn,0,0.36,0,0.0,0,0.0,0,0.2,incorrect,incorrect,incorrect,incorrect
['jessica'],odysseus,marx,monte,nguyễn,0,0.27,0,0.18,0,0.17,0,0.15,incorrect,incorrect,incorrect,incorrect
['paul'],john,carlos,adam,ngọc,0,0.0,0,0.4,0,0.25,0,0.0,incorrect,incorrect,incorrect,incorrect
"['jessica', 'jessica—']",paul,padre,shakespeare,ngọc,0,0.18,0,0.17,0,0.33,0,0.18,incorrect,incorrect,incorrect,incorrect
"['kynes', 'jessica']",charlotte,maría,paul,ngọc,0,0.25,0,0.33,0,0.18,0,0.22,incorrect,incorrect,incorrect,incorrect
"['leto', 'leto—']",god,galilea,i̇sa,nguyễn,0,0.29,0,0.36,0,0.0,0,0.2,incorrect,incorrect,incorrect,incorrect
['jessica'],heathcliff,hamlet,shelby,ngọc,0,0.24,0,0.15,0,0.15,0,0.18,incorrect,incorrect,incorrect,incorrect
"['kynes', 'doktor kynes', 'kyne']",arzt,galilea,paul,ngân,0,0.2,0,0.18,0,0.0,0,0.25,incorrect,incorrect,incorrect,incorrect
['kynes'],flat,amazonas,özgür,nguyễn,0,0.0,0,0.31,0,0.0,0,0.36,incorrect,incorrect,incorrect,incorrect
['jessica'],lièvre,maría,bechamel,france,0,0.15,0,0.33,0,0.4,0,0.15,incorrect,incorrect,incorrect,incorrect
['jessica'],heathcliff,shakespeare,maskeli,ngọc,0,0.24,0,0.33,0,0.29,0,0.18,incorrect,incorrect,incorrect,incorrect
['paul'],god,don,ali,hoàng,0,0.0,0,0.0,0,0.57,0,0.22,incorrect,incorrect,incorrect,incorrect
['paul'],caesar,hitler,harry,nguyễn,0,0.2,0,0.2,0,0.22,0,0.2,incorrect,incorrect,incorrect,incorrect
['paul'],steinbeck,simbad,jack,ngư,0,0.0,0,0.2,0,0.25,0,0.29,incorrect,incorrect,incorrect,incorrect
['paul'],banker,shakespeare,özdemir,nguyễn,0,0.2,0,0.27,0,0.0,0,0.2,incorrect,incorrect,incorrect,incorrect
['paul atreides'],jim,alcázar,ali,đông,0,0.18,0,0.4,0,0.57,0,0.17,incorrect,incorrect,incorrect,incorrect
"['dama', 'jessica']",shakespeare,odiseo,paris,hoàng,0,0.33,0,0.2,0,0.22,0,0.22,incorrect,incorrect,incorrect,incorrect
['jessica'],god,shakespeare,i̇sa,nguyễn,0,0.0,0,0.33,0,0.4,0,0.15,incorrect,incorrect,incorrect,incorrect
['jessica'],paul,dostoyevski,robin,đất,0,0.18,0,0.33,0,0.17,0,0.2,incorrect,incorrect,incorrect,incorrect
['jessica'],she,marcel,john,đồng,0,0.2,0,0.15,0,0.18,0,0.0,incorrect,incorrect,incorrect,incorrect
['duncan idaho'],heathcliff,madrid,paul,nguyễn,0,0.27,0,0.36,0,0.22,0,0.33,incorrect,incorrect,incorrect,incorrect
['jessica'],god,marx,şeytan,ngọc,0,0.0,0,0.18,0,0.31,0,0.18,incorrect,incorrect,incorrect,incorrect
"['jessica', 'jessica schlag']",paul,marcel,robin,elizabeth,0,0.22,0,0.33,0,0.17,0,0.38,incorrect,incorrect,incorrect,incorrect
"['leydi jessica', 'dama jessica', 'jessica']",god,maría,gerçek,nguyễn,0,0.29,0,0.47,0,0.31,0,0.21,incorrect,incorrect,incorrect,incorrect
['leto'],paul,kindjal,aslan,nguyễn,0,0.25,0,0.18,0,0.22,0,0.2,incorrect,incorrect,incorrect,incorrect
['leto'],paul,yoda,obi-wan,nguyễn,0,0.25,0,0.25,0,0.18,0,0.2,incorrect,incorrect,incorrect,incorrect
['yueh'],paul,edison,ali,nguyễn,0,0.25,0,0.2,0,0.0,0,0.4,incorrect,incorrect,incorrect,incorrect
['jessica'],clarice,adrián,zihni,ngọc,0,0.29,0,0.31,0,0.17,0,0.18,incorrect,incorrect,incorrect,incorrect
"['jessica', 'jessic']",god,shakespeare,harry,ngọc,0,0.0,0,0.33,0,0.17,0,0.2,incorrect,incorrect,incorrect,incorrect
['jessica'],paul,minas,atreides,ngọc,0,0.18,0,0.33,0,0.27,0,0.18,incorrect,incorrect,incorrect,incorrect
"['barón', 'nam', 'baron']",god,god,bay,đoàn,0,0.25,0,0.25,0,0.5,0,0.44,incorrect,incorrect,incorrect,incorrect
['jessica'],scarface,caracortada,yüz,trăng,0,0.4,0,0.22,0,0.0,0,0.17,incorrect,incorrect,incorrect,incorrect
['paul'],chance,maría,elif,nguyễn,0,0.2,0,0.22,0,0.25,0,0.2,incorrect,incorrect,incorrect,incorrect
['paul'],jason,maría,czigo,nguyễn,0,0.22,0,0.22,0,0.0,0,0.2,incorrect,incorrect,incorrect,incorrect
['yueh'],paul,galadriel,gandalf,nguyễn,0,0.25,0,0.15,0,0.0,0,0.4,incorrect,incorrect,incorrect,incorrect
"['harkonnen', 'yueh']",montag,antorchas,arrakis,nguyễn,0,0.27,0,0.22,0,0.38,0,0.4,incorrect,incorrect,incorrect,incorrect
"['the duke leto atreides', 'dük leto atreides', 'leto atreides', 'duque leto atreides']",leto,arrakis,leto,atreides,1,1.0,0,0.53,1,1.0,1,1.0,correct,incorrect,correct,correct
"['ùng', 'barón', 'baron']",heinlein,bruuum,buuum,nguyễn,0,0.18,0,0.36,0,0.25,0,0.44,incorrect,incorrect,incorrect,incorrect
['leto'],paul,marx,john,nguyễn,0,0.25,0,0.0,0,0.25,0,0.2,incorrect,incorrect,incorrect,incorrect
['leto'],gregor,don,adam,nguyễn,0,0.4,0,0.29,0,0.0,0,0.2,incorrect,incorrect,incorrect,incorrect
['leto'],paul,lovecraft,frank,viên,0,0.25,0,0.46,0,0.0,0,0.25,incorrect,incorrect,incorrect,incorrect
['leto'],god,encuentra,sheldon,nguyễn,0,0.29,0,0.31,0,0.36,0,0.2,incorrect,incorrect,incorrect,incorrect
"['barón', 'nam', 'baron']",god,vallejo,draco,nguyễn,0,0.25,0,0.33,0,0.4,0,0.22,incorrect,incorrect,incorrect,incorrect
['leto'],heathcliff,beckett,metronom,nguyễn,0,0.29,0,0.36,0,0.5,0,0.2,incorrect,incorrect,incorrect,incorrect
['leto'],god,god,platon,đông,0,0.29,0,0.29,0,0.6,0,0.25,incorrect,incorrect,incorrect,incorrect
['piter'],enterprise,capitán,harry,nguyễn,0,0.4,0,0.5,0,0.2,0,0.18,incorrect,incorrect,incorrect,incorrect
"['nefu', 'nefud']",kirk,shakespeare,yeni,ngài,0,0.0,0,0.13,0,0.25,0,0.25,incorrect,incorrect,incorrect,incorrect
['paul'],paul,orville,uzay,john,1,1.0,0,0.18,0,0.25,0,0.0,correct,incorrect,incorrect,incorrect
['paul'],god,príncipe,gandalf,nguyễn,0,0.0,0,0.17,0,0.36,0,0.2,incorrect,incorrect,incorrect,incorrect
['paul'],hamlet,marx,harry,nguyễn,0,0.4,0,0.25,0,0.22,0,0.2,incorrect,incorrect,incorrect,incorrect
['paul'],idaho,idaho,augustus,idaho,0,0.22,0,0.22,0,0.33,0,0.22,incorrect,incorrect,incorrect,incorrect
['paul'],reacher,newton,arrakis,harry,0,0.18,0,0.0,0,0.18,0,0.22,incorrect,incorrect,incorrect,incorrect
['paul'],paul,frank,paul,paul,1,1.0,0,0.22,1,1.0,1,1.0,correct,incorrect,correct,correct
['paul'],hamlet,maría,elkitabı,nguyễn,0,0.4,0,0.22,0,0.17,0,0.2,incorrect,incorrect,incorrect,incorrect
"['paul', 'paul—']",hamlet,madrid,john,nguyễn,0,0.4,0,0.2,0,0.0,0,0.2,incorrect,incorrect,incorrect,incorrect
['paul'],hamlet,maría,anna,đức,0,0.4,0,0.22,0,0.25,0,0.29,incorrect,incorrect,incorrect,incorrect
['paul'],paul,clarke,odysseus,ngọc,1,1.0,0,0.2,0,0.17,0,0.0,correct,incorrect,incorrect,incorrect
['paul'],marlowe,god,atatürk,nguyễn,0,0.36,0,0.0,0,0.36,0,0.2,incorrect,incorrect,incorrect,incorrect
"['paul', 'paul—']",chani,freud,freud,con,0,0.22,0,0.22,0,0.22,0,0.0,incorrect,incorrect,incorrect,incorrect
"['pau', 'paul']",dim,guernica,shutter,đông,0,0.0,0,0.18,0,0.2,0,0.0,incorrect,incorrect,incorrect,incorrect
['paul'],arrakis,adán,atreides,nguyễn,0,0.18,0,0.25,0,0.17,0,0.2,incorrect,incorrect,incorrect,incorrect
"['thufir hawat—', 'thufir hawat']",paul,paul,paul,paul,0,0.22,0,0.22,0,0.22,0,0.22,incorrect,incorrect,incorrect,incorrect
['hawat'],paul,alba,robin,nguyễn,0,0.22,0,0.44,0,0.0,0,0.0,incorrect,incorrect,incorrect,incorrect
['hawat'],odysseus,god,ali,nguyễn,0,0.0,0,0.0,0,0.25,0,0.0,incorrect,incorrect,incorrect,incorrect
['hawat'],paul,quieto,atatürk,đông,0,0.22,0,0.18,0,0.5,0,0.0,incorrect,incorrect,incorrect,incorrect
['fremen'],stroheim,drácula,adam,ngọc,0,0.43,0,0.15,0,0.2,0,0.2,incorrect,incorrect,incorrect,incorrect
"['fremen', 'hawat', 'hawat—']",paul,paul,paul,paul,0,0.22,0,0.22,0,0.22,0,0.22,incorrect,incorrect,incorrect,incorrect
['jessica'],atreides,paul,paul,paul,0,0.27,0,0.18,0,0.18,0,0.18,incorrect,incorrect,incorrect,incorrect
['paul'],frankenstein,faraday,newton,đặt,0,0.12,0,0.18,0,0.0,0,0.29,incorrect,incorrect,incorrect,incorrect
['paul'],montgomery,leonardo,batman,đông,0,0.0,0,0.17,0,0.2,0,0.0,incorrect,incorrect,incorrect,incorrect
['jessica'],her,asimov,harry,nguyễn,0,0.2,0,0.31,0,0.17,0,0.15,incorrect,incorrect,incorrect,incorrect
['paul'],four,marx,aslan,kim,0,0.25,0,0.25,0,0.44,0,0.0,incorrect,incorrect,incorrect,incorrect
['paul'],door,newton,adam,đông,0,0.0,0,0.0,0,0.25,0,0.0,incorrect,incorrect,incorrect,incorrect
"['paul', 'paul—']",peeta,señor,senin,nguyễn,0,0.44,0,0.0,0,0.0,0,0.2,incorrect,incorrect,incorrect,incorrect
['paul'],odysseus,guernica,odysseus,đông,0,0.17,0,0.17,0,0.17,0,0.0,incorrect,incorrect,incorrect,incorrect
['paul'],heathcliff,maría,john,nguyễn,0,0.29,0,0.22,0,0.0,0,0.2,incorrect,incorrect,incorrect,incorrect
"['paul', 'paul—']",ho,castro,che,nguyễn,0,0.0,0,0.2,0,0.0,0,0.2,incorrect,incorrect,incorrect,incorrect
['paul'],his,maría,paul,đông,0,0.0,0,0.22,1,1.0,0,0.0,incorrect,incorrect,correct,incorrect
['paul'],paul,estrella,arrakis,đức,1,1.0,0,0.17,0,0.18,0,0.29,correct,incorrect,incorrect,incorrect
['paul'],yeager,montaña,newton,đông,0,0.2,0,0.18,0,0.0,0,0.0,incorrect,incorrect,incorrect,incorrect
['paul'],icarus,ángeles,red,đức,0,0.4,0,0.36,0,0.0,0,0.29,incorrect,incorrect,incorrect,incorrect
['paul'],paul,avión,topter,đông,1,1.0,0,0.22,0,0.2,0,0.0,correct,incorrect,incorrect,incorrect
['jessica'],carrie,coche,shelob,ngọc,0,0.31,0,0.17,0,0.15,0,0.18,incorrect,incorrect,incorrect,incorrect
"['paul', 'paul—']",shere,shakespeare,yükselerek,chúng,0,0.0,0,0.27,0,0.29,0,0.22,incorrect,incorrect,incorrect,incorrect
"['baron vladimir harkonnen', 'the baron vladimir harkonnen', 'vladimir harkonnen', 'barón vladimir harkonnen']",paul,leto,paul,paul,0,0.22,0,0.29,0,0.22,0,0.22,incorrect,incorrect,incorrect,incorrect
"['barón', 'nam', 'baron']",paul,hitler,devlet,việt,0,0.29,0,0.18,0,0.0,0,0.0,incorrect,incorrect,incorrect,incorrect
"['barón', 'nam', 'baron']",god,quijote,horoz,nguyễn,0,0.25,0,0.17,0,0.4,0,0.22,incorrect,incorrect,incorrect,incorrect
"['harkonnen', 'baron', 'harkonne']",baron,barón,baron,nguyễn,1,1.0,1,1.0,1,1.0,0,0.4,correct,correct,correct,incorrect
['rabban'],asimov,newton,baron,nguyễn,0,0.17,0,0.17,0,0.55,0,0.17,incorrect,incorrect,incorrect,incorrect
"['barón', 'nam', 'baron']",god,maquiavelo,feodalite,pháp,0,0.25,0,0.27,0,0.17,0,0.29,incorrect,incorrect,incorrect,incorrect
"['barón', 'nam', 'baron']",god,espero,harry,ngài,0,0.25,0,0.36,0,0.4,0,0.57,incorrect,incorrect,incorrect,incorrect
"['barón', 'nam', 'baron']",bel riose,¿quién?,harry,ngọc,0,0.43,0,0.2,0,0.4,0,0.29,incorrect,incorrect,incorrect,incorrect
"['barón', 'baron', 'padishah uy nghi']",arrakis,emperador,valerian,hoàng,0,0.4,0,0.35,0,0.46,0,0.44,incorrect,incorrect,incorrect,incorrect
['paul'],paul,paul,paul,paul,1,1.0,1,1.0,1,1.0,1,1.0,correct,correct,correct,correct
['paul'],wind,mar,arabistan,nguyễn,0,0.0,0,0.29,0,0.15,0,0.2,incorrect,incorrect,incorrect,incorrect
['paul'],odysseus,maría,ali,đá,0,0.17,0,0.22,0,0.57,0,0.33,incorrect,incorrect,incorrect,incorrect
"['paul', 'paul—']",arrakis,arrakis,dune,hiệp,0,0.18,0,0.18,0,0.25,0,0.25,incorrect,incorrect,incorrect,incorrect
['paul'],arcturus,paracompás,manyetik,đi,0,0.33,0,0.29,0,0.17,0,0.0,incorrect,incorrect,incorrect,incorrect
['paul'],paul,maría,ayla,đông,1,1.0,0,0.22,0,0.5,0,0.0,correct,incorrect,incorrect,incorrect
"['paul', 'paul—']",paul,agua,giysi,ngọc,1,1.0,0,0.5,0,0.0,0,0.0,correct,incorrect,incorrect,incorrect
['paul'],he,maría,harry,nguyễn,0,0.0,0,0.22,0,0.22,0,0.2,incorrect,incorrect,incorrect,incorrect
['paul'],paul,maupassant,frank,harry,1,1.0,0,0.29,0,0.22,0,0.22,correct,incorrect,incorrect,incorrect
['paul'],odysseus,ver,orada,đông,0,0.17,0,0.0,0,0.22,0,0.0,incorrect,incorrect,incorrect,incorrect
['jessica'],arrakis,shakespeare,paul,đơn,0,0.14,0,0.33,0,0.18,0,0.0,incorrect,incorrect,incorrect,incorrect
['paul'],paul,montaña,elendil,đông,1,1.0,0,0.18,0,0.18,0,0.0,correct,incorrect,incorrect,incorrect
"['jessica', 'paul']",odysseus,indiana,ali,nguyễn,0,0.27,0,0.29,0,0.57,0,0.2,incorrect,incorrect,incorrect,incorrect
['paul'],earth,atahualpa,arabistan,đất,0,0.22,0,0.46,0,0.15,0,0.29,incorrect,incorrect,incorrect,incorrect
['paul'],paul,orfeo,bayır,nguyễn,1,1.0,0,0.0,0,0.22,0,0.2,correct,incorrect,incorrect,incorrect
['paul'],light,newton,yanlış,nguyễn,0,0.22,0,0.0,0,0.4,0,0.2,incorrect,incorrect,incorrect,incorrect
['paul'],paul,newton,jessica,ngọc,1,1.0,0,0.0,0,0.18,0,0.0,correct,incorrect,incorrect,incorrect
['paul'],more,maría,ali,nguyễn,0,0.0,0,0.22,0,0.57,0,0.2,incorrect,incorrect,incorrect,incorrect
['jessica'],araby,atacama,yıldız,đá,0,0.17,0,0.29,0,0.15,0,0.22,incorrect,incorrect,incorrect,incorrect
['halleck'],odysseus,shakespeare,galadriel,nguyễn,0,0.13,0,0.33,0,0.38,0,0.15,incorrect,incorrect,incorrect,incorrect
['halleck'],god,marx,john,nguyễn,0,0.0,0,0.18,0,0.18,0,0.15,incorrect,incorrect,incorrect,incorrect
['tuek'],heinlein,atenea,mağara,trần,0,0.17,0,0.4,0,0.0,0,0.25,incorrect,incorrect,incorrect,incorrect
['halleck'],medic,shakespeare,adam,nguyễn,0,0.33,0,0.33,0,0.18,0,0.15,incorrect,incorrect,incorrect,incorrect
"['paul', 'paul—']",winnie-the-pooh,thor,jack,đức,0,0.19,0,0.0,0,0.25,0,0.29,incorrect,incorrect,incorrect,incorrect
['paul'],paul,arrakis,özgür,đường,1,1.0,0,0.18,0,0.22,0,0.22,correct,incorrect,incorrect,incorrect
['paul'],everest,dios,jack,đá,0,0.0,0,0.0,0,0.25,0,0.33,incorrect,incorrect,incorrect,incorrect
['jessica'],paul,agua,harry,ngọc,0,0.18,0,0.18,0,0.17,0,0.18,incorrect,incorrect,incorrect,incorrect
['paul'],odysseus,maría,yusuf,ngọc,0,0.17,0,0.22,0,0.22,0,0.0,incorrect,incorrect,incorrect,incorrect
['paul'],god,marlowe,shinji,nguyễn,0,0.0,0,0.36,0,0.0,0,0.2,incorrect,incorrect,incorrect,incorrect
"['paul', 'liet']",liet,liet,paul,liet,1,1.0,1,1.0,1,1.0,1,1.0,correct,correct,correct,correct
['paul'],wolf,monte,everest,nguyễn,0,0.25,0,0.0,0,0.0,0,0.2,incorrect,incorrect,incorrect,incorrect
['paul'],paul,maría,yarığın,đá,1,1.0,0,0.22,0,0.18,0,0.33,correct,incorrect,incorrect,incorrect
['paul'],god,cielo,yıldız,đức,0,0.0,0,0.22,0,0.2,0,0.29,incorrect,incorrect,incorrect,incorrect
