Single_ent,st_results,st_exact_match,st_highest_fuzzy_match,st_correct,st_shuffled_results,st_shuffled_exact_match,st_shuffled_highest_fuzzy_match,st_shuffled_correct,yo_results,yo_exact_match,yo_highest_fuzzy_match,yo_correct,yo_shuffled_results,yo_shuffled_exact_match,yo_shuffled_highest_fuzzy_match,yo_shuffled_correct,tn_results,tn_exact_match,tn_highest_fuzzy_match,tn_correct,tn_shuffled_results,tn_shuffled_exact_match,tn_shuffled_highest_fuzzy_match,tn_shuffled_correct,ty_results,ty_exact_match,ty_highest_fuzzy_match,ty_correct,ty_shuffled_results,ty_shuffled_exact_match,ty_shuffled_highest_fuzzy_match,ty_shuffled_correct,mai_results,mai_exact_match,mai_highest_fuzzy_match,mai_correct,mai_shuffled_results,mai_shuffled_exact_match,mai_shuffled_highest_fuzzy_match,mai_shuffled_correct,mg_results,mg_exact_match,mg_highest_fuzzy_match,mg_correct,mg_shuffled_results,mg_shuffled_exact_match,mg_shuffled_highest_fuzzy_match,mg_shuffled_correct,en_results,en_exact_match,en_highest_fuzzy_match,en_correct,en_shuffled_results,en_shuffled_exact_match,en_shuffled_highest_fuzzy_match,en_shuffled_correct,tr_results,tr_exact_match,tr_highest_fuzzy_match,tr_correct,tr_shuffled_results,tr_shuffled_exact_match,tr_shuffled_highest_fuzzy_match,tr_shuffled_correct,vi_results,vi_exact_match,vi_highest_fuzzy_match,vi_correct,vi_shuffled_results,vi_shuffled_exact_match,vi_shuffled_highest_fuzzy_match,vi_shuffled_correct,es_results,es_exact_match,es_highest_fuzzy_match,es_correct,es_shuffled_results,es_shuffled_exact_match,es_shuffled_highest_fuzzy_match,es_shuffled_correct,st_shuffled_results,st_shuffled_exact_match,st_shuffled_highest_fuzzy_match,st_shuffled_correct,yo_shuffled_results,yo_shuffled_exact_match,yo_shuffled_highest_fuzzy_match,yo_shuffled_correct,tn_shuffled_results,tn_shuffled_exact_match,tn_shuffled_highest_fuzzy_match,tn_shuffled_correct,ty_shuffled_results,ty_shuffled_exact_match,ty_shuffled_highest_fuzzy_match,ty_shuffled_correct,mai_shuffled_results,mai_shuffled_exact_match,mai_shuffled_highest_fuzzy_match,mai_shuffled_correct,mg_shuffled_results,mg_shuffled_exact_match,mg_shuffled_highest_fuzzy_match,mg_shuffled_correct,en_shuffled_results,en_shuffled_exact_match,en_shuffled_highest_fuzzy_match,en_shuffled_correct,tr_shuffled_results,tr_shuffled_exact_match,tr_shuffled_highest_fuzzy_match,tr_shuffled_correct,vi_shuffled_results,vi_shuffled_exact_match,vi_shuffled_highest_fuzzy_match,vi_shuffled_correct,es_shuffled_results,es_shuffled_exact_match,es_shuffled_highest_fuzzy_match,es_shuffled_correct
"['deglen', 'gleninki', 'ofglen']",hester,0,0.33,incorrect,hester,0,0.33,incorrect,mary,0,0.0,incorrect,david,0,0.18,incorrect,john,0,0.4,incorrect,john,0,0.4,incorrect,hester,0,0.33,incorrect,hester,0,0.33,incorrect,mary,0,0.0,incorrect,john,0,0.4,incorrect,mary,0,0.0,incorrect,james,0,0.18,incorrect,serena,0,0.5,incorrect,mary,0,0.0,incorrect,esther,0,0.33,incorrect,david,0,0.18,incorrect,anna,0,0.33,incorrect,co,0,0.25,incorrect,ofelia,0,0.5,incorrect,maria,0,0.15,incorrect,hester,0,0.33,incorrect,david,0,0.18,incorrect,john,0,0.4,incorrect,hester,0,0.33,incorrect,john,0,0.4,incorrect,james,0,0.18,incorrect,mary,0,0.0,incorrect,david,0,0.18,incorrect,co,0,0.25,incorrect,maria,0,0.15,incorrect
['luke'],hester,0,0.2,incorrect,hester,0,0.2,incorrect,ola,0,0.29,incorrect,doctor,0,0.0,incorrect,john,0,0.0,incorrect,mme,0,0.29,incorrect,hester,0,0.2,incorrect,hester,0,0.2,incorrect,doctor,0,0.0,incorrect,john,0,0.0,incorrect,hester,0,0.2,incorrect,john,0,0.0,incorrect,luke,1,1.0,correct,doctor,0,0.0,incorrect,hester,0,0.2,incorrect,ahmet,0,0.22,incorrect,huy,0,0.29,incorrect,anh,0,0.0,incorrect,hector,0,0.2,incorrect,lo,0,0.33,incorrect,hester,0,0.2,incorrect,doctor,0,0.0,incorrect,mme,0,0.29,incorrect,hester,0,0.2,incorrect,john,0,0.0,incorrect,john,0,0.0,incorrect,doctor,0,0.0,incorrect,ahmet,0,0.22,incorrect,anh,0,0.0,incorrect,lo,0,0.33,incorrect
"['deglen', 'gleninki', 'ofglen']",hester,0,0.33,incorrect,hester,0,0.33,incorrect,ade,0,0.44,incorrect,john,0,0.4,incorrect,hester,0,0.33,incorrect,john,0,0.4,incorrect,hester,0,0.33,incorrect,hester,0,0.33,incorrect,hester,0,0.33,incorrect,ramesh,0,0.17,incorrect,maria,0,0.15,incorrect,maria,0,0.15,incorrect,hester,0,0.33,incorrect,emily,0,0.36,incorrect,hester,0,0.33,incorrect,yasmin,0,0.29,incorrect,hester,0,0.33,incorrect,lan,0,0.44,incorrect,laura,0,0.18,incorrect,ana,0,0.22,incorrect,hester,0,0.33,incorrect,john,0,0.4,incorrect,john,0,0.4,incorrect,hester,0,0.33,incorrect,ramesh,0,0.17,incorrect,maria,0,0.15,incorrect,emily,0,0.36,incorrect,yasmin,0,0.29,incorrect,lan,0,0.44,incorrect,ana,0,0.22,incorrect
"['deglen', 'gleninki', 'ofglen']",hester,0,0.33,incorrect,mary,0,0.0,incorrect,offred,0,0.5,incorrect,june,0,0.2,incorrect,hester,0,0.33,incorrect,joseph,0,0.33,incorrect,offred,0,0.5,incorrect,hester,0,0.33,incorrect,ekonoivs,0,0.38,incorrect,emily,0,0.36,incorrect,hester,0,0.33,incorrect,james,0,0.18,incorrect,offred,0,0.5,incorrect,hester,0,0.33,incorrect,june,0,0.2,incorrect,ekonokadinlar,0,0.38,incorrect,june,0,0.2,incorrect,hung,0,0.2,incorrect,offred,0,0.5,incorrect,hester,0,0.33,incorrect,mary,0,0.0,incorrect,june,0,0.2,incorrect,joseph,0,0.33,incorrect,hester,0,0.33,incorrect,emily,0,0.36,incorrect,james,0,0.18,incorrect,hester,0,0.33,incorrect,ekonokadinlar,0,0.38,incorrect,hung,0,0.2,incorrect,hester,0,0.33,incorrect
['nick'],chrome,0,0.2,incorrect,chrome,0,0.2,incorrect,whirlwind,0,0.15,incorrect,whirlwind,0,0.15,incorrect,hester,0,0.0,incorrect,kgosi,0,0.22,incorrect,whirlwind,0,0.15,incorrect,whirlwind,0,0.15,incorrect,john,0,0.25,incorrect,seema,0,0.0,incorrect,chrome,0,0.2,incorrect,chrome,0,0.2,incorrect,nick,1,1.0,correct,whirlwind,0,0.15,incorrect,nick,1,1.0,correct,whirlwind,0,0.15,incorrect,gatsby,0,0.0,incorrect,kim,0,0.29,incorrect,nick,1,1.0,correct,whirlwind,0,0.15,incorrect,chrome,0,0.2,incorrect,whirlwind,0,0.15,incorrect,kgosi,0,0.22,incorrect,whirlwind,0,0.15,incorrect,seema,0,0.0,incorrect,chrome,0,0.2,incorrect,whirlwind,0,0.15,incorrect,whirlwind,0,0.15,incorrect,kim,0,0.29,incorrect,whirlwind,0,0.15,incorrect
['luke'],hester,0,0.2,incorrect,hester,0,0.2,incorrect,hester,0,0.2,incorrect,bathsheba,0,0.15,incorrect,mary,0,0.0,incorrect,hester,0,0.2,incorrect,hester,0,0.2,incorrect,bathrobes,0,0.15,incorrect,hester,0,0.2,incorrect,kajal,0,0.22,incorrect,hester,0,0.2,incorrect,hester,0,0.2,incorrect,hester,0,0.2,incorrect,oprah,0,0.0,incorrect,hester,0,0.2,incorrect,ben,0,0.29,incorrect,hester,0,0.2,incorrect,ao,0,0.0,incorrect,humberto,0,0.33,incorrect,hester,0,0.2,incorrect,hester,0,0.2,incorrect,bathsheba,0,0.15,incorrect,hester,0,0.2,incorrect,bathrobes,0,0.15,incorrect,kajal,0,0.22,incorrect,hester,0,0.2,incorrect,oprah,0,0.0,incorrect,ben,0,0.29,incorrect,ao,0,0.0,incorrect,hester,0,0.2,incorrect
"['tía', 'lydia', 'tía lydia']",hester,0,0.22,incorrect,hester,0,0.22,incorrect,polly,0,0.4,incorrect,mary,0,0.31,incorrect,hester,0,0.22,incorrect,here,0,0.0,incorrect,tati,0,0.57,incorrect,tati,0,0.57,incorrect,march,0,0.25,incorrect,mary,0,0.31,incorrect,aunt,0,0.29,incorrect,hester,0,0.22,incorrect,lydia,1,1.0,correct,aunt,0,0.29,incorrect,marilla,0,0.4,incorrect,mehmet,0,0.22,incorrect,ha,0,0.4,incorrect,lan,0,0.5,incorrect,emma,0,0.29,incorrect,maria,0,0.5,incorrect,hester,0,0.22,incorrect,mary,0,0.31,incorrect,here,0,0.0,incorrect,tati,0,0.57,incorrect,mary,0,0.31,incorrect,hester,0,0.22,incorrect,aunt,0,0.29,incorrect,mehmet,0,0.22,incorrect,lan,0,0.5,incorrect,maria,0,0.5,incorrect
['rita'],hester,0,0.2,incorrect,knife,0,0.22,incorrect,hester,0,0.2,incorrect,karooti,0,0.36,incorrect,hester,0,0.2,incorrect,carrot,0,0.4,incorrect,hester,0,0.2,incorrect,hina,0,0.5,incorrect,hester,0,0.2,incorrect,peter,0,0.22,incorrect,hester,0,0.2,incorrect,kara,0,0.5,incorrect,hester,0,0.2,incorrect,old,0,0.0,incorrect,hester,0,0.2,incorrect,hector,0,0.2,incorrect,chi,0,0.29,incorrect,ca,0,0.33,incorrect,ana,0,0.29,incorrect,hester,0,0.2,incorrect,knife,0,0.22,incorrect,karooti,0,0.36,incorrect,carrot,0,0.4,incorrect,hina,0,0.5,incorrect,peter,0,0.22,incorrect,kara,0,0.5,incorrect,old,0,0.0,incorrect,hector,0,0.2,incorrect,ca,0,0.33,incorrect,hester,0,0.2,incorrect
['rita'],hester,0,0.2,incorrect,hester,0,0.2,incorrect,wara,0,0.5,incorrect,oyin,0,0.25,incorrect,hester,0,0.2,incorrect,hester,0,0.2,incorrect,meli,0,0.25,incorrect,meli,0,0.25,incorrect,hester,0,0.2,incorrect,prasad,0,0.4,incorrect,hester,0,0.2,incorrect,hector,0,0.2,incorrect,rita,1,1.0,correct,honey,0,0.0,incorrect,hester,0,0.2,incorrect,bal,0,0.29,incorrect,chi,0,0.29,incorrect,mai,0,0.29,incorrect,june,0,0.0,incorrect,maria,0,0.67,incorrect,hester,0,0.2,incorrect,oyin,0,0.25,incorrect,hester,0,0.2,incorrect,meli,0,0.25,incorrect,prasad,0,0.4,incorrect,hector,0,0.2,incorrect,honey,0,0.0,incorrect,bal,0,0.29,incorrect,mai,0,0.29,incorrect,maria,0,0.67,incorrect
['luke'],hester,0,0.2,incorrect,keane,0,0.44,incorrect,hester,0,0.2,incorrect,john,0,0.0,incorrect,hester,0,0.2,incorrect,hester,0,0.2,incorrect,hester,0,0.2,incorrect,hester,0,0.2,incorrect,hester,0,0.2,incorrect,ramesh,0,0.2,incorrect,hester,0,0.2,incorrect,hannah,0,0.0,incorrect,luke,1,1.0,correct,hester,0,0.2,incorrect,anna,0,0.0,incorrect,hester,0,0.2,incorrect,hester,0,0.2,incorrect,ngoc,0,0.0,incorrect,julio,0,0.22,incorrect,hester,0,0.2,incorrect,keane,0,0.44,incorrect,john,0,0.0,incorrect,hester,0,0.2,incorrect,hester,0,0.2,incorrect,ramesh,0,0.2,incorrect,hannah,0,0.0,incorrect,hester,0,0.2,incorrect,hester,0,0.2,incorrect,ngoc,0,0.0,incorrect,hester,0,0.2,incorrect
['moira'],hester,0,0.18,incorrect,hester,0,0.18,incorrect,freckles,0,0.15,incorrect,freckles,0,0.15,incorrect,fress,0,0.2,incorrect,kana,0,0.22,incorrect,hester,0,0.18,incorrect,hina,0,0.44,incorrect,emily,0,0.4,incorrect,emily,0,0.4,incorrect,emily,0,0.4,incorrect,freckles,0,0.15,incorrect,moira,1,1.0,correct,freckles,0,0.15,incorrect,moira,1,1.0,correct,hester,0,0.18,incorrect,hester,0,0.18,incorrect,huong,0,0.2,incorrect,hester,0,0.18,incorrect,pecosa,0,0.36,incorrect,hester,0,0.18,incorrect,freckles,0,0.15,incorrect,kana,0,0.22,incorrect,hina,0,0.44,incorrect,emily,0,0.4,incorrect,freckles,0,0.15,incorrect,freckles,0,0.15,incorrect,hester,0,0.18,incorrect,huong,0,0.2,incorrect,pecosa,0,0.36,incorrect
"['tía lydia', 'lydia', 'lydia teyze', 'aunt', 'tía', 'teyze', 'aunt lydia']",hester,0,0.36,incorrect,hester,0,0.36,incorrect,hester,0,0.36,incorrect,hester,0,0.36,incorrect,phupu,0,0.22,incorrect,phato,0,0.44,incorrect,hester,0,0.36,incorrect,tera,0,0.57,incorrect,hester,0,0.36,incorrect,mary,0,0.31,incorrect,hester,0,0.36,incorrect,hester,0,0.36,incorrect,aunt lydia,1,1.0,correct,hester,0,0.36,incorrect,aunt lydia,1,1.0,correct,august,0,0.6,incorrect,phan,0,0.5,incorrect,boi,0,0.33,incorrect,serena,0,0.36,incorrect,julio,0,0.4,incorrect,hester,0,0.36,incorrect,hester,0,0.36,incorrect,phato,0,0.44,incorrect,tera,0,0.57,incorrect,mary,0,0.31,incorrect,hester,0,0.36,incorrect,hester,0,0.36,incorrect,august,0,0.6,incorrect,boi,0,0.33,incorrect,julio,0,0.4,incorrect
['nick'],hester,0,0.0,incorrect,hester,0,0.0,incorrect,whirlwind,0,0.15,incorrect,whirlwind,0,0.15,incorrect,hester,0,0.0,incorrect,hester,0,0.0,incorrect,whirlwind,0,0.15,incorrect,whirlwind,0,0.15,incorrect,hester,0,0.0,incorrect,ramesh,0,0.0,incorrect,john,0,0.25,incorrect,semisheer,0,0.15,incorrect,nick,1,1.0,correct,whirlwind,0,0.15,incorrect,whirlwind,0,0.15,incorrect,whirlwind,0,0.15,incorrect,hai,0,0.29,incorrect,huy,0,0.0,incorrect,nick,1,1.0,correct,whirlwind,0,0.15,incorrect,hester,0,0.0,incorrect,whirlwind,0,0.15,incorrect,hester,0,0.0,incorrect,whirlwind,0,0.15,incorrect,ramesh,0,0.0,incorrect,semisheer,0,0.15,incorrect,whirlwind,0,0.15,incorrect,whirlwind,0,0.15,incorrect,huy,0,0.0,incorrect,whirlwind,0,0.15,incorrect
['moira'],hester,0,0.18,incorrect,climb,0,0.2,incorrect,hester,0,0.18,incorrect,ado,0,0.25,incorrect,john,0,0.22,incorrect,raise,0,0.4,incorrect,hester,0,0.18,incorrect,hester,0,0.18,incorrect,ravi,0,0.44,incorrect,john,0,0.22,incorrect,tom,0,0.25,incorrect,james,0,0.2,incorrect,hester,0,0.18,incorrect,tom,0,0.25,incorrect,hakan,0,0.2,incorrect,ahmet,0,0.2,incorrect,ha,0,0.29,incorrect,bom,0,0.25,incorrect,tomas,0,0.4,incorrect,juan,0,0.22,incorrect,climb,0,0.2,incorrect,ado,0,0.25,incorrect,raise,0,0.4,incorrect,hester,0,0.18,incorrect,john,0,0.22,incorrect,james,0,0.2,incorrect,tom,0,0.25,incorrect,ahmet,0,0.2,incorrect,bom,0,0.25,incorrect,juan,0,0.22,incorrect
"['tía lydia', 'lydia', 'aunt', 'tía', 'aunt lydia']",hester,0,0.22,incorrect,keisha,0,0.44,incorrect,hester,0,0.22,incorrect,mejo,0,0.0,incorrect,hester,0,0.22,incorrect,hester,0,0.22,incorrect,hester,0,0.22,incorrect,hester,0,0.22,incorrect,hester,0,0.22,incorrect,ramesh,0,0.22,incorrect,hester,0,0.22,incorrect,marina,0,0.44,incorrect,serena,0,0.25,incorrect,emily,0,0.43,incorrect,lydia,1,1.0,correct,hester,0,0.22,incorrect,ly,0,0.57,incorrect,tam,0,0.67,incorrect,hester,0,0.22,incorrect,ana,0,0.57,incorrect,keisha,0,0.44,incorrect,mejo,0,0.0,incorrect,hester,0,0.22,incorrect,hester,0,0.22,incorrect,ramesh,0,0.22,incorrect,marina,0,0.44,incorrect,emily,0,0.43,incorrect,hester,0,0.22,incorrect,tam,0,0.67,incorrect,ana,0,0.57,incorrect
