Single_ent,en_masked_shuffled_results,en_exact_match,en_highest_fuzzy_match,en_correct
['vampyre'],frankenstein,0,0.21,incorrect
['serena'],collateral,0,0.38,incorrect
['loyals'],father,0,0.17,incorrect
['ana'],shakespeare,0,0.29,incorrect
['edu'],how,0,0.0,incorrect
['ana'],midnight,0,0.18,incorrect
['ana'],mary,0,0.29,incorrect
['gemma'],breaking,0,0.31,incorrect
['vampyres'],serena,0,0.29,incorrect
['serena'],heath,0,0.36,incorrect
['ana'],gatsby,0,0.22,incorrect
['ana'],serena,0,0.44,incorrect
['max'],someone,0,0.2,incorrect
['max'],dracula,0,0.2,incorrect
['max'],john,0,0.0,incorrect
['ana'],rebecca,0,0.2,incorrect
['max'],voldemort,0,0.17,incorrect
['max'],jesus,0,0.0,incorrect
['max'],einstein,0,0.0,incorrect
['max'],johnny,0,0.0,incorrect
['serena'],john,0,0.2,incorrect
['ana'],lowe,0,0.0,incorrect
['vampyre'],wolf,0,0.0,incorrect
['alex'],alice,0,0.67,incorrect
['alex'],holmes,0,0.4,incorrect
['alpha'],john,0,0.22,incorrect
['alex'],lowe,0,0.5,incorrect
['vampyre'],collateral,0,0.24,incorrect
['l'],emily,0,0.33,incorrect
['ana'],lowe,0,0.0,incorrect
['vampyres'],arthur,0,0.29,incorrect
['serena'],blueberries,0,0.35,incorrect
['alex'],scar,0,0.25,incorrect
['ana'],misery,0,0.0,incorrect
['ana'],vampyres,0,0.18,incorrect
['vampyres'],human,0,0.15,incorrect
['alphas'],gatsby,0,0.33,incorrect
['ana'],heathcliff,0,0.15,incorrect
['loyals'],max,0,0.22,incorrect
['ana'],his,0,0.0,incorrect
['ana'],colonel,0,0.2,incorrect
['ana'],john,0,0.29,incorrect
['vampyres'],okay,0,0.33,incorrect
['vampyres'],dracula,0,0.13,incorrect
['alex'],hacker,0,0.4,incorrect
['ana'],scout,0,0.0,incorrect
['alex'],spy,0,0.0,incorrect
['juno'],red,0,0.0,incorrect
['ana'],jane,0,0.57,incorrect
['ana'],jessica,0,0.2,incorrect
['serena'],vampyre,0,0.31,incorrect
['ana'],butterfly,0,0.0,incorrect
['vampyre'],grim,0,0.18,incorrect
['ana'],mama,0,0.57,incorrect
['alex'],macgyver,0,0.33,incorrect
['alex'],sans,0,0.25,incorrect
['ana'],he,0,0.0,incorrect
['ana'],unicorn,0,0.2,incorrect
['ana'],hannibal,0,0.55,incorrect
['alex'],john,0,0.0,incorrect
['alex'],father,0,0.4,incorrect
['ana'],sherlock,0,0.0,incorrect
['alex'],steve,0,0.22,incorrect
['vampyre'],emery,0,0.33,incorrect
['ana'],mick,0,0.0,incorrect
['ana'],perry,0,0.0,incorrect
['ana'],excuse,0,0.0,incorrect
['emery'],friday,0,0.36,incorrect
['alpha'],hal,0,0.5,incorrect
['ana'],sorry,0,0.0,incorrect
['vampyre'],vamp,0,0.73,correct
['roscoe'],zurich,0,0.33,incorrect
['roscoe'],johnny,0,0.17,incorrect
['ana'],john,0,0.29,incorrect
['serena'],feverish,0,0.29,incorrect
['shannon'],yup,0,0.0,incorrect
['serena'],plumbago,0,0.14,incorrect
['serena'],jaws,0,0.2,incorrect
['koen'],he,0,0.33,incorrect
['can'],romeo,0,0.0,incorrect
['alex'],marie,0,0.44,incorrect
['emery'],jacob,0,0.0,incorrect
['serena'],champ,0,0.18,incorrect
['serena'],dracula,0,0.31,incorrect
['vampyre'],joffrey,0,0.29,incorrect
['ana'],karen,0,0.5,incorrect
['serena'],marvin,0,0.33,incorrect
['ana'],serena,0,0.44,incorrect
['serena'],johnny,0,0.17,incorrect
['emery'],gatsby,0,0.18,incorrect
['koen'],gatsby,0,0.0,incorrect
['koen'],alpha,0,0.0,incorrect
['ana'],arthur,0,0.22,incorrect
['serena'],house,0,0.36,incorrect
['ana'],dexter,0,0.0,incorrect
['alex'],lowe,0,0.5,incorrect
['emery'],my,0,0.57,incorrect
['alex'],human,0,0.22,incorrect
['ana'],emily,0,0.0,incorrect
['vampyre'],domino,0,0.15,incorrect
['ana'],llama,0,0.5,incorrect
['ana'],sparkles,0,0.18,incorrect
['alex'],peanut,0,0.2,incorrect
['ana'],barbie,0,0.22,incorrect
['vampyres'],his,0,0.18,incorrect
['serena'],collateral,0,0.38,incorrect
['serena'],peter,0,0.36,incorrect
['serena'],atticus,0,0.15,incorrect
['vampyre'],father,0,0.31,incorrect
['ana'],emery,0,0.0,incorrect
['juno'],he,0,0.0,incorrect
['hush'],christian,0,0.31,incorrect
['serena'],human,0,0.18,incorrect
['serena'],smith,0,0.18,incorrect
['alex'],gatsby,0,0.2,incorrect
['thomas'],google,0,0.17,incorrect
['serena'],rebecca,0,0.46,incorrect
['serena'],john,0,0.2,incorrect
['vampyres'],edward,0,0.29,incorrect
['vampyres'],human,0,0.15,incorrect
['serena'],dracula,0,0.31,incorrect
['davenport'],governor,0,0.59,incorrect
['serena'],sheila,0,0.5,incorrect
['serena'],alice,0,0.18,incorrect
['serena'],human,0,0.18,incorrect
['serena'],marie,0,0.36,incorrect
['vampyre'],adam,0,0.36,incorrect
['don'],don,1,1.0,correct
['vampyre'],holden,0,0.15,incorrect
['serena'],human,0,0.18,incorrect
['serena'],sheba,0,0.55,incorrect
['vampyres'],new,0,0.18,incorrect
['serena'],emily,0,0.18,incorrect
['bob'],misery,0,0.0,incorrect
['serena'],jean,0,0.4,incorrect
['serena'],house,0,0.36,incorrect
['serena'],heathcliff,0,0.25,incorrect
['serena'],emily,0,0.18,incorrect
['serena'],father,0,0.33,incorrect
['vampyres'],humans,0,0.29,incorrect
['serena'],geographical,0,0.33,incorrect
['serena'],god,0,0.0,incorrect
['serena'],emily,0,0.18,incorrect
['davenport'],governor,0,0.59,incorrect
['serena'],father,0,0.33,incorrect
['vampyres'],voldemort,0,0.35,incorrect
['serena'],john,0,0.2,incorrect
['ana'],buttercup,0,0.0,incorrect
['alex'],gatsby,0,0.2,incorrect
['nah'],heathcliff,0,0.31,incorrect
['serena'],human,0,0.18,incorrect
['bleetch'],god,0,0.0,incorrect
['serena'],juno,0,0.2,incorrect
['serena'],permission,0,0.38,incorrect
['serena'],owen,0,0.4,incorrect
['serena'],juno,0,0.2,incorrect
['ana'],dracula,0,0.4,incorrect
['serena'],edward,0,0.33,incorrect
['vampyre'],cups,0,0.18,incorrect
['koen'],heathcliff,0,0.14,incorrect
