Single_ent,en_masked_shuffled_results,en_exact_match,en_highest_fuzzy_match,en_correct
['amy'],jane,0,0.29,incorrect
['devon'],neo,0,0.5,incorrect
['amy'],mary,0,0.57,incorrect
['crofton'],smith,0,0.17,incorrect
['amy holder'],west,0,0.2,incorrect
['amy holder'],emily,0,0.5,incorrect
['amy holder'],smith,0,0.27,incorrect
['amy'],birdie,0,0.0,incorrect
['amy holder'],sherlock,0,0.43,incorrect
['amy'],john,0,0.0,incorrect
['tyron'],tuesday,0,0.33,incorrect
['jayden'],john,0,0.4,incorrect
['ryan'],john,0,0.25,incorrect
['george'],johnny,0,0.17,incorrect
['lucca'],john,0,0.0,incorrect
['george'],mary,0,0.2,incorrect
['amy holder'],tyler,0,0.55,incorrect
['amy'],tom,0,0.33,incorrect
['porter'],john,0,0.2,incorrect
['devon'],luke,0,0.22,incorrect
['tate'],he,0,0.33,incorrect
['amy'],devon,0,0.0,incorrect
['amy'],devon,0,0.0,incorrect
['amy'],gatsby,0,0.44,incorrect
['amy'],john,0,0.0,incorrect
['amy'],devon,0,0.0,incorrect
['amy'],scarlett,0,0.18,incorrect
['connollys'],devon,0,0.29,incorrect
['amy'],gatsby,0,0.44,incorrect
['amy'],christian,0,0.17,incorrect
['devon'],janet,0,0.2,incorrect
['ryan'],jack,0,0.25,incorrect
['ryan'],gatsby,0,0.2,incorrect
['ryan'],john,0,0.25,incorrect
['mama'],christopher,0,0.0,incorrect
['ryan'],someone,0,0.18,incorrect
['ryan'],adirondack,0,0.29,incorrect
['ryan'],michael,0,0.18,incorrect
['ryan'],he,0,0.0,incorrect
['ryan'],someone,0,0.18,incorrect
['james'],sorry,0,0.2,incorrect
['ryan'],ashamed,0,0.18,incorrect
['ryan'],peter,0,0.22,incorrect
