Single_ent,en_results,en_exact_match,en_highest_fuzzy_match,en_correct,en_shuffled_results,en_shuffled_exact_match,en_shuffled_highest_fuzzy_match,en_shuffled_correct,tr_results,tr_exact_match,tr_highest_fuzzy_match,tr_correct,tr_shuffled_results,tr_shuffled_exact_match,tr_shuffled_highest_fuzzy_match,tr_shuffled_correct,vi_results,vi_exact_match,vi_highest_fuzzy_match,vi_correct,vi_shuffled_results,vi_shuffled_exact_match,vi_shuffled_highest_fuzzy_match,vi_shuffled_correct,es_results,es_exact_match,es_highest_fuzzy_match,es_correct,es_shuffled_results,es_shuffled_exact_match,es_shuffled_highest_fuzzy_match,es_shuffled_correct,en_shuffled_results,en_shuffled_exact_match,en_shuffled_highest_fuzzy_match,en_shuffled_correct,tr_shuffled_results,tr_shuffled_exact_match,tr_shuffled_highest_fuzzy_match,tr_shuffled_correct,vi_shuffled_results,vi_shuffled_exact_match,vi_shuffled_highest_fuzzy_match,vi_shuffled_correct,es_shuffled_results,es_shuffled_exact_match,es_shuffled_highest_fuzzy_match,es_shuffled_correct
['margo'],she,0,0.0,incorrect,head,0,0.22,incorrect,butun,0,0.0,incorrect,ben,0,0.0,incorrect,co ay,0,0.2,incorrect,co b...,0,0.17,incorrect,el,0,0.0,incorrect,oido,0,0.22,incorrect,head,0,0.22,incorrect,ben,0,0.0,incorrect,co b...,0,0.17,incorrect,oido,0,0.22,incorrect
['margo'],she,0,0.0,incorrect,elvis,0,0.0,incorrect,erkek arkadasi,0,0.21,incorrect,sevgilim,0,0.15,incorrect,chi gai,0,0.17,incorrect,duc,0,0.0,incorrect,el,0,0.0,incorrect,adan,0,0.22,incorrect,elvis,0,0.0,incorrect,sevgilim,0,0.15,incorrect,duc,0,0.0,incorrect,adan,0,0.22,incorrect
['margo'],she,0,0.0,incorrect,she,0,0.0,incorrect,o,0,0.33,incorrect,aylar,0,0.4,incorrect,anh,0,0.25,incorrect,chuyen,0,0.0,incorrect,ella,0,0.22,incorrect,ella,0,0.22,incorrect,she,0,0.0,incorrect,aylar,0,0.4,incorrect,chuyen,0,0.0,incorrect,ella,0,0.22,incorrect
['margo'],juno,0,0.22,incorrect,emily dickinson,0,0.2,incorrect,bay,0,0.25,incorrect,orhan veli,0,0.13,incorrect,khong co thong tin cu the ve ten trong doan van,0,0.12,incorrect,ngoc,0,0.44,incorrect,el guapo,0,0.31,incorrect,homero,0,0.55,incorrect,emily dickinson,0,0.2,incorrect,orhan veli,0,0.13,incorrect,ngoc,0,0.44,incorrect,homero,0,0.55,incorrect
['margo'],emily,0,0.2,incorrect,hand,0,0.22,incorrect,elif,0,0.0,incorrect,ali,0,0.25,incorrect,nang,0,0.44,incorrect,xe,0,0.0,incorrect,ella,0,0.22,incorrect,mi,0,0.29,incorrect,hand,0,0.22,incorrect,ali,0,0.25,incorrect,xe,0,0.0,incorrect,mi,0,0.29,incorrect
['margo'],my wife,0,0.17,incorrect,watch,0,0.2,incorrect,7eleveri,0,0.15,incorrect,apple watch,0,0.12,incorrect,nguoi ban,0,0.29,incorrect,7-eleven,0,0.0,incorrect,ella,0,0.22,incorrect,walmart,0,0.5,incorrect,watch,0,0.2,incorrect,apple watch,0,0.12,incorrect,7-eleven,0,0.0,incorrect,walmart,0,0.5,incorrect
['margo'],she,0,0.0,incorrect,emily,0,0.2,incorrect,worthington,0,0.38,incorrect,worthington,0,0.38,incorrect,worthington,0,0.38,incorrect,worthington,0,0.38,incorrect,worthington,0,0.38,incorrect,worthington,0,0.38,incorrect,emily,0,0.2,incorrect,worthington,0,0.38,incorrect,worthington,0,0.38,incorrect,worthington,0,0.38,incorrect
['jase'],facebook,0,0.33,incorrect,god,0,0.0,incorrect,annem,0,0.44,incorrect,gercek,0,0.2,incorrect,em,0,0.33,incorrect,the,0,0.29,incorrect,ana,0,0.29,incorrect,ella,0,0.25,incorrect,god,0,0.0,incorrect,gercek,0,0.2,incorrect,the,0,0.29,incorrect,ella,0,0.25,incorrect
['margo'],macgyver,0,0.46,incorrect,her,0,0.25,incorrect,harry houdini,0,0.33,incorrect,anahtar,0,0.33,incorrect,cha,0,0.25,incorrect,khoa,0,0.22,incorrect,el,0,0.0,incorrect,llave,0,0.2,incorrect,her,0,0.25,incorrect,anahtar,0,0.33,incorrect,khoa,0,0.22,incorrect,llave,0,0.2,incorrect
['margo'],she,0,0.0,incorrect,thomas,0,0.36,incorrect,o,0,0.33,incorrect,jefferson,0,0.29,incorrect,co ay,0,0.2,incorrect,jefferson,0,0.29,incorrect,ella,0,0.22,incorrect,jefferson,0,0.29,incorrect,thomas,0,0.36,incorrect,jefferson,0,0.29,incorrect,jefferson,0,0.29,incorrect,jefferson,0,0.29,incorrect
"['margo', 'marg']",her,0,0.29,incorrect,wall,0,0.25,incorrect,onun,0,0.22,incorrect,kardesim,0,0.33,incorrect,nhat,0,0.25,incorrect,duc,0,0.0,incorrect,ella,0,0.25,incorrect,ella,0,0.25,incorrect,wall,0,0.25,incorrect,kardesim,0,0.33,incorrect,duc,0,0.0,incorrect,ella,0,0.25,incorrect
"['parson', 'chuck', 'chuck parson']",mr. crown,0,0.4,incorrect,god,0,0.22,incorrect,adini,0,0.36,incorrect,okulu,0,0.2,incorrect,crown,0,0.55,incorrect,crown,0,0.55,incorrect,maria,0,0.36,incorrect,crown victoria,0,0.31,incorrect,god,0,0.22,incorrect,okulu,0,0.2,incorrect,crown,0,0.55,incorrect,crown victoria,0,0.31,incorrect
['margo'],she,0,0.0,incorrect,emily,0,0.2,incorrect,elime,0,0.2,incorrect,elon musk,0,0.14,incorrect,co ay,0,0.2,incorrect,nguyen,0,0.18,incorrect,maria,0,0.6,incorrect,mano,0,0.67,incorrect,emily,0,0.2,incorrect,elon musk,0,0.14,incorrect,nguyen,0,0.18,incorrect,mano,0,0.67,incorrect
['margo'],she,0,0.0,incorrect,spiderman,0,0.29,incorrect,ben,0,0.0,incorrect,ninjayi,0,0.17,incorrect,co ay,0,0.2,incorrect,co,0,0.29,incorrect,ella,0,0.22,incorrect,ninja,0,0.2,incorrect,spiderman,0,0.29,incorrect,ninjayi,0,0.17,incorrect,co,0,0.29,incorrect,ninja,0,0.2,incorrect
"['chuck parso', 'chuck', 'parso', 'chuck parson', 'parson']",me,0,0.0,incorrect,god,0,0.25,incorrect,oldu,0,0.22,incorrect,agzi,0,0.22,incorrect,nguoi dan ong,0,0.4,incorrect,ho chi minh,0,0.35,incorrect,jesus,0,0.25,incorrect,vela,0,0.22,incorrect,god,0,0.25,incorrect,agzi,0,0.22,incorrect,ho chi minh,0,0.35,incorrect,vela,0,0.22,incorrect
"['parson', 'chuck', 'chuck parson']",his,0,0.27,incorrect,northampton,0,0.35,incorrect,amherst,0,0.46,incorrect,google,0,0.17,incorrect,emily dickinson,0,0.37,incorrect,emily,0,0.0,incorrect,emily dickinson,0,0.37,incorrect,emily,0,0.0,incorrect,northampton,0,0.35,incorrect,google,0,0.17,incorrect,emily,0,0.0,incorrect,emily,0,0.0,incorrect
['margo'],she,0,0.0,incorrect,she,0,0.0,incorrect,saat,0,0.22,incorrect,parmagini,0,0.43,incorrect,khong co thong tin cu the ve ten trong doan van,0,0.12,incorrect,troi,0,0.44,incorrect,ella,0,0.22,incorrect,maria,0,0.6,incorrect,she,0,0.0,incorrect,parmagini,0,0.43,incorrect,troi,0,0.44,incorrect,maria,0,0.6,incorrect
['margo'],she,0,0.0,incorrect,emily,0,0.2,incorrect,sen,0,0.0,incorrect,spiderman,0,0.29,incorrect,naruto,0,0.55,incorrect,naruto,0,0.55,incorrect,shikamaru,0,0.43,incorrect,naruto,0,0.55,incorrect,emily,0,0.2,incorrect,spiderman,0,0.29,incorrect,naruto,0,0.55,incorrect,naruto,0,0.55,incorrect
['margo'],she,0,0.0,incorrect,seaworld,0,0.31,incorrect,seaworld,0,0.31,incorrect,seaworld,0,0.31,incorrect,seaworld,0,0.31,incorrect,orlando,0,0.33,incorrect,el,0,0.0,incorrect,seaworld,0,0.31,incorrect,seaworld,0,0.31,incorrect,seaworld,0,0.31,incorrect,orlando,0,0.33,incorrect,seaworld,0,0.31,incorrect
['margo'],luna,0,0.22,incorrect,god,0,0.5,incorrect,harry,0,0.4,incorrect,sen,0,0.0,incorrect,ngoc,0,0.44,incorrect,duc,0,0.0,incorrect,maria,0,0.6,incorrect,ella,0,0.22,incorrect,god,0,0.5,incorrect,sen,0,0.0,incorrect,duc,0,0.0,incorrect,ella,0,0.22,incorrect
['margo'],disney,0,0.0,incorrect,orlando,0,0.33,incorrect,ninjalar,0,0.31,incorrect,1bulvan,0,0.17,incorrect,ninja,0,0.2,incorrect,xuan,0,0.22,incorrect,international,0,0.22,incorrect,international drive,0,0.17,incorrect,orlando,0,0.33,incorrect,1bulvan,0,0.17,incorrect,xuan,0,0.22,incorrect,international drive,0,0.17,incorrect
['margo'],the man,0,0.33,incorrect,trump,0,0.2,incorrect,orange county,0,0.33,incorrect,orange county,0,0.33,incorrect,anh,0,0.25,incorrect,ong,0,0.25,incorrect,el,0,0.0,incorrect,el,0,0.0,incorrect,trump,0,0.2,incorrect,orange county,0,0.33,incorrect,ong,0,0.25,incorrect,el,0,0.0,incorrect
['margo'],he,0,0.0,incorrect,adam,0,0.22,incorrect,adamin,0,0.18,incorrect,adem,0,0.22,incorrect,khong co,0,0.31,incorrect,dong,0,0.22,incorrect,el tipo,0,0.17,incorrect,yolanda,0,0.17,incorrect,adam,0,0.22,incorrect,adem,0,0.22,incorrect,dong,0,0.22,incorrect,yolanda,0,0.17,incorrect
['margo'],seaworld,0,0.31,incorrect,universal studios,0,0.18,incorrect,universal studyolari,0,0.16,incorrect,harry potter,0,0.35,incorrect,seaworld,0,0.31,incorrect,studio,0,0.18,incorrect,seaworld,0,0.31,incorrect,shamu,0,0.2,incorrect,universal studios,0,0.18,incorrect,harry potter,0,0.35,incorrect,studio,0,0.18,incorrect,shamu,0,0.2,incorrect
"['spiegelman', 'margo', 'roth', 'margo roth spiegelman']",shaman,0,0.5,incorrect,god,0,0.5,incorrect,birisi,0,0.25,incorrect,annem,0,0.27,incorrect,dong,0,0.25,incorrect,con,0,0.29,incorrect,britney,0,0.36,incorrect,adan,0,0.29,incorrect,god,0,0.5,incorrect,annem,0,0.27,incorrect,con,0,0.29,incorrect,adan,0,0.29,incorrect
['ben'],a friend,0,0.36,incorrect,latin,0,0.25,incorrect,arkadasim,0,0.0,incorrect,newton,0,0.44,incorrect,thay giao,0,0.0,incorrect,giac,0,0.0,incorrect,patrick,0,0.0,incorrect,alberto,0,0.4,incorrect,latin,0,0.25,incorrect,newton,0,0.44,incorrect,giac,0,0.0,incorrect,alberto,0,0.4,incorrect
"['spiegelman', 'margo', 'roth', 'margo roth spiegelman']",peter pan,0,0.53,incorrect,god,0,0.5,incorrect,ay,0,0.29,incorrect,uyku,0,0.0,incorrect,thang co,0,0.46,incorrect,dem,0,0.31,incorrect,peter pan,0,0.53,incorrect,diablo,0,0.36,incorrect,god,0,0.5,incorrect,uyku,0,0.0,incorrect,dem,0,0.31,incorrect,diablo,0,0.36,incorrect
['margo'],principal,0,0.14,incorrect,class,0,0.2,incorrect,ogretmen,0,0.15,incorrect,ben,0,0.0,incorrect,thay giao,0,0.43,incorrect,dong,0,0.22,incorrect,un profesor,0,0.25,incorrect,instituto,0,0.14,incorrect,class,0,0.2,incorrect,ben,0,0.0,incorrect,dong,0,0.22,incorrect,instituto,0,0.14,incorrect
['margo'],john cena,0,0.14,incorrect,john cena,0,0.14,incorrect,ama ata,0,0.33,incorrect,beni,0,0.0,incorrect,duc,0,0.0,incorrect,duc,0,0.0,incorrect,alguien,0,0.33,incorrect,al,0,0.29,incorrect,john cena,0,0.14,incorrect,beni,0,0.0,incorrect,duc,0,0.0,incorrect,al,0,0.29,incorrect
"['quenti', 'quentin']",god,0,0.0,incorrect,trump,0,0.18,incorrect,sen,0,0.44,incorrect,insan,0,0.33,incorrect,dong chi,0,0.29,incorrect,nguyen,0,0.5,incorrect,maria,0,0.18,incorrect,yo,0,0.0,incorrect,trump,0,0.18,incorrect,insan,0,0.33,incorrect,nguyen,0,0.5,incorrect,yo,0,0.0,incorrect
['margo'],she,0,0.0,incorrect,jefferson,0,0.29,incorrect,balon,0,0.4,incorrect,jeferson,0,0.31,incorrect,bong bay,0,0.15,incorrect,jefferson,0,0.29,incorrect,el detective,0,0.0,incorrect,jefferson,0,0.29,incorrect,jefferson,0,0.29,incorrect,jeferson,0,0.31,incorrect,jefferson,0,0.29,incorrect,jefferson,0,0.29,incorrect
"['spiegelman', 'margo', 'roth', 'margo roth spiegelman']",home-schooled,0,0.24,incorrect,monday,0,0.36,incorrect,sen,0,0.46,incorrect,ben,0,0.31,incorrect,margo,1,1.0,correct,margo,1,1.0,correct,el,0,0.33,incorrect,el,0,0.33,incorrect,monday,0,0.36,incorrect,ben,0,0.31,incorrect,margo,1,1.0,correct,el,0,0.33,incorrect
['margo'],she,0,0.0,incorrect,god,0,0.5,incorrect,onu,0,0.25,incorrect,tanri,0,0.4,incorrect,co ay,0,0.2,incorrect,thuy kieu,0,0.0,incorrect,el,0,0.0,incorrect,noe,0,0.25,incorrect,god,0,0.5,incorrect,tanri,0,0.4,incorrect,thuy kieu,0,0.0,incorrect,noe,0,0.25,incorrect
"['bay jiminez', 'bay', 'jiminez']",johnson,0,0.29,incorrect,mr. bell,0,0.27,incorrect,matematik hocam,0,0.23,incorrect,ozdemir asaf,0,0.21,incorrect,giao,0,0.29,incorrect,thay,0,0.57,incorrect,johnson,0,0.29,incorrect,maestro,0,0.29,incorrect,mr. bell,0,0.27,incorrect,ozdemir asaf,0,0.21,incorrect,thay,0,0.57,incorrect,maestro,0,0.29,incorrect
"['ben', 'starling', 'ben starling']",linus,0,0.46,incorrect,big ben,0,0.6,incorrect,charlie,0,0.53,incorrect,cocugun,0,0.2,incorrect,duc,0,0.0,incorrect,phong,0,0.31,incorrect,el profesor,0,0.35,incorrect,alberto,0,0.4,incorrect,big ben,0,0.6,incorrect,cocugun,0,0.2,incorrect,phong,0,0.31,incorrect,alberto,0,0.4,incorrect
"['margo', 'marg']",thoreau,0,0.18,incorrect,archimedes,0,0.29,incorrect,cember,0,0.4,incorrect,cember,0,0.4,incorrect,ai do nhu freud,0,0.21,incorrect,tat,0,0.29,incorrect,salinger,0,0.33,incorrect,euclides,0,0.0,incorrect,archimedes,0,0.29,incorrect,cember,0,0.4,incorrect,tat,0,0.29,incorrect,euclides,0,0.0,incorrect
['margo'],emily,0,0.2,incorrect,levi's,0,0.0,incorrect,kardesim,0,0.31,incorrect,ben,0,0.0,incorrect,dan,0,0.25,incorrect,dinh,0,0.0,incorrect,mi hermano,0,0.4,incorrect,mi hermano,0,0.4,incorrect,levi's,0,0.0,incorrect,ben,0,0.0,incorrect,dinh,0,0.0,incorrect,mi hermano,0,0.4,incorrect
['margo'],harry potter,0,0.35,incorrect,disney,0,0.0,incorrect,florida,0,0.17,incorrect,walmart,0,0.5,incorrect,an toan,0,0.33,incorrect,new york,0,0.15,incorrect,alguien,0,0.33,incorrect,florida,0,0.17,incorrect,disney,0,0.0,incorrect,walmart,0,0.5,incorrect,new york,0,0.15,incorrect,florida,0,0.17,incorrect
"['margo', 'whitman']",walt whitman,0,0.74,correct,sylvia plath,0,0.21,incorrect,margo,1,1.0,correct,roth,0,0.44,incorrect,margo,1,1.0,correct,margo,1,1.0,correct,walt whitman,0,0.74,correct,antonio machado,0,0.3,incorrect,sylvia plath,0,0.21,incorrect,roth,0,0.44,incorrect,margo,1,1.0,correct,antonio machado,0,0.3,incorrect
['ben'],he,0,0.4,incorrect,wile e. coyote,0,0.12,incorrect,jackass,0,0.0,incorrect,isa,0,0.0,incorrect,nhan vat,0,0.18,incorrect,dong,0,0.29,incorrect,el,0,0.4,incorrect,angel,0,0.25,incorrect,wile e. coyote,0,0.12,incorrect,isa,0,0.0,incorrect,dong,0,0.29,incorrect,angel,0,0.25,incorrect
['margo'],signs,0,0.2,incorrect,arizona,0,0.5,incorrect,herhangi bir isim,0,0.18,incorrect,cadir,0,0.4,incorrect,nguoi,0,0.4,incorrect,noah,0,0.22,incorrect,nadie,0,0.2,incorrect,tiendas,0,0.17,incorrect,arizona,0,0.5,incorrect,cadir,0,0.4,incorrect,noah,0,0.22,incorrect,tiendas,0,0.17,incorrect
"['margo', 'marg']",her,0,0.29,incorrect,ground,0,0.36,incorrect,annem,0,0.22,incorrect,toprak,0,0.2,incorrect,me,0,0.33,incorrect,toi,0,0.25,incorrect,ella,0,0.25,incorrect,tierra,0,0.2,incorrect,ground,0,0.36,incorrect,toprak,0,0.2,incorrect,toi,0,0.25,incorrect,tierra,0,0.2,incorrect
['margo'],she,0,0.0,incorrect,jesus,0,0.0,incorrect,polis,0,0.2,incorrect,adam,0,0.22,incorrect,co ay,0,0.2,incorrect,duc,0,0.0,incorrect,ella,0,0.22,incorrect,osito,0,0.2,incorrect,jesus,0,0.0,incorrect,adam,0,0.22,incorrect,duc,0,0.0,incorrect,osito,0,0.2,incorrect
"['spiegelman', 'margo', 'roth', 'margo roth spiegelman']",omnictionarian96,0,0.32,incorrect,q,0,0.0,incorrect,annem,0,0.27,incorrect,omnictionarian96,0,0.32,incorrect,q,0,0.0,incorrect,duc,0,0.0,incorrect,omnictionarian96,0,0.32,incorrect,omnictionarian96,0,0.32,incorrect,q,0,0.0,incorrect,omnictionarian96,0,0.32,incorrect,duc,0,0.0,incorrect,omnictionarian96,0,0.32,incorrect
"['dennis mcmahon', 'mcmahon', 'dennis']",june,0,0.2,incorrect,june,0,0.2,incorrect,marlboro,0,0.4,incorrect,kalem,0,0.21,incorrect,lawyer,0,0.17,incorrect,dong,0,0.4,incorrect,john smith,0,0.33,incorrect,marlboro,0,0.4,incorrect,june,0,0.2,incorrect,kalem,0,0.21,incorrect,dong,0,0.4,incorrect,marlboro,0,0.4,incorrect
['margo'],she,0,0.0,incorrect,mountain dew,0,0.24,incorrect,marley,0,0.55,incorrect,mountain dew,0,0.24,incorrect,nhan vat nu,0,0.12,incorrect,dew,0,0.0,incorrect,ella,0,0.22,incorrect,dew,0,0.0,incorrect,mountain dew,0,0.24,incorrect,mountain dew,0,0.24,incorrect,dew,0,0.0,incorrect,dew,0,0.0,incorrect
['whitman'],walt whitman,0,0.74,correct,walt whitman,0,0.74,correct,sair,0,0.18,incorrect,divan,0,0.5,incorrect,to hoai,0,0.29,incorrect,dong,0,0.18,incorrect,el poeta,0,0.27,incorrect,poema,0,0.33,incorrect,walt whitman,0,0.74,correct,divan,0,0.5,incorrect,dong,0,0.18,incorrect,poema,0,0.33,incorrect
['margo'],she,0,0.0,incorrect,google,0,0.36,incorrect,ben,0,0.0,incorrect,jules verne,0,0.12,incorrect,co ay,0,0.2,incorrect,jamaica,0,0.33,incorrect,ella,0,0.22,incorrect,google,0,0.36,incorrect,google,0,0.36,incorrect,jules verne,0,0.12,incorrect,jamaica,0,0.33,incorrect,google,0,0.36,incorrect
['lacey'],she,0,0.25,incorrect,word,0,0.0,incorrect,odysseus,0,0.15,incorrect,kelime,0,0.36,incorrect,quentin,0,0.17,incorrect,margo,0,0.2,incorrect,maria,0,0.2,incorrect,maria,0,0.2,incorrect,word,0,0.0,incorrect,kelime,0,0.36,incorrect,margo,0,0.2,incorrect,maria,0,0.2,incorrect
['ben'],jesus,0,0.25,incorrect,miller,0,0.22,incorrect,cocuk,0,0.0,incorrect,best light,0,0.31,incorrect,anh,0,0.33,incorrect,miller,0,0.22,incorrect,el,0,0.4,incorrect,miller,0,0.22,incorrect,miller,0,0.22,incorrect,best light,0,0.31,incorrect,miller,0,0.22,incorrect,miller,0,0.22,incorrect
['lacey'],ace,0,0.75,correct,he,0,0.29,incorrect,gus,0,0.0,incorrect,gus,0,0.0,incorrect,nguyen,0,0.18,incorrect,duc,0,0.25,incorrect,el,0,0.29,incorrect,el,0,0.29,incorrect,he,0,0.29,incorrect,gus,0,0.0,incorrect,duc,0,0.25,incorrect,el,0,0.29,incorrect
['margo'],europe,0,0.36,incorrect,euclid,0,0.0,incorrect,google,0,0.36,incorrect,cartesius,0,0.29,incorrect,dong lao,0,0.31,incorrect,do,0,0.29,incorrect,europa,0,0.36,incorrect,google,0,0.36,incorrect,euclid,0,0.0,incorrect,cartesius,0,0.29,incorrect,do,0,0.29,incorrect,google,0,0.36,incorrect
['margo'],she,0,0.0,incorrect,she,0,0.0,incorrect,onu,0,0.25,incorrect,ben,0,0.0,incorrect,co ay,0,0.2,incorrect,gio,0,0.5,incorrect,ella,0,0.22,incorrect,nadie,0,0.2,incorrect,she,0,0.0,incorrect,ben,0,0.0,incorrect,gio,0,0.5,incorrect,nadie,0,0.2,incorrect
"['roth', 'spiegelman', 'margo roth spiegelman', 'spiegelma', 'margo roth spiegelma', 'margo']",her,0,0.29,incorrect,emily,0,0.29,incorrect,onu,0,0.29,incorrect,tanri,0,0.4,incorrect,nguoi khac,0,0.33,incorrect,duc,0,0.0,incorrect,ella,0,0.46,incorrect,la biblia,0,0.34,incorrect,emily,0,0.29,incorrect,tanri,0,0.4,incorrect,duc,0,0.0,incorrect,la biblia,0,0.34,incorrect
['margo'],her,0,0.25,incorrect,god,0,0.5,incorrect,abraham lincoln,0,0.3,incorrect,hayat,0,0.2,incorrect,hamlet,0,0.18,incorrect,thien,0,0.0,incorrect,ella,0,0.22,incorrect,virginia woolf,0,0.32,incorrect,god,0,0.5,incorrect,hayat,0,0.2,incorrect,thien,0,0.0,incorrect,virginia woolf,0,0.32,incorrect
"['margo—', 'margo']",grandma,0,0.33,incorrect,facebook,0,0.31,incorrect,benim,0,0.2,incorrect,babam,0,0.2,incorrect,toi,0,0.25,incorrect,duc,0,0.0,incorrect,mi hermano,0,0.4,incorrect,el,0,0.0,incorrect,facebook,0,0.31,incorrect,babam,0,0.2,incorrect,duc,0,0.0,incorrect,el,0,0.0,incorrect
['margo'],she,0,0.0,incorrect,god,0,0.5,incorrect,oguz atay,0,0.14,incorrect,simyaci,0,0.33,incorrect,co ay,0,0.2,incorrect,nguyen du,0,0.14,incorrect,el,0,0.0,incorrect,arrancar,0,0.31,incorrect,god,0,0.5,incorrect,simyaci,0,0.33,incorrect,nguyen du,0,0.14,incorrect,arrancar,0,0.31,incorrect
['lacey'],she,0,0.25,incorrect,god,0,0.0,incorrect,gofast,0,0.18,incorrect,gofast,0,0.18,incorrect,duc chua troi,0,0.11,incorrect,chua,0,0.22,incorrect,el,0,0.29,incorrect,placer,0,0.73,correct,god,0,0.0,incorrect,gofast,0,0.18,incorrect,chua,0,0.22,incorrect,placer,0,0.73,correct
