Single_ent,en_results,en_exact_match,en_highest_fuzzy_match,en_correct,en_shuffled_results,en_shuffled_exact_match,en_shuffled_highest_fuzzy_match,en_shuffled_correct,tr_results,tr_exact_match,tr_highest_fuzzy_match,tr_correct,tr_shuffled_results,tr_shuffled_exact_match,tr_shuffled_highest_fuzzy_match,tr_shuffled_correct,vi_results,vi_exact_match,vi_highest_fuzzy_match,vi_correct,vi_shuffled_results,vi_shuffled_exact_match,vi_shuffled_highest_fuzzy_match,vi_shuffled_correct,es_results,es_exact_match,es_highest_fuzzy_match,es_correct,es_shuffled_results,es_shuffled_exact_match,es_shuffled_highest_fuzzy_match,es_shuffled_correct,en_shuffled_results,en_shuffled_exact_match,en_shuffled_highest_fuzzy_match,en_shuffled_correct,tr_shuffled_results,tr_shuffled_exact_match,tr_shuffled_highest_fuzzy_match,tr_shuffled_correct,vi_shuffled_results,vi_shuffled_exact_match,vi_shuffled_highest_fuzzy_match,vi_shuffled_correct,es_shuffled_results,es_shuffled_exact_match,es_shuffled_highest_fuzzy_match,es_shuffled_correct
['margo'],jessica,0,0.17,incorrect,eleanor,0,0.33,incorrect,ali,0,0.25,incorrect,beethoven,0,0.14,incorrect,nguoi ban,0,0.29,incorrect,co b,0,0.22,incorrect,el,0,0.0,incorrect,aristoteles,0,0.38,incorrect,eleanor,0,0.33,incorrect,beethoven,0,0.14,incorrect,co b,0,0.22,incorrect,aristoteles,0,0.38,incorrect
['margo'],emily,0,0.2,incorrect,adam,0,0.22,incorrect,o,0,0.33,incorrect,heathcliff,0,0.13,incorrect,nang,0,0.44,incorrect,dong,0,0.22,incorrect,emily,0,0.2,incorrect,eva,0,0.25,incorrect,adam,0,0.22,incorrect,heathcliff,0,0.13,incorrect,dong,0,0.22,incorrect,eva,0,0.25,incorrect
['margo'],she,0,0.0,incorrect,taylor,0,0.36,incorrect,charlie,0,0.33,incorrect,ben,0,0.0,incorrect,nhan vat,0,0.15,incorrect,beethoven,0,0.14,incorrect,ella,0,0.22,incorrect,ella,0,0.22,incorrect,taylor,0,0.36,incorrect,ben,0,0.0,incorrect,beethoven,0,0.14,incorrect,ella,0,0.22,incorrect
['margo'],jess,0,0.0,incorrect,emily,0,0.2,incorrect,o,0,0.33,incorrect,orhan veli,0,0.13,incorrect,ngoc,0,0.44,incorrect,tho moi,0,0.33,incorrect,maria,0,0.6,incorrect,shakespeare,0,0.25,incorrect,emily,0,0.2,incorrect,orhan veli,0,0.13,incorrect,tho moi,0,0.33,incorrect,shakespeare,0,0.25,incorrect
['margo'],emily,0,0.2,incorrect,jennifer,0,0.15,incorrect,charlie,0,0.33,incorrect,ali,0,0.25,incorrect,nikki,0,0.0,incorrect,dong,0,0.22,incorrect,eva,0,0.25,incorrect,jesus,0,0.0,incorrect,jennifer,0,0.15,incorrect,ali,0,0.25,incorrect,dong,0,0.22,incorrect,jesus,0,0.0,incorrect
['margo'],sarah,0,0.4,incorrect,gps,0,0.25,incorrect,annem,0,0.2,incorrect,doktor,0,0.18,incorrect,narrator,0,0.46,incorrect,mcdonald,0,0.31,incorrect,eva,0,0.25,incorrect,walmart,0,0.5,incorrect,gps,0,0.25,incorrect,doktor,0,0.18,incorrect,mcdonald,0,0.31,incorrect,walmart,0,0.5,incorrect
['margo'],jessica,0,0.17,incorrect,emily,0,0.2,incorrect,charlie,0,0.33,incorrect,worthington,0,0.38,incorrect,toi,0,0.25,incorrect,worthington,0,0.38,incorrect,george,0,0.36,incorrect,martha,0,0.55,incorrect,emily,0,0.2,incorrect,worthington,0,0.38,incorrect,worthington,0,0.38,incorrect,martha,0,0.55,incorrect
['jase'],facebook,0,0.33,incorrect,jessica,0,0.36,incorrect,annem,0,0.44,incorrect,ali,0,0.29,incorrect,dorian,0,0.2,incorrect,the,0,0.29,incorrect,eva,0,0.29,incorrect,marilyn,0,0.18,incorrect,jessica,0,0.36,incorrect,ali,0,0.29,incorrect,the,0,0.29,incorrect,marilyn,0,0.18,incorrect
['margo'],hermione,0,0.31,incorrect,her,0,0.25,incorrect,macgyver,0,0.46,incorrect,araba,0,0.4,incorrect,nancy,0,0.2,incorrect,thanh giuse,0,0.25,incorrect,sherlock,0,0.31,incorrect,smith,0,0.2,incorrect,her,0,0.25,incorrect,araba,0,0.4,incorrect,thanh giuse,0,0.25,incorrect,smith,0,0.2,incorrect
['margo'],jessica,0,0.17,incorrect,thomas,0,0.36,incorrect,o,0,0.33,incorrect,jefferson,0,0.29,incorrect,em,0,0.29,incorrect,jefferson,0,0.29,incorrect,ella,0,0.22,incorrect,jefferson,0,0.29,incorrect,thomas,0,0.36,incorrect,jefferson,0,0.29,incorrect,jefferson,0,0.29,incorrect,jefferson,0,0.29,incorrect
"['marg', 'margo']",her,0,0.29,incorrect,eleanor,0,0.36,incorrect,annem,0,0.22,incorrect,annem,0,0.22,incorrect,co ay,0,0.22,incorrect,ha noi,0,0.36,incorrect,eva,0,0.29,incorrect,eva,0,0.29,incorrect,eleanor,0,0.36,incorrect,annem,0,0.22,incorrect,ha noi,0,0.36,incorrect,eva,0,0.29,incorrect
"['parson', 'chuck parson', 'chuck']",god,0,0.22,incorrect,elijah,0,0.18,incorrect,nick,0,0.44,incorrect,okul,0,0.22,incorrect,anh,0,0.44,incorrect,crown,0,0.55,incorrect,maria,0,0.36,incorrect,prince,0,0.5,incorrect,elijah,0,0.18,incorrect,okul,0,0.22,incorrect,crown,0,0.55,incorrect,prince,0,0.5,incorrect
['margo'],emily,0,0.2,incorrect,eve,0,0.0,incorrect,holden,0,0.18,incorrect,ali,0,0.25,incorrect,emily,0,0.2,incorrect,thuy,0,0.0,incorrect,elena,0,0.2,incorrect,emily,0,0.2,incorrect,eve,0,0.0,incorrect,ali,0,0.25,incorrect,thuy,0,0.0,incorrect,emily,0,0.2,incorrect
['margo'],amy,0,0.25,incorrect,eve,0,0.0,incorrect,arkadasim,0,0.29,incorrect,jack,0,0.22,incorrect,nam,0,0.25,incorrect,emily,0,0.2,incorrect,alicia,0,0.18,incorrect,espana,0,0.18,incorrect,eve,0,0.0,incorrect,jack,0,0.22,incorrect,emily,0,0.2,incorrect,espana,0,0.18,incorrect
"['parson', 'chuck parson', 'chuck parso', 'parso', 'chuck']",jesus,0,0.25,incorrect,god,0,0.25,incorrect,olu,0,0.25,incorrect,dracula,0,0.33,incorrect,jesus,0,0.25,incorrect,ho chi minh,0,0.35,incorrect,jesus,0,0.25,incorrect,lampara,0,0.5,incorrect,god,0,0.25,incorrect,dracula,0,0.33,incorrect,ho chi minh,0,0.35,incorrect,lampara,0,0.5,incorrect
"['parson', 'chuck parson', 'chuck']",his,0,0.27,incorrect,northampton,0,0.35,incorrect,senin,0,0.36,incorrect,emily,0,0.0,incorrect,emily dickinson,0,0.37,incorrect,emily,0,0.0,incorrect,emily dickinson,0,0.37,incorrect,emily,0,0.0,incorrect,northampton,0,0.35,incorrect,emily,0,0.0,incorrect,emily,0,0.0,incorrect,emily,0,0.0,incorrect
['margo'],she,0,0.0,incorrect,emily,0,0.2,incorrect,harry,0,0.4,incorrect,annem,0,0.2,incorrect,narrator,0,0.46,incorrect,dong,0,0.22,incorrect,el,0,0.0,incorrect,eva,0,0.25,incorrect,emily,0,0.2,incorrect,annem,0,0.2,incorrect,dong,0,0.22,incorrect,eva,0,0.25,incorrect
['margo'],miya,0,0.44,incorrect,mia,0,0.5,incorrect,miyuki,0,0.18,incorrect,ninja,0,0.2,incorrect,naruto,0,0.55,incorrect,naruto,0,0.55,incorrect,mikasa,0,0.36,incorrect,naruto,0,0.55,incorrect,mia,0,0.5,incorrect,ninja,0,0.2,incorrect,naruto,0,0.55,incorrect,naruto,0,0.55,incorrect
['margo'],she,0,0.0,incorrect,harry,0,0.4,incorrect,seaworld,0,0.31,incorrect,everglades,0,0.27,incorrect,nguoi dan duong,0,0.2,incorrect,orlando,0,0.33,incorrect,el,0,0.0,incorrect,orlando,0,0.33,incorrect,harry,0,0.4,incorrect,everglades,0,0.27,incorrect,orlando,0,0.33,incorrect,orlando,0,0.33,incorrect
['margo'],she,0,0.0,incorrect,eleanor,0,0.33,incorrect,holden,0,0.18,incorrect,ali,0,0.25,incorrect,nobody,0,0.18,incorrect,tho,0,0.25,incorrect,eva,0,0.25,incorrect,jesus,0,0.0,incorrect,eleanor,0,0.33,incorrect,ali,0,0.25,incorrect,tho,0,0.25,incorrect,jesus,0,0.0,incorrect
['margo'],harry,0,0.4,incorrect,orlando,0,0.33,incorrect,annabeth,0,0.15,incorrect,ataturk,0,0.33,incorrect,ninja,0,0.2,incorrect,i-drive,0,0.17,incorrect,jack,0,0.22,incorrect,disney,0,0.0,incorrect,orlando,0,0.33,incorrect,ataturk,0,0.33,incorrect,i-drive,0,0.17,incorrect,disney,0,0.0,incorrect
['margo'],he,0,0.0,incorrect,avon,0,0.44,incorrect,polis,0,0.2,incorrect,orange county,0,0.33,incorrect,narrator,0,0.46,incorrect,duc,0,0.0,incorrect,jose,0,0.22,incorrect,shakespeare,0,0.25,incorrect,avon,0,0.44,incorrect,orange county,0,0.33,incorrect,duc,0,0.0,incorrect,shakespeare,0,0.25,incorrect
['margo'],she,0,0.0,incorrect,eve,0,0.0,incorrect,kadin,0,0.2,incorrect,adem,0,0.22,incorrect,nobody,0,0.18,incorrect,dong,0,0.22,incorrect,ellie,0,0.0,incorrect,maradona,0,0.62,incorrect,eve,0,0.0,incorrect,adem,0,0.22,incorrect,dong,0,0.22,incorrect,maradona,0,0.62,incorrect
['margo'],she,0,0.0,incorrect,shamu,0,0.2,incorrect,harry,0,0.4,incorrect,harry,0,0.4,incorrect,nguyen nhat anh,0,0.1,incorrect,orlando,0,0.33,incorrect,homero,0,0.55,incorrect,shamu,0,0.2,incorrect,shamu,0,0.2,incorrect,harry,0,0.4,incorrect,orlando,0,0.33,incorrect,shamu,0,0.2,incorrect
"['spiegelman', 'roth', 'margo', 'margo roth spiegelman']",shelob,0,0.38,incorrect,jesus,0,0.13,incorrect,charlie,0,0.33,incorrect,adem,0,0.29,incorrect,em,0,0.33,incorrect,dat,0,0.29,incorrect,lilith,0,0.4,incorrect,eva,0,0.31,incorrect,jesus,0,0.13,incorrect,adem,0,0.29,incorrect,dat,0,0.29,incorrect,eva,0,0.31,incorrect
['ben'],charlie,0,0.2,incorrect,john,0,0.29,incorrect,cicek,0,0.25,incorrect,einstein,0,0.36,incorrect,h holden,0,0.36,incorrect,giac,0,0.0,incorrect,charlie,0,0.2,incorrect,descartes,0,0.17,incorrect,john,0,0.29,incorrect,einstein,0,0.36,incorrect,giac,0,0.0,incorrect,descartes,0,0.17,incorrect
"['spiegelman', 'roth', 'margo', 'margo roth spiegelman']",peter pan,0,0.53,incorrect,cinderella,0,0.5,incorrect,melek,0,0.27,incorrect,orpheus,0,0.36,incorrect,dat,0,0.29,incorrect,dong,0,0.25,incorrect,peter pan,0,0.53,incorrect,alejandro,0,0.43,incorrect,cinderella,0,0.5,incorrect,orpheus,0,0.36,incorrect,dong,0,0.25,incorrect,alejandro,0,0.43,incorrect
['margo'],principal,0,0.14,incorrect,mother,0,0.36,incorrect,ogretmen,0,0.15,incorrect,turkiye,0,0.17,incorrect,thay giao,0,0.43,incorrect,dat,0,0.25,incorrect,obama,0,0.4,incorrect,facebook,0,0.31,incorrect,mother,0,0.36,incorrect,turkiye,0,0.17,incorrect,dat,0,0.25,incorrect,facebook,0,0.31,incorrect
['margo'],someone,0,0.33,incorrect,john,0,0.22,incorrect,harry,0,0.4,incorrect,ataturk,0,0.33,incorrect,nguyen,0,0.18,incorrect,duc,0,0.0,incorrect,nadie,0,0.2,incorrect,maradona,0,0.62,incorrect,john,0,0.22,incorrect,ataturk,0,0.33,incorrect,duc,0,0.0,incorrect,maradona,0,0.62,incorrect
"['quentin', 'quenti']",dude,0,0.4,incorrect,eminem,0,0.46,incorrect,allah,0,0.0,incorrect,freud,0,0.18,incorrect,dat,0,0.22,incorrect,jesus,0,0.18,incorrect,jose,0,0.2,incorrect,jesus,0,0.18,incorrect,eminem,0,0.46,incorrect,freud,0,0.18,incorrect,jesus,0,0.18,incorrect,jesus,0,0.18,incorrect
['margo'],"helium or a name is not present, a character is referred to with 'she', so a guess would be the main character's name or someone mentioned previously in the story, but based on the context given 'she' is likely referring to a female, so a common female name could be used, for example, emily, but without more context, the name 'emily' is a guess.",0,0.03,incorrect,lincoln,0,0.17,incorrect,sherlock,0,0.31,incorrect,jefferson,0,0.29,incorrect,balloona,0,0.31,incorrect,jefferson,0,0.29,incorrect,yo,0,0.29,incorrect,jefferson,0,0.29,incorrect,lincoln,0,0.17,incorrect,jefferson,0,0.29,incorrect,jefferson,0,0.29,incorrect,jefferson,0,0.29,incorrect
"['spiegelman', 'roth', 'margo', 'margo roth spiegelman']",homeless,0,0.22,incorrect,emily,0,0.27,incorrect,sen,0,0.46,incorrect,ben,0,0.31,incorrect,margo,1,1.0,correct,margo,1,1.0,correct,el,0,0.33,incorrect,elena,0,0.4,incorrect,emily,0,0.27,incorrect,ben,0,0.31,incorrect,margo,1,1.0,correct,elena,0,0.4,incorrect
['margo'],aurora,0,0.55,incorrect,eve,0,0.0,incorrect,ali,0,0.25,incorrect,godot,0,0.4,incorrect,nang tho,0,0.46,incorrect,emily,0,0.2,incorrect,god,0,0.5,incorrect,jesus,0,0.0,incorrect,eve,0,0.0,incorrect,godot,0,0.4,incorrect,emily,0,0.2,incorrect,jesus,0,0.0,incorrect
"['bay', 'bay jiminez', 'jiminez']",smith,0,0.33,incorrect,professor,0,0.12,incorrect,ogretmen,0,0.27,incorrect,einstein,0,0.4,incorrect,gillespie,0,0.38,incorrect,thay,0,0.57,incorrect,smith,0,0.33,incorrect,newton,0,0.31,incorrect,professor,0,0.12,incorrect,einstein,0,0.4,incorrect,thay,0,0.57,incorrect,newton,0,0.31,incorrect
"['starling', 'ben', 'ben starling']",linus,0,0.46,incorrect,linus,0,0.46,incorrect,charlie,0,0.53,incorrect,ogrenci,0,0.4,incorrect,phuong dung,0,0.35,incorrect,paris,0,0.46,incorrect,charlie,0,0.53,incorrect,shakespeare,0,0.35,incorrect,linus,0,0.46,incorrect,ogrenci,0,0.4,incorrect,paris,0,0.46,incorrect,shakespeare,0,0.35,incorrect
"['marg', 'margo']",thoreau,0,0.18,incorrect,picasso,0,0.33,incorrect,cember,0,0.4,incorrect,picasso,0,0.33,incorrect,duc phat,0,0.17,incorrect,thoreau,0,0.18,incorrect,platon,0,0.36,incorrect,euclides,0,0.0,incorrect,picasso,0,0.33,incorrect,picasso,0,0.33,incorrect,thoreau,0,0.18,incorrect,euclides,0,0.0,incorrect
['margo'],emily,0,0.2,incorrect,levi,0,0.0,incorrect,annem,0,0.2,incorrect,macgyver,0,0.46,incorrect,nancy,0,0.2,incorrect,nguyen,0,0.18,incorrect,mi hermano,0,0.4,incorrect,google,0,0.36,incorrect,levi,0,0.0,incorrect,macgyver,0,0.46,incorrect,nguyen,0,0.18,incorrect,google,0,0.36,incorrect
['margo'],harry,0,0.4,incorrect,disney,0,0.0,incorrect,florida,0,0.17,incorrect,florida,0,0.17,incorrect,thich hop,0,0.14,incorrect,manhattan,0,0.29,incorrect,nadie,0,0.2,incorrect,orlando,0,0.33,incorrect,disney,0,0.0,incorrect,florida,0,0.17,incorrect,manhattan,0,0.29,incorrect,orlando,0,0.33,incorrect
"['margo', 'whitman']",walt whitman,0,0.74,correct,sylvia,0,0.31,incorrect,margo,1,1.0,correct,roth,0,0.44,incorrect,margo,1,1.0,correct,margo,1,1.0,correct,sylvia plath,0,0.21,incorrect,rimbaud,0,0.43,incorrect,sylvia,0,0.31,incorrect,roth,0,0.44,incorrect,margo,1,1.0,correct,rimbaud,0,0.43,incorrect
['ben'],looney tunes,0,0.27,incorrect,tom,0,0.0,incorrect,bugs bunny,0,0.31,incorrect,odysseus,0,0.18,incorrect,doraemon,0,0.36,incorrect,jesus,0,0.25,incorrect,el,0,0.4,incorrect,alejandro,0,0.33,incorrect,tom,0,0.0,incorrect,odysseus,0,0.18,incorrect,jesus,0,0.25,incorrect,alejandro,0,0.33,incorrect
['margo'],rvs,0,0.25,incorrect,eve,0,0.0,incorrect,kim,0,0.25,incorrect,cadir,0,0.4,incorrect,ai do,0,0.4,incorrect,thoreau,0,0.17,incorrect,nadie,0,0.2,incorrect,google,0,0.36,incorrect,eve,0,0.0,incorrect,cadir,0,0.4,incorrect,thoreau,0,0.17,incorrect,google,0,0.36,incorrect
"['marg', 'margo']",my mother,0,0.31,incorrect,god,0,0.5,incorrect,annem,0,0.22,incorrect,odipus,0,0.18,incorrect,em,0,0.33,incorrect,dat,0,0.29,incorrect,ella,0,0.25,incorrect,jacob,0,0.4,incorrect,god,0,0.5,incorrect,odipus,0,0.18,incorrect,dat,0,0.29,incorrect,jacob,0,0.4,incorrect
['margo'],thursday,0,0.15,incorrect,holden,0,0.18,incorrect,ali,0,0.25,incorrect,ali,0,0.25,incorrect,em,0,0.29,incorrect,duc,0,0.0,incorrect,ella,0,0.22,incorrect,frankenstein,0,0.12,incorrect,holden,0,0.18,incorrect,ali,0,0.25,incorrect,duc,0,0.0,incorrect,frankenstein,0,0.12,incorrect
"['spiegelman', 'roth', 'margo', 'margo roth spiegelman']",omnictionarian96,0,0.32,incorrect,girlfriend,0,0.32,incorrect,allah,0,0.27,incorrect,sen,0,0.46,incorrect,q,0,0.0,incorrect,viet nam,0,0.33,incorrect,omnictionarian96,0,0.32,incorrect,omnictionarian96,0,0.32,incorrect,girlfriend,0,0.32,incorrect,sen,0,0.46,incorrect,viet nam,0,0.33,incorrect,omnictionarian96,0,0.32,incorrect
"['mcmahon', 'dennis mcmahon', 'dennis']",jennifer,0,0.57,incorrect,marlborough,0,0.33,incorrect,emily,0,0.36,incorrect,zippo,0,0.21,incorrect,chu no,0,0.46,incorrect,marlboro,0,0.4,incorrect,john,0,0.36,incorrect,marlboro,0,0.4,incorrect,marlborough,0,0.33,incorrect,zippo,0,0.21,incorrect,marlboro,0,0.4,incorrect,marlboro,0,0.4,incorrect
['margo'],jennifer,0,0.15,incorrect,walmart,0,0.5,incorrect,harry,0,0.4,incorrect,mountain dew,0,0.24,incorrect,emily,0,0.2,incorrect,emily,0,0.2,incorrect,jessica,0,0.17,incorrect,cheerio,0,0.33,incorrect,walmart,0,0.5,incorrect,mountain dew,0,0.24,incorrect,emily,0,0.2,incorrect,cheerio,0,0.33,incorrect
['whitman'],whitman,1,1.0,correct,walt,0,0.36,incorrect,siir,0,0.18,incorrect,divan,0,0.5,incorrect,tho,0,0.2,incorrect,tho moi,0,0.29,incorrect,dante,0,0.33,incorrect,homero,0,0.31,incorrect,walt,0,0.36,incorrect,divan,0,0.5,incorrect,tho moi,0,0.29,incorrect,homero,0,0.31,incorrect
['margo'],her,0,0.25,incorrect,africa,0,0.36,incorrect,phileas,0,0.17,incorrect,amazon,0,0.55,incorrect,alice,0,0.2,incorrect,topeka,0,0.18,incorrect,alice,0,0.2,incorrect,alejandro,0,0.43,incorrect,africa,0,0.36,incorrect,amazon,0,0.55,incorrect,topeka,0,0.18,incorrect,alejandro,0,0.43,incorrect
['lacey'],emily,0,0.4,incorrect,emily,0,0.4,incorrect,hamlet,0,0.36,incorrect,allah,0,0.4,incorrect,quentin,0,0.17,incorrect,margo,0,0.2,incorrect,maria,0,0.2,incorrect,jesus,0,0.2,incorrect,emily,0,0.4,incorrect,allah,0,0.4,incorrect,margo,0,0.2,incorrect,jesus,0,0.2,incorrect
['ben'],todd,0,0.0,incorrect,miller,0,0.22,incorrect,jack,0,0.0,incorrect,jack,0,0.0,incorrect,bong,0,0.57,incorrect,miller,0,0.22,incorrect,pedro,0,0.25,incorrect,milwaukee,0,0.17,incorrect,miller,0,0.22,incorrect,jack,0,0.0,incorrect,miller,0,0.22,incorrect,milwaukee,0,0.17,incorrect
['lacey'],ace,0,0.75,correct,ethan,0,0.2,incorrect,gus,0,0.0,incorrect,gus,0,0.0,incorrect,narrator,0,0.15,incorrect,gus,0,0.0,incorrect,jose,0,0.22,incorrect,jesus,0,0.2,incorrect,ethan,0,0.2,incorrect,gus,0,0.0,incorrect,gus,0,0.0,incorrect,jesus,0,0.2,incorrect
['margo'],america,0,0.33,incorrect,euclid,0,0.0,incorrect,amerika,0,0.33,incorrect,cartesius,0,0.29,incorrect,thoreau,0,0.17,incorrect,emily,0,0.2,incorrect,africa,0,0.36,incorrect,google,0,0.36,incorrect,euclid,0,0.0,incorrect,cartesius,0,0.29,incorrect,emily,0,0.2,incorrect,google,0,0.36,incorrect
['margo'],she,0,0.0,incorrect,he,0,0.0,incorrect,o,0,0.33,incorrect,o,0,0.33,incorrect,nobody,0,0.18,incorrect,thay,0,0.22,incorrect,el,0,0.0,incorrect,shakespeare,0,0.25,incorrect,he,0,0.0,incorrect,o,0,0.33,incorrect,thay,0,0.22,incorrect,shakespeare,0,0.25,incorrect
"['spiegelman', 'margo roth spiegelma', 'margo roth spiegelman', 'roth', 'spiegelma', 'margo']",buddha,0,0.2,incorrect,emily,0,0.29,incorrect,hakiki,0,0.2,incorrect,william shakespeare,0,0.36,incorrect,thich nhat hanh,0,0.28,incorrect,emily,0,0.29,incorrect,buda,0,0.22,incorrect,eva,0,0.33,incorrect,emily,0,0.29,incorrect,william shakespeare,0,0.36,incorrect,emily,0,0.29,incorrect,eva,0,0.33,incorrect
['margo'],esther,0,0.18,incorrect,god,0,0.5,incorrect,harry,0,0.4,incorrect,einstein,0,0.0,incorrect,hamlet,0,0.18,incorrect,thales,0,0.18,incorrect,ella,0,0.22,incorrect,shakespeare,0,0.25,incorrect,god,0,0.5,incorrect,einstein,0,0.0,incorrect,thales,0,0.18,incorrect,shakespeare,0,0.25,incorrect
"['margo—', 'margo']",college,0,0.17,incorrect,mom,0,0.5,incorrect,benim,0,0.2,incorrect,babam,0,0.2,incorrect,nguoi than,0,0.27,incorrect,thoreau,0,0.17,incorrect,mi hermano,0,0.4,incorrect,facebook,0,0.31,incorrect,mom,0,0.5,incorrect,babam,0,0.2,incorrect,thoreau,0,0.17,incorrect,facebook,0,0.31,incorrect
['margo'],she,0,0.0,incorrect,eve,0,0.0,incorrect,o,0,0.33,incorrect,platon,0,0.36,incorrect,chua,0,0.22,incorrect,duc,0,0.0,incorrect,jack,0,0.22,incorrect,shakespeare,0,0.25,incorrect,eve,0,0.0,incorrect,platon,0,0.36,incorrect,duc,0,0.0,incorrect,shakespeare,0,0.25,incorrect
['lacey'],eve,0,0.25,incorrect,eve,0,0.25,incorrect,harry,0,0.4,incorrect,godiva,0,0.18,incorrect,phoebe,0,0.18,incorrect,jesus,0,0.2,incorrect,willy,0,0.4,incorrect,chocolate,0,0.43,incorrect,eve,0,0.25,incorrect,godiva,0,0.18,incorrect,jesus,0,0.2,incorrect,chocolate,0,0.43,incorrect
