Single_ent,en_results,en_exact_match,en_highest_fuzzy_match,en_correct,en_shuffled_results,en_shuffled_exact_match,en_shuffled_highest_fuzzy_match,en_shuffled_correct,tr_results,tr_exact_match,tr_highest_fuzzy_match,tr_correct,tr_shuffled_results,tr_shuffled_exact_match,tr_shuffled_highest_fuzzy_match,tr_shuffled_correct,vi_results,vi_exact_match,vi_highest_fuzzy_match,vi_correct,vi_shuffled_results,vi_shuffled_exact_match,vi_shuffled_highest_fuzzy_match,vi_shuffled_correct,es_results,es_exact_match,es_highest_fuzzy_match,es_correct,es_shuffled_results,es_shuffled_exact_match,es_shuffled_highest_fuzzy_match,es_shuffled_correct,en_shuffled_results,en_shuffled_exact_match,en_shuffled_highest_fuzzy_match,en_shuffled_correct,tr_shuffled_results,tr_shuffled_exact_match,tr_shuffled_highest_fuzzy_match,tr_shuffled_correct,vi_shuffled_results,vi_shuffled_exact_match,vi_shuffled_highest_fuzzy_match,vi_shuffled_correct,es_shuffled_results,es_shuffled_exact_match,es_shuffled_highest_fuzzy_match,es_shuffled_correct
['margo'],she,0,0.0,incorrect,middle,0,0.18,incorrect,bir,0,0.25,incorrect,dengi,0,0.2,incorrect,co ay,0,0.2,incorrect,co,0,0.29,incorrect,el,0,0.0,incorrect,auditivo,0,0.31,incorrect,middle,0,0.18,incorrect,dengi,0,0.2,incorrect,co,0,0.29,incorrect,auditivo,0,0.31,incorrect
['margo'],she,0,0.0,incorrect,her,0,0.25,incorrect,adam,0,0.22,incorrect,bana,0,0.22,incorrect,co ay,0,0.2,incorrect,unknown,0,0.17,incorrect,el hombre,0,0.29,incorrect,susana,0,0.18,incorrect,her,0,0.25,incorrect,bana,0,0.22,incorrect,unknown,0,0.17,incorrect,susana,0,0.18,incorrect
['margo'],she,0,0.0,incorrect,the room,0,0.31,incorrect,guldu,0,0.2,incorrect,bando,0,0.4,incorrect,nguoi kia,0,0.29,incorrect,chuyen viet nam,0,0.1,incorrect,ella,0,0.22,incorrect,nombre,0,0.36,incorrect,the room,0,0.31,incorrect,bando,0,0.4,incorrect,chuyen viet nam,0,0.1,incorrect,nombre,0,0.36,incorrect
['margo'],she,0,0.0,incorrect,her,0,0.25,incorrect,ayaklarim,0,0.29,incorrect,"sey, siiri bir hep ahengine",0,0.12,incorrect,co ay,0,0.2,incorrect,co,0,0.29,incorrect,el guapo,0,0.31,incorrect,novio,0,0.2,incorrect,her,0,0.25,incorrect,"sey, siiri bir hep ahengine",0,0.12,incorrect,co,0,0.29,incorrect,novio,0,0.2,incorrect
['margo'],jane,0,0.22,incorrect,jean,0,0.22,incorrect,asagi,0,0.4,incorrect,kontak,0,0.18,incorrect,nhan,0,0.22,incorrect,dong,0,0.22,incorrect,alguien,0,0.33,incorrect,nombre,0,0.36,incorrect,jean,0,0.22,incorrect,kontak,0,0.18,incorrect,dong,0,0.22,incorrect,nombre,0,0.36,incorrect
['margo'],her,0,0.25,incorrect,7-eleven,0,0.0,incorrect,7eleveri,0,0.15,incorrect,7eleveri,0,0.15,incorrect,nguoi doi dien,0,0.21,incorrect,ho,0,0.29,incorrect,juan,0,0.22,incorrect,7-eleven,0,0.0,incorrect,7-eleven,0,0.0,incorrect,7eleveri,0,0.15,incorrect,ho,0,0.29,incorrect,7-eleven,0,0.0,incorrect
['margo'],catfish,0,0.17,incorrect,worthingtons',0,0.33,incorrect,nabijan,0,0.17,incorrect,worthington,0,0.38,incorrect,[mask],0,0.36,incorrect,worthington,0,0.38,incorrect,nombre,0,0.36,incorrect,worthington,0,0.38,incorrect,worthingtons',0,0.33,incorrect,worthington,0,0.38,incorrect,worthington,0,0.38,incorrect,worthington,0,0.38,incorrect
['jase'],[mask],0,0.4,incorrect,[mask],0,0.4,incorrect,bu arkadas,0,0.29,incorrect,geri cayir,0,0.14,incorrect,mask,0,0.5,incorrect,beo,0,0.29,incorrect,[mask],0,0.4,incorrect,pensandolo,0,0.14,incorrect,[mask],0,0.4,incorrect,geri cayir,0,0.14,incorrect,beo,0,0.29,incorrect,pensandolo,0,0.14,incorrect
['margo'],she,0,0.0,incorrect,jimmy,0,0.2,incorrect,maskarada,0,0.43,incorrect,kilidili,0,0.0,incorrect,co ay,0,0.2,incorrect,than,0,0.22,incorrect,el,0,0.0,incorrect,una,0,0.25,incorrect,jimmy,0,0.2,incorrect,kilidili,0,0.0,incorrect,than,0,0.22,incorrect,una,0,0.25,incorrect
['margo'],she,0,0.0,incorrect,jefferson,0,0.29,incorrect,onun,0,0.22,incorrect,amerika,0,0.33,incorrect,anh ay,0,0.18,incorrect,jefferson,0,0.29,incorrect,el,0,0.0,incorrect,jefferson,0,0.29,incorrect,jefferson,0,0.29,incorrect,amerika,0,0.33,incorrect,jefferson,0,0.29,incorrect,jefferson,0,0.29,incorrect
"['margo', 'marg']",her,0,0.29,incorrect,cul-de-sacs,0,0.13,incorrect,ikimiz,0,0.2,incorrect,baska biri,0,0.29,incorrect,co ay,0,0.22,incorrect,to,0,0.29,incorrect,ella,0,0.25,incorrect,pero,0,0.44,incorrect,cul-de-sacs,0,0.13,incorrect,baska biri,0,0.29,incorrect,to,0,0.29,incorrect,pero,0,0.44,incorrect
"['chuck', 'chuck parson', 'parson']",crown school of dance,0,0.3,incorrect,crown,0,0.55,incorrect,crown dans okulu,0,0.36,incorrect,inonu,0,0.36,incorrect,crown,0,0.55,incorrect,vu,0,0.29,incorrect,escuela de baile crown,0,0.41,incorrect,crown victoria,0,0.31,incorrect,crown,0,0.55,incorrect,inonu,0,0.36,incorrect,vu,0,0.29,incorrect,crown victoria,0,0.31,incorrect
['margo'],jane,0,0.22,incorrect,wooden,0,0.18,incorrect,zeynep,0,0.0,incorrect,birinci adimlar,0,0.3,incorrect,co ay,0,0.2,incorrect,nguoi,0,0.4,incorrect,persona,0,0.33,incorrect,[mask],0,0.36,incorrect,wooden,0,0.18,incorrect,birinci adimlar,0,0.3,incorrect,nguoi,0,0.4,incorrect,[mask],0,0.36,incorrect
['margo'],i,0,0.0,incorrect,[mask],0,0.36,incorrect,pencere,0,0.17,incorrect,sessizce,0,0.0,incorrect,co ay,0,0.2,incorrect,co,0,0.29,incorrect,alguien,0,0.33,incorrect,[mask],0,0.36,incorrect,[mask],0,0.36,incorrect,sessizce,0,0.0,incorrect,co,0,0.29,incorrect,[mask],0,0.36,incorrect
"['chuck', 'chuck parso', 'chuck parson', 'parson', 'parso']",jack,0,0.44,incorrect,a guy,0,0.2,incorrect,gorunumu,0,0.29,incorrect,maskelli,0,0.31,incorrect,nguoi nam tren giuong,0,0.36,incorrect,bac,0,0.25,incorrect,un joven,0,0.4,incorrect,[mask],0,0.36,incorrect,a guy,0,0.2,incorrect,maskelli,0,0.31,incorrect,bac,0,0.25,incorrect,[mask],0,0.36,incorrect
"['chuck', 'chuck parson', 'parson']",four-two-two amherst,0,0.31,incorrect,amherst,0,0.46,incorrect,422 amherst,0,0.35,incorrect,yardim,0,0.33,incorrect,amherst,0,0.46,incorrect,amherst,0,0.46,incorrect,amherst,0,0.46,incorrect,amherst,0,0.46,incorrect,amherst,0,0.46,incorrect,yardim,0,0.33,incorrect,amherst,0,0.46,incorrect,amherst,0,0.46,incorrect
['margo'],he,0,0.0,incorrect,she,0,0.0,incorrect,sakine,0,0.18,incorrect,onun,0,0.22,incorrect,co ay,0,0.2,incorrect,duong,0,0.2,incorrect,ella,0,0.22,incorrect,nombresupositorio,0,0.27,incorrect,she,0,0.0,incorrect,onun,0,0.22,incorrect,duong,0,0.2,incorrect,nombresupositorio,0,0.27,incorrect
['margo'],she,0,0.0,incorrect,sharp,0,0.4,incorrect,mask,0,0.44,incorrect,sacak,0,0.2,incorrect,co ay,0,0.2,incorrect,co,0,0.29,incorrect,el ninja,0,0.15,incorrect,farola,0,0.55,incorrect,sharp,0,0.4,incorrect,sacak,0,0.2,incorrect,co,0,0.29,incorrect,farola,0,0.55,incorrect
['margo'],seaworld,0,0.31,incorrect,seaworld,0,0.31,incorrect,seaworld,0,0.31,incorrect,seaworld,0,0.31,incorrect,mask,0,0.44,incorrect,florida,0,0.17,incorrect,seaworld,0,0.31,incorrect,seaworld,0,0.31,incorrect,seaworld,0,0.31,incorrect,seaworld,0,0.31,incorrect,florida,0,0.17,incorrect,seaworld,0,0.31,incorrect
['margo'],she,0,0.0,incorrect,get,0,0.25,incorrect,birisi,0,0.18,incorrect,istanbul,0,0.15,incorrect,nguoi do,0,0.31,incorrect,tho,0,0.25,incorrect,alguien,0,0.33,incorrect,tu,0,0.0,incorrect,get,0,0.25,incorrect,istanbul,0,0.15,incorrect,tho,0,0.25,incorrect,tu,0,0.0,incorrect
['margo'],ninjas,0,0.18,incorrect,i-drive,0,0.17,incorrect,bulvan,0,0.18,incorrect,bulvan,0,0.18,incorrect,ninja,0,0.2,incorrect,i-drive,0,0.17,incorrect,juan,0,0.22,incorrect,international,0,0.22,incorrect,i-drive,0,0.17,incorrect,bulvan,0,0.18,incorrect,i-drive,0,0.17,incorrect,international,0,0.22,incorrect
['margo'],the man,0,0.33,incorrect,noah,0,0.22,incorrect,orange county serifi,0,0.24,incorrect,gorevlisi,0,0.29,incorrect,anh,0,0.25,incorrect,thoi,0,0.22,incorrect,[mask],0,0.36,incorrect,quise,0,0.0,incorrect,noah,0,0.22,incorrect,gorevlisi,0,0.29,incorrect,thoi,0,0.22,incorrect,quise,0,0.0,incorrect
['margo'],she,0,0.0,incorrect,[mask],0,0.36,incorrect,birkac yil once buyuk havuza atlayan adam,0,0.09,incorrect,havuza,0,0.18,incorrect,co em,0,0.2,incorrect,[mask],0,0.36,incorrect,una chica,0,0.14,incorrect,nombrepropio,0,0.35,incorrect,[mask],0,0.36,incorrect,havuza,0,0.18,incorrect,[mask],0,0.36,incorrect,nombrepropio,0,0.35,incorrect
['margo'],she,0,0.0,incorrect,seaworld,0,0.31,incorrect,seaworld,0,0.31,incorrect,seaworld,0,0.31,incorrect,co ay,0,0.2,incorrect,seaworld,0,0.31,incorrect,un conocido,0,0.12,incorrect,seaworld,0,0.31,incorrect,seaworld,0,0.31,incorrect,seaworld,0,0.31,incorrect,seaworld,0,0.31,incorrect,seaworld,0,0.31,incorrect
"['margo', 'roth', 'margo roth spiegelman', 'spiegelman']",name,0,0.22,incorrect,mother,0,0.6,incorrect,maskarasi,0,0.43,incorrect,normal yilan,0,0.42,incorrect,con gai,0,0.29,incorrect,bo,0,0.33,incorrect,[mask],0,0.36,incorrect,[mask],0,0.36,incorrect,mother,0,0.6,incorrect,normal yilan,0,0.42,incorrect,bo,0,0.33,incorrect,[mask],0,0.36,incorrect
['ben'],john,0,0.29,incorrect,brilliant,0,0.33,incorrect,latif,0,0.0,incorrect,kanlanmis,0,0.17,incorrect,nguoi ban sandwich,0,0.19,incorrect,la-tinh,0,0.2,incorrect,juan,0,0.29,incorrect,me,0,0.4,incorrect,brilliant,0,0.33,incorrect,kanlanmis,0,0.17,incorrect,la-tinh,0,0.2,incorrect,me,0,0.4,incorrect
"['margo', 'roth', 'margo roth spiegelman', 'spiegelman']",someone,0,0.35,incorrect,night,0,0.27,incorrect,aynur,0,0.4,incorrect,kim,0,0.31,incorrect,nang,0,0.44,incorrect,dem le,0,0.25,incorrect,el,0,0.33,incorrect,nombresupositorio,0,0.29,incorrect,night,0,0.27,incorrect,kim,0,0.31,incorrect,dem le,0,0.25,incorrect,nombresupositorio,0,0.29,incorrect
['margo'],someone,0,0.33,incorrect,jackass,0,0.17,incorrect,birinin,0,0.17,incorrect,tekrar,0,0.36,incorrect,ho,0,0.29,incorrect,thuong,0,0.18,incorrect,juan,0,0.22,incorrect,instituto,0,0.14,incorrect,jackass,0,0.17,incorrect,tekrar,0,0.36,incorrect,thuong,0,0.18,incorrect,instituto,0,0.14,incorrect
['margo'],but [mask],0,0.27,incorrect,smackdown,0,0.43,incorrect,ama,0,0.5,incorrect,karsi seytan,0,0.24,incorrect,nhan vat,0,0.15,incorrect,han,0,0.25,incorrect,nombre,0,0.36,incorrect,al,0,0.29,incorrect,smackdown,0,0.43,incorrect,karsi seytan,0,0.24,incorrect,han,0,0.25,incorrect,al,0,0.29,incorrect
"['quentin', 'quenti']",look,0,0.0,incorrect,freshmen,0,0.29,incorrect,bak,0,0.0,incorrect,bak,0,0.0,incorrect,nghe,0,0.2,incorrect,rat,0,0.22,incorrect,mira,0,0.2,incorrect,mira,0,0.2,incorrect,freshmen,0,0.29,incorrect,bak,0,0.0,incorrect,rat,0,0.22,incorrect,mira,0,0.2,incorrect
['margo'],balloon,0,0.33,incorrect,jefferson,0,0.29,incorrect,jefiferson park,0,0.2,incorrect,jefiferson,0,0.27,incorrect,co ay,0,0.2,incorrect,jefferson,0,0.29,incorrect,jefferson park,0,0.21,incorrect,jefferson,0,0.29,incorrect,jefferson,0,0.29,incorrect,jefiferson,0,0.27,incorrect,jefferson,0,0.29,incorrect,jefferson,0,0.29,incorrect
"['margo', 'roth', 'margo roth spiegelman', 'spiegelman']",sick,0,0.29,incorrect,monday,0,0.36,incorrect,pazartesiye,0,0.38,incorrect,kadar,0,0.4,incorrect,margo,1,1.0,correct,margo,1,1.0,correct,alguien,0,0.36,incorrect,ni,0,0.17,incorrect,monday,0,0.36,incorrect,kadar,0,0.4,incorrect,margo,1,1.0,correct,ni,0,0.17,incorrect
['margo'],she,0,0.0,incorrect,[mask],0,0.36,incorrect,belki [mask]'nin,0,0.19,incorrect,ozlem,0,0.2,incorrect,co ay,0,0.2,incorrect,[mask] wanted and could i find this out,0,0.14,incorrect,ella,0,0.22,incorrect,mismo,0,0.4,incorrect,[mask],0,0.36,incorrect,ozlem,0,0.2,incorrect,[mask] wanted and could i find this out,0,0.14,incorrect,mismo,0,0.4,incorrect
"['jiminez', 'bay', 'bay jiminez']",mr. smith,0,0.3,incorrect,bell,0,0.29,incorrect,matematige,0,0.38,incorrect,askin,0,0.38,incorrect,thay,0,0.57,incorrect,le,0,0.22,incorrect,senor rodriguez,0,0.31,incorrect,sir,0,0.2,incorrect,bell,0,0.29,incorrect,askin,0,0.38,incorrect,le,0,0.22,incorrect,sir,0,0.2,incorrect
"['starling', 'ben starling', 'ben']",someone,0,0.4,incorrect,spastic,0,0.4,incorrect,maskullar,0,0.35,incorrect,sapan,0,0.46,incorrect,nguyen,0,0.44,incorrect,may,0,0.18,incorrect,alguien,0,0.53,incorrect,vez,0,0.33,incorrect,spastic,0,0.4,incorrect,sapan,0,0.46,incorrect,may,0,0.18,incorrect,vez,0,0.33,incorrect
"['margo', 'marg']",someone like me,0,0.2,incorrect,dad,0,0.29,incorrect,babam,0,0.22,incorrect,babasi,0,0.2,incorrect,nguoi doc,0,0.29,incorrect,tat,0,0.29,incorrect,mi madre,0,0.5,incorrect,compas,0,0.4,incorrect,dad,0,0.29,incorrect,babasi,0,0.2,incorrect,tat,0,0.29,incorrect,compas,0,0.4,incorrect
['margo'],typical susie,0,0.11,incorrect,bedroom,0,0.33,incorrect,basparmagimin tirnagi,0,0.31,incorrect,gulumsemekten,0,0.11,incorrect,co ay,0,0.2,incorrect,[mask],0,0.36,incorrect,[mask],0,0.36,incorrect,no se,0,0.2,incorrect,bedroom,0,0.33,incorrect,gulumsemekten,0,0.11,incorrect,[mask],0,0.36,incorrect,no se,0,0.2,incorrect
['margo'],new york city,0,0.11,incorrect,florida,0,0.17,incorrect,new york,0,0.15,incorrect,florida,0,0.17,incorrect,florida,0,0.17,incorrect,new york,0,0.15,incorrect,nueva york,0,0.27,incorrect,york,0,0.22,incorrect,florida,0,0.17,incorrect,florida,0,0.17,incorrect,new york,0,0.15,incorrect,york,0,0.22,incorrect
"['margo', 'whitman']",the [mask] could be a suicide note.,0,0.19,incorrect,suicide,0,0.14,incorrect,margo,1,1.0,correct,margo,1,1.0,correct,margo,1,1.0,correct,margo,1,1.0,correct,autor,0,0.4,incorrect,[mask],0,0.36,incorrect,suicide,0,0.14,incorrect,margo,1,1.0,correct,margo,1,1.0,correct,[mask],0,0.36,incorrect
['ben'],he,0,0.4,incorrect,it,0,0.0,incorrect,levhaya,0,0.2,incorrect,filmenin,0,0.36,incorrect,no,0,0.4,incorrect,khong,0,0.25,incorrect,el hombre,0,0.33,incorrect,se gira,0,0.2,incorrect,it,0,0.0,incorrect,filmenin,0,0.36,incorrect,khong,0,0.25,incorrect,se gira,0,0.2,incorrect
['margo'],campers,0,0.33,incorrect,campfires,0,0.29,incorrect,kimse,0,0.2,incorrect,cadir,0,0.4,incorrect,nguoi,0,0.4,incorrect,[mask],0,0.36,incorrect,alguien,0,0.33,incorrect,nombre,0,0.36,incorrect,campfires,0,0.29,incorrect,cadir,0,0.4,incorrect,[mask],0,0.36,incorrect,nombre,0,0.36,incorrect
"['margo', 'marg']",mother,0,0.4,incorrect,her,0,0.29,incorrect,toprak,0,0.2,incorrect,zamana,0,0.4,incorrect,co ay,0,0.22,incorrect,dat,0,0.29,incorrect,el,0,0.0,incorrect,el arbol,0,0.46,incorrect,her,0,0.29,incorrect,zamana,0,0.4,incorrect,dat,0,0.29,incorrect,el arbol,0,0.46,incorrect
['margo'],she,0,0.0,incorrect,playground,0,0.4,incorrect,maskat,0,0.36,incorrect,adam,0,0.22,incorrect,co ay,0,0.2,incorrect,ngoi vien,0,0.29,incorrect,ella,0,0.22,incorrect,parque,0,0.36,incorrect,playground,0,0.4,incorrect,adam,0,0.22,incorrect,ngoi vien,0,0.29,incorrect,parque,0,0.36,incorrect
"['margo', 'roth', 'margo roth spiegelman', 'spiegelman']",someone else,0,0.36,incorrect,omnictionarian96,0,0.32,incorrect,ama,0,0.5,incorrect,omnictionarian96,0,0.32,incorrect,co ay,0,0.23,incorrect,q co,0,0.25,incorrect,ella,0,0.43,incorrect,omnictionarian96,0,0.32,incorrect,omnictionarian96,0,0.32,incorrect,omnictionarian96,0,0.32,incorrect,q co,0,0.25,incorrect,omnictionarian96,0,0.32,incorrect
"['mcmahon', 'dennis mcmahon', 'dennis']",john,0,0.36,incorrect,marlboro,0,0.4,incorrect,name,0,0.22,incorrect,marlboro,0,0.4,incorrect,vi tuong,0,0.36,incorrect,sau,0,0.24,incorrect,un tal [mask],0,0.3,incorrect,light marlboro,0,0.36,incorrect,marlboro,0,0.4,incorrect,marlboro,0,0.4,incorrect,sau,0,0.24,incorrect,light marlboro,0,0.36,incorrect
['margo'],she,0,0.0,incorrect,mountain,0,0.31,incorrect,hakyi,0,0.2,incorrect,dew,0,0.0,incorrect,nguoi phu nu,0,0.24,incorrect,mountain,0,0.31,incorrect,juanita,0,0.17,incorrect,dew,0,0.0,incorrect,mountain,0,0.31,incorrect,dew,0,0.0,incorrect,mountain,0,0.31,incorrect,dew,0,0.0,incorrect
['whitman'],name,0,0.18,incorrect,name,0,0.18,incorrect,doksaninci dize civarinda,0,0.19,incorrect,doksaninci bolumu,0,0.17,incorrect,nguyen du,0,0.12,incorrect,cho,0,0.2,incorrect,el poeta,0,0.27,incorrect,el lento,0,0.13,incorrect,name,0,0.18,incorrect,doksaninci bolumu,0,0.17,incorrect,cho,0,0.2,incorrect,el lento,0,0.13,incorrect
['margo'],she,0,0.0,incorrect,beijing,0,0.17,incorrect,jamaika,0,0.33,incorrect,topeka,0,0.18,incorrect,co ay,0,0.2,incorrect,topeka,0,0.18,incorrect,ella,0,0.22,incorrect,namibia,0,0.33,incorrect,beijing,0,0.17,incorrect,topeka,0,0.18,incorrect,topeka,0,0.18,incorrect,namibia,0,0.33,incorrect
['lacey'],she,0,0.25,incorrect,she,0,0.25,incorrect,ayse,0,0.44,incorrect,o,0,0.0,incorrect,margo,0,0.2,incorrect,margo,0,0.2,incorrect,she,0,0.25,incorrect,momento,0,0.17,incorrect,she,0,0.25,incorrect,o,0,0.0,incorrect,margo,0,0.2,incorrect,momento,0,0.17,incorrect
['ben'],someone,0,0.4,incorrect,milwaukee,0,0.17,incorrect,milwaukee,0,0.17,incorrect,milwaukee,0,0.17,incorrect,bom bia,0,0.2,incorrect,milwaukee,0,0.17,incorrect,alguien,0,0.4,incorrect,milwaukee,0,0.17,incorrect,milwaukee,0,0.17,incorrect,milwaukee,0,0.17,incorrect,milwaukee,0,0.17,incorrect,milwaukee,0,0.17,incorrect
['lacey'],ace,0,0.75,correct,ace,0,0.75,correct,as,0,0.29,incorrect,nereden,0,0.17,incorrect,ho,0,0.0,incorrect,gus,0,0.0,incorrect,el,0,0.29,incorrect,no se,0,0.2,incorrect,ace,0,0.75,correct,nereden,0,0.17,incorrect,gus,0,0.0,incorrect,no se,0,0.2,incorrect
['margo'],she,0,0.0,incorrect,she,0,0.0,incorrect,turkiye,0,0.17,incorrect,eden,0,0.0,incorrect,vietnam,0,0.17,incorrect,[mask],0,0.36,incorrect,hierba,0,0.18,incorrect,nombresupositorio,0,0.27,incorrect,she,0,0.0,incorrect,eden,0,0.0,incorrect,[mask],0,0.36,incorrect,nombresupositorio,0,0.27,incorrect
['margo'],she,0,0.0,incorrect,she,0,0.0,incorrect,mask,0,0.44,incorrect,hayir,0,0.4,incorrect,co ay,0,0.2,incorrect,kham,0,0.22,incorrect,juan,0,0.22,incorrect,imposible,0,0.29,incorrect,she,0,0.0,incorrect,hayir,0,0.4,incorrect,kham,0,0.22,incorrect,imposible,0,0.29,incorrect
"['margo roth spiegelma', 'roth', 'margo', 'spiegelman', 'margo roth spiegelman', 'spiegelma']",her,0,0.29,incorrect,her,0,0.29,incorrect,pencereden,0,0.4,incorrect,kenara,0,0.36,incorrect,co ay,0,0.24,incorrect,de,0,0.18,incorrect,ella,0,0.46,incorrect,[mask],0,0.36,incorrect,her,0,0.29,incorrect,kenara,0,0.36,incorrect,de,0,0.18,incorrect,[mask],0,0.36,incorrect
['margo'],her,0,0.25,incorrect,it,0,0.0,incorrect,birlik,0,0.18,incorrect,gun,0,0.25,incorrect,co ay,0,0.2,incorrect,khong,0,0.2,incorrect,ella,0,0.22,incorrect,aquel,0,0.2,incorrect,it,0,0.0,incorrect,gun,0,0.25,incorrect,khong,0,0.2,incorrect,aquel,0,0.2,incorrect
"['margo', 'margo—']",me,0,0.29,incorrect,graduation,0,0.27,incorrect,babam,0,0.2,incorrect,babam,0,0.2,incorrect,conjunction,0,0.12,incorrect,bo,0,0.29,incorrect,universidad,0,0.12,incorrect,mi,0,0.29,incorrect,graduation,0,0.27,incorrect,babam,0,0.2,incorrect,bo,0,0.29,incorrect,mi,0,0.29,incorrect
['margo'],[mask],0,0.36,incorrect,[mask],0,0.36,incorrect,buca,0,0.22,incorrect,hissetti,0,0.0,incorrect,co ay,0,0.2,incorrect,[mask],0,0.36,incorrect,alguien,0,0.33,incorrect,[mask],0,0.36,incorrect,[mask],0,0.36,incorrect,hissetti,0,0.0,incorrect,[mask],0,0.36,incorrect,[mask],0,0.36,incorrect
