Single_ent,yo_results,yo_exact_match,yo_highest_fuzzy_match,yo_correct,yo_shuffled_results,yo_shuffled_exact_match,yo_shuffled_highest_fuzzy_match,yo_shuffled_correct,tn_results,tn_exact_match,tn_highest_fuzzy_match,tn_correct,tn_shuffled_results,tn_shuffled_exact_match,tn_shuffled_highest_fuzzy_match,tn_shuffled_correct,ty_results,ty_exact_match,ty_highest_fuzzy_match,ty_correct,ty_shuffled_results,ty_shuffled_exact_match,ty_shuffled_highest_fuzzy_match,ty_shuffled_correct,mai_results,mai_exact_match,mai_highest_fuzzy_match,mai_correct,mai_shuffled_results,mai_shuffled_exact_match,mai_shuffled_highest_fuzzy_match,mai_shuffled_correct,mg_results,mg_exact_match,mg_highest_fuzzy_match,mg_correct,mg_shuffled_results,mg_shuffled_exact_match,mg_shuffled_highest_fuzzy_match,mg_shuffled_correct,st_shuffled_results,st_shuffled_exact_match,st_shuffled_highest_fuzzy_match,st_shuffled_correct,yo_shuffled_results,yo_shuffled_exact_match,yo_shuffled_highest_fuzzy_match,yo_shuffled_correct,tn_shuffled_results,tn_shuffled_exact_match,tn_shuffled_highest_fuzzy_match,tn_shuffled_correct,ty_shuffled_results,ty_shuffled_exact_match,ty_shuffled_highest_fuzzy_match,ty_shuffled_correct,mai_shuffled_results,mai_shuffled_exact_match,mai_shuffled_highest_fuzzy_match,mai_shuffled_correct,mg_shuffled_results,mg_shuffled_exact_match,mg_shuffled_highest_fuzzy_match,mg_shuffled_correct,en_results,en_exact_match,en_highest_fuzzy_match,en_correct,en_shuffled_results,en_shuffled_exact_match,en_shuffled_highest_fuzzy_match,en_shuffled_correct,tr_results,tr_exact_match,tr_highest_fuzzy_match,tr_correct,tr_shuffled_results,tr_shuffled_exact_match,tr_shuffled_highest_fuzzy_match,tr_shuffled_correct,vi_results,vi_exact_match,vi_highest_fuzzy_match,vi_correct,vi_shuffled_results,vi_shuffled_exact_match,vi_shuffled_highest_fuzzy_match,vi_shuffled_correct,es_results,es_exact_match,es_highest_fuzzy_match,es_correct,es_shuffled_results,es_shuffled_exact_match,es_shuffled_highest_fuzzy_match,es_shuffled_correct,en_shuffled_results,en_shuffled_exact_match,en_shuffled_highest_fuzzy_match,en_shuffled_correct,tr_shuffled_results,tr_shuffled_exact_match,tr_shuffled_highest_fuzzy_match,tr_shuffled_correct,vi_shuffled_results,vi_shuffled_exact_match,vi_shuffled_highest_fuzzy_match,vi_shuffled_correct,es_shuffled_results,es_shuffled_exact_match,es_shuffled_highest_fuzzy_match,es_shuffled_correct
"['elinor', 'elino']",nigba,0,0.2,incorrect,nigba,0,0.2,incorrect,hester,0,0.33,incorrect,ba ka,0,0.0,incorrect,hester,0,0.33,incorrect,hester,0,0.33,incorrect,hester,0,0.33,incorrect,hester,0,0.33,incorrect,madagascar,0,0.12,incorrect,rainier,0,0.46,incorrect,hester,0,0.33,incorrect,nigba,0,0.2,incorrect,ba ka,0,0.0,incorrect,hester,0,0.33,incorrect,hester,0,0.33,incorrect,rainier,0,0.46,incorrect,john,0,0.22,incorrect,mother,0,0.33,incorrect,annesi,0,0.36,incorrect,nese,0,0.22,incorrect,mother,0,0.33,incorrect,hester,0,0.33,incorrect,hester,0,0.33,incorrect,alegre,0,0.33,incorrect,mother,0,0.33,incorrect,nese,0,0.22,incorrect,hester,0,0.33,incorrect,alegre,0,0.33,incorrect
"['john', 'sir john', 'sir']",keresimesi,0,0.31,incorrect,keresimesi,0,0.31,incorrect,keresemose,0,0.22,incorrect,keresemose,0,0.22,incorrect,noela,0,0.22,incorrect,noela,0,0.22,incorrect,john,1,1.0,correct,christmas,0,0.17,incorrect,karazana,0,0.25,incorrect,mandeha,0,0.18,incorrect,phetseng,0,0.33,incorrect,keresimesi,0,0.31,incorrect,keresemose,0,0.22,incorrect,noela,0,0.22,incorrect,christmas,0,0.17,incorrect,mandeha,0,0.18,incorrect,mr. pickwick,0,0.2,incorrect,charles dickens,0,0.26,incorrect,christmas,0,0.17,incorrect,christmas,0,0.17,incorrect,ngai,0,0.29,incorrect,hester,0,0.44,incorrect,john,1,1.0,correct,barton,0,0.43,incorrect,charles dickens,0,0.26,incorrect,christmas,0,0.17,incorrect,hester,0,0.44,incorrect,barton,0,0.43,incorrect
"['mariann', 'marianne']",hester,0,0.15,incorrect,olufemi,0,0.29,incorrect,mme,0,0.36,incorrect,hester,0,0.15,incorrect,hester,0,0.15,incorrect,hester,0,0.15,incorrect,hester,0,0.15,incorrect,hester,0,0.15,incorrect,hendry,0,0.15,incorrect,ary,0,0.4,incorrect,moses,0,0.31,incorrect,olufemi,0,0.29,incorrect,hester,0,0.15,incorrect,hester,0,0.15,incorrect,hester,0,0.15,incorrect,ary,0,0.4,incorrect,mr. darcy,0,0.38,incorrect,he,0,0.2,incorrect,hester,0,0.15,incorrect,hester,0,0.15,incorrect,nguyen,0,0.31,incorrect,hester,0,0.15,incorrect,miguel,0,0.43,incorrect,miguel,0,0.43,incorrect,he,0,0.2,incorrect,hester,0,0.15,incorrect,hester,0,0.15,incorrect,miguel,0,0.43,incorrect
"['marianne', 'marianne—']",john,0,0.17,incorrect,ifeoma,0,0.29,incorrect,hester,0,0.14,incorrect,le botlhale,0,0.21,incorrect,hester,0,0.14,incorrect,hester,0,0.14,incorrect,hester,0,0.14,incorrect,hester,0,0.14,incorrect,hester,0,0.14,incorrect,ampio,0,0.31,incorrect,hester,0,0.14,incorrect,ifeoma,0,0.29,incorrect,le botlhale,0,0.21,incorrect,hester,0,0.14,incorrect,hester,0,0.14,incorrect,ampio,0,0.31,incorrect,cecilia,0,0.27,incorrect,hester,0,0.14,incorrect,hester,0,0.14,incorrect,hester,0,0.14,incorrect,vietnamese,0,0.33,incorrect,them,0,0.17,incorrect,moliere,0,0.4,incorrect,hester,0,0.14,incorrect,hester,0,0.14,incorrect,hester,0,0.14,incorrect,them,0,0.17,incorrect,hester,0,0.14,incorrect
['elinor'],hester,0,0.33,incorrect,fun,0,0.22,incorrect,hester,0,0.33,incorrect,jalo,0,0.4,incorrect,hester,0,0.33,incorrect,no,0,0.5,incorrect,hester,0,0.33,incorrect,hester,0,0.33,incorrect,ary,0,0.22,incorrect,ary,0,0.22,incorrect,bakeng,0,0.33,incorrect,fun,0,0.22,incorrect,jalo,0,0.4,incorrect,no,0,0.5,incorrect,hester,0,0.33,incorrect,ary,0,0.22,incorrect,hester,0,0.33,incorrect,hester,0,0.33,incorrect,hester,0,0.33,incorrect,hester,0,0.33,incorrect,hester,0,0.33,incorrect,hester,0,0.33,incorrect,ana,0,0.22,incorrect,hester,0,0.33,incorrect,hester,0,0.33,incorrect,hester,0,0.33,incorrect,hester,0,0.33,incorrect,hester,0,0.33,incorrect
"['albay', 'albay brandon', 'brandon']",colonel,0,0.3,incorrect,colonel,0,0.3,incorrect,morago,0,0.46,incorrect,morago,0,0.46,incorrect,colonel,0,0.3,incorrect,colonel,0,0.3,incorrect,colonel,0,0.3,incorrect,kornelia,0,0.31,incorrect,kolonely,0,0.31,incorrect,nisy,0,0.22,incorrect,ha hoseng,0,0.38,incorrect,colonel,0,0.3,incorrect,morago,0,0.46,incorrect,colonel,0,0.3,incorrect,kornelia,0,0.31,incorrect,nisy,0,0.22,incorrect,colonel,0,0.3,incorrect,colonel,0,0.3,incorrect,hester,0,0.15,incorrect,kahvalti,0,0.31,incorrect,dai ta,0,0.36,incorrect,co,0,0.22,incorrect,colonel,0,0.3,incorrect,colonel,0,0.3,incorrect,colonel,0,0.3,incorrect,kahvalti,0,0.31,incorrect,co,0,0.22,incorrect,colonel,0,0.3,incorrect
"['elinor', 'elino']",hester,0,0.33,incorrect,ninu,0,0.44,incorrect,gonne,0,0.2,incorrect,mme rona tshwanetse,0,0.17,incorrect,hester,0,0.33,incorrect,aita'tu,0,0.17,incorrect,hester,0,0.33,incorrect,hester,0,0.33,incorrect,hendry,0,0.5,incorrect,hendry,0,0.5,incorrect,etsoe,0,0.4,incorrect,ninu,0,0.44,incorrect,mme rona tshwanetse,0,0.17,incorrect,aita'tu,0,0.17,incorrect,hester,0,0.33,incorrect,hendry,0,0.5,incorrect,we,0,0.29,incorrect,hester,0,0.33,incorrect,hester,0,0.33,incorrect,hester,0,0.33,incorrect,chi,0,0.25,incorrect,chi,0,0.25,incorrect,hester,0,0.33,incorrect,hester,0,0.33,incorrect,hester,0,0.33,incorrect,hester,0,0.33,incorrect,chi,0,0.25,incorrect,hester,0,0.33,incorrect
['elinor'],john,0,0.2,incorrect,ko,0,0.25,incorrect,hester,0,0.33,incorrect,ke,0,0.25,incorrect,hester,0,0.33,incorrect,hester,0,0.33,incorrect,hester,0,0.33,incorrect,hester,0,0.33,incorrect,hester,0,0.33,incorrect,efa,0,0.22,incorrect,ke,0,0.25,incorrect,ko,0,0.25,incorrect,ke,0,0.25,incorrect,hester,0,0.33,incorrect,hester,0,0.33,incorrect,efa,0,0.22,incorrect,he,0,0.25,incorrect,he,0,0.25,incorrect,hester,0,0.33,incorrect,hester,0,0.33,incorrect,mother,0,0.33,incorrect,me,0,0.25,incorrect,juan,0,0.2,incorrect,hester,0,0.33,incorrect,he,0,0.25,incorrect,hester,0,0.33,incorrect,me,0,0.25,incorrect,hester,0,0.33,incorrect
['willoughby'],hester,0,0.12,incorrect,ogbonna,0,0.35,incorrect,sephiri,0,0.12,incorrect,hester,0,0.12,incorrect,hester,0,0.12,incorrect,tera,0,0.0,incorrect,hester,0,0.12,incorrect,hester,0,0.12,incorrect,hester,0,0.12,incorrect,saingy,0,0.38,incorrect,lekunutu,0,0.22,incorrect,ogbonna,0,0.35,incorrect,hester,0,0.12,incorrect,tera,0,0.0,incorrect,hester,0,0.12,incorrect,saingy,0,0.38,incorrect,hester,0,0.12,incorrect,hester,0,0.12,incorrect,hester,0,0.12,incorrect,hester,0,0.12,incorrect,mom,0,0.15,incorrect,hester,0,0.12,incorrect,[mask],0,0.0,incorrect,maria,0,0.13,incorrect,hester,0,0.12,incorrect,hester,0,0.12,incorrect,hester,0,0.12,incorrect,maria,0,0.13,incorrect
['elinor'],hester,0,0.33,incorrect,abraham,0,0.15,incorrect,mme,0,0.22,incorrect,mme,0,0.22,incorrect,hester,0,0.33,incorrect,hester,0,0.33,incorrect,hester,0,0.33,incorrect,hester,0,0.33,incorrect,hester,0,0.33,incorrect,miaiky,0,0.17,incorrect,empa,0,0.2,incorrect,abraham,0,0.15,incorrect,mme,0,0.22,incorrect,hester,0,0.33,incorrect,hester,0,0.33,incorrect,miaiky,0,0.17,incorrect,mr. darcy,0,0.13,incorrect,hester,0,0.33,incorrect,hester,0,0.33,incorrect,hester,0,0.33,incorrect,con,0,0.22,incorrect,hester,0,0.33,incorrect,[mask],0,0.0,incorrect,diego,0,0.36,incorrect,hester,0,0.33,incorrect,hester,0,0.33,incorrect,hester,0,0.33,incorrect,diego,0,0.36,incorrect
"['willoughb', 'willoughby']",hester,0,0.13,incorrect,hester,0,0.13,incorrect,tshepo,0,0.13,incorrect,hester,0,0.13,incorrect,hester,0,0.13,incorrect,hester,0,0.13,incorrect,hester,0,0.13,incorrect,hester,0,0.13,incorrect,hester,0,0.13,incorrect,heverinao,0,0.22,incorrect,na pakeng na tsa o ho,0,0.13,incorrect,hester,0,0.13,incorrect,hester,0,0.13,incorrect,hester,0,0.13,incorrect,hester,0,0.13,incorrect,heverinao,0,0.22,incorrect,hester,0,0.13,incorrect,hester,0,0.13,incorrect,hester,0,0.13,incorrect,hester,0,0.13,incorrect,em,0,0.0,incorrect,hester,0,0.13,incorrect,hester,0,0.13,incorrect,hester,0,0.13,incorrect,hester,0,0.13,incorrect,hester,0,0.13,incorrect,hester,0,0.13,incorrect,hester,0,0.13,incorrect
['willoughby'],mozart,0,0.12,incorrect,mozart,0,0.12,incorrect,"mme re tshwanetse ra re, [mask] le fa go ntse jalo, go ne go na le boammaaruri jo bogolo go feta mo tumelong ya rona ya gompieno.",0,0.1,incorrect,gantsi,0,0.12,incorrect,hester,0,0.12,incorrect,hester,0,0.12,incorrect,hester,0,0.12,incorrect,pianoforte,0,0.2,incorrect,chopin,0,0.12,incorrect,nilalao,0,0.47,incorrect,hangata,0,0.12,incorrect,mozart,0,0.12,incorrect,gantsi,0,0.12,incorrect,hester,0,0.12,incorrect,pianoforte,0,0.2,incorrect,nilalao,0,0.47,incorrect,arthur,0,0.12,incorrect,emily,0,0.4,incorrect,hester,0,0.12,incorrect,hester,0,0.12,incorrect,hester,0,0.12,incorrect,co,0,0.17,incorrect,arthur,0,0.12,incorrect,maria,0,0.13,incorrect,emily,0,0.4,incorrect,hester,0,0.12,incorrect,co,0,0.17,incorrect,maria,0,0.13,incorrect
['marianne'],hester,0,0.14,incorrect,nini,0,0.33,incorrect,matshidiso,0,0.33,incorrect,mo,0,0.2,incorrect,hester,0,0.14,incorrect,tau,0,0.18,incorrect,angrej,0,0.43,incorrect,hester,0,0.14,incorrect,ary,0,0.36,incorrect,nisy,0,0.17,incorrect,ka,0,0.2,incorrect,nini,0,0.33,incorrect,mo,0,0.2,incorrect,tau,0,0.18,incorrect,hester,0,0.14,incorrect,nisy,0,0.17,incorrect,the gentleman,0,0.29,incorrect,him,0,0.18,incorrect,kral,0,0.33,incorrect,beyefendi,0,0.12,incorrect,nelson,0,0.29,incorrect,hester,0,0.14,incorrect,juan,0,0.33,incorrect,don quijote,0,0.21,incorrect,him,0,0.18,incorrect,beyefendi,0,0.12,incorrect,hester,0,0.14,incorrect,don quijote,0,0.21,incorrect
"['marianne', 'marianne—']",hester,0,0.14,incorrect,nini,0,0.33,incorrect,mme tshwanetse,0,0.36,incorrect,jaanong,0,0.53,incorrect,hester,0,0.14,incorrect,hester,0,0.14,incorrect,hester,0,0.14,incorrect,hester,0,0.14,incorrect,hester,0,0.14,incorrect,raisina,0,0.4,incorrect,hester,0,0.14,incorrect,nini,0,0.33,incorrect,jaanong,0,0.53,incorrect,hester,0,0.14,incorrect,hester,0,0.14,incorrect,raisina,0,0.4,incorrect,[mask],0,0.29,incorrect,hester,0,0.14,incorrect,hester,0,0.14,incorrect,hester,0,0.14,incorrect,hester,0,0.14,incorrect,hester,0,0.14,incorrect,[mask],0,0.29,incorrect,venus,0,0.15,incorrect,hester,0,0.14,incorrect,hester,0,0.14,incorrect,hester,0,0.14,incorrect,venus,0,0.15,incorrect
"['elinor', 'edward']",hester,0,0.33,incorrect,abraham,0,0.31,incorrect,hester,0,0.33,incorrect,hester,0,0.33,incorrect,hester,0,0.33,incorrect,hester,0,0.33,incorrect,hester,0,0.33,incorrect,hester,0,0.33,incorrect,hester,0,0.33,incorrect,tezitra,0,0.46,incorrect,empa,0,0.4,incorrect,abraham,0,0.31,incorrect,hester,0,0.33,incorrect,hester,0,0.33,incorrect,hester,0,0.33,incorrect,tezitra,0,0.46,incorrect,mr. bellingham,0,0.4,incorrect,mr.**,0,0.18,incorrect,marianne,0,0.29,incorrect,elinor,1,1.0,correct,thai,0,0.2,incorrect,co thai,0,0.15,incorrect,hester,0,0.33,incorrect,maria,0,0.36,incorrect,mr.**,0,0.18,incorrect,elinor,1,1.0,correct,co thai,0,0.15,incorrect,maria,0,0.36,incorrect
['elinor'],hester,0,0.33,incorrect,boya,0,0.2,incorrect,"mme re tshwanetse ra re, [mask] le fa go ntse jalo, go ne go na le boammaaruri jo bogolo go feta mo tumelong ya rona ya gompieno.",0,0.07,incorrect,khumo,0,0.18,incorrect,hester,0,0.33,incorrect,peneia'e,0,0.29,incorrect,hester,0,0.33,incorrect,hester,0,0.33,incorrect,ary,0,0.22,incorrect,avia,0,0.2,incorrect,mme,0,0.22,incorrect,boya,0,0.2,incorrect,khumo,0,0.18,incorrect,peneia'e,0,0.29,incorrect,hester,0,0.33,incorrect,avia,0,0.2,incorrect,your,0,0.4,incorrect,hester,0,0.33,incorrect,hester,0,0.33,incorrect,hester,0,0.33,incorrect,hester,0,0.33,incorrect,em,0,0.25,incorrect,hester,0,0.33,incorrect,hester,0,0.33,incorrect,hester,0,0.33,incorrect,hester,0,0.33,incorrect,em,0,0.25,incorrect,hester,0,0.33,incorrect
