Single_ent,en_masked_results,en_masked_exact_match,en_masked_highest_fuzzy_match,en_masked_correct,en_masked_shuffled_results,en_masked_shuffled_exact_match,en_masked_shuffled_highest_fuzzy_match,en_masked_shuffled_correct,en_masked_shuffled_results,en_masked_shuffled_exact_match,en_masked_shuffled_highest_fuzzy_match,en_masked_shuffled_correct
['sarah'],my sister,0,0.29,incorrect,vienna,0,0.18,incorrect,vienna,0,0.18,incorrect
['mcdonald'],twinkies,0,0.12,incorrect,scarlett,0,0.38,incorrect,scarlett,0,0.38,incorrect
['brad'],rocky,0,0.22,incorrect,holden,0,0.2,incorrect,holden,0,0.2,incorrect
['maddy'],she,0,0.0,incorrect,emily,0,0.4,incorrect,emily,0,0.4,incorrect
['emma'],carlos,0,0.2,incorrect,guadalajara,0,0.13,incorrect,guadalajara,0,0.13,incorrect
['maddy'],john,0,0.0,incorrect,they,0,0.22,incorrect,they,0,0.22,incorrect
['maddy'],she,0,0.0,incorrect,minnesota,0,0.29,incorrect,minnesota,0,0.29,incorrect
['maddy'],heidi,0,0.2,incorrect,white,0,0.0,incorrect,white,0,0.0,incorrect
['maddy'],she,0,0.0,incorrect,marble,0,0.36,incorrect,marble,0,0.36,incorrect
['maddy'],john,0,0.0,incorrect,emily,0,0.4,incorrect,emily,0,0.4,incorrect
['jeff'],jason,0,0.22,incorrect,god,0,0.0,incorrect,god,0,0.0,incorrect
['emma'],edward,0,0.4,incorrect,elizabeth,0,0.31,incorrect,elizabeth,0,0.31,incorrect
['maddy'],paul,0,0.22,incorrect,facebook,0,0.15,incorrect,facebook,0,0.15,incorrect
['maddy'],he,0,0.0,incorrect,keurig,0,0.0,incorrect,keurig,0,0.0,incorrect
['maddy'],he,0,0.0,incorrect,neutral,0,0.17,incorrect,neutral,0,0.17,incorrect
['maddy'],she,0,0.0,incorrect,andrea,0,0.36,incorrect,andrea,0,0.36,incorrect
['maddy'],she,0,0.0,incorrect,mark,0,0.44,incorrect,mark,0,0.44,incorrect
['mack'],toyota,0,0.2,incorrect,emily,0,0.22,incorrect,emily,0,0.22,incorrect
['maddy'],jessica,0,0.17,incorrect,emily,0,0.4,incorrect,emily,0,0.4,incorrect
['brad'],max,0,0.29,incorrect,emily,0,0.0,incorrect,emily,0,0.0,incorrect
['benny'],he,0,0.29,incorrect,elizabeth,0,0.29,incorrect,elizabeth,0,0.29,incorrect
['jane'],john,0,0.5,incorrect,john,0,0.5,incorrect,john,0,0.5,incorrect
['jane'],she,0,0.29,incorrect,whiskers,0,0.17,incorrect,whiskers,0,0.17,incorrect
['brad'],max,0,0.29,incorrect,john,0,0.0,incorrect,john,0,0.0,incorrect
['maddy'],john,0,0.0,incorrect,jessica,0,0.17,incorrect,jessica,0,0.17,incorrect
['maddy'],he,0,0.0,incorrect,agatha,0,0.18,incorrect,agatha,0,0.18,incorrect
['emma'],coach,0,0.22,incorrect,coach,0,0.22,incorrect,coach,0,0.22,incorrect
['maddy'],scarlett,0,0.15,incorrect,scarlett,0,0.15,incorrect,scarlett,0,0.15,incorrect
['emma'],amber,0,0.22,incorrect,amber,0,0.22,incorrect,amber,0,0.22,incorrect
['emma'],emily,0,0.44,incorrect,uber,0,0.25,incorrect,uber,0,0.25,incorrect
['maddy'],lucas,0,0.2,incorrect,joey,0,0.22,incorrect,joey,0,0.22,incorrect
['maddy'],scarlett,0,0.15,incorrect,godzilla,0,0.15,incorrect,godzilla,0,0.15,incorrect
['maddy'],scarlett,0,0.15,incorrect,robinson crusoe,0,0.0,incorrect,robinson crusoe,0,0.0,incorrect
['brad'],john,0,0.0,incorrect,max,0,0.29,incorrect,max,0,0.29,incorrect
['maddy'],he,0,0.0,incorrect,john,0,0.0,incorrect,john,0,0.0,incorrect
['maddy'],julia,0,0.2,incorrect,julie,0,0.0,incorrect,julie,0,0.0,incorrect
['maddy'],emily,0,0.4,incorrect,calliope,0,0.15,incorrect,calliope,0,0.15,incorrect
['maddy'],christian,0,0.14,incorrect,david,0,0.4,incorrect,david,0,0.4,incorrect
['amber'],he,0,0.29,incorrect,emily,0,0.2,incorrect,emily,0,0.2,incorrect
['amber'],mom,0,0.25,incorrect,nonna,0,0.2,incorrect,nonna,0,0.2,incorrect
['maddy'],she,0,0.0,incorrect,she,0,0.0,incorrect,she,0,0.0,incorrect
['amber'],the grim reaper,0,0.3,incorrect,god,0,0.0,incorrect,god,0,0.0,incorrect
['brad'],john,0,0.0,incorrect,disneyland,0,0.29,incorrect,disneyland,0,0.29,incorrect
['brad'],he,0,0.0,incorrect,emily,0,0.0,incorrect,emily,0,0.0,incorrect
['maddy'],tris,0,0.0,incorrect,god,0,0.25,incorrect,god,0,0.25,incorrect
['rasmussen'],dr. miranda,0,0.3,incorrect,pyxis,0,0.14,incorrect,pyxis,0,0.14,incorrect
['amber'],my wife,0,0.33,incorrect,john,0,0.0,incorrect,john,0,0.0,incorrect
['maddy'],he,0,0.0,incorrect,jack,0,0.22,incorrect,jack,0,0.22,incorrect
['maddy'],april,0,0.2,incorrect,carrie,0,0.18,incorrect,carrie,0,0.18,incorrect
['maddy'],mom,0,0.25,incorrect,emily,0,0.4,incorrect,emily,0,0.4,incorrect
['maddy'],julia,0,0.2,incorrect,god,0,0.25,incorrect,god,0,0.25,incorrect
['maddy'],mom,0,0.25,incorrect,tris,0,0.0,incorrect,tris,0,0.0,incorrect
['maddy'],garrett,0,0.17,incorrect,heathcliff,0,0.13,incorrect,heathcliff,0,0.13,incorrect
['maddy'],justin,0,0.0,incorrect,justin,0,0.0,incorrect,justin,0,0.0,incorrect
['celeste'],monica,0,0.15,incorrect,tom,0,0.2,incorrect,tom,0,0.2,incorrect
['maddy'],dad,0,0.5,incorrect,charlie,0,0.17,incorrect,charlie,0,0.17,incorrect
['emma'],laurell,0,0.18,incorrect,emily,0,0.44,incorrect,emily,0,0.44,incorrect
['emma'],she,0,0.29,incorrect,emily,0,0.44,incorrect,emily,0,0.44,incorrect
['maddy'],she,0,0.0,incorrect,emily,0,0.4,incorrect,emily,0,0.4,incorrect
['maddy'],he,0,0.0,incorrect,god,0,0.25,incorrect,god,0,0.25,incorrect
['amber'],edward,0,0.36,incorrect,emily,0,0.2,incorrect,emily,0,0.2,incorrect
['emma'],charlie,0,0.18,incorrect,emily,0,0.44,incorrect,emily,0,0.44,incorrect
['emma'],she,0,0.29,incorrect,mom,0,0.57,incorrect,mom,0,0.57,incorrect
['brad'],she,0,0.0,incorrect,god,0,0.29,incorrect,god,0,0.29,incorrect
"['trader joe', 'trader', 'joe']",trader joe,1,1.0,correct,walmart,0,0.31,incorrect,walmart,0,0.31,incorrect
['brad'],dean,0,0.25,incorrect,peen,0,0.0,incorrect,peen,0,0.0,incorrect
['brad'],edward,0,0.4,incorrect,edward,0,0.4,incorrect,edward,0,0.4,incorrect
['benny'],julia,0,0.0,incorrect,john,0,0.22,incorrect,john,0,0.22,incorrect
['emma'],emily,0,0.44,incorrect,emily,0,0.44,incorrect,emily,0,0.44,incorrect
['maddy'],emily,0,0.4,incorrect,emily,0,0.4,incorrect,emily,0,0.4,incorrect
['emma'],she,0,0.29,incorrect,emily,0,0.44,incorrect,emily,0,0.44,incorrect
['patrón'],chanel,0,0.33,incorrect,adam,0,0.2,incorrect,adam,0,0.2,incorrect
"['cooney', 'george', 'george cooney']",rocky,0,0.36,incorrect,rocky,0,0.36,incorrect,rocky,0,0.36,incorrect
['emma'],augustus,0,0.17,incorrect,emily,0,0.44,incorrect,emily,0,0.44,incorrect
['emma'],erin,0,0.25,incorrect,erin,0,0.25,incorrect,erin,0,0.25,incorrect
['maddy'],dad,0,0.5,incorrect,emily,0,0.4,incorrect,emily,0,0.4,incorrect
['emma'],edward,0,0.4,incorrect,emily,0,0.44,incorrect,emily,0,0.44,incorrect
['emma'],poppy,0,0.0,incorrect,paris,0,0.22,incorrect,paris,0,0.22,incorrect
['brad'],joe biden,0,0.31,incorrect,god,0,0.29,incorrect,god,0,0.29,incorrect
['jane'],grandma,0,0.36,incorrect,harry,0,0.22,incorrect,harry,0,0.22,incorrect
['maddy'],she,0,0.0,incorrect,john,0,0.0,incorrect,john,0,0.0,incorrect
['sarah'],tris,0,0.22,incorrect,jason,0,0.2,incorrect,jason,0,0.2,incorrect
['maddy'],yours,0,0.2,incorrect,disney,0,0.36,incorrect,disney,0,0.36,incorrect
['maddy'],emily,0,0.4,incorrect,emily,0,0.4,incorrect,emily,0,0.4,incorrect
['maddy'],chelsea,0,0.17,incorrect,chelsea,0,0.17,incorrect,chelsea,0,0.17,incorrect
['maddy'],julia,0,0.2,incorrect,god,0,0.25,incorrect,god,0,0.25,incorrect
['emma'],lucas,0,0.22,incorrect,john,0,0.0,incorrect,john,0,0.0,incorrect
['maddy'],edward,0,0.36,incorrect,edward,0,0.36,incorrect,edward,0,0.36,incorrect
['maddy'],christian,0,0.14,incorrect,edward,0,0.36,incorrect,edward,0,0.36,incorrect
['maddy'],emily,0,0.4,incorrect,steve,0,0.0,incorrect,steve,0,0.0,incorrect
['maddy'],george,0,0.0,incorrect,deli,0,0.22,incorrect,deli,0,0.22,incorrect
['amber'],she,0,0.25,incorrect,emily,0,0.2,incorrect,emily,0,0.2,incorrect
['amber'],she,0,0.25,incorrect,she,0,0.25,incorrect,she,0,0.25,incorrect
['maddy'],myra,0,0.44,incorrect,elizabeth,0,0.14,incorrect,elizabeth,0,0.14,incorrect
['maddy'],shay,0,0.44,incorrect,emily,0,0.4,incorrect,emily,0,0.4,incorrect
['maddy'],emily,0,0.4,incorrect,vegetarian,0,0.13,incorrect,vegetarian,0,0.13,incorrect
['alex'],max,0,0.57,incorrect,edward,0,0.2,incorrect,edward,0,0.2,incorrect
['sarah'],emma,0,0.22,incorrect,greg,0,0.22,incorrect,greg,0,0.22,incorrect
['emma'],scarlett,0,0.17,incorrect,shmuel,0,0.2,incorrect,shmuel,0,0.2,incorrect
['sarah'],charlie,0,0.33,incorrect,emily,0,0.0,incorrect,emily,0,0.0,incorrect
['sarah'],jessica,0,0.33,incorrect,justin,0,0.18,incorrect,justin,0,0.18,incorrect
['sarah'],estella,0,0.33,incorrect,caroline,0,0.31,incorrect,caroline,0,0.31,incorrect
['emma'],mom,0,0.57,incorrect,emily,0,0.44,incorrect,emily,0,0.44,incorrect
['emma'],emily,0,0.44,incorrect,michael,0,0.36,incorrect,michael,0,0.36,incorrect
['emma'],jack,0,0.25,incorrect,harbor,0,0.2,incorrect,harbor,0,0.2,incorrect
['amber'],arizona,0,0.33,incorrect,dr. smith,0,0.14,incorrect,dr. smith,0,0.14,incorrect
['amber'],she,0,0.25,incorrect,caroline,0,0.31,incorrect,caroline,0,0.31,incorrect
['amber'],she,0,0.25,incorrect,edward,0,0.36,incorrect,edward,0,0.36,incorrect
['amber'],you,0,0.0,incorrect,maynard,0,0.33,incorrect,maynard,0,0.33,incorrect
['maddy'],mike,0,0.22,incorrect,emma,0,0.44,incorrect,emma,0,0.44,incorrect
['maddy'],neil,0,0.0,incorrect,emma,0,0.44,incorrect,emma,0,0.44,incorrect
['emma'],she,0,0.29,incorrect,elizabeth,0,0.31,incorrect,elizabeth,0,0.31,incorrect
['maddy'],olivia,0,0.18,incorrect,emily,0,0.4,incorrect,emily,0,0.4,incorrect
['emma'],phoebe,0,0.2,incorrect,robinson crusoe,0,0.11,incorrect,robinson crusoe,0,0.11,incorrect
['emma'],jack,0,0.25,incorrect,john,0,0.0,incorrect,john,0,0.0,incorrect
['emma'],she,0,0.29,incorrect,hefty,0,0.22,incorrect,hefty,0,0.22,incorrect
['jacob'],dr. smith,0,0.0,incorrect,emily,0,0.0,incorrect,emily,0,0.0,incorrect
['maddy'],dad,0,0.5,incorrect,mom,0,0.25,incorrect,mom,0,0.25,incorrect
['maddy'],michael,0,0.33,incorrect,george,0,0.0,incorrect,george,0,0.0,incorrect
['maddy'],me,0,0.29,incorrect,john,0,0.0,incorrect,john,0,0.0,incorrect
['emma'],she,0,0.29,incorrect,elizabeth,0,0.31,incorrect,elizabeth,0,0.31,incorrect
['maddy'],hardin,0,0.36,incorrect,emily,0,0.4,incorrect,emily,0,0.4,incorrect
['maddy'],she,0,0.0,incorrect,cartier,0,0.17,incorrect,cartier,0,0.17,incorrect
['emma'],emily,0,0.44,incorrect,charlie,0,0.18,incorrect,charlie,0,0.18,incorrect
['maddy'],lucien,0,0.0,incorrect,october,0,0.0,incorrect,october,0,0.0,incorrect
['alex'],she,0,0.29,incorrect,uber,0,0.25,incorrect,uber,0,0.25,incorrect
['alex'],jessie,0,0.2,incorrect,christian,0,0.15,incorrect,christian,0,0.15,incorrect
['maddy'],my mom,0,0.36,incorrect,heathcliff,0,0.13,incorrect,heathcliff,0,0.13,incorrect
['alex'],harry,0,0.22,incorrect,tom,0,0.0,incorrect,tom,0,0.0,incorrect
['emma'],emily,0,0.44,incorrect,she,0,0.29,incorrect,she,0,0.29,incorrect
['emma'],augustus,0,0.17,incorrect,emily,0,0.44,incorrect,emily,0,0.44,incorrect
['emma'],amber,0,0.22,incorrect,amber,0,0.22,incorrect,amber,0,0.22,incorrect
['emma'],sheila,0,0.4,incorrect,emily,0,0.44,incorrect,emily,0,0.44,incorrect
['emma'],brittany,0,0.17,incorrect,britney,0,0.18,incorrect,britney,0,0.18,incorrect
['emma'],her,0,0.29,incorrect,emily,0,0.44,incorrect,emily,0,0.44,incorrect
['maddy'],heather,0,0.17,incorrect,mom,0,0.25,incorrect,mom,0,0.25,incorrect
['amber'],her,0,0.5,incorrect,emma,0,0.22,incorrect,emma,0,0.22,incorrect
['sarah'],emily,0,0.0,incorrect,mom,0,0.0,incorrect,mom,0,0.0,incorrect
['alex'],max,0,0.57,incorrect,john,0,0.0,incorrect,john,0,0.0,incorrect
['amber'],mom,0,0.25,incorrect,heidi,0,0.2,incorrect,heidi,0,0.2,incorrect
['amber'],elizabeth,0,0.43,incorrect,christ,0,0.18,incorrect,christ,0,0.18,incorrect
['amber'],mom,0,0.25,incorrect,emily,0,0.2,incorrect,emily,0,0.2,incorrect
['maddy'],emily,0,0.4,incorrect,emma,0,0.44,incorrect,emma,0,0.44,incorrect
['emma'],estella,0,0.36,incorrect,estella,0,0.36,incorrect,estella,0,0.36,incorrect
['amber'],lexi,0,0.22,incorrect,lexi,0,0.22,incorrect,lexi,0,0.22,incorrect
['emma'],emily,0,0.44,incorrect,emily,0,0.44,incorrect,emily,0,0.44,incorrect
['emma'],epictetus,0,0.15,incorrect,god,0,0.0,incorrect,god,0,0.0,incorrect
['amber'],he,0,0.29,incorrect,scarlett,0,0.31,incorrect,scarlett,0,0.31,incorrect
['amber'],dr. smith,0,0.14,incorrect,emily,0,0.2,incorrect,emily,0,0.2,incorrect
['maddy'],he,0,0.0,incorrect,emma,0,0.44,incorrect,emma,0,0.44,incorrect
['emma'],augustus,0,0.17,incorrect,edward,0,0.4,incorrect,edward,0,0.4,incorrect
['maddy'],dr. smith,0,0.14,incorrect,harry,0,0.4,incorrect,harry,0,0.4,incorrect
['amber'],odysseus,0,0.15,incorrect,elizabeth,0,0.43,incorrect,elizabeth,0,0.43,incorrect
['maddy'],wakan,0,0.2,incorrect,wakan,0,0.2,incorrect,wakan,0,0.2,incorrect
['maddy'],augustus,0,0.15,incorrect,harper,0,0.18,incorrect,harper,0,0.18,incorrect
['amber'],britney,0,0.33,incorrect,britney,0,0.33,incorrect,britney,0,0.33,incorrect
['maddy'],her mother,0,0.13,incorrect,emily,0,0.4,incorrect,emily,0,0.4,incorrect
['maddy'],john,0,0.0,incorrect,march,0,0.4,incorrect,march,0,0.4,incorrect
['sarah'],my mom,0,0.0,incorrect,elvis,0,0.2,incorrect,elvis,0,0.2,incorrect
['sarah'],my daughter,0,0.25,incorrect,emily,0,0.0,incorrect,emily,0,0.0,incorrect
['sarah'],clary,0,0.4,incorrect,emma,0,0.22,incorrect,emma,0,0.22,incorrect
['sarah'],emily,0,0.0,incorrect,butterburger,0,0.12,incorrect,butterburger,0,0.12,incorrect
['alex'],he,0,0.33,incorrect,van,0,0.29,incorrect,van,0,0.29,incorrect
['sarah'],lexi,0,0.0,incorrect,emily,0,0.0,incorrect,emily,0,0.0,incorrect
['emma'],dad,0,0.29,incorrect,chelsea,0,0.36,incorrect,chelsea,0,0.36,incorrect
['emma'],he,0,0.33,incorrect,edward,0,0.4,incorrect,edward,0,0.4,incorrect
['emma'],she,0,0.29,incorrect,eve,0,0.29,incorrect,eve,0,0.29,incorrect
['alex'],january,0,0.18,incorrect,brother,0,0.18,incorrect,brother,0,0.18,incorrect
['emma'],christian,0,0.15,incorrect,marie,0,0.44,incorrect,marie,0,0.44,incorrect
['sarah'],emily,0,0.0,incorrect,emily,0,0.0,incorrect,emily,0,0.0,incorrect
['emma'],girl,0,0.0,incorrect,emily,0,0.44,incorrect,emily,0,0.44,incorrect
['sarah'],cam,0,0.25,incorrect,edward,0,0.36,incorrect,edward,0,0.36,incorrect
['sarah'],instagram,0,0.57,incorrect,minneapolis,0,0.12,incorrect,minneapolis,0,0.12,incorrect
['maddy'],ellie,0,0.0,incorrect,emily,0,0.4,incorrect,emily,0,0.4,incorrect
['doug'],john,0,0.25,incorrect,king,0,0.25,incorrect,king,0,0.25,incorrect
