Single_ent,en_masked_results,en_masked_exact_match,en_masked_highest_fuzzy_match,en_masked_correct,en_masked_shuffled_results,en_masked_shuffled_exact_match,en_masked_shuffled_highest_fuzzy_match,en_masked_shuffled_correct,en_masked_shuffled_results,en_masked_shuffled_exact_match,en_masked_shuffled_highest_fuzzy_match,en_masked_shuffled_correct
['bud'],vienna,0,0.0,incorrect,thoreau,0,0.2,incorrect,thoreau,0,0.2,incorrect
['butch'],jed clampett,0,0.12,incorrect,jed,0,0.0,incorrect,jed,0,0.0,incorrect
['butch'],emily,0,0.0,incorrect,emily,0,0.0,incorrect,emily,0,0.0,incorrect
['butch'],stephen king,0,0.24,incorrect,steve,0,0.2,incorrect,steve,0,0.2,incorrect
['butch'],mom,0,0.0,incorrect,jack,0,0.22,incorrect,jack,0,0.22,incorrect
['butch'],charlie,0,0.33,incorrect,tom,0,0.25,incorrect,tom,0,0.25,incorrect
['butch'],jack,0,0.22,incorrect,emily,0,0.0,incorrect,emily,0,0.0,incorrect
['butch'],he,0,0.29,incorrect,carrie,0,0.18,incorrect,carrie,0,0.18,incorrect
['butch'],he,0,0.29,incorrect,harry,0,0.2,incorrect,harry,0,0.2,incorrect
['butch'],edward,0,0.0,incorrect,heathcliff,0,0.27,incorrect,heathcliff,0,0.27,incorrect
['butch'],john,0,0.22,incorrect,emily,0,0.0,incorrect,emily,0,0.0,incorrect
['butch'],he,0,0.29,incorrect,estella,0,0.17,incorrect,estella,0,0.17,incorrect
['butch'],emily,0,0.0,incorrect,twenty,0,0.18,incorrect,twenty,0,0.18,incorrect
['butch'],he,0,0.29,incorrect,joey,0,0.0,incorrect,joey,0,0.0,incorrect
['butch'],thad,0,0.44,incorrect,emily,0,0.0,incorrect,emily,0,0.0,incorrect
['butch'],clarisse,0,0.15,incorrect,dracula,0,0.17,incorrect,dracula,0,0.17,incorrect
['butch'],he,0,0.29,incorrect,he,0,0.29,incorrect,he,0,0.29,incorrect
['butch'],stephenie,0,0.29,incorrect,john,0,0.22,incorrect,john,0,0.22,incorrect
['butch'],sam,0,0.0,incorrect,rockefeller,0,0.12,incorrect,rockefeller,0,0.12,incorrect
['bud'],coke,0,0.0,incorrect,stephen king,0,0.0,incorrect,stephen king,0,0.0,incorrect
['ylla'],harry,0,0.22,incorrect,montresor,0,0.0,incorrect,montresor,0,0.0,incorrect
['yella'],wolfe,0,0.2,incorrect,heathcliff,0,0.27,incorrect,heathcliff,0,0.27,incorrect
['butch'],jack,0,0.22,incorrect,thich quang duc,0,0.3,incorrect,thich quang duc,0,0.3,incorrect
['ylla'],leia,0,0.5,incorrect,august,0,0.2,incorrect,august,0,0.2,incorrect
['butch'],he,0,0.29,incorrect,godot,0,0.2,incorrect,godot,0,0.2,incorrect
['butch'],bill,0,0.22,incorrect,heathcliff,0,0.27,incorrect,heathcliff,0,0.27,incorrect
['butch'],mike,0,0.0,incorrect,harry,0,0.2,incorrect,harry,0,0.2,incorrect
['butch'],he,0,0.29,incorrect,walt,0,0.22,incorrect,walt,0,0.22,incorrect
['butch'],watson,0,0.18,incorrect,harry,0,0.2,incorrect,harry,0,0.2,incorrect
['butch'],bob,0,0.25,incorrect,thoreau,0,0.33,incorrect,thoreau,0,0.33,incorrect
['ylla'],mike,0,0.0,incorrect,horatio,0,0.18,incorrect,horatio,0,0.18,incorrect
['jack'],abraham,0,0.18,incorrect,zeus,0,0.0,incorrect,zeus,0,0.0,incorrect
['butch'],uncle,0,0.4,incorrect,lucy,0,0.44,incorrect,lucy,0,0.44,incorrect
['pop'],john,0,0.29,incorrect,lovecraft,0,0.17,incorrect,lovecraft,0,0.17,incorrect
"['butch', 'uncle butch', 'uncle']",grandma,0,0.17,incorrect,michael,0,0.33,incorrect,michael,0,0.33,incorrect
['susan'],my wife,0,0.0,incorrect,castle,0,0.18,incorrect,castle,0,0.18,incorrect
"['mark', 'carmody', 'mark carmody']",stephen king,0,0.12,incorrect,james,0,0.33,incorrect,james,0,0.33,incorrect
['stanhope'],grimes,0,0.14,incorrect,beethoven,0,0.47,incorrect,beethoven,0,0.47,incorrect
"['joan', 'jett', 'joan jett']",jimmy page,0,0.32,incorrect,beethoven,0,0.31,incorrect,beethoven,0,0.31,incorrect
"['albert ammons', 'albert', 'ammons']",albert ammons,1,1.0,correct,boogie,0,0.33,incorrect,boogie,0,0.33,incorrect
['jack'],jack,1,1.0,correct,bill,0,0.0,incorrect,bill,0,0.0,incorrect
['randy'],bill,0,0.0,incorrect,john,0,0.22,incorrect,john,0,0.22,incorrect
['jack'],jack,1,1.0,correct,adam,0,0.25,incorrect,adam,0,0.25,incorrect
['randy'],malcolm,0,0.17,incorrect,grant,0,0.6,incorrect,grant,0,0.6,incorrect
['ralph'],winnie,0,0.0,incorrect,john,0,0.22,incorrect,john,0,0.22,incorrect
['brown'],harvard,0,0.17,incorrect,john,0,0.44,incorrect,john,0,0.44,incorrect
['james'],grandfather,0,0.25,incorrect,grandfather,0,0.25,incorrect,grandfather,0,0.25,incorrect
['rox'],god,0,0.33,incorrect,scarlett,0,0.18,incorrect,scarlett,0,0.18,incorrect
['danny'],harry,0,0.4,incorrect,charlie,0,0.17,incorrect,charlie,0,0.17,incorrect
['danny'],thad,0,0.22,incorrect,county,0,0.36,incorrect,county,0,0.36,incorrect
['danny'],charlie,0,0.17,incorrect,heathcliff,0,0.13,incorrect,heathcliff,0,0.13,incorrect
['danny'],jack,0,0.22,incorrect,macbeth,0,0.17,incorrect,macbeth,0,0.17,incorrect
['danny'],thad,0,0.22,incorrect,united states,0,0.22,incorrect,united states,0,0.22,incorrect
['danny'],he,0,0.0,incorrect,jack,0,0.22,incorrect,jack,0,0.22,incorrect
['danny'],texaco,0,0.18,incorrect,texaco,0,0.18,incorrect,texaco,0,0.18,incorrect
['danny'],thad,0,0.22,incorrect,colorado,0,0.15,incorrect,colorado,0,0.15,incorrect
['danny'],wilder,0,0.18,incorrect,wilder,0,0.18,incorrect,wilder,0,0.18,incorrect
['danny'],bill,0,0.0,incorrect,august,0,0.18,incorrect,august,0,0.18,incorrect
['jesse'],malik,0,0.0,incorrect,michael,0,0.17,incorrect,michael,0,0.17,incorrect
['pat'],mr. brown,0,0.0,incorrect,john,0,0.0,incorrect,john,0,0.0,incorrect
"['jesse jackson', 'jackson', 'jesse']",wilder,0,0.18,incorrect,wilder,0,0.18,incorrect,wilder,0,0.18,incorrect
['danny'],thad,0,0.22,incorrect,texaco,0,0.18,incorrect,texaco,0,0.18,incorrect
['danny'],eddie,0,0.2,incorrect,simon,0,0.2,incorrect,simon,0,0.2,incorrect
['danny'],joe,0,0.0,incorrect,emily,0,0.2,incorrect,emily,0,0.2,incorrect
['danny'],her mother,0,0.0,incorrect,franklin,0,0.46,incorrect,franklin,0,0.46,incorrect
['danny'],jack,0,0.22,incorrect,james,0,0.2,incorrect,james,0,0.2,incorrect
['danny'],wilder,0,0.18,incorrect,wilder,0,0.18,incorrect,wilder,0,0.18,incorrect
['becky'],wilma,0,0.0,incorrect,toyota,0,0.18,incorrect,toyota,0,0.18,incorrect
['gunnel'],wichita,0,0.0,incorrect,walmart,0,0.15,incorrect,walmart,0,0.15,incorrect
['danny'],jack,0,0.22,incorrect,jack,0,0.22,incorrect,jack,0,0.22,incorrect
['danny'],thad,0,0.22,incorrect,macomber,0,0.15,incorrect,macomber,0,0.15,incorrect
['danny'],john,0,0.22,incorrect,john,0,0.22,incorrect,john,0,0.22,incorrect
['danny'],thad,0,0.22,incorrect,jack,0,0.22,incorrect,jack,0,0.22,incorrect
['danny'],jack,0,0.22,incorrect,jack,0,0.22,incorrect,jack,0,0.22,incorrect
['danny'],he,0,0.0,incorrect,rocky,0,0.2,incorrect,rocky,0,0.2,incorrect
['danny'],thad,0,0.22,incorrect,jack,0,0.22,incorrect,jack,0,0.22,incorrect
['thompson'],belleville,0,0.0,incorrect,tracfone,0,0.38,incorrect,tracfone,0,0.38,incorrect
['danny'],jack,0,0.22,incorrect,visa,0,0.22,incorrect,visa,0,0.22,incorrect
['danny'],john,0,0.22,incorrect,walter,0,0.18,incorrect,walter,0,0.18,incorrect
['danny'],john,0,0.22,incorrect,john,0,0.22,incorrect,john,0,0.22,incorrect
['danny'],he,0,0.0,incorrect,wilder,0,0.18,incorrect,wilder,0,0.18,incorrect
['danny'],bill,0,0.0,incorrect,salina,0,0.36,incorrect,salina,0,0.36,incorrect
['becky'],martha,0,0.0,incorrect,emily,0,0.4,incorrect,emily,0,0.4,incorrect
['pete'],bob,0,0.0,incorrect,jane doe,0,0.33,incorrect,jane doe,0,0.33,incorrect
['danny'],lucas,0,0.2,incorrect,john,0,0.22,incorrect,john,0,0.22,incorrect
['danny'],adam,0,0.44,incorrect,brittany phillips,0,0.27,incorrect,brittany phillips,0,0.27,incorrect
['danny'],reacher,0,0.17,incorrect,john,0,0.22,incorrect,john,0,0.22,incorrect
['danny'],mr. d,0,0.2,incorrect,delillo,0,0.17,incorrect,delillo,0,0.17,incorrect
['danny'],hodges,0,0.18,incorrect,john,0,0.22,incorrect,john,0,0.22,incorrect
['danny'],jack,0,0.22,incorrect,john,0,0.22,incorrect,john,0,0.22,incorrect
['danny'],ricky,0,0.2,incorrect,god,0,0.25,incorrect,god,0,0.25,incorrect
['danny'],lyra,0,0.22,incorrect,marlow,0,0.18,incorrect,marlow,0,0.18,incorrect
['danny'],john,0,0.22,incorrect,john,0,0.22,incorrect,john,0,0.22,incorrect
['jalbert'],reacher,0,0.43,incorrect,john,0,0.18,incorrect,john,0,0.18,incorrect
['danny'],johnny,0,0.55,incorrect,john,0,0.22,incorrect,john,0,0.22,incorrect
['danny'],he,0,0.0,incorrect,hamlet,0,0.18,incorrect,hamlet,0,0.18,incorrect
['jalbert'],mr. hallorann,0,0.3,incorrect,danny,0,0.17,incorrect,danny,0,0.17,incorrect
['jalbert'],shawn,0,0.17,incorrect,professor x,0,0.22,incorrect,professor x,0,0.22,incorrect
['jalbert'],lucas,0,0.17,incorrect,john,0,0.18,incorrect,john,0,0.18,incorrect
['danny'],manitou,0,0.33,incorrect,manitou,0,0.33,incorrect,manitou,0,0.33,incorrect
['jalbert'],christian,0,0.25,incorrect,edward,0,0.31,incorrect,edward,0,0.31,incorrect
['jalbert'],dr. nick,0,0.13,incorrect,max,0,0.2,incorrect,max,0,0.2,incorrect
['danny'],dean,0,0.67,incorrect,hamlet,0,0.18,incorrect,hamlet,0,0.18,incorrect
['jalbert'],ray,0,0.2,incorrect,emily,0,0.17,incorrect,emily,0,0.17,incorrect
['gunnel'],veronica,0,0.14,incorrect,chicago,0,0.15,incorrect,chicago,0,0.15,incorrect
['danny'],john,0,0.22,incorrect,jason,0,0.4,incorrect,jason,0,0.4,incorrect
['danny'],jack,0,0.22,incorrect,holden,0,0.36,incorrect,holden,0,0.36,incorrect
['danny'],jack,0,0.22,incorrect,wichita,0,0.17,incorrect,wichita,0,0.17,incorrect
['becky'],earl,0,0.22,incorrect,rock,0,0.44,incorrect,rock,0,0.44,incorrect
['jalbert'],walt,0,0.55,incorrect,scott,0,0.17,incorrect,scott,0,0.17,incorrect
['jalbert'],wicker,0,0.31,incorrect,wicker,0,0.31,incorrect,wicker,0,0.31,incorrect
['beck'],stephanie,0,0.15,incorrect,shane,0,0.22,incorrect,shane,0,0.22,incorrect
"['darla jean', 'jean', 'darla']",dj,0,0.33,incorrect,scarlett,0,0.46,incorrect,scarlett,0,0.46,incorrect
['danny'],jack,0,0.22,incorrect,god,0,0.25,incorrect,god,0,0.25,incorrect
['jalbert'],christopher,0,0.22,incorrect,he,0,0.22,incorrect,he,0,0.22,incorrect
['gunnel'],las vegas,0,0.13,incorrect,john,0,0.2,incorrect,john,0,0.2,incorrect
['jalbert'],lucas,0,0.17,incorrect,travis,0,0.15,incorrect,travis,0,0.15,incorrect
['jalbert'],john,0,0.18,incorrect,john,0,0.18,incorrect,john,0,0.18,incorrect
['jalbert'],jack,0,0.36,incorrect,bill,0,0.18,incorrect,bill,0,0.18,incorrect
['jalbert'],bill,0,0.18,incorrect,sharice,0,0.29,incorrect,sharice,0,0.29,incorrect
"['q', 'john', 'john q']",joe,0,0.57,incorrect,travis,0,0.0,incorrect,travis,0,0.0,incorrect
['danny'],officer,0,0.0,incorrect,officer,0,0.0,incorrect,officer,0,0.0,incorrect
['danny'],john,0,0.22,incorrect,joe,0,0.0,incorrect,joe,0,0.0,incorrect
['jalbert'],atticus,0,0.29,incorrect,heathcliff,0,0.24,incorrect,heathcliff,0,0.24,incorrect
['danny'],john,0,0.22,incorrect,officer,0,0.0,incorrect,officer,0,0.0,incorrect
['ball'],amos burton,0,0.13,incorrect,inspector,0,0.0,incorrect,inspector,0,0.0,incorrect
['ball'],lucas,0,0.22,incorrect,john,0,0.0,incorrect,john,0,0.0,incorrect
['ball'],lucas,0,0.22,incorrect,john,0,0.0,incorrect,john,0,0.0,incorrect
['danny'],john,0,0.22,incorrect,john,0,0.22,incorrect,john,0,0.22,incorrect
['ball'],dr. lee,0,0.18,incorrect,john,0,0.0,incorrect,john,0,0.0,incorrect
['danny'],john,0,0.22,incorrect,toyota,0,0.18,incorrect,toyota,0,0.18,incorrect
['danny'],lucas,0,0.2,incorrect,shawn,0,0.4,incorrect,shawn,0,0.4,incorrect
['danny'],john,0,0.22,incorrect,emily,0,0.2,incorrect,emily,0,0.2,incorrect
['danny'],john,0,0.22,incorrect,john,0,0.22,incorrect,john,0,0.22,incorrect
['danny'],he,0,0.0,incorrect,it,0,0.0,incorrect,it,0,0.0,incorrect
['jalbert'],jack,0,0.36,incorrect,danny,0,0.17,incorrect,danny,0,0.17,incorrect
['danny'],adnan,0,0.6,incorrect,charlie,0,0.17,incorrect,charlie,0,0.17,incorrect
['ball'],temple,0,0.2,incorrect,jesus,0,0.0,incorrect,jesus,0,0.0,incorrect
['ella'],emily,0,0.44,incorrect,emily,0,0.44,incorrect,emily,0,0.44,incorrect
['danny'],lucas,0,0.2,incorrect,lucy,0,0.22,incorrect,lucy,0,0.22,incorrect
['jalbert'],jack,0,0.36,incorrect,hot pockets,0,0.22,incorrect,hot pockets,0,0.22,incorrect
['jesse'],john,0,0.22,incorrect,lincoln,0,0.0,incorrect,lincoln,0,0.0,incorrect
['pat'],jimmy,0,0.0,incorrect,harry,0,0.25,incorrect,harry,0,0.25,incorrect
['jesse'],lucas,0,0.2,incorrect,jack,0,0.22,incorrect,jack,0,0.22,incorrect
['pat'],forrest gump,0,0.13,incorrect,john,0,0.0,incorrect,john,0,0.0,incorrect
['sarah'],lucas,0,0.2,incorrect,usa today,0,0.43,incorrect,usa today,0,0.43,incorrect
"['susan', 'susan eggers', 'eggers']",john smith,0,0.27,incorrect,john,0,0.22,incorrect,john,0,0.22,incorrect
['danny'],hal,0,0.25,incorrect,tom,0,0.0,incorrect,tom,0,0.0,incorrect
['danny'],harry,0,0.4,incorrect,trump,0,0.0,incorrect,trump,0,0.0,incorrect
['danny'],jack,0,0.22,incorrect,john,0,0.22,incorrect,john,0,0.22,incorrect
['danny'],john,0,0.22,incorrect,phillips,0,0.0,incorrect,phillips,0,0.0,incorrect
"['susan', 'susan eggers', 'eggers']",wilder,0,0.33,incorrect,wilder,0,0.33,incorrect,wilder,0,0.33,incorrect
"['jesse jackson', 'jackson', 'jesse']",jimmy,0,0.2,incorrect,whs,0,0.25,incorrect,whs,0,0.25,incorrect
['danny'],whs,0,0.0,incorrect,whs,0,0.0,incorrect,whs,0,0.0,incorrect
['jalbert'],joe,0,0.4,incorrect,god,0,0.0,incorrect,god,0,0.0,incorrect
['yvonne'],marple,0,0.17,incorrect,heathcliff,0,0.12,incorrect,heathcliff,0,0.12,incorrect
['danny'],jalbert,0,0.17,incorrect,lucas,0,0.2,incorrect,lucas,0,0.2,incorrect
['jalbert'],jack,0,0.36,incorrect,jeffrey,0,0.43,incorrect,jeffrey,0,0.43,incorrect
['danny'],tom,0,0.0,incorrect,john,0,0.22,incorrect,john,0,0.22,incorrect
['danny'],john,0,0.22,incorrect,holden,0,0.36,incorrect,holden,0,0.36,incorrect
['danny'],monica,0,0.18,incorrect,emily,0,0.2,incorrect,emily,0,0.2,incorrect
['can'],he,0,0.0,incorrect,john,0,0.29,incorrect,john,0,0.29,incorrect
['danny'],adam,0,0.44,incorrect,harry,0,0.4,incorrect,harry,0,0.4,incorrect
"['frank', 'jalbert', 'frank jalbert']",god,0,0.0,incorrect,scarlett,0,0.53,incorrect,scarlett,0,0.53,incorrect
['danny'],lucas,0,0.2,incorrect,obama,0,0.2,incorrect,obama,0,0.2,incorrect
['danny'],banny,0,0.8,correct,bo-banny,0,0.62,incorrect,bo-banny,0,0.62,incorrect
['frank'],karma,0,0.4,incorrect,adam,0,0.22,incorrect,adam,0,0.22,incorrect
['jalbert'],hodges,0,0.15,incorrect,dennis rader,0,0.32,incorrect,dennis rader,0,0.32,incorrect
['jalbert'],monty,0,0.17,incorrect,heathcliff,0,0.24,incorrect,heathcliff,0,0.24,incorrect
['calten'],holden,0,0.5,incorrect,john,0,0.2,incorrect,john,0,0.2,incorrect
['calten'],shaw,0,0.2,incorrect,kherson,0,0.31,incorrect,kherson,0,0.31,incorrect
['jalbert'],jack,0,0.36,incorrect,john,0,0.18,incorrect,john,0,0.18,incorrect
['jalbert'],jack,0,0.36,incorrect,dickens,0,0.14,incorrect,dickens,0,0.14,incorrect
['calten'],wilkinson,0,0.27,incorrect,john,0,0.2,incorrect,john,0,0.2,incorrect
['danny'],thad,0,0.22,incorrect,casey,0,0.4,incorrect,casey,0,0.4,incorrect
['danny'],jack,0,0.22,incorrect,john,0,0.22,incorrect,john,0,0.22,incorrect
['danny'],augustus,0,0.15,incorrect,dean,0,0.67,incorrect,dean,0,0.67,incorrect
['jalbert'],marshall,0,0.27,incorrect,emily,0,0.17,incorrect,emily,0,0.17,incorrect
['danny'],david,0,0.4,incorrect,hamlet,0,0.18,incorrect,hamlet,0,0.18,incorrect
['jalbert'],john,0,0.18,incorrect,man,0,0.2,incorrect,man,0,0.2,incorrect
['danny'],don,0,0.5,incorrect,hamlet,0,0.18,incorrect,hamlet,0,0.18,incorrect
['danny'],lucas,0,0.2,incorrect,jalbert,0,0.17,incorrect,jalbert,0,0.17,incorrect
['danny'],lucas,0,0.2,incorrect,he,0,0.0,incorrect,he,0,0.0,incorrect
['jalbert'],walter,0,0.62,incorrect,john,0,0.18,incorrect,john,0,0.18,incorrect
['danny'],christian,0,0.29,incorrect,holden,0,0.36,incorrect,holden,0,0.36,incorrect
['danny'],thad,0,0.22,incorrect,john,0,0.22,incorrect,john,0,0.22,incorrect
['danny'],walter,0,0.18,incorrect,manitou,0,0.33,incorrect,manitou,0,0.33,incorrect
['danny'],harry,0,0.4,incorrect,martha,0,0.18,incorrect,martha,0,0.18,incorrect
"['uncle red', 'red', 'uncle']",ball,0,0.22,incorrect,lucas,0,0.4,incorrect,lucas,0,0.4,incorrect
['danny'],jack,0,0.22,incorrect,emily,0,0.2,incorrect,emily,0,0.2,incorrect
['danny'],stephen king,0,0.24,incorrect,stephen,0,0.17,incorrect,stephen,0,0.17,incorrect
['jalbert'],john,0,0.18,incorrect,victor,0,0.15,incorrect,victor,0,0.15,incorrect
['jalbert'],thoreau,0,0.14,incorrect,stiles,0,0.31,incorrect,stiles,0,0.31,incorrect
['jalbert'],jack,0,0.36,incorrect,john,0,0.18,incorrect,john,0,0.18,incorrect
['jalbert'],jack,0,0.36,incorrect,denver,0,0.31,incorrect,denver,0,0.31,incorrect
['jalbert'],jack,0,0.36,incorrect,pyramus,0,0.14,incorrect,pyramus,0,0.14,incorrect
['jalbert'],arthur,0,0.46,incorrect,god,0,0.0,incorrect,god,0,0.0,incorrect
['jalbert'],john,0,0.18,incorrect,windsor,0,0.14,incorrect,windsor,0,0.14,incorrect
['jalbert'],christian,0,0.25,incorrect,raymond,0,0.14,incorrect,raymond,0,0.14,incorrect
['jalbert'],rebus,0,0.17,incorrect,inspector,0,0.25,incorrect,inspector,0,0.25,incorrect
['yvonne'],emily,0,0.18,incorrect,mr. woodhouse,0,0.21,incorrect,mr. woodhouse,0,0.21,incorrect
['yvonne'],emily,0,0.18,incorrect,tom,0,0.22,incorrect,tom,0,0.22,incorrect
"['beer', 'beer pong', 'pong']",god,0,0.29,incorrect,emma,0,0.25,incorrect,emma,0,0.25,incorrect
['danny'],mr. givens,0,0.13,incorrect,john,0,0.22,incorrect,john,0,0.22,incorrect
['danny'],jesse,0,0.0,incorrect,jesse,0,0.0,incorrect,jesse,0,0.0,incorrect
['jesse'],brandon,0,0.0,incorrect,john,0,0.22,incorrect,john,0,0.22,incorrect
['jesse'],tom,0,0.0,incorrect,abraham,0,0.0,incorrect,abraham,0,0.0,incorrect
['jalbert'],temperance,0,0.24,incorrect,emma,0,0.18,incorrect,emma,0,0.18,incorrect
['danny'],john,0,0.22,incorrect,emma,0,0.22,incorrect,emma,0,0.22,incorrect
['danny'],jonah,0,0.2,incorrect,longmont,0,0.31,incorrect,longmont,0,0.31,incorrect
['yvonne'],scarlett,0,0.14,incorrect,jesus,0,0.18,incorrect,jesus,0,0.18,incorrect
['jalbert'],wilder,0,0.46,incorrect,wilder,0,0.46,incorrect,wilder,0,0.46,incorrect
['danny'],walter,0,0.18,incorrect,april,0,0.2,incorrect,april,0,0.2,incorrect
['andersson'],woodward,0,0.24,incorrect,john,0,0.31,incorrect,john,0,0.31,incorrect
['danny'],jack,0,0.22,incorrect,jack,0,0.22,incorrect,jack,0,0.22,incorrect
['ma'],mom,0,0.4,incorrect,shay,0,0.33,incorrect,shay,0,0.33,incorrect
['danny'],he,0,0.0,incorrect,julia,0,0.2,incorrect,julia,0,0.2,incorrect
['danny'],he,0,0.0,incorrect,clark kent,0,0.27,incorrect,clark kent,0,0.27,incorrect
['ma'],martha,0,0.5,incorrect,emily,0,0.29,incorrect,emily,0,0.29,incorrect
['andersson'],dean,0,0.46,incorrect,highway,0,0.12,incorrect,highway,0,0.12,incorrect
"['lumber', 'wolf lumber', 'wolf']",inspector,0,0.27,incorrect,inspector,0,0.27,incorrect,inspector,0,0.27,incorrect
['shakespeare'],jesus,0,0.25,incorrect,cloud,0,0.0,incorrect,cloud,0,0.0,incorrect
['andersson'],tom,0,0.17,incorrect,sam,0,0.17,incorrect,sam,0,0.17,incorrect
