Single_ent,en_results,en_exact_match,en_highest_fuzzy_match,en_correct,en_shuffled_results,en_shuffled_exact_match,en_shuffled_highest_fuzzy_match,en_shuffled_correct,tr_results,tr_exact_match,tr_highest_fuzzy_match,tr_correct,tr_shuffled_results,tr_shuffled_exact_match,tr_shuffled_highest_fuzzy_match,tr_shuffled_correct,vi_results,vi_exact_match,vi_highest_fuzzy_match,vi_correct,vi_shuffled_results,vi_shuffled_exact_match,vi_shuffled_highest_fuzzy_match,vi_shuffled_correct,es_results,es_exact_match,es_highest_fuzzy_match,es_correct,es_shuffled_results,es_shuffled_exact_match,es_shuffled_highest_fuzzy_match,es_shuffled_correct,en_shuffled_results,en_shuffled_exact_match,en_shuffled_highest_fuzzy_match,en_shuffled_correct,tr_shuffled_results,tr_shuffled_exact_match,tr_shuffled_highest_fuzzy_match,tr_shuffled_correct,vi_shuffled_results,vi_shuffled_exact_match,vi_shuffled_highest_fuzzy_match,vi_shuffled_correct,es_shuffled_results,es_shuffled_exact_match,es_shuffled_highest_fuzzy_match,es_shuffled_correct
['margo'],jess,0,0.0,incorrect,jane,0,0.22,incorrect,ihsan,0,0.2,incorrect,yilmaz,0,0.36,incorrect,do,0,0.29,incorrect,chuyen,0,0.0,incorrect,emily,0,0.2,incorrect,madrid,0,0.55,incorrect,jane,0,0.22,incorrect,yilmaz,0,0.36,incorrect,chuyen,0,0.0,incorrect,madrid,0,0.55,incorrect
['margo'],jess,0,0.0,incorrect,emily,0,0.2,incorrect,sey,0,0.0,incorrect,rumi,0,0.22,incorrect,phai,0,0.22,incorrect,phan,0,0.22,incorrect,julieta,0,0.17,incorrect,amigo,0,0.6,incorrect,emily,0,0.2,incorrect,rumi,0,0.22,incorrect,phan,0,0.22,incorrect,amigo,0,0.6,incorrect
['margo'],sophie,0,0.18,incorrect,jane,0,0.22,incorrect,john,0,0.22,incorrect,kontaga,0,0.33,incorrect,emily,0,0.2,incorrect,dien,0,0.0,incorrect,jenny,0,0.0,incorrect,jane,0,0.22,incorrect,jane,0,0.22,incorrect,kontaga,0,0.33,incorrect,dien,0,0.0,incorrect,jane,0,0.22,incorrect
['margo'],nat,0,0.25,incorrect,cliff,0,0.0,incorrect,dogru,0,0.2,incorrect,elever,0,0.18,incorrect,7-eleven,0,0.0,incorrect,7-eleven,0,0.0,incorrect,7-eleven,0,0.0,incorrect,7-eleven,0,0.0,incorrect,cliff,0,0.0,incorrect,elever,0,0.18,incorrect,7-eleven,0,0.0,incorrect,7-eleven,0,0.0,incorrect
['margo'],lyra,0,0.22,incorrect,worthington,0,0.38,incorrect,worthington,0,0.38,incorrect,worthington,0,0.38,incorrect,phoebe,0,0.18,incorrect,worthington,0,0.38,incorrect,frank,0,0.2,incorrect,worthington,0,0.38,incorrect,worthington,0,0.38,incorrect,worthington,0,0.38,incorrect,worthington,0,0.38,incorrect,worthington,0,0.38,incorrect
['jase'],jean,0,0.5,incorrect,scarlett,0,0.33,incorrect,tom,0,0.0,incorrect,geri,0,0.25,incorrect,do,0,0.0,incorrect,chi,0,0.0,incorrect,carrie,0,0.4,incorrect,crees,0,0.22,incorrect,scarlett,0,0.33,incorrect,geri,0,0.25,incorrect,chi,0,0.0,incorrect,crees,0,0.22,incorrect
['margo'],hermione,0,0.31,incorrect,jane,0,0.22,incorrect,arthur,0,0.36,incorrect,telefon,0,0.17,incorrect,the nay se kho hon day,0,0.15,incorrect,chi,0,0.0,incorrect,holmes,0,0.18,incorrect,llave,0,0.2,incorrect,jane,0,0.22,incorrect,telefon,0,0.17,incorrect,chi,0,0.0,incorrect,llave,0,0.2,incorrect
['margo'],jess,0,0.0,incorrect,jefferson,0,0.29,incorrect,emily,0,0.2,incorrect,jefferson,0,0.29,incorrect,ngoc,0,0.44,incorrect,jefferson,0,0.29,incorrect,jess,0,0.0,incorrect,jefferson,0,0.29,incorrect,jefferson,0,0.29,incorrect,jefferson,0,0.29,incorrect,jefferson,0,0.29,incorrect,jefferson,0,0.29,incorrect
"['margo', 'marg']",jess,0,0.0,incorrect,chillingworth,0,0.22,incorrect,emily,0,0.22,incorrect,yasemin,0,0.18,incorrect,minh,0,0.25,incorrect,chung,0,0.22,incorrect,emily,0,0.22,incorrect,emma,0,0.5,incorrect,chillingworth,0,0.22,incorrect,yasemin,0,0.18,incorrect,chung,0,0.22,incorrect,emma,0,0.5,incorrect
"['parson', 'chuck', 'chuck parson']",prince,0,0.5,incorrect,crown,0,0.55,incorrect,crown,0,0.55,incorrect,harvard,0,0.32,incorrect,crown,0,0.55,incorrect,dao,0,0.44,incorrect,crown,0,0.55,incorrect,crown,0,0.55,incorrect,crown,0,0.55,incorrect,harvard,0,0.32,incorrect,dao,0,0.44,incorrect,crown,0,0.55,incorrect
['margo'],jess,0,0.0,incorrect,the,0,0.0,incorrect,john,0,0.22,incorrect,yusuf,0,0.0,incorrect,nguyen,0,0.18,incorrect,chung,0,0.2,incorrect,jane,0,0.22,incorrect,lea,0,0.25,incorrect,the,0,0.0,incorrect,yusuf,0,0.0,incorrect,chung,0,0.2,incorrect,lea,0,0.25,incorrect
['margo'],david,0,0.2,incorrect,chloe,0,0.2,incorrect,john,0,0.22,incorrect,almayer,0,0.5,incorrect,dau,0,0.25,incorrect,phuong,0,0.18,incorrect,la ventana,0,0.13,incorrect,oruga,0,0.4,incorrect,chloe,0,0.2,incorrect,almayer,0,0.5,incorrect,phuong,0,0.18,incorrect,oruga,0,0.4,incorrect
"['chuck parso', 'chuck', 'parso', 'chuck parson', 'parson']",dracula,0,0.33,incorrect,abel,0,0.22,incorrect,dracula,0,0.33,incorrect,odasi,0,0.4,incorrect,ong,0,0.44,incorrect,dan,0,0.44,incorrect,robinson,0,0.57,incorrect,abuelo,0,0.36,incorrect,abel,0,0.22,incorrect,odasi,0,0.4,incorrect,dan,0,0.44,incorrect,abuelo,0,0.36,incorrect
"['parson', 'chuck', 'chuck parson']",amherst,0,0.46,incorrect,massachusetts,0,0.33,incorrect,edgar allan poe,0,0.29,incorrect,amherst,0,0.46,incorrect,amherst,0,0.46,incorrect,amherst,0,0.46,incorrect,colson,0,0.5,incorrect,amherst,0,0.46,incorrect,massachusetts,0,0.33,incorrect,amherst,0,0.46,incorrect,amherst,0,0.46,incorrect,amherst,0,0.46,incorrect
['margo'],jess,0,0.0,incorrect,heidi,0,0.0,incorrect,arthur,0,0.36,incorrect,sey,0,0.0,incorrect,emily,0,0.2,incorrect,phuong,0,0.18,incorrect,ella,0,0.22,incorrect,esperanza,0,0.14,incorrect,heidi,0,0.0,incorrect,sey,0,0.0,incorrect,phuong,0,0.18,incorrect,esperanza,0,0.14,incorrect
['margo'],nat,0,0.25,incorrect,harley,0,0.36,incorrect,jack,0,0.22,incorrect,ninjasin,0,0.15,incorrect,yumi,0,0.22,incorrect,yamato,0,0.55,incorrect,yui,0,0.0,incorrect,farola,0,0.55,incorrect,harley,0,0.36,incorrect,ninjasin,0,0.15,incorrect,yamato,0,0.55,incorrect,farola,0,0.55,incorrect
['margo'],seaworld,0,0.31,incorrect,orlando,0,0.33,incorrect,seaworld,0,0.31,incorrect,florida,0,0.17,incorrect,seaworld,0,0.31,incorrect,orlando,0,0.33,incorrect,seaworld,0,0.31,incorrect,seaworld,0,0.31,incorrect,orlando,0,0.33,incorrect,florida,0,0.17,incorrect,orlando,0,0.33,incorrect,seaworld,0,0.31,incorrect
['margo'],heather,0,0.33,incorrect,chili,0,0.0,incorrect,arthur,0,0.36,incorrect,yolunda,0,0.17,incorrect,do cuong,0,0.15,incorrect,chuyen,0,0.0,incorrect,heathcliff,0,0.13,incorrect,tom,0,0.25,incorrect,chili,0,0.0,incorrect,yolunda,0,0.17,incorrect,chuyen,0,0.0,incorrect,tom,0,0.25,incorrect
['margo'],"now, now!",0,0.14,incorrect,i-drive,0,0.17,incorrect,yaman,0,0.4,incorrect,yol,0,0.25,incorrect,ninja,0,0.2,incorrect,spring,0,0.36,incorrect,yoda,0,0.22,incorrect,autopista,0,0.29,incorrect,i-drive,0,0.17,incorrect,yol,0,0.25,incorrect,spring,0,0.36,incorrect,autopista,0,0.29,incorrect
['margo'],jack,0,0.22,incorrect,nick,0,0.0,incorrect,orange,0,0.36,incorrect,orange,0,0.36,incorrect,anh,0,0.25,incorrect,pham,0,0.22,incorrect,el tipo,0,0.17,incorrect,andar,0,0.4,incorrect,nick,0,0.0,incorrect,orange,0,0.36,incorrect,pham,0,0.22,incorrect,andar,0,0.4,incorrect
['margo'],jarrell,0,0.33,incorrect,scarlett,0,0.31,incorrect,izinsiz,0,0.0,incorrect,adam,0,0.22,incorrect,doi truong,0,0.27,incorrect,phuong,0,0.18,incorrect,las chicas,0,0.13,incorrect,yolanda,0,0.17,incorrect,scarlett,0,0.31,incorrect,adam,0,0.22,incorrect,phuong,0,0.18,incorrect,yolanda,0,0.17,incorrect
['margo'],she,0,0.0,incorrect,universal studios,0,0.18,incorrect,universal,0,0.14,incorrect,universal,0,0.14,incorrect,seaworld,0,0.31,incorrect,universal,0,0.14,incorrect,seaworld,0,0.31,incorrect,seaworld,0,0.31,incorrect,universal studios,0,0.18,incorrect,universal,0,0.14,incorrect,universal,0,0.14,incorrect,seaworld,0,0.31,incorrect
"['spiegelman', 'margo', 'roth', 'margo roth spiegelman']",python,0,0.4,incorrect,nathaniel,0,0.4,incorrect,belly,0,0.27,incorrect,normal,0,0.36,incorrect,nguyen huy tuong,0,0.27,incorrect,con,0,0.29,incorrect,la llorona,0,0.4,incorrect,la llorona,0,0.4,incorrect,nathaniel,0,0.4,incorrect,normal,0,0.36,incorrect,con,0,0.29,incorrect,la llorona,0,0.4,incorrect
['ben'],mr.,0,0.0,incorrect,mirror,0,0.0,incorrect,caesar,0,0.22,incorrect,uyku,0,0.0,incorrect,doi,0,0.0,incorrect,giac,0,0.0,incorrect,gregor,0,0.22,incorrect,me,0,0.4,incorrect,mirror,0,0.0,incorrect,uyku,0,0.0,incorrect,giac,0,0.0,incorrect,me,0,0.4,incorrect
"['spiegelman', 'margo', 'roth', 'margo roth spiegelman']",edward,0,0.36,incorrect,wuthering,0,0.31,incorrect,john,0,0.5,incorrect,umut,0,0.25,incorrect,heathcliff,0,0.29,incorrect,dem,0,0.31,incorrect,dracula,0,0.24,incorrect,emma,0,0.44,incorrect,wuthering,0,0.31,incorrect,umut,0,0.25,incorrect,dem,0,0.31,incorrect,emma,0,0.44,incorrect
['margo'],mr. anderson,0,0.47,incorrect,prufrock,0,0.31,incorrect,mr.,0,0.5,incorrect,murat,0,0.4,incorrect,dinh,0,0.0,incorrect,dai,0,0.25,incorrect,elvis,0,0.0,incorrect,volvi,0,0.2,incorrect,prufrock,0,0.31,incorrect,murat,0,0.4,incorrect,dai,0,0.25,incorrect,volvi,0,0.2,incorrect
['margo'],he,0,0.0,incorrect,yossarian,0,0.29,incorrect,hezimeti,0,0.15,incorrect,yildiz,0,0.0,incorrect,jack,0,0.22,incorrect,ong,0,0.25,incorrect,el,0,0.0,incorrect,al,0,0.29,incorrect,yossarian,0,0.29,incorrect,yildiz,0,0.0,incorrect,ong,0,0.25,incorrect,al,0,0.29,incorrect
"['quenti', 'quentin']","look, john, and yeah, i know it's you.",0,0.14,incorrect,people,0,0.17,incorrect,ben,0,0.44,incorrect,insanlar,0,0.27,incorrect,scar,0,0.0,incorrect,phan,0,0.2,incorrect,chico,0,0.18,incorrect,yo,0,0.0,incorrect,people,0,0.17,incorrect,insanlar,0,0.27,incorrect,phan,0,0.2,incorrect,yo,0,0.0,incorrect
['margo'],laura,0,0.4,incorrect,lincoln,0,0.17,incorrect,miss marple,0,0.38,incorrect,jefferson,0,0.29,incorrect,watson,0,0.36,incorrect,priscilla,0,0.14,incorrect,jefferson,0,0.29,incorrect,jefferson,0,0.29,incorrect,lincoln,0,0.17,incorrect,jefferson,0,0.29,incorrect,priscilla,0,0.14,incorrect,jefferson,0,0.29,incorrect
"['spiegelman', 'margo', 'roth', 'margo roth spiegelman']",president,0,0.42,incorrect,priscilla,0,0.42,incorrect,john,0,0.5,incorrect,pazartesi,0,0.33,incorrect,margo,1,1.0,correct,margo,1,1.0,correct,emily,0,0.27,incorrect,diria,0,0.27,incorrect,priscilla,0,0.42,incorrect,pazartesi,0,0.33,incorrect,margo,1,1.0,correct,diria,0,0.27,incorrect
['margo'],aurora,0,0.55,incorrect,nathaniel,0,0.14,incorrect,arthur,0,0.36,incorrect,sefer,0,0.2,incorrect,phoebe,0,0.18,incorrect,pyotr,0,0.2,incorrect,la,0,0.29,incorrect,richard,0,0.33,incorrect,nathaniel,0,0.14,incorrect,sefer,0,0.2,incorrect,pyotr,0,0.2,incorrect,richard,0,0.33,incorrect
"['bay jiminez', 'bay', 'jiminez']",smith,0,0.33,incorrect,mr.,0,0.2,incorrect,derse,0,0.17,incorrect,zil,0,0.2,incorrect,thay giao,0,0.4,incorrect,chua,0,0.29,incorrect,weston,0,0.15,incorrect,conocia,0,0.2,incorrect,mr.,0,0.2,incorrect,zil,0,0.2,incorrect,chua,0,0.29,incorrect,conocia,0,0.2,incorrect
"['ben', 'starling', 'ben starling']",charlie,0,0.53,incorrect,david,0,0.31,incorrect,miss trunchbull,0,0.35,incorrect,john,0,0.29,incorrect,oliver,0,0.29,incorrect,priscilla,0,0.24,incorrect,gregory,0,0.27,incorrect,clara,0,0.31,incorrect,david,0,0.31,incorrect,john,0,0.29,incorrect,priscilla,0,0.24,incorrect,clara,0,0.31,incorrect
"['margo', 'marg']",john,0,0.22,incorrect,steel,0,0.0,incorrect,annem,0,0.22,incorrect,cocuk,0,0.2,incorrect,nguyen nhat anh,0,0.11,incorrect,duc,0,0.0,incorrect,alberto,0,0.5,incorrect,compas,0,0.4,incorrect,steel,0,0.0,incorrect,cocuk,0,0.2,incorrect,duc,0,0.0,incorrect,compas,0,0.4,incorrect
['margo'],typical hester,0,0.21,incorrect,jane,0,0.22,incorrect,her zamanki hakan,0,0.18,incorrect,ben,0,0.0,incorrect,dinh,0,0.0,incorrect,dung,0,0.22,incorrect,elvis,0,0.0,incorrect,cruce,0,0.2,incorrect,jane,0,0.22,incorrect,ben,0,0.0,incorrect,dung,0,0.22,incorrect,cruce,0,0.2,incorrect
['margo'],new york,0,0.15,incorrect,times square,0,0.35,incorrect,florida,0,0.17,incorrect,new york,0,0.15,incorrect,florida,0,0.17,incorrect,manhattan,0,0.29,incorrect,florida,0,0.17,incorrect,new york,0,0.15,incorrect,times square,0,0.35,incorrect,new york,0,0.15,incorrect,manhattan,0,0.29,incorrect,new york,0,0.15,incorrect
"['margo', 'whitman']",emily,0,0.2,incorrect,emily,0,0.2,incorrect,margo,1,1.0,correct,margo,1,1.0,correct,margo,1,1.0,correct,margo,1,1.0,correct,emily,0,0.2,incorrect,orfeo,0,0.4,incorrect,emily,0,0.2,incorrect,margo,1,1.0,correct,margo,1,1.0,correct,orfeo,0,0.4,incorrect
['ben'],board,0,0.25,incorrect,wile e.,0,0.2,incorrect,ben,1,1.0,correct,lev,0,0.33,incorrect,he,0,0.4,incorrect,phan,0,0.29,incorrect,maria,0,0.0,incorrect,senorita,0,0.36,incorrect,wile e.,0,0.2,incorrect,lev,0,0.33,incorrect,phan,0,0.29,incorrect,senorita,0,0.36,incorrect
['margo'],signs,0,0.2,incorrect,wemmick,0,0.17,incorrect,john,0,0.22,incorrect,cadir,0,0.4,incorrect,arthur,0,0.36,incorrect,pho,0,0.25,incorrect,personas,0,0.31,incorrect,don quijote,0,0.12,incorrect,wemmick,0,0.17,incorrect,cadir,0,0.4,incorrect,pho,0,0.25,incorrect,don quijote,0,0.12,incorrect
"['margo', 'marg']",jean,0,0.25,incorrect,heidi,0,0.0,incorrect,john,0,0.22,incorrect,anna,0,0.25,incorrect,dat,0,0.29,incorrect,tran,0,0.25,incorrect,lucy,0,0.0,incorrect,la,0,0.33,incorrect,heidi,0,0.0,incorrect,anna,0,0.25,incorrect,tran,0,0.25,incorrect,la,0,0.33,incorrect
['margo'],jess,0,0.0,incorrect,chandler,0,0.31,incorrect,john,0,0.22,incorrect,adam,0,0.22,incorrect,pham tuyen,0,0.13,incorrect,ong,0,0.25,incorrect,el,0,0.0,incorrect,robinson,0,0.31,incorrect,chandler,0,0.31,incorrect,adam,0,0.22,incorrect,ong,0,0.25,incorrect,robinson,0,0.31,incorrect
"['spiegelman', 'margo', 'roth', 'margo roth spiegelman']",her,0,0.29,incorrect,q,0,0.0,incorrect,q,0,0.0,incorrect,q,0,0.0,incorrect,ong,0,0.29,incorrect,cong,0,0.25,incorrect,ella,0,0.43,incorrect,omnictionarian96,0,0.32,incorrect,q,0,0.0,incorrect,q,0,0.0,incorrect,cong,0,0.25,incorrect,omnictionarian96,0,0.32,incorrect
"['dennis mcmahon', 'mcmahon', 'dennis']",june,0,0.2,incorrect,june,0,0.2,incorrect,emily,0,0.36,incorrect,marlboro,0,0.4,incorrect,president,0,0.4,incorrect,chu,0,0.4,incorrect,june,0,0.2,incorrect,hipotecas,0,0.27,incorrect,june,0,0.2,incorrect,marlboro,0,0.4,incorrect,chu,0,0.4,incorrect,hipotecas,0,0.27,incorrect
['margo'],jess,0,0.0,incorrect,nathaniel hawthorne,0,0.17,incorrect,adam,0,0.22,incorrect,mountain,0,0.31,incorrect,emily,0,0.2,incorrect,dew,0,0.0,incorrect,ella,0,0.22,incorrect,mountain dew,0,0.24,incorrect,nathaniel hawthorne,0,0.17,incorrect,mountain,0,0.31,incorrect,dew,0,0.0,incorrect,mountain dew,0,0.24,incorrect
['whitman'],wordsworth,0,0.24,incorrect,nathaniel,0,0.38,incorrect,orhan,0,0.5,incorrect,orhan,0,0.5,incorrect,do,0,0.0,incorrect,phan,0,0.55,incorrect,walter,0,0.31,incorrect,don quijote,0,0.22,incorrect,nathaniel,0,0.38,incorrect,orhan,0,0.5,incorrect,phan,0,0.55,incorrect,don quijote,0,0.22,incorrect
['margo'],jane,0,0.22,incorrect,jamaica,0,0.33,incorrect,he,0,0.0,incorrect,pekin,0,0.0,incorrect,emily,0,0.2,incorrect,duong,0,0.2,incorrect,topeka,0,0.18,incorrect,topeka,0,0.18,incorrect,jamaica,0,0.33,incorrect,pekin,0,0.0,incorrect,duong,0,0.2,incorrect,topeka,0,0.18,incorrect
['lacey'],jess,0,0.22,incorrect,chillingworth,0,0.11,incorrect,emma,0,0.22,incorrect,oldu,0,0.22,incorrect,quentin,0,0.17,incorrect,margo,0,0.2,incorrect,emily,0,0.4,incorrect,esther,0,0.18,incorrect,chillingworth,0,0.11,incorrect,oldu,0,0.22,incorrect,margo,0,0.2,incorrect,esther,0,0.18,incorrect
['ben'],mike,0,0.29,incorrect,milwaukee,0,0.17,incorrect,john,0,0.29,incorrect,best,0,0.57,incorrect,duc,0,0.0,incorrect,best,0,0.57,incorrect,willy,0,0.0,incorrect,miller,0,0.22,incorrect,milwaukee,0,0.17,incorrect,best,0,0.57,incorrect,best,0,0.57,incorrect,miller,0,0.22,incorrect
['lacey'],ace,0,0.75,correct,john,0,0.0,incorrect,gus,0,0.0,incorrect,gus,0,0.0,incorrect,duc,0,0.25,incorrect,prufrock,0,0.15,incorrect,el,0,0.29,incorrect,el,0,0.29,incorrect,john,0,0.0,incorrect,gus,0,0.0,incorrect,prufrock,0,0.15,incorrect,el,0,0.29,incorrect
['margo'],grasses,0,0.17,incorrect,jules verne,0,0.12,incorrect,cimen,0,0.2,incorrect,harita,0,0.36,incorrect,trai dat,0,0.15,incorrect,do,0,0.29,incorrect,la hierba,0,0.29,incorrect,google,0,0.36,incorrect,jules verne,0,0.12,incorrect,harita,0,0.36,incorrect,do,0,0.29,incorrect,google,0,0.36,incorrect
['margo'],jess,0,0.0,incorrect,jo,0,0.29,incorrect,arthur,0,0.36,incorrect,ilgi,0,0.22,incorrect,emily,0,0.2,incorrect,phuong,0,0.18,incorrect,scarlett,0,0.31,incorrect,tom,0,0.25,incorrect,jo,0,0.29,incorrect,ilgi,0,0.22,incorrect,phuong,0,0.18,incorrect,tom,0,0.25,incorrect
"['roth', 'spiegelman', 'margo roth spiegelman', 'spiegelma', 'margo roth spiegelma', 'margo']",the truth,0,0.46,incorrect,elizabeth,0,0.33,incorrect,onu,0,0.29,incorrect,kitabi,0,0.27,incorrect,do,0,0.33,incorrect,di,0,0.18,incorrect,la naturaleza,0,0.3,incorrect,ventana,0,0.35,incorrect,elizabeth,0,0.33,incorrect,kitabi,0,0.27,incorrect,di,0,0.18,incorrect,ventana,0,0.35,incorrect
['margo'],jean,0,0.22,incorrect,dimmesdale,0,0.27,incorrect,emily,0,0.2,incorrect,plan,0,0.22,incorrect,do,0,0.29,incorrect,day,0,0.25,incorrect,clarissa,0,0.31,incorrect,hamlet,0,0.18,incorrect,dimmesdale,0,0.27,incorrect,plan,0,0.22,incorrect,day,0,0.25,incorrect,hamlet,0,0.18,incorrect
"['margo—', 'margo']",exams,0,0.2,incorrect,nathaniel,0,0.14,incorrect,haberleri,0,0.29,incorrect,yolcu,0,0.2,incorrect,dau oc da nghi,0,0.21,incorrect,chi,0,0.0,incorrect,mi graduacion,0,0.33,incorrect,el,0,0.0,incorrect,nathaniel,0,0.14,incorrect,yolcu,0,0.2,incorrect,chi,0,0.0,incorrect,el,0,0.0,incorrect
['margo'],jess,0,0.0,incorrect,roots,0,0.4,incorrect,anlam,0,0.2,incorrect,sim,0,0.25,incorrect,do,0,0.29,incorrect,pygmalion,0,0.43,incorrect,emily,0,0.2,incorrect,arrancar,0,0.31,incorrect,roots,0,0.4,incorrect,sim,0,0.25,incorrect,pygmalion,0,0.43,incorrect,arrancar,0,0.31,incorrect
['lacey'],jane,0,0.44,incorrect,nathaniel,0,0.29,incorrect,gofast,0,0.18,incorrect,gofast,0,0.18,incorrect,gofast,0,0.18,incorrect,jesus,0,0.2,incorrect,matilda,0,0.33,incorrect,chocolate,0,0.43,incorrect,nathaniel,0,0.29,incorrect,gofast,0,0.18,incorrect,jesus,0,0.2,incorrect,chocolate,0,0.43,incorrect
