Single_ent,yo_results,yo_exact_match,yo_highest_fuzzy_match,yo_correct,yo_shuffled_results,yo_shuffled_exact_match,yo_shuffled_highest_fuzzy_match,yo_shuffled_correct,tn_results,tn_exact_match,tn_highest_fuzzy_match,tn_correct,tn_shuffled_results,tn_shuffled_exact_match,tn_shuffled_highest_fuzzy_match,tn_shuffled_correct,ty_results,ty_exact_match,ty_highest_fuzzy_match,ty_correct,ty_shuffled_results,ty_shuffled_exact_match,ty_shuffled_highest_fuzzy_match,ty_shuffled_correct,mai_results,mai_exact_match,mai_highest_fuzzy_match,mai_correct,mai_shuffled_results,mai_shuffled_exact_match,mai_shuffled_highest_fuzzy_match,mai_shuffled_correct,mg_results,mg_exact_match,mg_highest_fuzzy_match,mg_correct,mg_shuffled_results,mg_shuffled_exact_match,mg_shuffled_highest_fuzzy_match,mg_shuffled_correct,st_shuffled_results,st_shuffled_exact_match,st_shuffled_highest_fuzzy_match,st_shuffled_correct,yo_shuffled_results,yo_shuffled_exact_match,yo_shuffled_highest_fuzzy_match,yo_shuffled_correct,tn_shuffled_results,tn_shuffled_exact_match,tn_shuffled_highest_fuzzy_match,tn_shuffled_correct,ty_shuffled_results,ty_shuffled_exact_match,ty_shuffled_highest_fuzzy_match,ty_shuffled_correct,mai_shuffled_results,mai_shuffled_exact_match,mai_shuffled_highest_fuzzy_match,mai_shuffled_correct,mg_shuffled_results,mg_shuffled_exact_match,mg_shuffled_highest_fuzzy_match,mg_shuffled_correct,en_results,en_exact_match,en_highest_fuzzy_match,en_correct,en_shuffled_results,en_shuffled_exact_match,en_shuffled_highest_fuzzy_match,en_shuffled_correct,tr_results,tr_exact_match,tr_highest_fuzzy_match,tr_correct,tr_shuffled_results,tr_shuffled_exact_match,tr_shuffled_highest_fuzzy_match,tr_shuffled_correct,vi_results,vi_exact_match,vi_highest_fuzzy_match,vi_correct,vi_shuffled_results,vi_shuffled_exact_match,vi_shuffled_highest_fuzzy_match,vi_shuffled_correct,es_results,es_exact_match,es_highest_fuzzy_match,es_correct,es_shuffled_results,es_shuffled_exact_match,es_shuffled_highest_fuzzy_match,es_shuffled_correct,en_shuffled_results,en_shuffled_exact_match,en_shuffled_highest_fuzzy_match,en_shuffled_correct,tr_shuffled_results,tr_shuffled_exact_match,tr_shuffled_highest_fuzzy_match,tr_shuffled_correct,vi_shuffled_results,vi_shuffled_exact_match,vi_shuffled_highest_fuzzy_match,vi_shuffled_correct,es_shuffled_results,es_shuffled_exact_match,es_shuffled_highest_fuzzy_match,es_shuffled_correct
"['bibi', 'co', 'jo', 'bibi co', 'bibi jo']",noah,0,0.33,incorrect,abraham,0,0.18,incorrect,she,0,0.0,incorrect,she,0,0.0,incorrect,noah,0,0.33,incorrect,adam,0,0.0,incorrect,madhuri,0,0.18,incorrect,barack obama,0,0.32,incorrect,abraham,0,0.18,incorrect,andriamanitra,0,0.24,incorrect,shakespeare,0,0.0,incorrect,abraham,0,0.18,incorrect,she,0,0.0,incorrect,adam,0,0.0,incorrect,barack obama,0,0.32,incorrect,andriamanitra,0,0.24,incorrect,joan,0,0.67,incorrect,jo,1,1.0,correct,omer,0,0.33,incorrect,odysseus,0,0.2,incorrect,ba,0,0.33,incorrect,dong,0,0.33,incorrect,yo,0,0.5,incorrect,madre,0,0.0,incorrect,jo,1,1.0,correct,odysseus,0,0.2,incorrect,dong,0,0.33,incorrect,madre,0,0.0,incorrect
"['nergis', 'nargis']",job,0,0.0,incorrect,noah,0,0.4,incorrect,abraham lincoln,0,0.29,incorrect,adam,0,0.2,incorrect,noah,0,0.4,incorrect,eve,0,0.22,incorrect,job,0,0.0,incorrect,hamlet,0,0.17,incorrect,salomona,0,0.29,incorrect,adama,0,0.18,incorrect,jesus,0,0.36,incorrect,noah,0,0.4,incorrect,adam,0,0.2,incorrect,eve,0,0.22,incorrect,hamlet,0,0.17,incorrect,adama,0,0.18,incorrect,someone,0,0.31,incorrect,lot,0,0.0,incorrect,heathcliff,0,0.25,incorrect,hamlet,0,0.17,incorrect,duc jesus,0,0.27,incorrect,noah,0,0.4,incorrect,job,0,0.0,incorrect,adan,0,0.2,incorrect,lot,0,0.0,incorrect,hamlet,0,0.17,incorrect,noah,0,0.4,incorrect,adan,0,0.2,incorrect
"['jalil', 'yalil', 'celil']",jesus,0,0.2,incorrect,india,0,0.2,incorrect,god,0,0.0,incorrect,christ,0,0.36,incorrect,adam,0,0.22,incorrect,adam,0,0.22,incorrect,he,0,0.29,incorrect,adam,0,0.22,incorrect,adam,0,0.22,incorrect,adam,0,0.22,incorrect,shiva,0,0.2,incorrect,india,0,0.2,incorrect,christ,0,0.36,incorrect,adam,0,0.22,incorrect,adam,0,0.22,incorrect,adam,0,0.22,incorrect,rahul,0,0.4,incorrect,rahul,0,0.4,incorrect,rahip,0,0.4,incorrect,rama,0,0.22,incorrect,ong,0,0.0,incorrect,rama,0,0.22,incorrect,el,0,0.57,incorrect,india,0,0.2,incorrect,rahul,0,0.4,incorrect,rama,0,0.22,incorrect,rama,0,0.22,incorrect,india,0,0.2,incorrect
"['rashid', 'raşit', 'rasheed']",samson,0,0.36,incorrect,esther,0,0.46,incorrect,monna,0,0.2,incorrect,adam,0,0.4,incorrect,adam,0,0.4,incorrect,adam,0,0.4,incorrect,monroe,0,0.31,incorrect,monica,0,0.18,incorrect,salome,0,0.31,incorrect,adam,0,0.4,incorrect,adam,0,0.4,incorrect,esther,0,0.46,incorrect,adam,0,0.4,incorrect,adam,0,0.4,incorrect,monica,0,0.18,incorrect,adam,0,0.4,incorrect,he,0,0.44,incorrect,gertrude,0,0.31,incorrect,erkek,0,0.33,incorrect,medusa,0,0.31,incorrect,ong,0,0.0,incorrect,thuy,0,0.22,incorrect,el,0,0.22,incorrect,maria,0,0.4,incorrect,gertrude,0,0.31,incorrect,medusa,0,0.31,incorrect,thuy,0,0.22,incorrect,maria,0,0.4,incorrect
"['rashid', 'raşit', 'rasheed']",adam,0,0.4,incorrect,noah,0,0.4,incorrect,jonah,0,0.36,incorrect,job,0,0.0,incorrect,noah,0,0.4,incorrect,abraham,0,0.46,incorrect,tom sawyer,0,0.24,incorrect,hammer,0,0.31,incorrect,adam,0,0.4,incorrect,adam,0,0.4,incorrect,israel,0,0.46,incorrect,noah,0,0.4,incorrect,job,0,0.0,incorrect,abraham,0,0.46,incorrect,hammer,0,0.31,incorrect,adam,0,0.4,incorrect,tom,0,0.25,incorrect,her,0,0.4,incorrect,heathcliff,0,0.38,incorrect,demir,0,0.2,incorrect,chu,0,0.22,incorrect,jesus,0,0.2,incorrect,tom,0,0.25,incorrect,thor,0,0.22,incorrect,her,0,0.4,incorrect,demir,0,0.2,incorrect,jesus,0,0.2,incorrect,thor,0,0.22,incorrect
"['rashid', 'raşit', 'rasheed']",samson,0,0.36,incorrect,samson,0,0.36,incorrect,samson,0,0.36,incorrect,jesus,0,0.2,incorrect,adam,0,0.4,incorrect,adam,0,0.4,incorrect,emily,0,0.2,incorrect,heathcliff,0,0.38,incorrect,adam,0,0.4,incorrect,adam,0,0.4,incorrect,ha,0,0.29,incorrect,samson,0,0.36,incorrect,jesus,0,0.2,incorrect,adam,0,0.4,incorrect,heathcliff,0,0.38,incorrect,adam,0,0.4,incorrect,he,0,0.44,incorrect,emily,0,0.2,incorrect,bayan,0,0.2,incorrect,bayan,0,0.2,incorrect,chi dau,0,0.46,incorrect,emily,0,0.2,incorrect,ella,0,0.22,incorrect,ella,0,0.22,incorrect,emily,0,0.2,incorrect,bayan,0,0.2,incorrect,emily,0,0.2,incorrect,ella,0,0.22,incorrect
"['laila', 'leyla']",esther,0,0.18,incorrect,esther,0,0.18,incorrect,jan,0,0.25,incorrect,god,0,0.0,incorrect,jan,0,0.25,incorrect,adam,0,0.44,incorrect,emily,0,0.4,incorrect,joan of arc,0,0.25,incorrect,salome,0,0.36,incorrect,adam,0,0.44,incorrect,jan,0,0.25,incorrect,esther,0,0.18,incorrect,god,0,0.0,incorrect,adam,0,0.44,incorrect,joan of arc,0,0.25,incorrect,adam,0,0.44,incorrect,grandmother,0,0.12,incorrect,sheikh,0,0.18,incorrect,bayan,0,0.4,incorrect,ozdemir asaf,0,0.24,incorrect,emilie,0,0.36,incorrect,duc me,0,0.18,incorrect,emily,0,0.4,incorrect,ellen,0,0.4,incorrect,sheikh,0,0.18,incorrect,ozdemir asaf,0,0.24,incorrect,duc me,0,0.18,incorrect,ellen,0,0.4,incorrect
"['peştun', 'tariq']",heifer,0,0.18,incorrect,david,0,0.4,incorrect,abdul,0,0.2,incorrect,shelob,0,0.17,incorrect,orpheus,0,0.46,incorrect,david,0,0.4,incorrect,emily,0,0.2,incorrect,heathcliff,0,0.27,incorrect,john,0,0.2,incorrect,adam,0,0.22,incorrect,john,0,0.2,incorrect,david,0,0.4,incorrect,shelob,0,0.17,incorrect,david,0,0.4,incorrect,heathcliff,0,0.27,incorrect,adam,0,0.22,incorrect,he,0,0.25,incorrect,adam,0,0.22,incorrect,tarik,0,0.8,correct,tarik,0,0.8,correct,baba,0,0.22,incorrect,orpheus,0,0.46,incorrect,amir,0,0.44,incorrect,orfeo,0,0.2,incorrect,adam,0,0.22,incorrect,tarik,0,0.8,correct,orpheus,0,0.46,incorrect,orfeo,0,0.2,incorrect
['alyona'],putin,0,0.18,incorrect,israel,0,0.33,incorrect,adam,0,0.4,incorrect,adam,0,0.4,incorrect,britney spears,0,0.2,incorrect,james bond,0,0.38,incorrect,heathcliff,0,0.25,incorrect,shakespeare,0,0.24,incorrect,noah,0,0.4,incorrect,james bond,0,0.38,incorrect,adam,0,0.4,incorrect,israel,0,0.33,incorrect,adam,0,0.4,incorrect,james bond,0,0.38,incorrect,shakespeare,0,0.24,incorrect,james bond,0,0.38,incorrect,"the first mate's name is not provided, but a common name for a character in a story like this could be ""ivan"", however, the passage does not provide enough information to determine the name, so i will guess a name that could fit the context, ""ivan"" or ""the first mate's name"" is not provided, so i will guess ""ivan"" or a name that could fit the context, ""ivan"" is not the only option, but",0,0.03,incorrect,chaplin,0,0.46,incorrect,natasa,0,0.33,incorrect,yeni,0,0.4,incorrect,thuyen pho,0,0.25,incorrect,james bond,0,0.38,incorrect,natasha,0,0.31,incorrect,yeltsin,0,0.31,incorrect,chaplin,0,0.46,incorrect,yeni,0,0.4,incorrect,james bond,0,0.38,incorrect,yeltsin,0,0.31,incorrect
"['tarık', 'tariq']",abraham,0,0.33,incorrect,abraham,0,0.33,incorrect,god,0,0.0,incorrect,adam,0,0.22,incorrect,adam,0,0.22,incorrect,adam,0,0.22,incorrect,malala,0,0.18,incorrect,shakespeare,0,0.25,incorrect,herodote,0,0.15,incorrect,god,0,0.0,incorrect,adam,0,0.22,incorrect,abraham,0,0.33,incorrect,adam,0,0.22,incorrect,adam,0,0.22,incorrect,shakespeare,0,0.25,incorrect,god,0,0.0,incorrect,holden,0,0.0,incorrect,god,0,0.0,incorrect,hamlet,0,0.18,incorrect,hamlet,0,0.18,incorrect,groucho,0,0.17,incorrect,duc,0,0.0,incorrect,chandler,0,0.31,incorrect,cain,0,0.44,incorrect,god,0,0.0,incorrect,hamlet,0,0.18,incorrect,duc,0,0.0,incorrect,cain,0,0.44,incorrect
"['şerif', 'abdül şerif', 'abdül', 'sharif', 'abdul', 'abdul sharif']",malala,0,0.36,incorrect,malala,0,0.36,incorrect,abel,0,0.67,incorrect,jesus,0,0.25,incorrect,malala,0,0.36,incorrect,atira,0,0.36,incorrect,edith cavell,0,0.26,incorrect,jena,0,0.22,incorrect,kim,0,0.25,incorrect,urdu,0,0.44,incorrect,abraham,0,0.42,incorrect,malala,0,0.36,incorrect,jesus,0,0.25,incorrect,atira,0,0.36,incorrect,jena,0,0.22,incorrect,urdu,0,0.44,incorrect,he,0,0.29,incorrect,benazir,0,0.33,incorrect,bayliss,0,0.33,incorrect,pesaver,0,0.5,incorrect,rasheed,0,0.33,incorrect,malala,0,0.36,incorrect,robert langdon,0,0.24,incorrect,benazir,0,0.33,incorrect,benazir,0,0.33,incorrect,pesaver,0,0.5,incorrect,malala,0,0.36,incorrect,benazir,0,0.33,incorrect
"['mariam', 'meryem']",job,0,0.0,incorrect,abraham,0,0.62,incorrect,adam,0,0.6,incorrect,israel,0,0.33,incorrect,adam,0,0.6,incorrect,adam,0,0.6,incorrect,heathcliff,0,0.25,incorrect,heathcliff,0,0.25,incorrect,job,0,0.0,incorrect,god,0,0.0,incorrect,israel,0,0.33,incorrect,abraham,0,0.62,incorrect,israel,0,0.33,incorrect,adam,0,0.6,incorrect,heathcliff,0,0.25,incorrect,god,0,0.0,incorrect,elizabeth,0,0.27,incorrect,elizabeth,0,0.27,incorrect,hamlet,0,0.33,incorrect,hamlet,0,0.33,incorrect,emily,0,0.36,incorrect,emily,0,0.36,incorrect,ella,0,0.2,incorrect,marcel,0,0.5,incorrect,elizabeth,0,0.27,incorrect,hamlet,0,0.33,incorrect,emily,0,0.36,incorrect,marcel,0,0.5,incorrect
"['rashid', 'raşit', 'rasheed']",toyota,0,0.18,incorrect,mercedes,0,0.4,incorrect,mercedes,0,0.4,incorrect,mercedes,0,0.4,incorrect,benjamin,0,0.31,incorrect,esther,0,0.46,incorrect,henry ford,0,0.35,incorrect,mercedes,0,0.4,incorrect,mercedes,0,0.4,incorrect,benjamin,0,0.31,incorrect,mercedes,0,0.4,incorrect,mercedes,0,0.4,incorrect,mercedes,0,0.4,incorrect,esther,0,0.46,incorrect,mercedes,0,0.4,incorrect,benjamin,0,0.31,incorrect,he,0,0.44,incorrect,mercedes,0,0.4,incorrect,quinn,0,0.2,incorrect,mercedes,0,0.4,incorrect,khong co,0,0.14,incorrect,mercedes,0,0.4,incorrect,abdul,0,0.36,incorrect,mercedes,0,0.4,incorrect,mercedes,0,0.4,incorrect,mercedes,0,0.4,incorrect,mercedes,0,0.4,incorrect,mercedes,0,0.4,incorrect
"['tarık', 'tariq']",laila,0,0.4,incorrect,abraham,0,0.33,incorrect,noah,0,0.22,incorrect,noah,0,0.22,incorrect,laila,0,0.4,incorrect,laila,0,0.4,incorrect,la llorona,0,0.27,incorrect,macbeth,0,0.17,incorrect,laila,0,0.4,incorrect,adam,0,0.22,incorrect,joalo,0,0.2,incorrect,abraham,0,0.33,incorrect,noah,0,0.22,incorrect,laila,0,0.4,incorrect,macbeth,0,0.17,incorrect,adam,0,0.22,incorrect,tariq,1,1.0,correct,tariq,1,1.0,correct,annem,0,0.2,incorrect,frankenstein,0,0.24,incorrect,tariq,1,1.0,correct,laila,0,0.4,incorrect,el,0,0.0,incorrect,emily,0,0.2,incorrect,tariq,1,1.0,correct,frankenstein,0,0.24,incorrect,laila,0,0.4,incorrect,emily,0,0.2,incorrect
"['laila', 'leyla']",emily,0,0.4,incorrect,oliver twist,0,0.24,incorrect,santa,0,0.4,incorrect,disney,0,0.36,incorrect,winnie the pooh,0,0.1,incorrect,teina,0,0.4,incorrect,madeline,0,0.31,incorrect,polka,0,0.4,incorrect,christmas,0,0.29,incorrect,tom,0,0.0,incorrect,victorian,0,0.29,incorrect,oliver twist,0,0.24,incorrect,disney,0,0.36,incorrect,teina,0,0.4,incorrect,polka,0,0.4,incorrect,tom,0,0.0,incorrect,emily,0,0.4,incorrect,emily,0,0.4,incorrect,harry,0,0.2,incorrect,pepe,0,0.22,incorrect,emily,0,0.4,incorrect,winnie,0,0.18,incorrect,emily,0,0.4,incorrect,emily,0,0.4,incorrect,emily,0,0.4,incorrect,pepe,0,0.22,incorrect,winnie,0,0.18,incorrect,emily,0,0.4,incorrect
"['laila', 'leyla']",abraham,0,0.33,incorrect,orunmila,0,0.46,incorrect,adam,0,0.44,incorrect,jesus,0,0.2,incorrect,abraham,0,0.33,incorrect,adam,0,0.44,incorrect,sheila,0,0.55,incorrect,god,0,0.0,incorrect,job,0,0.0,incorrect,god,0,0.0,incorrect,job,0,0.0,incorrect,orunmila,0,0.46,incorrect,jesus,0,0.2,incorrect,adam,0,0.44,incorrect,god,0,0.0,incorrect,god,0,0.0,incorrect,emily,0,0.4,incorrect,emily,0,0.4,incorrect,adem,0,0.22,incorrect,adem,0,0.22,incorrect,heathcliff,0,0.27,incorrect,duc chua troi,0,0.22,incorrect,emily,0,0.4,incorrect,maria,0,0.6,incorrect,emily,0,0.4,incorrect,adem,0,0.22,incorrect,duc chua troi,0,0.22,incorrect,maria,0,0.6,incorrect
