Single_ent,en_masked_results,en_masked_exact_match,en_masked_highest_fuzzy_match,en_masked_correct,en_masked_shuffled_results,en_masked_shuffled_exact_match,en_masked_shuffled_highest_fuzzy_match,en_masked_shuffled_correct,en_masked_shuffled_results,en_masked_shuffled_exact_match,en_masked_shuffled_highest_fuzzy_match,en_masked_shuffled_correct
['salese'],mary,0,0.2,incorrect,satan,0,0.36,incorrect,satan,0,0.36,incorrect
['adela'],smith,0,0.0,incorrect,johnson,0,0.0,incorrect,johnson,0,0.0,incorrect
['graham'],john,0,0.2,incorrect,lieutenant,0,0.12,incorrect,lieutenant,0,0.12,incorrect
['salese'],susan,0,0.36,incorrect,brigadier,0,0.27,incorrect,brigadier,0,0.27,incorrect
['arthur'],james,0,0.18,incorrect,macgregor,0,0.4,incorrect,macgregor,0,0.4,incorrect
['graham'],james,0,0.36,incorrect,ministry,0,0.14,incorrect,ministry,0,0.14,incorrect
['graham'],james,0,0.36,incorrect,james,0,0.36,incorrect,james,0,0.36,incorrect
['margaret'],linda,0,0.15,incorrect,aphrodite,0,0.35,incorrect,aphrodite,0,0.35,incorrect
['arthur'],charles,0,0.31,incorrect,oxford,0,0.17,incorrect,oxford,0,0.17,incorrect
['graham'],jack,0,0.2,incorrect,sixteen,0,0.0,incorrect,sixteen,0,0.0,incorrect
['arthur'],tom,0,0.22,incorrect,john,0,0.2,incorrect,john,0,0.2,incorrect
['margaret'],mary,0,0.5,incorrect,scotland,0,0.12,incorrect,scotland,0,0.12,incorrect
['graham'],alex,0,0.2,incorrect,john,0,0.2,incorrect,john,0,0.2,incorrect
['margaret'],delilah,0,0.13,incorrect,rihanna,0,0.27,incorrect,rihanna,0,0.27,incorrect
['arthur'],sixty-five,0,0.12,incorrect,god,0,0.0,incorrect,god,0,0.0,incorrect
['margaret'],johann,0,0.14,incorrect,polka,0,0.15,incorrect,polka,0,0.15,incorrect
['arthur'],fred,0,0.2,incorrect,reed,0,0.2,incorrect,reed,0,0.2,incorrect
['margaret'],clara,0,0.46,incorrect,dust,0,0.17,incorrect,dust,0,0.17,incorrect
['margaret'],jane,0,0.33,incorrect,anna,0,0.33,incorrect,anna,0,0.33,incorrect
['margaret'],mary,0,0.5,incorrect,victorian,0,0.24,incorrect,victorian,0,0.24,incorrect
['margaret'],james,0,0.31,incorrect,he,0,0.2,incorrect,he,0,0.2,incorrect
['graham'],arthur,0,0.33,incorrect,arthur,0,0.33,incorrect,arthur,0,0.33,incorrect
['arthur'],edward,0,0.33,incorrect,holmes,0,0.17,incorrect,holmes,0,0.17,incorrect
['graham'],alex,0,0.2,incorrect,autumn,0,0.33,incorrect,autumn,0,0.33,incorrect
['adela'],dave,0,0.44,incorrect,gp,0,0.0,incorrect,gp,0,0.0,incorrect
['graham'],james,0,0.36,incorrect,freud,0,0.18,incorrect,freud,0,0.18,incorrect
['graham'],margaret,0,0.29,incorrect,margaret,0,0.29,incorrect,margaret,0,0.29,incorrect
['graham'],severus,0,0.15,incorrect,adam,0,0.6,incorrect,adam,0,0.6,incorrect
['adela'],"her face and behavior seem to be pointing to someone named ""emily,"" though the context leaves room for interpretation.",0,0.08,incorrect,her,0,0.25,incorrect,her,0,0.25,incorrect
['graham'],harry,0,0.36,incorrect,ministry,0,0.14,incorrect,ministry,0,0.14,incorrect
['graham'],james,0,0.36,incorrect,michael,0,0.31,incorrect,michael,0,0.31,incorrect
['graham'],paul,0,0.2,incorrect,he,0,0.25,incorrect,he,0,0.25,incorrect
['adela'],henry,0,0.2,incorrect,london,0,0.18,incorrect,london,0,0.18,incorrect
['graham'],victor,0,0.17,incorrect,motown,0,0.17,incorrect,motown,0,0.17,incorrect
['graham'],<output>unknown,0,0.0,incorrect,ministry,0,0.14,incorrect,ministry,0,0.14,incorrect
['arthur'],emily,0,0.0,incorrect,dunkirk,0,0.31,incorrect,dunkirk,0,0.31,incorrect
['adela'],smith,0,0.0,incorrect,charles,0,0.33,incorrect,charles,0,0.33,incorrect
['adela'],marcy,0,0.2,incorrect,she,0,0.25,incorrect,she,0,0.25,incorrect
['arthur'],tom,0,0.22,incorrect,john,0,0.2,incorrect,john,0,0.2,incorrect
['adela'],emily,0,0.4,incorrect,emily,0,0.4,incorrect,emily,0,0.4,incorrect
['adela'],alex,0,0.44,incorrect,emily,0,0.4,incorrect,emily,0,0.4,incorrect
['arthur'],edward,0,0.33,incorrect,james,0,0.18,incorrect,james,0,0.18,incorrect
"['spencer', 'anne spencer', 'anne']",anne,1,1.0,correct,emily,0,0.22,incorrect,emily,0,0.22,incorrect
"['male', 'rogue', 'rogue male']",john,0,0.22,incorrect,he,0,0.33,incorrect,he,0,0.33,incorrect
